[00:00:00	]Ruslan Zhakov has gained a 'Deagle' #76348 from a container with the name 'Ruslan'ın Über Seksi Sandığı' #9258.
[15:26:32	]Michael Mansen ran 'fill' on item 'Su Şişesi' (#130054)
[15:26:33	]Michael Mansen ran 'filtrate' on item 'Su Şişesi' (#83759)
[15:26:33	][IC] C24:i4.JURY-72: <:: Burası. ::>
[15:26:33	]C24:i3.QUICK-48 used command '/Radio TİK bulunamadı 10-19 sağlanıyor'.
[15:26:34	]монолит loaded the character 'Alice Numb'
[15:26:34	][IC] C24:i4.JURY-72: <:: Biraz. ::>
[15:26:38	][IC] C24:i4.JURY-72: <:: Ince. ::>
[15:26:39	]Alice Numb is fully healed.
[15:26:39	][IC] C24:i4.JURY-72: <:: Dikkatli olun. ::>
[15:26:41	][IC] C24:i4.JURY-72: <:: Kırılmasın. ::>
[15:26:42	]Jack Downed ran 'take' on item '#31725 Kimlik Kartı' (#87595)
[15:26:42	]Jack Downed has gained a '#31725 Kimlik Kartı' #87595.
[15:26:43	]Jack Downed entered observer.
[15:26:46	][IC] C24:i3.QUICK-48: <:: Çıkış sağlayın. ::>
[15:26:51	][IC] Michael Mansen: Lağıma kaç kere ota girdi bugün.
[15:26:54	]Alice Numb used command '/SetMood frustrated'.
[15:26:56	]Michael Mansen used command '/ExitAct'.
[15:26:58	]C24:i4.JURY-37 used command '/PM downed kanka rütbelendirme yapıldımı dün bayramlaşmadaydım'.
[15:26:59	][IC] Michael Mansen: Iyi.
[15:27:07	][IC] Michael Mansen: Gezmeye çıkmazlar umarım.
[15:27:10	]Jack Downed used command '/PM 37 yapılmadı kimse gelmedi'.
[15:27:13	]Goblin [MG] created the character 'Thomas Müller'
[15:27:13	]Goblin [MG] loaded the character 'Thomas Müller'
[15:27:13	]Thomas Müller is no longer afk. Total time spent AFK: 3105
[15:27:13	]Thomas Müller has gained a 'Açık Gri Kol Bandı' #137489.
[15:27:13	]Thomas Müller has gained a '#82582 Kimlik Kartı' #137490.
[15:27:13	]Thomas Müller has gained a 'Siyah Tulum' #137491.
[15:27:13	]Thomas Müller has gained a 'Siyah tulum pantolonu' #137492.
[15:27:13	]Thomas Müller has gained a 'Koyu Deri Çizme' #137493.
[15:27:15	][IC] Michael Mansen: Şehirden yemek almamız lazım.
[15:27:18	]Jack Downed used command '/PM 37 akşama doğru yapacağım'.
[15:27:20	][IC] Michael Mansen: Bir ara.
[15:27:21	]Thomas Müller ran 'Equip' on item 'Açık Gri Kol Bandı' (#137489)
[15:27:21	]Michael Mansen opened the 'Buzdolabı' #8342 container.
[15:27:24	]Michael Mansen closed the 'Buzdolabı' #8342 container.
[15:27:26	]C24:i4.JURY-37 used command '/PM downed i4 olmuş benden sonra giren eleman, bide q48 i3 olmuş'.
[15:27:33	]Ruslan Zhakov ran 'combine' on item 'Plastik Levhalar' (#136963)
[15:27:36	]Michael Mansen ran 'fill' on item 'Su Şişesi' (#83759)
[15:27:38	]C24:i4.JURY-37 used command '/PM downed tamamdır aga eyvallah cevapladığın icin iyi roller'.
[15:27:40	]Michael Mansen opened the 'Buzdolabı' #8342 container.
[15:27:41	][IC] C24:i3.QUICK-48: <:: Bune be. ::>
[15:27:42	]Michael Mansen has transferred a 'Su Şişesi' #128962 to a container with the name 'Buzdolabı' #8342.
[15:27:44	]Michael Mansen has transferred a 'Su Şişesi' #130054 to a container with the name 'Buzdolabı' #8342.
[15:27:45	]Michael Mansen has transferred a 'Su Şişesi' #83759 to a container with the name 'Buzdolabı' #8342.
[15:27:46	]Michael Mansen has transferred a 'Water Canteen' #110324 to a container with the name 'Buzdolabı' #8342.
[15:27:46	]Jack Downed used command '/PM 37 sen geldin mi dün'.
[15:27:47	]Michael Mansen has transferred a 'Su Şişesi' #130159 to a container with the name 'Buzdolabı' #8342.
[15:27:48	]Michael Mansen has transferred a 'Su Şişesi' #130053 to a container with the name 'Buzdolabı' #8342.
[15:27:49	]Michael Mansen closed the 'Buzdolabı' #8342 container.
[15:27:49	][IC] C24:i4.JURY-72: <:: Güdümlü taşlar. ::>
[15:27:49	]C24:i4.DEFENDER-81 has acquired his ration, gaining 0 credits, 0 wages and a civil_protection_ration ration.
[15:27:49	]Ruslan Zhakov used command '/ToggleRaise'.
[15:27:52	]Ruslan Zhakov used command '/ToggleRaise'.
[15:27:55	][IC] C24:i3.QUICK-48: <:: Hmph. ::>
[15:27:58	]Jack Downed used command '/PM 37 ?'.
[15:27:58	][IC] Michael Mansen: Ben biraz gözümü kapıyacağım.
[15:28:00	]C24:i4.JURY-37 used command '/PM downed ben dün bayramlkaşmadaydım'.
[15:28:01	]C24:i4.JURY-72 has used a context menu option with the name: ixpropviewowner
[15:28:02	]C24:i4.DEFENDER-81 ran 'Open' on item 'Sivil Koruma Rasyonu' (#137494)
[15:28:02	]C24:i4.DEFENDER-81 has gained a 'Metropolice Takviyeleri' #137495.
[15:28:02	]C24:i4.DEFENDER-81 has gained a 'Soda Bob Brawn' #137496.
[15:28:02	]C24:i4.DEFENDER-81 has gained a '20 Kredi Kuponu' #137497.
[15:28:04	]C24:i4.DEFENDER-81 ran 'Consume' on item 'Soda Bob Brawn' (#137496)
[15:28:04	]C24:i4.DEFENDER-81 extended their level 1 long boost in Algı.
[15:28:04	]C24:i4.DEFENDER-81 extended their level 2 long boost in Çeviklik.
[15:28:06	][IC] C24:i3.QUICK-48: <:: Bırak kalsın sivilin tekine toplatırız en kötü. ::>
[15:28:06	]C24:i4.JURY-37 used command '/PM downed dc açmadım'.
[15:28:07	]Jack Downed used command '/PM 37 sana dün verecektim zaten i3'.
[15:28:10	]Ruslan Zhakov used command '/ExitAct'.
[15:28:11	][IC] C24:i4.JURY-72: <:: Katılıyorum. ::>
[15:28:14	]Ruslan Zhakov used command '/ExitAct'.
[15:28:14	]Thomas Müller ran 'take' on item '#62177 Kimlik Kartı' (#136966)
[15:28:14	]Thomas Müller has gained a '#62177 Kimlik Kartı' #136966.
[15:28:14	]Jack Downed used command '/PM 37 şu'.
[15:28:15	]deathguard loaded the character 'Frederic Schopenhauer'
[15:28:17	]C24:i4.JURY-37 used command '/PM downed şu an versen olmazmı, sıkıntı olurmu'.
[15:28:20	]Jack Downed used command '/PM 37 şuan yapılabilir'.
[15:28:20	]Frederic Schopenhauer is fully healed.
[15:28:22	]bquits has unloaded their "Jack Downed" character.
[15:28:22	]bquits has unloaded their "bquits" character.
[15:28:23	][ME] C24:i3.QUICK-48: elini sırtına atıp radyosunu kontrol eder
[15:28:26	]bquits loaded the character 'C24:i1.DEFENDER-10'
[15:28:27	]Lora Croft opened the 'Orta Dosya Dolabı' #8067 container.
[15:28:31	]C24:i1.DEFENDER-10 is fully healed.
[15:28:32	]Lora Croft ran 'EquipUn' on item 'HK USP .45' (#129901)
[15:28:32	]Lora Croft has gained a '17rnd USP Magazine' #129907.
[15:28:32	]Lora Croft ran 'EquipUn' on item 'Makeshift AK' (#119097)
[15:28:32	]Lora Croft has gained a '30rnd Junk Magazine' #119126.
[15:28:32	]C24:i1.DEFENDER-10 used command '/Radio REPORT IN2'.
[15:28:33	]C24:i1.DEFENDER-10 entered observer.
[15:28:34	]C24:i4.DEFENDER-81 used command '/Radio KT-1'den çıkış sağlanıyor.'.
[15:28:38	]C24:i4.JURY-37 used command '/Radio 10-20 Nexus'.
[15:28:39	][IC] C24:i4.DEFENDER-81: <:: Ne siki-? ::>
[15:28:39	]Lora Croft ran 'drop' on item 'Su Şişesi' (#82122)
[15:28:40	]Lora Croft closed the 'Orta Dosya Dolabı' #8067 container.
[15:28:41	]Lora Croft ran 'take' on item 'Su Şişesi' (#82122)
[15:28:41	]Lora Croft has gained a 'Su Şişesi' #82122.
[15:28:41	]C24:i3.QUICK-48 used command '/Radio KT-1 10-20 Destek masası'.
[15:28:42	]C24:i4.JURY-72 used command '/Radio KT-1 10-20 Nexus önü'.
[15:28:43	]C24:i1.DEFENDER-10 exited observer at their location.
[15:28:43	]Lora Croft opened the 'Orta Dosya Dolabı' #8066 container.
[15:28:44	]Thomas Müller ran 'drop' on item '#62177 Kimlik Kartı' (#136966)
[15:28:44	]Thomas Müller has lost a '#62177 Kimlik Kartı' #136966.
[15:28:46	]Lora Croft has transferred a 'Su Şişesi' #82122 to a container with the name 'Orta Dosya Dolabı' #8066.
[15:28:47	]Lora Croft closed the 'Orta Dosya Dolabı' #8066 container.
[15:28:48	]Lora Croft opened the 'Orta Dosya Dolabı' #8067 container.
[15:28:51	]Lora Croft has transferred a 'Makeshift AK' #119097 to a container with the name 'Orta Dosya Dolabı' #8067.
[15:28:52	]Lora Croft has transferred a 'HK USP .45' #129901 to a container with the name 'Orta Dosya Dolabı' #8067.
[15:28:53	]Lora Croft has transferred a 'Adrenalin' #121349 to a container with the name 'Orta Dosya Dolabı' #8067.
[15:28:55	]Lora Croft has transferred a 'Morfin' #126568 to a container with the name 'Orta Dosya Dolabı' #8067.
[15:28:55	]Adrien Lefèvre exited observer at their location.
[15:28:55	]C24:i4.JURY-37 used command '/Radio 10-20 Nezaret, burda DB var. Nekrotike benziyor.'.
[15:28:56	]Lora Croft ran 'ToggleOff' on item 'El Telsizi' (#133427)
[15:28:56	]Adrien Lefèvre entered observer.
[15:28:57	]Lora Croft has transferred a '30rnd Junk Magazine' #120052 to a container with the name 'Orta Dosya Dolabı' #8067.
[15:28:58	]Lora Croft has transferred a '17rnd USP Magazine' #129907 to a container with the name 'Orta Dosya Dolabı' #8067.
[15:28:59	]C24:i4.DEFENDER-81 used command '/Radio 10-20 Nexsus destek masası.'.
[15:28:59	]Lora Croft has transferred a 'El Telsizi' #133427 to a container with the name 'Orta Dosya Dolabı' #8067.
[15:29:01	]Lora Croft has transferred a '30rnd Junk Magazine' #126039 to a container with the name 'Orta Dosya Dolabı' #8067.
[15:29:01	]C24:i1.DEFENDER-10 used command '/Radio 10-4; JURY;30;7;10-76 10-20 Nexus Cephanesi'.
[15:29:02	]Lora Croft has transferred a '30rnd Junk Magazine' #119126 to a container with the name 'Orta Dosya Dolabı' #8067.
[15:29:03	]Lora Croft has transferred a '9mm Pistol Bullets' #133704 to a container with the name 'Orta Dosya Dolabı' #8067.
[15:29:04	]Frederic Schopenhauer ran 'take' on item 'Bandana' (#90882)
[15:29:04	]Frederic Schopenhauer has gained a 'Bandana' #90882.
[15:29:04	]C24:i4.JURY-37 used command '/Radio Copy'.
[15:29:05	]Lora Croft has transferred a 'Kan Torbası' #115292 to a container with the name 'Orta Dosya Dolabı' #8067.
[15:29:05	]C24:i3.QUICK-48 used command '/PM JURY kanka kt lideri raporlar ya hani'.
[15:29:05	]Alice Numb used command '/ActDown'.
[15:29:06	]Lora Croft has transferred a 'Geliştirilmiş Kırmızı Hap' #115620 to a container with the name 'Orta Dosya Dolabı' #8067.
[15:29:07	]Lora Croft ran 'drop' on item 'El Feneri' (#18487)
[15:29:07	]Lora Croft has lost a 'El Feneri' #18487.
[15:29:08	]Lora Croft closed the 'Orta Dosya Dolabı' #8067 container.
[15:29:10	]Lora Croft opened the 'Orta Dosya Dolabı' #8067 container.
[15:29:10	]Lora Croft closed the 'Orta Dosya Dolabı' #8067 container.
[15:29:11	]Lora Croft ran 'take' on item 'El Feneri' (#18487)
[15:29:11	]Lora Croft has gained a 'El Feneri' #18487.
[15:29:11	]монолит has unloaded their "Alice Numb" character.
[15:29:13	]Frederic Schopenhauer ran 'smoke' on item 'Sigara' (#130896)
[15:29:14	]Frederic Schopenhauer ran 'light' on item 'Zippo Çakmak' (#55427)
[15:29:14	]Zippo Çakmak owned by Frederic Schopenhauer just broke due to usage.
[15:29:16	]Adrien Lefèvre has spawned 'models/props/fence4.mdl'.
[15:29:16	]монолит loaded the character 'Natasha Kolarev'
[15:29:18	]Lora Croft opened the 'Orta Dosya Dolabı' #8067 container.
[15:29:20	]Lora Croft has transferred a 'Yeşil Kevlar Üniforma' #115100 to a container with the name 'Orta Dosya Dolabı' #8067.
[15:29:21	]Lora Croft has transferred a 'Savaş Kaskı' #95867 to a container with the name 'Orta Dosya Dolabı' #8067.
[15:29:25	]Natasha Kolarev used command '/SetMood frustrated'.
[15:29:25	]Thomas Müller used command '/ID'.
[15:29:25	]Lora Croft has transferred a 'M40 Gaz Maskesi' #113678 to a container with the name 'Orta Dosya Dolabı' #8067.
[15:29:25	][IC] C24:i1.DEFENDER-10: <:: Hmph. ::>
[15:29:26	]Lora Croft closed the 'Orta Dosya Dolabı' #8067 container.
[15:29:30	][IC] C24:i3.QUICK-48: <:: Hmph. ::>
[15:29:30	]Lora Croft ran 'Equip' on item 'Kırmızı işbirlikçi kol bandı' (#129601)
[15:29:32	]C24:i3.QUICK-48 ran 'take' on item '#62177 Kimlik Kartı' (#136966)
[15:29:32	]C24:i3.QUICK-48 has gained a '#62177 Kimlik Kartı' #136966.
[15:29:36	][IC] C24:i1.DEFENDER-10: <:: JURY. ::>
[15:29:36	]Lora Croft opened the 'Orta Dosya Dolabı' #8066 container.
[15:29:36	]Ruslan Zhakov used command '/ExitAct'.
[15:29:36	][LOOC] C24:i4.JURY-37: karakterin gozukmuo
[15:29:39	][IC] C24:i3.QUICK-48: <:: Gidebilirsin. ::>
[15:29:41	]Adrien Lefèvre exited observer at their location.
[15:29:42	]Adrien Lefèvre entered observer.
[15:29:42	][ME] C24:i4.JURY-37: selam vererek göğüs kabartır.
[15:29:42	]C24:i3.QUICK-48 ran 'Write' on item 'Kamu Hizmeti ve Görev Panosu' (#94558)
[15:29:42	]Lora Croft has gained a 'Siyah Hava Ceketi' #128236 from a container with the name 'Orta Dosya Dolabı' #8066.
[15:29:43	]Adrien Lefèvre exited observer at their location.
[15:29:43	]Thomas Müller used command '/ID'.
[15:29:43	]Lora Croft closed the 'Orta Dosya Dolabı' #8066 container.
[15:29:43	]Adrien Lefèvre entered observer.
[15:29:44	]Adrien Lefèvre exited observer at their location.
[15:29:44	][LOOC] C24:i1.DEFENDER-10: nasıl_
[15:29:45	]Adrien Lefèvre entered observer.
[15:29:45	]C24:i4.JURY-37 used command '/ActStand'.
[15:29:45	]Adrien Lefèvre exited observer at their location.
[15:29:46	]Adrien Lefèvre entered observer.
[15:29:46	]Adrien Lefèvre exited observer at their location.
[15:29:47	]Adrien Lefèvre entered observer.
[15:29:47	]Adrien Lefèvre exited observer at their location.
[15:29:47	][IC] Frederic Schopenhauer: Üst plazada bir adet bandana buldum.
[15:29:47	]Lora Croft opened the 'Orta Dosya Dolabı' #8066 container.
[15:29:48	]Adrien Lefèvre entered observer.
[15:29:48	]Adrien Lefèvre exited observer at their location.
[15:29:49	]Lora Croft has transferred a 'Deri Ceket' #114742 to a container with the name 'Orta Dosya Dolabı' #8066.
[15:29:49	]Lora Croft closed the 'Orta Dosya Dolabı' #8066 container.
[15:29:49	]C24:i4.JURY-37 used command '/ActStand 2'.
[15:29:50	]Frederic Schopenhauer ran 'drop' on item 'Bandana' (#90882)
[15:29:50	]Frederic Schopenhauer has lost a 'Bandana' #90882.
[15:29:50	]C24:i4.JURY-37 used command '/ExitAct'.
[15:29:51	]Adrien Lefèvre entered observer.
[15:29:51	]Adrien Lefèvre exited observer at their location.
[15:29:51	]C24:i4.JURY-72 used command '/PM 48 tüm birimlerin raporunu istedi kankam'.
[15:29:51	]C24:i3.QUICK-48 ran 'Write' on item 'Kamu Hizmeti ve Görev Panosu' (#94558)
[15:29:51	]C24:i1.DEFENDER-10 has changed C24:i1.DEFENDER-10's bodygroups.
[15:29:52	]C24:i4.JURY-37 used command '/ActStand 2'.
[15:29:54	]C24:i3.QUICK-48 ran 'Write' on item 'Kamu Hizmeti ve Görev Panosu' (#94558)
[15:29:55	][LOOC] C24:i4.JURY-37: bildiğin
[15:29:55	]Adrien Lefèvre entered observer.
[15:29:55	]Lora Croft ran 'combine' on item 'Benefactor Edition Sigara Paketi' (#136248)
[15:29:56	]Lora Croft ran 'drop' on item 'Boş Kupa' (#136705)
[15:29:56	]Lora Croft has lost a 'Boş Kupa' #136705.
[15:29:58	]bquits has unloaded their "C24:i1.DEFENDER-10" character.
[15:30:01	]Adrien Lefèvre exited observer at their location.
[15:30:02	]C24:i3.QUICK-48 used command '/PM JURY KT'ye bağlısın kankam'.
[15:30:03	]bquits loaded the character 'C24:i1.DEFENDER-10'
[15:30:03	]C24:i3.QUICK-48 ran 'Write' on item 'Kamu Hizmeti ve Görev Panosu' (#94558)
[15:30:05	][LOOC] C24:i4.JURY-37: uncloak atsana bi 
[15:30:11	]Adrien Lefèvre entered observer.
[15:30:11	]C24:i1.DEFENDER-10 entered observer.
[15:30:11	]C24:i1.DEFENDER-10 exited observer at their location.
[15:30:12	]Natasha Kolarev ran 'take' on item 'Arıtıcı' (#137501)
[15:30:12	]Natasha Kolarev has gained a 'Arıtıcı' #137501.
[15:30:13	]Adrien Lefèvre exited observer at their location.
[15:30:14	]C24:i3.QUICK-48 used command '/PM JURY neyse ne boşver'.
[15:30:15	]Natasha Kolarev ran 'combine' on item 'Arıtıcı' (#137451)
[15:30:20	][LOOC] C24:i1.DEFENDER-10: ona yetkim yok uncloak atmama
[15:30:22	][LOOC] C24:i4.JURY-37: harbi yoksun neyse varmış gibi devam
[15:30:26	]Adrien Lefèvre entered observer.
[15:30:28	][LOOC] C24:i1.DEFENDER-10: retry at sen
[15:30:31	][LOOC] C24:i1.DEFENDER-10: sonra
[15:30:32	]Adrien Lefèvre exited observer at their location.
[15:30:35	][LOOC] C24:i4.JURY-37: atayım hızlıca
[15:30:38	]Adrien Lefèvre entered observer.
[15:30:38	]Natasha Kolarev ran 'take' on item 'Vida Kutusu' (#137504)
[15:30:38	]Natasha Kolarev has gained a 'Vida Kutusu' #137504.
[15:30:39	]Ruslan Zhakov used command '/ToggleRaise'.
[15:30:40	]le waddup (STEAM_0:1:212354358) has disconnected.
[15:30:43	][IC] C24:i1.DEFENDER-10: <:: JURY. Sahada gösterdiğin performans ile. ::>
[15:30:45	][IC] C24:i1.DEFENDER-10: <:: Hassiktir! ::>
[15:30:46	]C24:i4.JURY-72 used command '/Radio 10-6 10-76 Nexus cephanesi Cephanemi yenilemeye gidiyorum.'.
[15:30:47	]C24:i3.QUICK-48 ran 'take' on item 'Bandana' (#90882)
[15:30:47	]C24:i3.QUICK-48 has gained a 'Bandana' #90882.
[15:30:47	][IC] C24:i1.DEFENDER-10: <:: Hassiktir! ::>
[15:30:58	]Eren Dağdelen opened the 'Kutu' #9457 container.
[15:30:58	]Lora Croft ran 'smoke' on item 'Sigara' (#136251)
[15:30:59	]Lora Croft ran 'light' on item 'Zippo Çakmak' (#113119)
[15:31:00	]C24:i4.JURY-72 used command '/Radio Kısaca kısa süreliğine 10-7'.
[15:31:01	]Adrien Lefèvre ran SAM command 'hp' with arguments: 'Adrien' '100'
[15:31:01	]Eren Dağdelen closed the 'Kutu' #9457 container.
[15:31:02	]Adrien Lefèvre is fully healed.
[15:31:06	]Natasha Kolarev has gained level 50 in the Hız skill.
[15:31:08	]C24:i3.QUICK-48 opened the 'Kanıt Deposu' #6523 container.
[15:31:10	]Adrien Lefèvre exited observer at their location.
[15:31:11	]C24:i4.JURY-72 entered observer.
[15:31:11	]C24:i3.QUICK-48 has transferred a 'Bandana' #90882 to a container with the name 'Kanıt Deposu' #6523.
[15:31:11	]Adrien Lefèvre entered observer.
[15:31:12	]Adrien Lefèvre exited observer at their location.
[15:31:12	]C24:i4.JURY-72 exited observer at their location.
[15:31:13	]Adrien Lefèvre entered observer.
[15:31:14	]Adrien Lefèvre exited observer at their location.
[15:31:15	]Adrien Lefèvre entered observer.
[15:31:15	]C24:i3.QUICK-48 has transferred a '#62177 Kimlik Kartı' #136966 to a container with the name 'Kanıt Deposu' #6523.
[15:31:15	]Adrien Lefèvre exited observer at their location.
[15:31:16	]Adrien Lefèvre entered observer.
[15:31:16	]C24:i3.QUICK-48 closed the 'Kanıt Deposu' #6523 container.
[15:31:17	]Adrien Lefèvre exited observer at their location.
[15:31:18	]Adrien Lefèvre entered observer.
[15:31:18	]Adrien Lefèvre exited observer at their location.
[15:31:19	]Adrien Lefèvre entered observer.
[15:31:19	]Adrien Lefèvre exited observer at their location.
[15:31:21	]Adrien Lefèvre has taken 14 damage from worldspawn.
[15:31:22	]Adrien Lefèvre entered observer.
[15:31:30	]Adrien Lefèvre exited observer at their location.
[15:31:30	]Adrien Lefèvre entered observer.
[15:31:43	]Ruslan Zhakov opened the 'Büyük Kutu' #9024 container.
[15:31:45	]Ruslan Zhakov closed the 'Büyük Kutu' #9024 container.
[15:31:46	]Natasha Kolarev ran 'take' on item 'Yapıştırıcı' (#137510)
[15:31:46	]Natasha Kolarev has gained a 'Yapıştırıcı' #137510.
[15:31:47	]Lora Croft used command '/ActStand 4'.
[15:31:47	]Natasha Kolarev ran 'combine' on item 'Yapıştırıcı' (#137313)
[15:31:50	]Adrien Lefèvre exited observer at their location.
[15:31:50	]Adrien Lefèvre entered observer.
[15:31:51	]Adrien Lefèvre exited observer at their location.
[15:31:52	]Adrien Lefèvre entered observer.
[15:31:56	]C24:i4.JURY-72 entered observer.
[15:31:57	]C24:i1.DEFENDER-10 entered observer.
[15:31:58	]Eren Dağdelen used command '/GetCWUFlags'.
[15:31:58	]C24:i4.JURY-72 exited observer at their location.
[15:31:58	]C24:i1.DEFENDER-10 exited observer at their location.
[15:32:00	]C24:i4.DEFENDER-81 used command '/PTLeave'.
[15:32:02	]Adrien Lefèvre exited observer at their location.
[15:32:02	]Adrien Lefèvre entered observer.
[15:32:02	]Adrien Lefèvre exited observer at their location.
[15:32:03	]Adrien Lefèvre entered observer.
[15:32:04	][IC] C24:i4.JURY-72: <:: Anlaşıldı. ::>
[15:32:11	]C24:i4.JURY-72 used the 'Tedarikçi' vendor.
[15:32:13	]C24:i4.JURY-72 has gained 0 chips.
[15:32:13	]C24:i4.JURY-72 has gained a '9mm Pistol Bullets' #137511.
[15:32:15	]C24:i4.JURY-72 ran 'combine' on item '17rnd USP Magazine' (#94485)
[15:32:17	]Natasha Kolarev ran 'take' on item 'Vida Kutusu' (#137514)
[15:32:17	]Natasha Kolarev has gained a 'Vida Kutusu' #137514.
[15:32:17	]Suzy loaded the character 'Minerva Liebert'
[15:32:18	]Ruslan Zhakov used command '/ToggleRaise'.
[15:32:18	]C24:i4.JURY-72 ran 'combine' on item '9mm Pistol Bullets' (#84868)
[15:32:19	]Natasha Kolarev ran 'combine' on item 'Vida Kutusu' (#137504)
[15:32:19	]C24:i4.JURY-72 ran 'combine' on item '9mm Pistol Bullets' (#84829)
[15:32:21	]C24:i4.JURY-72 used the 'Tedarikçi' vendor.
[15:32:22	]Adrien Lefèvre exited observer at their location.
[15:32:23	]Adrien Lefèvre entered observer.
[15:32:24	]C24:i4.JURY-72 has gained 0 chips.
[15:32:24	]C24:i4.JURY-72 has gained a '9mm Pistol Bullets' #137515.
[15:32:26	]C24:i4.JURY-72 ran 'combine' on item 'Ammunition Pouch' (#84831)
[15:32:28	]C24:i4.JURY-72 ran 'combine' on item '9mm Pistol Bullets' (#84829)
[15:32:28	]Adrien Lefèvre exited observer at their location.
[15:32:31	]C24:i4.JURY-72 ran 'combine' on item '17rnd USP Magazine' (#84837)
[15:32:32	]C24:i4.JURY-72 ran 'combine' on item '17rnd USP Magazine' (#84838)
[15:32:33	]Natasha Kolarev ran 'take' on item 'Güçlü Yapıştırıcı' (#137518)
[15:32:33	]Natasha Kolarev has gained a 'Güçlü Yapıştırıcı' #137518.
[15:32:33	]C24:i4.JURY-72 ran 'combine' on item '17rnd USP Magazine' (#84839)
[15:32:34	]C24:i4.JURY-72 used the 'Tedarikçi' vendor.
[15:32:35	]Natasha Kolarev ran 'take' on item 'Plastik Levhalar' (#137517)
[15:32:35	]Natasha Kolarev has gained a 'Plastik Levhalar' #137517.
[15:32:36	]C24:i4.JURY-72 has gained 0 chips.
[15:32:36	]C24:i4.JURY-72 has gained a '9mm Pistol Bullets' #137519.
[15:32:37	]Natasha Kolarev ran 'combine' on item 'Güçlü Yapıştırıcı' (#137467)
[15:32:38	]Natasha Kolarev ran 'combine' on item 'Plastik Levhalar' (#137461)
[15:32:44	]C24:i4.JURY-72 ran 'combine' on item '17rnd USP Magazine' (#84839)
[15:32:46	][YRUS] Ruslan Zhakov: ANANI SİKİM
[15:32:46	]Natasha Kolarev ran 'take' on item 'Demir' (#137522)
[15:32:46	]Natasha Kolarev has gained a 'Demir' #137522.
[15:32:47	]C24:i4.JURY-72 ran 'drop' on item '9mm Pistol Bullets' (#137519)
[15:32:47	]C24:i4.JURY-72 has lost a '9mm Pistol Bullets' #137519.
[15:32:48	]Natasha Kolarev ran 'combine' on item 'Demir' (#137395)
[15:32:51	]C24:i4.JURY-72 entered observer.
[15:32:57	]C24:i3.QUICK-48 used command '/ExitAct'.
[15:32:57	]Ruslan Zhakov has gained a '30rnd AKM Magazine' #136836.
[15:32:57	]Ruslan Zhakov has lost a '30rnd AKM Magazine' #136837.
[15:33:02	]C24:i4.JURY-72 exited observer at their location.
[15:33:06	]C24:i4.JURY-72 used command '/CharDesc'.
[15:33:06	]Natasha Kolarev ran 'take' on item 'Yapıştırıcı' (#137525)
[15:33:06	]Natasha Kolarev has gained a 'Yapıştırıcı' #137525.
[15:33:08	]C24:i4.JURY-72 used command '/CharDesc'.
[15:33:08	]Natasha Kolarev ran 'take' on item 'Çivi Kutusu' (#137524)
[15:33:08	]Natasha Kolarev has gained a 'Çivi Kutusu' #137524.
[15:33:09	]C24:i4.JURY-72 used command '/CharDesc'.
[15:33:10	]C24:i4.JURY-72 used command '/CharDesc'.
[15:33:11	]Eren Dağdelen has spawned 'models/props_vehicles/carparts_wheel01a.mdl'.
[15:33:11	]C24:i4.JURY-72 used command '/CharDesc'.
[15:33:12	]C24:i4.JURY-72 used command '/CharDesc'.
[15:33:12	]C24:i4.JURY-72 used command '/CharDesc'.
[15:33:13	]C24:i4.JURY-72 used command '/CharDesc'.
[15:33:14	]Adrien Lefèvre has acquired his ration, gaining 0 credits, 0 wages and a improved_ration ration.
[15:33:18	]Thomas Müller used command '/ActSit 2'.
[15:33:18	]Eren Dağdelen has spawned 'models/props_junk/bicycle01a.mdl'.
[15:33:22	]Natasha Kolarev ran 'take' on item 'Plastik Levhalar' (#137527)
[15:33:22	]Natasha Kolarev has gained a 'Plastik Levhalar' #137527.
[15:33:24	]Natasha Kolarev ran 'combine' on item 'Plastik Levhalar' (#137461)
[15:33:26	]C24:i3.QUICK-48 used command '/ExitAct'.
[15:33:34	]Eren Dağdelen has spawned 'models/props_junk/garbage_plasticbottle001a.mdl'.
[15:33:38	]deathguard loaded the character 'Michael Mansen'
[15:33:40	]Natasha Kolarev ran 'take' on item 'Vida Kutusu' (#137530)
[15:33:40	]Natasha Kolarev has gained a 'Vida Kutusu' #137530.
[15:33:42	]THE ÖMER has unloaded their "Eren Dağdelen" character.
[15:33:42	]Natasha Kolarev ran 'combine' on item 'Vida Kutusu' (#137504)
[15:33:46	]THE ÖMER loaded the character 'Mark Green'
[15:33:54	]Adrien Lefèvre ran 'Open' on item 'İyileştirilmiş Rasyon' (#137528)
[15:33:54	]Adrien Lefèvre has gained a 'Elma' #137535.
[15:33:54	]Adrien Lefèvre has gained a 'Karpuz Dilimi' #137536.
[15:33:54	]Adrien Lefèvre has gained a 'Breen'in Suyu' #137537.
[15:33:54	]Adrien Lefèvre has gained a '15 Kredi Kuponu' #137538.
[15:33:55	]Natasha Kolarev ran 'take' on item 'Arıtıcı' (#137534)
[15:33:55	]Natasha Kolarev has gained a 'Arıtıcı' #137534.
[15:33:57	]C24:i4.JURY-72 used command '/CharDesc Temiz üniformalı, dik duruşlu ve sıkı bir Sivil Koruma memuru. Mavi kol bandı dışında diğer birimlerden pek bir farkı yok gibi görünüyor.'.
