[00:03:08	]Kaan has connected.
[15:28:26	]C24:i1.TAP-1 ran 'combine' on item '30rnd MP Magazine' (#2811)
[15:28:26	]C24:i1.TAP-1 ran 'combine' on item '30rnd MP Magazine' (#2812)
[15:28:28	]C24:i1.TAP-1 used the 'Sivil Koruma Tedarikçisi' vendor.
[15:28:28	]Haru Okamoto ran 'Insert' on item 'Vending Machine Key' (#2689)
[15:28:30	]Danilo Zanna used command '/ActSit'.
[15:28:31	]C24:i1.TAP-1 has gained 0 chips.
[15:28:31	]C24:i1.TAP-1 has gained a 'MP5A3' #2831.
[15:28:32	]Erwin Schneider opened the 'Çöp Kutusu' #11923 container.
[15:28:33	]C24:i1.TAP-1 ran 'Equip' on item 'HK USP .45' (#2785)
[15:28:34	]C24:i1.TAP-1 ran 'Equip' on item 'MP5A3' (#2831)
[15:28:34	]Bernd Erich ran 'Consume' on item 'Kahve' (#2800)
[15:28:34	]Bernd Erich has gained a level 2 long boost in Çeviklik.
[15:28:34	]Bernd Erich has gained a 'Boş Kahve Fincanı' #2832.
[15:28:35	]Erwin Schneider closed the 'Çöp Kutusu' #11923 container.
[15:28:35	]C24:i1.TAP-1 has lost a '17rnd USP Magazine' #2830.
[15:28:36	][IC] Giovanni Roselli: Adın nedir yurttaş?
[15:28:38	]C24:i1.TAP-1 used the 'Sivil Koruma Tedarikçisi' vendor.
[15:28:40	][IC] Danilo Zanna: Danilo.
[15:28:41	]C24:i1.TAP-1 has gained 0 chips.
[15:28:41	]C24:i1.TAP-1 has gained a 'USP Match Compensator' #2833.
[15:28:42	]C24:i1.TAP-1 has gained 0 chips.
[15:28:42	][IC] Danilo Zanna: Sen?
[15:28:42	]C24:i1.TAP-1 has gained a 'USP Match Iron Sights' #2834.
[15:28:44	]C24:i1.TAP-1 has lost a 'USP Match Iron Sights' #2834.
[15:28:45	]C24:i1.TAP-1 has lost a 'USP Match Compensator' #2833.
[15:28:46	][IC] Giovanni Roselli: Giovanni.
[15:28:48	]C24:i1.TAP-1 ran 'EquipUn' on item 'HK USP .45' (#2785)
[15:28:48	]C24:i1.TAP-1 has gained a '17rnd USP Magazine' #2830.
[15:28:48	]C24:i1.TAP-1 ran 'Equip' on item 'MP5A3' (#2831)
[15:28:49	]C24:i1.TAP-1 has lost a '30rnd MP Magazine' #2813.
[15:28:56	][IC] Giovanni Roselli: Giovanni Roselli.
[15:28:58	]C24:i1.TAP-1 has changed C24:i1.TAP-1's bodygroups.
[15:29:00	]C24:i1.TAP-1 used command '/SC tac-3'.
[15:29:03	]C24:i1.TAP-1 used command '/Radio 10-8'.
[15:29:07	]Bernd Erich ran 'drop' on item 'Boş Kahve Fincanı' (#2832)
[15:29:07	]Bernd Erich has lost a 'Boş Kahve Fincanı' #2832.
[15:29:08	][IC] Danilo Zanna: Tanıştığıma memnun oldum Giovanni...
[15:29:09	]C24:i1.TAP-1 ran 'Equip' on item 'CV-2000 Şok Çubuğu' (#2786)
[15:29:11	]C24:i1.TAP-1 ran 'EquipUn' on item 'MP5A3' (#2831)
[15:29:11	]C24:i1.TAP-1 has gained a '30rnd MP Magazine' #2813.
[15:29:11	][IC] Giovanni Roselli: Çiçek Çocukların Baş gitaristi ve solistiydim bütün italya tanırdı bizi.
[15:29:11	]C24:i1.TAP-1 ran 'Equip' on item 'CV-2000 Şok Çubuğu' (#2786)
[15:29:12	]C24:i1.TAP-1 ran 'Equip' on item 'MP5A3' (#2831)
[15:29:12	]C24:i1.TAP-1 ran 'Equip' on item 'HK USP .45' (#2785)
[15:29:15	]C24:i1.TAP-1 ran 'Equip' on item 'Combine PDA' (#2748)
[15:29:18	]C24:i1.TAP-1 used command '/ActSit'.
[15:29:19	]C24:i1.TAP-1 used command '/ExitAct'.
[15:29:20	]C24:i1.TAP-1 used the 'Sivil Koruma Tedarikçisi' vendor.
[15:29:27	]C24:i1.TAP-1 entered observer.
[15:29:27	][ME] Danilo Zanna: Kıkırdar
[15:29:28	][IC] Giovanni Roselli: Gerçi sen genç duruyordun.
[15:29:30	]C24:i1.TAP-1 exited observer at their location.
[15:29:30	]C24:i1.TAP-1 used the 'DEFENDER Ekipman Dağıtıcısı' vendor.
[15:29:32	][IC] Giovanni Roselli: Duruyorsun.
[15:29:33	]C24:i1.TAP-1 has gained 0 chips.
[15:29:33	]C24:i1.TAP-1 has gained a 'Cerrahi Kit' #2835.
[15:29:33	]C24:i1.TAP-1 has gained 0 chips.
[15:29:33	]C24:i1.TAP-1 has gained a 'Cerrahi Kit' #2836.
[15:29:35	]C24:i1.TAP-1 has gained 0 chips.
[15:29:35	]C24:i1.TAP-1 has gained a 'Tıbbi Çanta' #2837.
[15:29:37	]C24:i1.TAP-1 ran 'combine' on item 'Şarjör Çantası' (#2791)
[15:29:38	]C24:i1.TAP-1 ran 'combine' on item 'Tıbbi Çanta' (#2837)
[15:29:38	][IC] Danilo Zanna: 42 Yaşındayım...
[15:29:38	]C24:i1.TAP-1 ran 'combine' on item 'Tıbbi Çanta' (#2837)
[15:29:39	]C24:i1.TAP-1 used the 'DEFENDER Ekipman Dağıtıcısı' vendor.
[15:29:40	]C24:i1.TAP-1 has gained 0 chips.
[15:29:40	]C24:i1.TAP-1 has gained a 'Adrenalin' #2838.
[15:29:40	]C24:i1.TAP-1 has gained 0 chips.
[15:29:41	]C24:i1.TAP-1 has gained a 'Adrenalin' #2839.
[15:29:42	]C24:i1.TAP-1 has gained 0 chips.
[15:29:42	]C24:i1.TAP-1 has gained a 'Antidote' #2840.
[15:29:43	][IC] Danilo Zanna: Tam.
[15:29:43	]C24:i1.TAP-1 has gained 0 chips.
[15:29:43	]C24:i1.TAP-1 has gained a 'İlk Yardım Kiti' #2841.
[15:29:43	]C24:i1.TAP-1 has gained 0 chips.
[15:29:44	]C24:i1.TAP-1 has gained a 'İlk Yardım Kiti' #2842.
[15:29:44	]C24:i1.TAP-1 has gained 0 chips.
[15:29:44	]C24:i1.TAP-1 has gained a 'İlk Yardım Kiti' #2843.
[15:29:44	][IC] Giovanni Roselli: Hiç göstermiyorsun.
[15:29:45	]C24:i1.TAP-1 has gained 0 chips.
[15:29:45	]C24:i1.TAP-1 has gained a 'Sağlık Şırıngası' #2844.
[15:29:45	]C24:i1.TAP-1 has gained 0 chips.
[15:29:46	]C24:i1.TAP-1 has gained a 'Sağlık Şırıngası' #2845.
[15:29:46	]C24:i1.TAP-1 has gained 0 chips.
[15:29:46	]C24:i1.TAP-1 has gained a 'Sağlık Şırıngası' #2846.
[15:29:47	]C24:i1.TAP-1 has gained 0 chips.
[15:29:47	]C24:i1.TAP-1 has gained a 'Dezenfekte Bandaj Rulosu' #2847.
[15:29:47	]C24:i1.TAP-1 has gained 0 chips.
[15:29:47	]C24:i1.TAP-1 has gained a 'Dezenfekte Bandaj Rulosu' #2848.
[15:29:47	]C24:i1.TAP-1 has gained 0 chips.
[15:29:47	]C24:i1.TAP-1 has gained a 'Dezenfekte Bandaj Rulosu' #2849.
[15:29:49	]C24:i1.TAP-1 ran 'combine' on item 'Tıbbi Çanta' (#2837)
[15:29:50	]C24:i1.TAP-1 ran 'combine' on item 'Tıbbi Çanta' (#2837)
[15:29:50	]C24:i1.TAP-1 ran 'combine' on item 'Tıbbi Çanta' (#2837)
[15:29:54	][IC] Danilo Zanna: E öyle biraz.
[15:29:55	][IC] Giovanni Roselli: O zaman illaki bizi duymuşsundur.
[15:29:55	]C24:i1.TAP-1 used the 'DEFENDER Ekipman Dağıtıcısı' vendor.
[15:29:56	][IC] Danilo Zanna: Hehe.
[15:29:57	]C24:i1.TAP-1 has gained 0 chips.
[15:29:57	]C24:i1.TAP-1 has gained a 'Antidote' #2850.
[15:29:57	]C24:i1.TAP-1 has gained 0 chips.
[15:29:57	]Felix Campbell used command '/PlyWhitelist felix ai'.
[15:29:57	]C24:i1.TAP-1 has gained a 'Antidote' #2851.
[15:29:58	]C24:i1.TAP-1 has gained 0 chips.
[15:29:58	]C24:i1.TAP-1 has gained a 'Antidote' #2852.
[15:30:00	]C24:i1.TAP-1 used the 'DEFENDER Ekipman Dağıtıcısı' vendor.
[15:30:02	]Felix Campbell used command '/PlyWhitelist felix overwatch'.
[15:30:03	]C24:i1.TAP-1 has gained 0 chips.
[15:30:03	]C24:i1.TAP-1 has gained a 'Dezenfekte Bandaj Rulosu' #2853.
[15:30:05	]C24:i1.TAP-1 has gained 0 chips.
[15:30:05	]C24:i1.TAP-1 has gained a 'Adrenalin' #2854.
[15:30:05	]C24:i1.TAP-1 has gained 0 chips.
[15:30:05	]C24:i1.TAP-1 has gained a 'Adrenalin' #2855.
[15:30:06	]Felix Campbell used command '/PlyUnwhitelist felix ai'.
[15:30:11	]C24:i1.TAP-1 entered observer.
[15:30:11	][IC] Danilo Zanna: Çok şarkı dinleyen birisi değilimdir ama illaki duymuşumdur.
[15:30:20	]C24:i1.TAP-1 exited observer at their location.
[15:30:21	][IC] Giovanni Roselli: Dinle Danilo.
[15:30:23	]Enistein created the character 'S10:SCN-1'
[15:30:24	]Enistein loaded the character 'S10:SCN-1'
[15:30:25	][IC] Giovanni Roselli: Dediğim gibi.
[15:30:28	][IC] Danilo Zanna: Öhm.
[15:30:28	]C24:i1.TAP-1 used command '/ActSit 2'.
[15:30:29	][IC] Giovanni Roselli: Ben yiyecek satmıyorum.
[15:30:33	]Danilo Zanna used command '/ExitAct'.
[15:30:40	][IC] Giovanni Roselli: Müşterinle ilgilen konuşuruz.
[15:30:42	][W] Danilo Zanna: Şununla ilgileneyim bi.
[15:30:45	]C24:i1.TAP-1 used command '/ExitAct'.
[15:30:46	]S10:SCN-1 used command '/Dispatch CONSPIRACY 2'.
[15:30:49	][IC] Danilo Zanna: Buyrun efendim bi arzunuz?
[15:30:58	][IC] C24:i1.TAP-1: <:: Kahven var mı? ::>
[15:31:03	][IC] Danilo Zanna: Tabi hemen geliyor.
[15:31:18	]S10:SCN-1 used command '/Radio tac-3'.
[15:31:21	][ME] Danilo Zanna: Kahve makinasından bir fincan kahve doldurur
[15:31:23	]S10:SCN-1 used command '/SC tac-3'.
[15:31:35	][PICKUP DISPENSER] Savcı ( Danilo Zanna ) picked up an item from the pickup dispenser.
[15:31:35	]Danilo Zanna has gained a 'Kahve' #2856.
[15:31:40	]Haru Okamoto ran 'Insert' on item 'Vending Machine Key' (#2713)
[15:31:43	][IC] Danilo Zanna: Buyrun.
[15:31:47	][ME] Danilo Zanna: Kahveyi tezgaha bırakır
[15:31:48	]Danilo Zanna ran 'drop' on item 'Kahve' (#2856)
[15:31:48	]Danilo Zanna has lost a 'Kahve' #2856.
[15:31:52	]Haru Okamoto has transferred a 'Bob Water Orijinal' #2819 to a container with the name 'Vending Machine' #12317.
[15:31:53	]Haru Okamoto has transferred a 'Bob Water Orijinal' #2820 to a container with the name 'Vending Machine' #12317.
[15:31:55	]Haru Okamoto has transferred a 'Bob Water Orijinal' #2816 to a container with the name 'Vending Machine' #12317.
[15:31:56	][ME] C24:i1.TAP-1: fincan kahveyi alır
[15:31:57	]C24:i1.TAP-1 ran 'take' on item 'Kahve' (#2856)
[15:31:57	]C24:i1.TAP-1 has gained a 'Kahve' #2856.
[15:31:59	][IC] Danilo Zanna: Borcunuz 5 kredi.
[15:32:00	][IC] C24:i1.TAP-1: <:: Teşekkürler. ::>
[15:32:03	]Haru Okamoto has transferred a 'Bob Water Orijinal' #2818 to a container with the name 'Vending Machine' #12317.
[15:32:04	]C24:i1.TAP-1 ran 'SetCredits' on item '#55449 Kimlik Kartı' (#2747)
[15:32:05	]Haru Okamoto has transferred a 'Bob Water Orijinal' #2817 to a container with the name 'Vending Machine' #12317.
[15:32:05	]İlkokul Kundakçısı has set card #2747's credits to 500.
[15:32:06	]Haru Okamoto ran 'drop' on item 'Bob Water Orijinal' (#2815)
[15:32:06	]Haru Okamoto has lost a 'Bob Water Orijinal' #2815.
[15:32:08	]Haru Okamoto has transferred a 'Bob Water Orijinal' #2814 to a container with the name 'Vending Machine' #12317.
[15:32:09	][ME] Danilo Zanna: Pos cihazını çıakrtır ve tezgaha koyar
[15:32:10	]Haru Okamoto has transferred a 'Bob Water Orijinal' #2821 to a container with the name 'Vending Machine' #12317.
[15:32:11	]Haru Okamoto has transferred a 'Bob Water Orijinal' #2823 to a container with the name 'Vending Machine' #12317.
[15:32:12	][IC] C24:i1.TAP-1: <:: Çok param yok. ::>
[15:32:13	]Haru Okamoto has transferred a 'Bob Water Orijinal' #2822 to a container with the name 'Vending Machine' #12317.
[15:32:13	]C24:i1.TAP-1 ran 'SetCredits' on item '#55449 Kimlik Kartı' (#2747)
[15:32:14	]İlkokul Kundakçısı has set card #2747's credits to 5.
[15:32:14	]Haru Okamoto has transferred a 'Bob Water Orijinal' #2742 to a container with the name 'Vending Machine' #12317.
[15:32:17	][IC] C24:i1.TAP-1: <:: Sadece 5 kredim var. ::>
[15:32:17	][ME] Giovanni Roselli: sandviçini yiyor
[15:32:18	]Haru Okamoto ran 'take' on item 'Bob Water Orijinal' (#2815)
[15:32:18	]Haru Okamoto has gained a 'Bob Water Orijinal' #2815.
[15:32:20	]C24:i1.TAP-1 used command '/ActSit 3'.
[15:32:21	]C24:i1.TAP-1 used command '/ExitAct'.
[15:32:22	][IC] Danilo Zanna: Ah, Ozaman bu seferlik bizden olsun.
[15:32:25	][IC] C24:i1.TAP-1: <:: Hayır. ::>
[15:32:27	]Haru Okamoto ran 'Insert' on item 'Vending Machine Key' (#2712)
[15:32:28	][IC] C24:i1.TAP-1: <:: Ödeyeceğim. ::>
[15:32:30	][YITA] Giovanni Roselli: Güzel olmuş danilo!
[15:32:32	][IC] Danilo Zanna: Peki...
[15:32:34	]Danilo Zanna ran 'RequestCredits' on item 'POS Cihazı' (#1695)
[15:32:40	]C24:RCT.YELLO-11 (CID: REDACTED, item: 2747) has send 5 credits to Danilo Zanna (CID: 17862, item: 360) via POS device for 'kAHVE'.
[15:32:45	][IC] Danilo Zanna: E tabi öyle!
[15:32:46	][ME] C24:i1.TAP-1: italyanca bağıran adama doğru bakar
[15:32:55	]Bernd Erich used command '/ActLean 2'.
[15:32:57	][IC] C24:i1.TAP-1: <:: Neden bağırıyorsun? ::>
[15:32:58	]Bernd Erich used command '/ActLean 2'.
[15:32:59	][PICKUP DISPENSER] Victorian ( Haru Okamoto ) picked up an item from the pickup dispenser.
[15:32:59	]Haru Okamoto has gained a 'Bob Water Orijinal' #2857.
[15:32:59	][PICKUP DISPENSER] Victorian ( Haru Okamoto ) picked up an item from the pickup dispenser.
[15:32:59	]Haru Okamoto has gained a 'Bob Water Orijinal' #2858.
[15:32:59	][PICKUP DISPENSER] Victorian ( Haru Okamoto ) picked up an item from the pickup dispenser.
[15:32:59	]Haru Okamoto has gained a 'Bob Water Orijinal' #2859.
[15:33:00	][PICKUP DISPENSER] Victorian ( Haru Okamoto ) picked up an item from the pickup dispenser.
[15:33:00	]Haru Okamoto has gained a 'Bob Water Orijinal' #2860.
[15:33:00	][PICKUP DISPENSER] Victorian ( Haru Okamoto ) picked up an item from the pickup dispenser.
[15:33:00	]Haru Okamoto has gained a 'Bob Water Orijinal' #2861.
[15:33:01	][PICKUP DISPENSER] Victorian ( Haru Okamoto ) picked up an item from the pickup dispenser.
[15:33:01	]Haru Okamoto has gained a 'Bob Water Orijinal' #2862.
[15:33:02	][PICKUP DISPENSER] Victorian ( Haru Okamoto ) picked up an item from the pickup dispenser.
[15:33:02	]Haru Okamoto has gained a 'Bob Water Orijinal' #2863.
[15:33:03	]Giovanni Roselli used command '/ExitAct'.
[15:33:09	][IC] Giovanni Roselli: Efendim bütün saygımla.
[15:33:27	][IC] Giovanni Roselli: Sokakta ve toplum içerisinde bağırmak tüzük gereği yasak olsa da bu tarz kapalı alanlarda bağırmak hususunda bir kısıtlama yoktur.
[15:33:38	]S10:SCN-1 used command '/Staff fotoğraf gönderiyorum'.
[15:33:43	][IC] C24:i1.TAP-1: <:: Ben rahatsız oluyorum ama. ::>
[15:33:46	]C24:i1.TAP-1 used command '/Staff tm'.
[15:33:47	][IC] Giovanni Roselli: Kusura bakmayın.
[15:33:50	][IC] Giovanni Roselli: Bir daha olmaz.
[15:33:58	]C24:i1.TAP-1 used command '/Radio 10-20'.
[15:33:59	]Haru Okamoto ran 'Insert' on item 'Vending Machine Key' (#2702)
[15:34:05	]Danilo Zanna ran 'drop' on item 'Sandviç' (#2776)
[15:34:05	]Danilo Zanna has lost a 'Sandviç' #2776.
[15:34:05	]Giovanni Roselli used command '/ActSitChair'.
[15:34:07	]S10:SCN-1 used command '/Staff erroru yok et çşasndmka'.
[15:34:09	]Haru Okamoto has transferred a 'Bob Water Orijinal' #2861 to a container with the name 'Vending Machine' #12315.
[15:34:10	]Haru Okamoto has transferred a 'Bob Water Orijinal' #2859 to a container with the name 'Vending Machine' #12315.
[15:34:12	]C24:i1.TAP-1 has lost a '30rnd MP Magazine' #2812.
[15:34:12	]Danilo Zanna used command '/ActSit'.
[15:34:13	]Haru Okamoto has transferred a 'Bob Water Orijinal' #2863 to a container with the name 'Vending Machine' #12315.
[15:34:13	][IC] Giovanni Roselli: Neyse ne diyorduk.
[15:34:14	]Haru Okamoto has transferred a 'Bob Water Orijinal' #2862 to a container with the name 'Vending Machine' #12315.
[15:34:15	]Haru Okamoto has transferred a 'Bob Water Orijinal' #2857 to a container with the name 'Vending Machine' #12315.
[15:34:15	][IC] Giovanni Roselli: Heh.
[15:34:16	]Erwin Schneider has gained a 'Boş Süt Kartonu' #2864.
[15:34:17	]Haru Okamoto has transferred a 'Bob Water Orijinal' #2860 to a container with the name 'Vending Machine' #12315.
[15:34:18	]Haru Okamoto has transferred a 'Bob Water Orijinal' #2858 to a container with the name 'Vending Machine' #12315.
[15:34:19	]Haru Okamoto has transferred a 'Bob Water Orijinal' #2815 to a container with the name 'Vending Machine' #12315.
[15:34:20	][IC] Giovanni Roselli: Ben alkol satıyorum.
[15:34:21	]Haru Okamoto has transferred a 'Bob Water Orijinal' #2824 to a container with the name 'Vending Machine' #12315.
[15:34:22	]Haru Okamoto has transferred a 'Bob Water Orijinal' #2744 to a container with the name 'Vending Machine' #12315.
[15:34:23	][IC] Danilo Zanna: Hmm.
[15:34:24	][IC] Giovanni Roselli: Atıştırmalık satıyorum.
[15:34:26	]Haru Okamoto ran 'Insert' on item 'Vending Machine Key' (#2702)
[15:34:26	]C24:i1.TAP-1 has fired a toolgun with the name: remover
[15:34:26	]C24:i1.TAP-1 has fired a toolgun with the name: remover
[15:34:27	]C24:i1.TAP-1 has fired a toolgun with the name: remover
[15:34:27	]C24:i1.TAP-1 has fired a toolgun with the name: remover
[15:34:27	]C24:i1.TAP-1 has fired a toolgun with the name: remover
[15:34:27	]C24:i1.TAP-1 has fired a toolgun with the name: remover
[15:34:27	]C24:i1.TAP-1 has fired a toolgun with the name: remover
[15:34:28	]C24:i1.TAP-1 has fired a toolgun with the name: remover
[15:34:28	]C24:i1.TAP-1 has fired a toolgun with the name: remover
[15:34:28	]C24:i1.TAP-1 has fired a toolgun with the name: remover
[15:34:28	]C24:i1.TAP-1 has fired a toolgun with the name: remover
[15:34:28	]C24:i1.TAP-1 has fired a toolgun with the name: remover
[15:34:29	]C24:i1.TAP-1 has fired a toolgun with the name: remover
[15:34:29	]C24:i1.TAP-1 has fired a toolgun with the name: remover
[15:34:29	]C24:i1.TAP-1 has fired a toolgun with the name: remover
[15:34:29	]C24:i1.TAP-1 has fired a toolgun with the name: remover
[15:34:29	]C24:i1.TAP-1 has fired a toolgun with the name: remover
[15:34:30	]C24:i1.TAP-1 has fired a toolgun with the name: remover
[15:34:30	]C24:i1.TAP-1 has fired a toolgun with the name: remover
[15:34:30	]C24:i1.TAP-1 has fired a toolgun with the name: remover
[15:34:30	]C24:i1.TAP-1 has fired a toolgun with the name: remover
[15:34:30	]C24:i1.TAP-1 has fired a toolgun with the name: remover
[15:34:31	][IC] Giovanni Roselli: Soft içecek satıyorum.
[15:34:31	]C24:i1.TAP-1 has fired a toolgun with the name: remover
[15:34:31	]C24:i1.TAP-1 has fired a toolgun with the name: remover
[15:34:31	]C24:i1.TAP-1 has fired a toolgun with the name: remover
[15:34:31	]C24:i1.TAP-1 has fired a toolgun with the name: remover
[15:34:31	]C24:i1.TAP-1 has fired a toolgun with the name: remover
[15:34:32	]C24:i1.TAP-1 has fired a toolgun with the name: remover
[15:34:32	]C24:i1.TAP-1 has fired a toolgun with the name: remover
[15:34:32	]C24:i1.TAP-1 has fired a toolgun with the name: remover
[15:34:32	]C24:i1.TAP-1 has fired a toolgun with the name: remover
[15:34:35	][IC] Giovanni Roselli: Bir de sigara satıyorum.
[15:34:42	][IC] Danilo Zanna: ...
[15:34:43	]Haru Okamoto ran 'Consume' on item 'Kahve' (#2716)
[15:34:43	]Haru Okamoto extended their level 2 long boost in Çeviklik.
[15:34:43	]Haru Okamoto has gained a 'Boş Kahve Fincanı' #2865.
[15:34:44	]C24:i1.TAP-1 has hit C24:i1.TAP-1 dealing 21 damage (CritChance was 0.00).
[15:34:44	]C24:i1.TAP-1 has taken 21 damage from C24:i1.TAP-1.
[15:34:44	]C24:i1.TAP-1 destroyed a 'Cheesecake' #1161.
[15:34:44	][IC] Giovanni Roselli: Ama sen işini gör diye yemek satmıyorum.
[15:34:46	][IC] Danilo Zanna: Owwww.
[15:34:50	][IC] Giovanni Roselli: Siktir.
[15:34:52	]S10:SCN-1 used command '/Staff napıyon eşek AKLMNSAIJKSNAH'.
[15:34:56	]S10:SCN-1 ran SAM command 'hp' with arguments: '^' '100'
[15:34:59	]S10:SCN-1 is fully healed.
[15:35:01	][IC] Danilo Zanna: Her neyse.
[15:35:05	][ME] C24:i1.TAP-1: hava gözlem robotuna, tamam işareti yapar
[15:35:08	][IC] Giovanni Roselli: Sen de benim işim görülsün diye alkol satma.
[15:35:10	]C24:i1.TAP-1 ran SAM command 'hp' with arguments: '^' '100'
[15:35:11	]C24:i1.TAP-1 is fully healed.
[15:35:11	][IC] Giovanni Roselli: Ricam budur.
[15:35:14	]C24:i1.TAP-1 used command '/Staff nabim olm'.
[15:35:17	]C24:i1.TAP-1 used command '/Staff gitmiyor öbür türlü'.
[15:35:25	][IC] Danilo Zanna: Öncelikle tabi çk güzel ve hoş geldin restoranıma.
[15:35:31	][IC] Danilo Zanna: Senin gibi insanlar bulmak zordur.
[15:35:36	]Haru Okamoto is fully healed.
[15:35:41	][IC] Danilo Zanna: Fakat burası henüz TAM olarak açılmadı.
[15:35:43	]Danilo Zanna used command '/ExitAct'.
[15:35:44	][IC] Danilo Zanna: Öhm.
[15:35:51	]C24:i1.TAP-1 used command '/StaticCharActionSet Sol elinde kahvesini görmektesiniz'.
[15:35:53	]C24:i1.TAP-1 used command '/ActSit 3'.
[15:35:54	]Giovanni Roselli used command '/ExitAct'.
[15:35:54	]C24:i1.TAP-1 used command '/ExitAct'.
[15:35:54	][IC] Danilo Zanna: Buyrun efendim.
[15:35:56	]C24:i1.TAP-1 used command '/ActSit 2'.
[15:35:57	]Giovanni Roselli ran 'take' on item 'Sandviç' (#2776)
[15:35:57	]Giovanni Roselli has gained a 'Sandviç' #2776.
[15:35:58	]Haru Okamoto opened the 'Çöp Kutusu' #11930 container.
[15:36:00	]Haru Okamoto closed the 'Çöp Kutusu' #11930 container.
[15:36:03	][IC] C24:i1.TAP-1: <:: Sıkıntı yok. ::>
[15:36:05	][IC] C24:i1.TAP-1: <:: Kahvemi içeceğim. ::>
[15:36:07	][IC] Danilo Zanna: Tamamdır.
[15:36:15	]Giovanni Roselli used command '/ActSitChair'.
[15:36:17	]Danilo Zanna used command '/ActSit'.
[15:36:18	]C24:i1.TAP-1 used command '/ExitAct'.
[15:36:18	]Giovanni Roselli used command '/ExitAct'.
[15:36:23	]C24:i1.TAP-1 ran 'Consume' on item 'Kahve' (#2856)
[15:36:23	]C24:i1.TAP-1 has gained a level 2 long boost in Çeviklik.
[15:36:23	]C24:i1.TAP-1 has gained a 'Boş Kahve Fincanı' #2866.
[15:36:25	]Giovanni Roselli used command '/ActSit'.
[15:36:29	][IC] Danilo Zanna: Sanada saygı duyuyorum tabi başka bir italyan bulması zor.
[15:36:30	]C24:i1.TAP-1 used command '/StaticCharActionRemove'.
[15:36:31	]C24:i1.TAP-1 ran 'drop' on item 'Boş Kahve Fincanı' (#2866)
[15:36:31	]C24:i1.TAP-1 has lost a 'Boş Kahve Fincanı' #2866.
[15:36:31	][IC] Danilo Zanna: Evet..
[15:36:36	][IC] Danilo Zanna: Gene müşteri bir saniye.
[15:36:36	]Danilo Zanna used command '/ExitAct'.
[15:36:39	][IC] C24:i1.TAP-1: <:: Eline sağlık. ::>
[15:36:40	]Haru Okamoto ran 'take' on item 'Boş Kavanoz' (#2512)
[15:36:40	]Haru Okamoto has gained a 'Boş Kavanoz' #2512.
[15:36:42	][IC] Danilo Zanna: Afiyet.
[15:36:46	][IC] Danilo Zanna: Buyrun?
[15:36:56	]C24:i1.TAP-1 ran 'EquipUn' on item 'MP5A3' (#2831)
[15:36:56	]C24:i1.TAP-1 has gained a '30rnd MP Magazine' #2812.
[15:36:56	][IC] Danilo Zanna: Direkt TÜM karpuz verebilirim.
[15:36:56	]C24:i1.TAP-1 ran 'EquipUn' on item 'HK USP .45' (#2785)
[15:36:57	]C24:i1.TAP-1 ran 'Equip' on item 'Combine PDA' (#2748)
[15:36:59	]C24:i1.TAP-1 ran 'EquipUn' on item 'CV-2000 Şok Çubuğu' (#2786)
[15:37:00	]C24:i1.TAP-1 ran 'Equip' on item 'Combine PDA' (#2748)
[15:37:00	]C24:i1.TAP-1 ran 'Equip' on item 'MP5A3' (#2831)
[15:37:01	]C24:i1.TAP-1 ran 'Equip' on item 'CV-2000 Şok Çubuğu' (#2786)
[15:37:01	][IC] Danilo Zanna: En doyurucu yemeğimiz odur.
[15:37:01	]C24:i1.TAP-1 ran 'Equip' on item 'HK USP .45' (#2785)
[15:37:10	]C24:i1.TAP-1 used command '/PTCreate'.
[15:37:12	]C24:i1.TAP-1 used command '/PTCreate 1'.
[15:37:12	][IC] Danilo Zanna: Dilimde var.
[15:37:34	][IC] Danilo Zanna: Tatlı olarak dilim karpuzdansa içecek tavsiye ederim.
[15:37:42	][IC] Danilo Zanna: Ve ya dondurma.
[15:37:56	][IC] Danilo Zanna: Tamamdır.
[15:38:10	]Haru Okamoto ran 'Insert' on item 'Vending Machine Key' (#2693)
[15:38:13	][ME] Danilo Zanna: Dolabın kapağını açar ve alttan tam bir karpuz alır
[15:38:21	]Haru Okamoto has transferred a 'Bob Water Orijinal' #2825 to a container with the name 'Vending Machine' #12313.
[15:38:23	]Haru Okamoto has transferred a 'Bob Water Orijinal' #2826 to a container with the name 'Vending Machine' #12313.
[15:38:25	]C24:i1.TAP-1 used command '/ExitAct'.
[15:38:25	]Haru Okamoto has transferred a 'Bob Water Orijinal' #2741 to a container with the name 'Vending Machine' #12313.
[15:38:27	][IC] Danilo Zanna: Bir saniye.
[15:38:27	]C24:i1.TAP-1 used command '/Staff ya enis'.
[15:38:29	]S10:SCN-1 used command '/Radio 100 CREDITS'.
[15:38:31	][PICKUP DISPENSER] Savcı ( Danilo Zanna ) picked up an item from the pickup dispenser.
[15:38:31	]Danilo Zanna has gained a 'Karpuz' #2867.
[15:38:34	]Danilo Zanna ran 'drop' on item 'Karpuz' (#2867)
[15:38:34	]Danilo Zanna has lost a 'Karpuz' #2867.
[15:38:34	]C24:i1.TAP-1 used command '/Staff amına koyacam ha'.
[15:38:36	]Danilo Zanna ran 'Slice' on item 'Karpuz' (#2867)
[15:38:39	][PICKUP DISPENSER] Victorian ( Haru Okamoto ) picked up an item from the pickup dispenser.
[15:38:39	]S10:SCN-1 used command '/Staff noldu'.
