[16:26:48	]Lynx has connected.
[17:59:55	]Albert Black has spawned 'models/props_interiors/Furniture_chair01a.mdl'.
[18:00:10	]Albert Black has used a context menu option with the name: remove
[18:00:12	]Albert Black has used a context menu option with the name: collision_off
[18:00:14	]Albert Black has used a context menu option with the name: collision_off
[18:00:42	]Albert Black has spawned 'models/props_trainstation/trashcan_indoor001b.mdl'.
[18:00:46	][PICKUP DISPENSER] Lynx ( John Hector ) picked up an item from the pickup dispenser.
[18:00:46	]John Hector has gained a 'Bank Soda Lager Bira' #19188.
[18:00:57	]Albert Black has spawned 'models/props_trainstation/trashcan_indoor001a.mdl'.
[18:00:58	]Albert Black has spawned 'models/props_trainstation/trashcan_indoor001b.mdl'.
[18:01:12	]Albert Black has spawned 'models/props_trainstation/trashcan_indoor001b.mdl'.
[18:01:40	]Albert Black ran 'drop' on item 'Boş Breen'in Suyu' (#19054)
[18:01:40	]Albert Black has lost a 'Boş Breen'in Suyu' #19054.
[18:01:49	]Albert Black ran 'take' on item 'Boş Breen'in Suyu' (#19054)
[18:01:49	]Albert Black has gained a 'Boş Breen'in Suyu' #19054.
[18:02:16	]Albert Black has spawned 'models/props_borealis/bluebarrel001.mdl'.
[18:02:22	]Albert Black has spawned 'models/props_c17/pulleyhook01.mdl'.
[18:03:06	]Albert Black has spawned 'models/props_wasteland/cranemagnet01a.mdl'.
[18:03:37	]Albert Black used command '/PM hector aloo'.
[18:04:05	]Albert Black has spawned 'models/props_c17/FurnitureTable002a.mdl'.
[18:04:13	]Albert Black has spawned 'models/props_c17/FurnitureTable001a.mdl'.
[18:05:24	]Albert Black has spawned 'models/props_interiors/Furniture_chair01a.mdl'.
[18:06:43	]Albert Black has spawned 'models/props_interiors/Furniture_chair01a.mdl'.
[18:06:59	]Albert Black has spawned 'models/props_interiors/Furniture_chair01a.mdl'.
[18:07:28	]Albert Black has spawned 'models/props_interiors/Furniture_Couch02a.mdl'.
[18:07:34	]Albert Black has spawned 'models/props_interiors/Furniture_chair01a.mdl'.
[18:07:37	]Albert Black has spawned 'models/props_interiors/Furniture_chair03a.mdl'.
[18:08:22	]Albert Black has spawned 'models/props_interiors/Furniture_chair01a.mdl'.
[18:08:38	]Albert Black has spawned 'models/props_interiors/Furniture_chair01a.mdl'.
[18:09:57	]Albert Black used command '/ActSit'.
[18:09:59	]Albert Black used command '/ExitAct'.
[18:10:25	]Albert Black has spawned 'models/props_interiors/Furniture_chair01a.mdl'.
[18:10:39	]Albert Black has spawned 'models/props_interiors/Furniture_chair01a.mdl'.
[18:11:26	]Albert Black has spawned 'models/props_c17/FurnitureTable001a.mdl'.
[18:12:19	]Albert Black has spawned 'models/props_interiors/Furniture_chair01a.mdl'.
[18:12:20	]Albert Black has spawned 'models/props_interiors/Furniture_chair01a.mdl'.
[18:13:47	]Albert Black has spawned 'models/props_c17/FurnitureTable001a.mdl'.
[18:14:00	]Albert Black has spawned 'models/props_interiors/Furniture_chair01a.mdl'.
[18:14:05	]Albert Black has spawned 'models/props_interiors/Furniture_chair01a.mdl'.
[18:14:06	]Albert Black has spawned 'models/props_interiors/Furniture_chair01a.mdl'.
[18:15:21	]Albert Black has fired a toolgun with the name: remover
[18:15:21	]Albert Black has fired a toolgun with the name: remover
[18:15:22	]Albert Black has fired a toolgun with the name: remover
[18:15:59	]Albert Black has spawned 'models/props_c17/FurnitureTable001a.mdl'.
[18:16:46	]Albert Black has spawned 'models/props_c17/FurnitureTable001a.mdl'.
[18:17:05	]John Hector used command '/GetCWUFlags'.
[18:17:44	]Albert Black has spawned 'models/props_c17/FurnitureTable001a.mdl'.
[18:17:47	]Albert Black has spawned 'models/props_interiors/Furniture_chair01a.mdl'.
[18:18:28	]Albert Black used command '/ActSitChair'.
[18:18:35	]Albert Black used command '/ExitAct'.
[18:18:40	]Albert Black used command '/ActSitWall'.
[18:18:55	]John Hector used command '/ActSit 5'.
[18:18:56	]John Hector used command '/ExitAct'.
[18:20:02	]Lynx has unloaded their "John Hector" character.
[18:20:06	]Lynx loaded the character 'C24:i5.VICTOR-61'
[18:22:14	]Albert Black ran 'Unlock' on item 'Dükkan Anahtarı' (#19187)
[18:22:24	]Albert Black ran 'Lock' on item 'Dükkan Anahtarı' (#19187)
[18:22:41	]C24:i5.VICTOR-61 used command '/Doorkick'.
[18:24:29	]Albert Black has spawned 'models/c24_exterior/c24_cityposters.mdl'.
[18:24:39	]C24:i5.VICTOR-61 has gained level 25 in the Hız skill.
[18:24:55	]Albert Black has spawned 'models/willardnetworks/posters/wn_banner_2.mdl'.
[18:24:58	]Albert Black has spawned 'models/willardnetworks/posters/wn_banner_1.mdl'.
[18:25:07	][LOOC] C24:i5.VICTOR-61: yemek yicem
[18:25:10	]Albert Black has spawned 'models/willardnetworks/posters/wn_poster_1.mdl'.
[18:25:31	]Albert Black has spawned 'models/willardnetworks/posters/wn_poster_2.mdl'.
[18:25:35	]Albert Black has spawned 'models/willardnetworks/posters/wn_poster_3.mdl'.
[18:25:37	]Albert Black has spawned 'models/willardnetworks/posters/wn_poster_5.mdl'.
[18:25:40	]Albert Black has spawned 'models/willardnetworks/posters/wn_poster_4.mdl'.
[18:25:43	]Albert Black has spawned 'models/willardnetworks/posters/wn_poster_2.mdl'.
[18:25:50	]Albert Black has spawned 'models/willardnetworks/posters/wn_banner_2.mdl'.
[18:26:36	]Albert Black has spawned 'models/props_combine/breenbust.mdl'.
[18:26:47	]Albert Black has spawned 'models/props_combine/breenbust_chunk01.mdl'.
[18:26:51	]Albert Black has spawned 'models/props_combine/breenbust_chunk04.mdl'.
[18:26:57	]Albert Black has spawned 'models/props_combine/breenlight.mdl'.
[18:27:16	]Albert Black has spawned 'models/props_combine/combinebutton.mdl'.
[18:27:22	]Albert Black has spawned 'models/props_combine/breenbust.mdl'.
[18:27:39	]Albert Black has spawned 'models/props_combine/breenbust.mdl'.
[18:30:54	]Albert Black has spawned 'models/props/de_tides/tides_partyflags.mdl'.
[18:31:19	]C24:i5.VICTOR-61 used the 'i5-i1 Ekipman Dağıtıcısı' vendor.
[18:31:22	]C24:i5.VICTOR-61 has gained 0 chips.
[18:31:22	]C24:i5.VICTOR-61 has gained a 'Sivil Koruma Rasyonu' #19189.
[18:31:22	]C24:i5.VICTOR-61 has gained 0 chips.
[18:31:22	]C24:i5.VICTOR-61 has gained a 'Sivil Koruma Rasyonu' #19190.
[18:31:23	]C24:i5.VICTOR-61 has gained 0 chips.
[18:31:23	]C24:i5.VICTOR-61 has gained a 'Sivil Koruma Rasyonu' #19191.
[18:31:23	]C24:i5.VICTOR-61 has gained 0 chips.
[18:31:23	]C24:i5.VICTOR-61 has gained a 'Sivil Koruma Rasyonu' #19192.
[18:31:29	]C24:i5.VICTOR-61 ran 'Open' on item 'Sivil Koruma Rasyonu' (#19192)
[18:31:29	]C24:i5.VICTOR-61 has gained a 'Metropolice Takviyeleri' #19193.
[18:31:29	]C24:i5.VICTOR-61 has gained a 'Soda Bob Brawn' #19194.
[18:31:29	]C24:i5.VICTOR-61 has gained a '20 Kredi Kuponu' #19195.
[18:31:30	]C24:i5.VICTOR-61 ran 'Consume' on item 'Metropolice Takviyeleri' (#19193)
[18:31:30	]C24:i5.VICTOR-61 extended their level 3 long boost in Güç.
[18:31:30	]C24:i5.VICTOR-61 ran 'Consume' on item 'Soda Bob Brawn' (#19194)
[18:31:30	]C24:i5.VICTOR-61 extended their level 1 long boost in Algı.
[18:31:30	]C24:i5.VICTOR-61 extended their level 2 long boost in Çeviklik.
[18:31:31	]C24:i5.VICTOR-61 ran 'Open' on item 'Sivil Koruma Rasyonu' (#19189)
[18:31:31	]C24:i5.VICTOR-61 has gained a 'Metropolice Takviyeleri' #19196.
[18:31:31	]C24:i5.VICTOR-61 has gained a 'Soda Bob Brawn' #19197.
[18:31:31	]C24:i5.VICTOR-61 has gained a '20 Kredi Kuponu' #19198.
[18:31:32	]C24:i5.VICTOR-61 ran 'Consume' on item 'Metropolice Takviyeleri' (#19196)
[18:31:32	]C24:i5.VICTOR-61 extended their level 3 long boost in Güç.
[18:31:32	]C24:i5.VICTOR-61 ran 'Consume' on item 'Soda Bob Brawn' (#19197)
[18:31:32	]C24:i5.VICTOR-61 extended their level 1 long boost in Algı.
[18:31:32	]C24:i5.VICTOR-61 extended their level 2 long boost in Çeviklik.
[18:31:33	]C24:i5.VICTOR-61 ran 'Open' on item 'Sivil Koruma Rasyonu' (#19191)
[18:31:33	]C24:i5.VICTOR-61 has gained a 'Metropolice Takviyeleri' #19199.
[18:31:33	]C24:i5.VICTOR-61 has gained a 'Soda Bob Brawn' #19200.
[18:31:33	]C24:i5.VICTOR-61 has gained a '20 Kredi Kuponu' #19201.
[18:31:34	]C24:i5.VICTOR-61 ran 'Consume' on item 'Metropolice Takviyeleri' (#19199)
[18:31:34	]C24:i5.VICTOR-61 extended their level 3 long boost in Güç.
[18:31:34	]C24:i5.VICTOR-61 ran 'Consume' on item 'Soda Bob Brawn' (#19200)
[18:31:34	]C24:i5.VICTOR-61 extended their level 1 long boost in Algı.
[18:31:34	]C24:i5.VICTOR-61 extended their level 2 long boost in Çeviklik.
[18:31:35	]C24:i5.VICTOR-61 ran 'Open' on item 'Sivil Koruma Rasyonu' (#19190)
[18:31:35	]C24:i5.VICTOR-61 has gained a 'Metropolice Takviyeleri' #19202.
[18:31:35	]C24:i5.VICTOR-61 has gained a 'Soda Bob Brawn' #19203.
[18:31:35	]C24:i5.VICTOR-61 has gained a '20 Kredi Kuponu' #19204.
[18:31:36	]C24:i5.VICTOR-61 ran 'Consume' on item 'Metropolice Takviyeleri' (#19202)
[18:31:36	]C24:i5.VICTOR-61 extended their level 3 long boost in Güç.
[18:31:36	]C24:i5.VICTOR-61 ran 'Consume' on item 'Soda Bob Brawn' (#19203)
[18:31:36	]C24:i5.VICTOR-61 extended their level 1 long boost in Algı.
[18:31:36	]C24:i5.VICTOR-61 extended their level 2 long boost in Çeviklik.
[18:31:37	]C24:i5.VICTOR-61 ran 'Consume' on item 'Metropolice Takviyeleri' (#19102)
[18:31:37	]C24:i5.VICTOR-61 extended their level 3 long boost in Güç.
[18:31:38	]C24:i5.VICTOR-61 ran 'Consume' on item 'Soda Bob Brawn' (#19103)
[18:31:38	]C24:i5.VICTOR-61 extended their level 1 long boost in Algı.
[18:31:38	]C24:i5.VICTOR-61 extended their level 2 long boost in Çeviklik.
[18:31:40	]C24:i5.VICTOR-61 used the 'i5-i1 Ekipman Dağıtıcısı' vendor.
[18:31:42	]C24:i5.VICTOR-61 has gained 0 chips.
[18:31:42	]C24:i5.VICTOR-61 has gained a 'Sivil Koruma Rasyonu' #19205.
[18:31:42	]C24:i5.VICTOR-61 has gained 0 chips.
[18:31:42	]C24:i5.VICTOR-61 has gained a 'Sivil Koruma Rasyonu' #19206.
[18:31:43	]C24:i5.VICTOR-61 has gained 0 chips.
[18:31:44	]C24:i5.VICTOR-61 has gained a 'Sivil Koruma Rasyonu' #19207.
[18:31:44	]C24:i5.VICTOR-61 has gained 0 chips.
[18:31:44	]C24:i5.VICTOR-61 has gained a 'Sivil Koruma Rasyonu' #19208.
[18:31:50	]C24:i5.VICTOR-61 ran 'Open' on item 'Sivil Koruma Rasyonu' (#19208)
[18:31:50	]C24:i5.VICTOR-61 has gained a 'Metropolice Takviyeleri' #19209.
[18:31:50	]C24:i5.VICTOR-61 has gained a 'Soda Bob Brawn' #19210.
[18:31:50	]C24:i5.VICTOR-61 has gained a '20 Kredi Kuponu' #19211.
[18:31:51	]C24:i5.VICTOR-61 ran 'Consume' on item 'Metropolice Takviyeleri' (#19209)
[18:31:51	]C24:i5.VICTOR-61 extended their level 3 long boost in Güç.
[18:31:51	]C24:i5.VICTOR-61 ran 'Consume' on item 'Soda Bob Brawn' (#19210)
[18:31:51	]C24:i5.VICTOR-61 extended their level 1 long boost in Algı.
[18:31:51	]C24:i5.VICTOR-61 extended their level 2 long boost in Çeviklik.
[18:32:10	]Albert Black has spawned 'models/props_phx/games/chess/black_bishop.mdl'.
[18:32:22	]Albert Black has gained level 10 in the Hız skill.
[18:32:36	]Albert Black has spawned 'models/props_phx/games/chess/black_bishop.mdl'.
[18:33:58	]C24:i5.VICTOR-61 ran 'Use' on item '20 Kredi Kuponu' (#19195)
[18:34:01	]C24:i5.VICTOR-61 has used a coupon at a ration dispenser, gaining 20 credits.
[18:34:04	]C24:i5.VICTOR-61 ran 'Use' on item '20 Kredi Kuponu' (#19195)
[18:34:06	]C24:i5.VICTOR-61 has used a coupon at a ration dispenser, gaining 20 credits.
[18:34:10	]C24:i5.VICTOR-61 ran 'Use' on item '20 Kredi Kuponu' (#19195)
[18:34:12	]C24:i5.VICTOR-61 has used a coupon at a ration dispenser, gaining 20 credits.
[18:34:15	]C24:i5.VICTOR-61 ran 'Use' on item '20 Kredi Kuponu' (#19195)
[18:34:18	]C24:i5.VICTOR-61 has used a coupon at a ration dispenser, gaining 20 credits.
[18:34:21	]C24:i5.VICTOR-61 ran 'Use' on item '20 Kredi Kuponu' (#19195)
[18:34:23	]C24:i5.VICTOR-61 has used a coupon at a ration dispenser, gaining 20 credits.
[18:34:47	]Albert Black has spawned 'models/willardnetworks/posters/wn_poster_1.mdl'.
[18:34:55	]Albert Black has spawned 'models/willardnetworks/posters/wn_poster_2.mdl'.
[18:34:58	]Albert Black has spawned 'models/willardnetworks/posters/wn_poster_3.mdl'.
[18:35:00	]Albert Black has spawned 'models/willardnetworks/posters/wn_poster_1.mdl'.
[18:35:06	]Albert Black has spawned 'models/willardnetworks/posters/wn_poster_3.mdl'.
[18:35:29	]C24:i5.VICTOR-61 ran 'Open' on item 'Sivil Koruma Rasyonu' (#19206)
[18:35:29	]C24:i5.VICTOR-61 has gained a 'Metropolice Takviyeleri' #19212.
[18:35:29	]C24:i5.VICTOR-61 has gained a 'Soda Bob Brawn' #19213.
[18:35:29	]C24:i5.VICTOR-61 has gained a '20 Kredi Kuponu' #19214.
[18:35:31	]C24:i5.VICTOR-61 ran 'Open' on item 'Sivil Koruma Rasyonu' (#19205)
[18:35:32	]C24:i5.VICTOR-61 has gained a 'Metropolice Takviyeleri' #19215.
[18:35:32	]C24:i5.VICTOR-61 has gained a 'Soda Bob Brawn' #19216.
[18:35:32	]C24:i5.VICTOR-61 has gained a '20 Kredi Kuponu' #19217.
[18:35:34	]C24:i5.VICTOR-61 ran 'combine' on item '20 Kredi Kuponu' (#19214)
[18:35:36	]C24:i5.VICTOR-61 ran 'Consume' on item 'Soda Bob Brawn' (#19213)
[18:35:36	]C24:i5.VICTOR-61 extended their level 1 long boost in Algı.
[18:35:36	]C24:i5.VICTOR-61 extended their level 2 long boost in Çeviklik.
[18:35:37	]C24:i5.VICTOR-61 ran 'Consume' on item 'Metropolice Takviyeleri' (#19215)
[18:35:37	]C24:i5.VICTOR-61 extended their level 3 long boost in Güç.
[18:35:37	]C24:i5.VICTOR-61 ran 'Consume' on item 'Metropolice Takviyeleri' (#19212)
[18:35:37	]C24:i5.VICTOR-61 extended their level 3 long boost in Güç.
[18:35:38	]C24:i5.VICTOR-61 ran 'Consume' on item 'Soda Bob Brawn' (#19216)
[18:35:38	]C24:i5.VICTOR-61 extended their level 1 long boost in Algı.
[18:35:38	]C24:i5.VICTOR-61 extended their level 2 long boost in Çeviklik.
[18:35:40	]C24:i5.VICTOR-61 ran 'Open' on item 'Sivil Koruma Rasyonu' (#19207)
[18:35:40	]C24:i5.VICTOR-61 has gained a 'Metropolice Takviyeleri' #19218.
[18:35:40	]C24:i5.VICTOR-61 has gained a 'Soda Bob Brawn' #19219.
[18:35:40	]C24:i5.VICTOR-61 has gained a '20 Kredi Kuponu' #19220.
[18:35:41	]C24:i5.VICTOR-61 ran 'Consume' on item 'Metropolice Takviyeleri' (#19218)
[18:35:41	]C24:i5.VICTOR-61 extended their level 3 long boost in Güç.
[18:35:41	]C24:i5.VICTOR-61 ran 'Consume' on item 'Soda Bob Brawn' (#19219)
[18:35:41	]C24:i5.VICTOR-61 extended their level 1 long boost in Algı.
[18:35:41	]C24:i5.VICTOR-61 extended their level 2 long boost in Çeviklik.
[18:35:47	]C24:i5.VICTOR-61 ran 'Use' on item '20 Kredi Kuponu' (#19214)
[18:35:49	]C24:i5.VICTOR-61 has used a coupon at a ration dispenser, gaining 20 credits.
[18:35:53	]C24:i5.VICTOR-61 ran 'Use' on item '20 Kredi Kuponu' (#19214)
[18:35:55	]C24:i5.VICTOR-61 has used a coupon at a ration dispenser, gaining 20 credits.
[18:36:00	]C24:i5.VICTOR-61 ran 'Use' on item '20 Kredi Kuponu' (#19214)
[18:36:02	]C24:i5.VICTOR-61 has used a coupon at a ration dispenser, gaining 20 credits.
[18:36:22	]C24:RCT.YELLO-84 (CID: REDACTED, item: 8775) has send 150 credits to John Hector (CID: 13120, item: 8721) via terminal.
[18:36:37	]Lynx has unloaded their "C24:i5.VICTOR-61" character.
[18:36:41	]Lynx loaded the character 'John Hector'
[18:36:55	]Albert Black has spawned 'models/willardnetworks/props/chips3.mdl'.
[18:38:26	]Albert Black has spawned 'models/props_i17/misc/citysign.mdl'.
[18:39:55	]Albert Black has spawned 'models/props_i17/misc/citysign.mdl'.
[18:40:10	]Albert Black has spawned 'models/props_i17/misc/citysign.mdl'.
[18:41:52	]Albert Black has spawned 'models/props_c17/clock01.mdl'.
[18:41:54	]Albert Black has spawned 'models/props/de_nuke/clock.mdl'.
[18:41:58	]Albert Black has spawned 'models/props/de_inferno/clock01.mdl'.
[18:42:00	]Albert Black has spawned 'models/props_trainstation/trainstation_clock001.mdl'.
[18:43:10	]Albert Black has spawned 'models/props_interiors/radiator01a.mdl'.
[18:43:38	][IC] John Hector: Radioator.
[18:43:50	][IC] John Hector: Radiator.
[18:44:12	]Albert Black has spawned 'models/props_interiors/radiator01a.mdl'.
[18:44:14	]Albert Black has spawned 'models/props/de_inferno/radiator01a.mdl'.
[18:44:16	]Albert Black has spawned 'models/props_interiors/radiator01a.mdl'.
[18:44:17	]Albert Black has spawned 'models/props_c17/furnitureradiator001a.mdl'.
[18:44:35	]Albert Black has spawned 'models/props_c17/furnitureradiator001a.mdl'.
[18:44:38	]Albert Black has spawned 'models/props/de_inferno/radiator01a.mdl'.
[18:44:41	]Albert Black has spawned 'models/props_c17/furnitureradiator001a.mdl'.
[18:45:39	]Albert Black has spawned 'models/props_c17/furnitureradiator001a.mdl'.
[18:45:40	]Albert Black has spawned 'models/props_interiors/radiator01a.mdl'.
[18:45:47	]Albert Black has spawned 'models/props_c17/furnitureradiator001a.mdl'.
[18:45:59	]Albert Black has spawned 'models/props_c17/furnitureradiator001a.mdl'.
[18:46:09	]Albert Black has spawned 'models/props_interiors/radiator01a.mdl'.
[18:46:27	]Albert Black has spawned 'models/props_c17/furnitureradiator001a.mdl'.
[18:46:33	]Albert Black has spawned 'models/props_c17/furnitureradiator001a.mdl'.
[18:46:44	]Albert Black has spawned 'models/props_interiors/radiator01a.mdl'.
[18:47:07	]Albert Black has spawned 'models/props_c17/furnitureradiator001a.mdl'.
[18:47:12	]Albert Black has spawned 'models/props_c17/furnitureradiator001a.mdl'.
[18:47:13	]Albert Black has spawned 'models/props_interiors/radiator01a.mdl'.
[18:47:19	]Albert Black has spawned 'models/props/de_inferno/radiator01a.mdl'.
[18:47:21	]Albert Black has spawned 'models/props_interiors/radiator01a.mdl'.
[18:47:57	]John Hector used command '/GetCWUFlags'.
[18:48:48	]Albert Black has spawned 'models/props_interiors/radiator01a.mdl'.
[18:48:50	]Albert Black has spawned 'models/props/de_inferno/radiator01a.mdl'.
[18:48:53	]Albert Black has spawned 'models/props_interiors/radiator01a.mdl'.
[18:49:42	]Albert Black has fired a toolgun with the name: nocollide
[18:49:42	]Albert Black has fired a toolgun with the name: nocollide
[18:50:02	]Revain has connected.
[18:50:14	][OOC] John Hector: revain destek gerek need help negga
[18:51:26	]Lynx has unloaded their "John Hector" character.
[18:51:30	]Lynx loaded the character 'C24:i5.VICTOR-61'
[18:51:39	]Revain loaded the character 'Revain On Duty'
[18:51:41	]Lynx has unloaded their "C24:i5.VICTOR-61" character.
[18:51:43	]Revain On Duty entered observer.
[18:51:44	]Revain On Duty is fully healed.
[18:51:45	]Lynx loaded the character 'John Hector'
[18:51:51	]Revain On Duty ran SAM command 'goto' with arguments: 'albert'
[18:52:02	]Revain On Duty exited observer at their location.
[18:52:03	][IC] Revain On Duty: Noldu.
[18:52:06	][IC] John Hector: Sa.
[18:52:09	][IC] John Hector: Ses gelirmisin.
[18:52:15	][IC] Revain On Duty: Siz hiç dcye baktınızmı.
[18:52:29	][IC] Revain On Duty: Aga siz prop koyabiliyomusunuz la.
[18:52:36	][IC] Revain On Duty: O nasıl oluyo la.
[18:52:47	][IC] Revain On Duty: Heaeaee.
[18:52:48	][IC] Revain On Duty: O.
[18:52:50	]John Hector used command '/GetCWUFlags'.
[18:53:09	][IC] Revain On Duty: Abuse için kullanabilirlermi la sence.
[18:53:19	][IC] Revain On Duty: Düşünsene adamlar /getcwuflags di.
[18:53:23	][IC] Revain On Duty: Dene tekrardan.
[18:53:37	]John Hector has spawned 'models/props_junk/PopCan01a.mdl'.
[18:53:47	][IC] Revain On Duty: Pick up that can.
[18:54:03	][IC] Revain On Duty: Düşünsene adamlar /getcwuflags kullanıp cpleere prop atıyo amk.
[18:54:19	]Revain On Duty has used a context menu option with the name: ixpropviewowner
[18:54:21	]Revain On Duty has used a context menu option with the name: remove
[18:54:29	]John Hector has spawned 'models/props_wasteland/kitchen_counter001d.mdl'.
[18:54:42	][IC] Revain On Duty: Çıkarım dayı oglu.
[18:54:49	]Revain On Duty entered observer.
[18:55:10	]John Hector has used a context menu option with the name: remove
[18:55:12	]John Hector has used a context menu option with the name: remove
[18:55:15	]John Hector has used a context menu option with the name: remove
[18:55:21	]John Hector has used a context menu option with the name: remove
[18:55:22	]John Hector has used a context menu option with the name: remove
[18:55:36	]John Hector has used a context menu option with the name: remove
[18:55:53	]Revain On Duty exited observer at their location.
[18:55:54	][IC] Revain On Duty: He.
[18:56:01	][IC] Revain On Duty: Physics gun kullanamıyom mouse bozuk ona göre.
[18:56:03	][IC] Revain On Duty: Physics gun kullanamıyom mouse bozuk ona göre.
[18:56:32	][IC] Revain On Duty: Kim sildi.
[18:56:33	]Albert Black used command '/PM hector ben sildim'.
[18:56:33	][IC] Revain On Duty: La.
[18:56:47	][IC] Revain On Duty: Silme yetkiniz yoktu hani.
[18:56:48	][LOOC] Albert Black: getcwuflags sadece sib vardiyası için oluyor
[18:56:50	][IC] Revain On Duty: :D.
[18:56:52	][IC] Albert Black: Yo.
[18:56:57	][IC] Albert Black: Ben amdin oldum(!).
[18:57:02	][IC] Albert Black: Yani.
[18:57:08	][IC] Albert Black: Seninle yapmamız lazım.
[18:57:10	]Revain On Duty has spawned 'models/props_c17/FurnitureChair001a.mdl'.
[18:57:19	]Revain On Duty has spawned a 'Vehicle [4603][prop_vehicle_prisoner_pod]'.
[18:57:20	][IC] Revain On Duty: Buyur.
[18:57:23	]John Hector has spawned 'models/props_interiors/Furniture_chair01a.mdl'.
[18:57:32	][IC] Revain On Duty: Bakam.
[18:57:52	]John Hector has used a context menu option with the name: remove
[18:58:01	]Revain On Duty has spawned 'models/props/cs_office/chair_office.mdl'.
[18:58:11	]Revain On Duty has spawned 'models/props_interiors/furniture_chair01a.mdl'.
[18:58:21	]Revain On Duty has spawned a 'Vehicle [3546][prop_vehicle_prisoner_pod]'.
[18:58:45	]Revain On Duty has spawned 'models/props_interiors/furniture_chair01a.mdl'.
[18:59:02	][IC] Revain On Duty: Oturulabilir bulamadım bakacağım.
[18:59:05	]John Hector has spawned 'models/props_lab/cactus.mdl'.
[18:59:14	]Revain On Duty has spawned a 'Vehicle [4593][prop_vehicle_prisoner_pod]'.
[18:59:15	][IC] Revain On Duty: Bı.
[18:59:16	][IC] Revain On Duty: Bu.
[18:59:22	][IC] Revain On Duty: Ama sit seçeneği yok.
[18:59:40	][IC] Revain On Duty: Dur ben şu proplara bakayım.
[18:59:41	]Revain On Duty entered observer.
[19:00:07	]Revain On Duty used command '/ActSit 2'.
[19:00:15	]John Hector has spawned 'models/props_lab/binderredlabel.mdl'.
[19:00:33	]Albert Black has acquired his ration, gaining 0 credits, 0 wages and a ration ration.
[19:00:46	]Albert Black ran 'take' on item 'Rasyon' (#19221)
[19:00:46	]Albert Black has gained a 'Rasyon' #19221.
[19:00:53	]Albert Black ran 'Open' on item 'Rasyon' (#19221)
[19:00:53	]Albert Black has gained a 'Yapay Macun' #19222.
[19:00:53	]Albert Black has gained a 'Breen'in Suyu' #19223.
[19:00:53	]Albert Black has gained a '15 Kredi Kuponu' #19224.
[19:00:55	]Albert Black ran 'Consume' on item 'Breen'in Suyu' (#19223)
[19:00:55	]Albert Black has gained a 'Boş Breen'in Suyu' #19225.
[19:00:56	]Albert Black ran 'Consume' on item 'Yapay Macun' (#19222)
[19:00:56	]Albert Black has gained a 'Boş Kavanoz' #19226.
[19:01:09	]John Hector has spawned 'models/props_lab/reciever01d.mdl'.
[19:01:19	]Albert Black ran 'Use' on item '15 Kredi Kuponu' (#19224)
[19:02:02	]John Hector has spawned 'models/props_combine/combine_intmonitor001.mdl'.
[19:02:08	]John Hector has spawned 'models/props_interiors/Radiator01a.mdl'.
[19:02:24	]Albert Black ran 'Use' on item '15 Kredi Kuponu' (#19224)
[19:02:27	]Albert Black has used a coupon at a ration dispenser, gaining 15 credits.
[19:02:35	]John Hector has spawned 'models/props_junk/sawblade001a.mdl'.
[19:02:59	]John Hector has spawned 'models/props_wasteland/kitchen_counter001b.mdl'.
[19:03:14	]John Hector has spawned 'models/props_wasteland/kitchen_counter001a.mdl'.
[19:03:24	]John Hector has spawned 'models/props_wasteland/kitchen_counter001b.mdl'.
[19:03:25	]Revain On Duty exited observer at their location.
[19:03:28	]Revain On Duty entered observer.
[19:03:30	]Revain On Duty exited observer at their location.
[19:03:32	][OOC] Albert Black: revainin mouse u bouk mu
[19:03:34	][IC] Albert Black: He.
[19:03:37	][IC] Revain On Duty: Ha.
[19:03:38	][IC] Revain On Duty: Ah.
[19:03:39	][IC] Albert Black: Ss arıyorum.
[19:03:40	][IC] Albert Black: Özelden.
[19:03:43	][IC] Albert Black: Anlarsan daha iyi.
[19:03:52	][IC] Revain On Duty: Tam.
[19:03:54	][IC] Revain On Duty: Am.
[19:03:55	][IC] Revain On Duty: Tamam.
[19:03:57	]John Hector has spawned 'models/props_wasteland/kitchen_fridge001a.mdl'.
[19:04:08	][IC] Albert Black: Ilk başta.
[19:04:09	][IC] Albert Black: Çöp var.
[19:04:29	][IC] Revain On Duty: Olm bune.
[19:04:34	][IC] Albert Black: Miss gibi işte.
[19:04:35	][IC] Albert Black: Gel.
[19:04:39	][IC] Albert Black: Buraya çöp.
[19:04:40	][IC] Revain On Duty: Çok boktan anlatmışsın.
[19:04:42	][IC] Albert Black: Heryerde olduğu gibi.
[19:04:48	][IC] Albert Black: Gel.
[19:04:49	][IC] Revain On Duty: Cafe'nin önüne çöp konulmaz.
[19:04:51	][IC] Albert Black: Buraya çöp koy.
[19:04:54	]Revain On Duty entered observer.
[19:04:55	][IC] Albert Black: Koyulur.
[19:04:56	]Revain On Duty exited observer at their location.
[19:04:56	][IC] Albert Black: Kardesim.
[19:04:59	][IC] Revain On Duty: Koyulmaz.
[19:05:02	][IC] Revain On Duty: Aglion.
[19:05:04	]Revain On Duty entered observer.
[19:05:06	]Revain On Duty exited observer at their location.
[19:05:14	][OOC] Albert Black: dükkan sahibi biziz koy sen
[19:05:22	][IC] Revain On Duty: Sen topla koy.
[19:05:25	][OOC] Albert Black: 150 token kira ödüyoruz batarsa
[19:05:34	][IC] Albert Black: Çöp kutusu.
[19:05:35	][IC] Albert Black: Koyacaksın.
