[10:11:30	]Enistein has connected.
[12:34:37	][LOOC] Farid Efsahani: /actlean
[12:34:39	][LOOC] Theodore Abernathy: actlean 2
[12:34:41	][LOOC] C24:i4.HELIX-86: ok
[12:35:15	][IC] C24:i4.HELIX-86: <:: Sivil. ::>
[12:35:18	]Theodore Abernathy used command '/Dispatch'.
[12:35:20	][IC] C24:i4.HELIX-86: <:: Koşmamaya dikkat et. ::>
[12:35:23	][IC] Farid Efsahani: Peki.
[12:35:28	][IC] C24:i4.HELIX-86: <:: Yasak çünki. ::>
[12:35:30	][IC] Farid Efsahani: Lanet Combine'ler...
[12:35:31	]Theodore Abernathy used command '/Dispatch CONSPIRACY 2'.
[12:35:38	][IC] C24:i4.HELIX-86: <:: Dursana. ::>
[12:35:43	][Y] C24:i4.HELIX-86: <:: Olduğun yerde kal! ::>
[12:35:46	]Theodore Abernathy used command '/ExitAct'.
[12:35:46	][IC] C24:i4.HELIX-86: <:: Ne dedin? ::>
[12:35:52	][IC] Farid Efsahani: Ne demişim?
[12:35:52	][IC] C24:i4.HELIX-86: <:: Tekrar söylesene. ::>
[12:35:58	][IC] Farid Efsahani: Hm, ben birşey demedim.
[12:36:01	][IC] C24:i4.HELIX-86: <:: Yok yok sen tekrar söyle. ::>
[12:36:04	]C24:i3.XRAY-91 used command '/ExitAct'.
[12:36:06	][IC] C24:i4.HELIX-86: <:: Ne dedin? ::>
[12:36:09	][IC] Farid Efsahani: Şey.
[12:36:13	][ME] C24:i4.HELIX-86: Sertçe iter
[12:36:19	][IC] C24:i4.HELIX-86: <:: Söylesene? ::>
[12:36:27	]C24:i3.XRAY-91 used command '/Radio 10-20 RDM KOD 2'.
[12:36:29	][IC] Farid Efsahani: Ehm, yaşasın Combine, aynen!
[12:36:34	][IC] Farid Efsahani: Lütfen beni rahat bırak.
[12:36:39	][IC] C24:i4.HELIX-86: <:: Duvara geç. ::>
[12:36:40	]Theodore Abernathy used command '/ActStand 3'.
[12:36:41	]Theodore Abernathy used command '/ExitAct'.
[12:36:45	][IC] C24:i3.XRAY-91: <:: Uzaklaş. ::>
[12:36:55	]Theodore Abernathy used command '/ActSit 2'.
[12:36:56	]Theodore Abernathy used command '/ExitAct'.
[12:36:58	]Theodore Abernathy used command '/ActSit 3'.
[12:36:59	][IC] C24:i4.HELIX-86: <:: Sivil daha demin dediğin şey yüzünden cezalandırılıcaksın. ::>
[12:37:07	][ME] C24:i4.HELIX-86: Sopasını kaldırır
[12:37:22	][IC] C24:i4.HELIX-86: <:: Şüpheli, hukuki hükmü almaya hazırlanın! ::>
[12:37:31	][ME] C24:i4.HELIX-86: Sopasını sallar
[12:37:32	]C24:i4.HELIX-86 has critically hit Farid Efsahani dealing 8 damage (CritChance was 0.97).
[12:37:32	]Farid Efsahani has taken 7 damage from C24:i4.HELIX-86.
[12:37:33	]C24:i4.HELIX-86 has critically hit Farid Efsahani dealing 8 damage (CritChance was 0.97).
[12:37:33	]Farid Efsahani has taken 7 damage from C24:i4.HELIX-86.
[12:37:41	][IC] C24:i4.HELIX-86: <:: OLDUĞUN YERDE KAL. ::>
[12:37:55	][IC] C24:i4.HELIX-86: <:: Bana bak. ::>
[12:37:56	]Daryl Dixon has connected.
[12:38:01	][IC] C24:i4.HELIX-86: <:: Doğrula. ::>
[12:38:06	][IC] Farid Efsahani: Tabi, ehm...
[12:38:08	][IC] C24:i4.HELIX-86: <:: Sana bir violasyon yazıcam. ::>
[12:38:16	][IC] C24:i4.HELIX-86: <:: Umarım aklın başına gelir. ::>
[12:38:21	][ME] Farid Efsahani: Kimlik kartını cebinden çıkartır, ve kimlikte yazanları söyler
[12:38:22	]Farid Efsahani used command '/ID'.
[12:38:23	]C24:i3.XRAY-91 used command '/Radio 10-20 RDM Önü, 10-91d Yeniden Eğitim'.
[12:38:34	][LOOC] Farid Efsahani: missclick
[12:39:13	][IC] Farid Efsahani: Gideyim mi?
[12:39:13	][IC] C24:i4.HELIX-86: <:: Pekala. ::>
[12:39:20	][IC] C24:i4.HELIX-86: <:: Yürü, şimdi. ::>
[12:39:34	]Farid Efsahani entered observer.
[12:39:35	][IC] C24:i4.HELIX-86: <:: Aptal herif. ::>
[12:39:41	][IC] C24:i3.XRAY-91: <:: Ne yaptı. ::>
[12:39:49	][IC] C24:i4.HELIX-86: <:: Combineye hakaret. ::>
[12:39:56	][IC] C24:i4.HELIX-86: <:: Bende cezasını verdim. ::>
[12:40:05	][IC] C24:i3.XRAY-91: <:: Görev yerine dön. ::>
[12:40:19	]C24:i3.XRAY-91 used command '/Radio 10-20 Üst plaza'.
[12:40:22	]C24:i3.XRAY-91 used command '/ActLean 2'.
[12:40:25	]C24:i3.XRAY-91 used command '/ActLean 2'.
[12:40:31	]C24:i4.HELIX-86 used command '/Radio 10-20 Plaza'.
[12:40:32	]Farid Efsahani has spawned a junk_jar.
[12:40:40	]Theodore Abernathy used command '/ExitAct'.
[12:40:52	]C24:i3.XRAY-91 used command '/ExitAct'.
[12:40:58	][IC] C24:i3.XRAY-91: <:: Ne yapıyosun sen? ::>
[12:40:59	][IC] Theodore Abernathy: Efendim, yukarıdan düştü.
[12:41:10	][IC] C24:i3.XRAY-91: <:: Bu yukarı geri atman gerektiği anlamınamı geliyor. ::>
[12:41:16	]C24:i4.HELIX-86 used command '/ActLean 2'.
[12:41:16	][IC] C24:i3.XRAY-91: <:: Çöpe neden atmıyorsun. ::>
[12:41:20	][IC] Theodore Abernathy: Geldiği yere geri koymaya çalıştım.
[12:41:24	][IC] Theodore Abernathy: Garip bir takıntım var.
[12:41:24	]Daryl Dixon loaded the character 'Tommy Black'
[12:41:26	][IC] Theodore Abernathy: Doğru söylüyorsunuz.
[12:41:28	]C24:i4.HELIX-86 used command '/ActLean 1'.
[12:41:28	][IC] Theodore Abernathy: Gidip çöpe atacağım.
[12:41:29	]Tommy Black is fully healed.
[12:41:31	]C24:i4.HELIX-86 used command '/ExitAct'.
[12:41:33	][ME] Theodore Abernathy: yere uzanıp çöpü eline alır
[12:41:34	]C24:i4.HELIX-86 used command '/ActLean'.
[12:41:35	]Theodore Abernathy ran 'take' on item 'Boş Kavanoz' (#69294)
[12:41:35	]Theodore Abernathy has gained a 'Boş Kavanoz' #69294.
[12:41:37	]C24:i4.HELIX-86 used command '/ExitAct'.
[12:41:38	][IC] C24:i3.XRAY-91: <:: Birdaha yaparsan döverim. ::>
[12:41:39	]Farid Efsahani used command '/Staff dixon sinyor mu'.
[12:41:40	]C24:i4.HELIX-86 used command '/ActLean 3'.
[12:41:45	]C24:i3.XRAY-91 used command '/ActLean 2'.
[12:41:46	]Theodore Abernathy used command '/Staff yok'.
[12:41:47	]C24:i3.XRAY-91 used command '/ActLean 2'.
[12:41:56	]Farid Efsahani used command '/Staff vardiya?'.
[12:41:56	]Tommy Black opened the 'Çöp Konteyneri' #6553 container.
[12:42:01	]C24:i4.HELIX-86 used command '/Radio Kod:'.
[12:42:01	]Tommy Black closed the 'Çöp Konteyneri' #6553 container.
[12:42:03	]C24:i4.HELIX-86 used command '/Radio 12'.
[12:42:08	]Farid Efsahani opened the 'Çöp Konteyneri' #6553 container.
[12:42:09	][ME] Theodore Abernathy: konteynerin kapağını arayalıp elindeki çöpü içine atar
[12:42:10	]Theodore Abernathy opened the 'Çöp Konteyneri' #6553 container.
[12:42:11	]Theodore Abernathy has transferred a 'Breen'in Suyu' #69280 to a container with the name 'Çöp Konteyneri' #6553.
[12:42:13	]Theodore Abernathy has gained a 'Breen'in Suyu' #69280 from a container with the name 'Çöp Konteyneri' #6553.
[12:42:14	]Farid Efsahani closed the 'Çöp Konteyneri' #6553 container.
[12:42:14	]Theodore Abernathy has transferred a 'Boş Kavanoz' #69294 to a container with the name 'Çöp Konteyneri' #6553.
[12:42:15	]C24:i3.XRAY-91 used command '/Radio copy that'.
[12:42:17	]Farid Efsahani closed the 'Çöp Konteyneri' #6553 container.
[12:42:19	]Farid Efsahani exited observer at their location.
[12:42:21	]Farid Efsahani has taken 6 damage from worldspawn.
[12:42:22	]Farid Efsahani entered observer.
[12:42:25	]Farid Efsahani exited observer at their location.
[12:42:29	]Tommy Black opened the 'Çöp Konteyneri' #6554 container.
[12:42:32	]Tommy Black closed the 'Çöp Konteyneri' #6554 container.
[12:42:34	]Victorian loaded the character 'Troylen Houston'
[12:42:34	]Theodore Abernathy ran 'drop' on item 'Yapay Macun' (#69279)
[12:42:34	]Theodore Abernathy has lost a 'Yapay Macun' #69279.
[12:42:35	]Theodore Abernathy ran 'take' on item 'Yapay Macun' (#69279)
[12:42:35	]Theodore Abernathy has gained a 'Yapay Macun' #69279.
[12:42:38	]Troylen Houston entered observer.
[12:42:39	]Troylen Houston is fully healed.
[12:42:46	]Troylen Houston exited observer at their location.
[12:42:55	]C24:i4.HELIX-86 used command '/ExitAct'.
[12:43:06	]Theodore Abernathy entered observer.
[12:43:07	][IC] Troylen Houston: Buradan girilmesi lazım değil mi?
[12:43:15	][IC] C24:i4.HELIX-86: <:: Girebiliyorsun zaten. ::>
[12:43:17	]Theodore Abernathy exited observer at their location.
[12:43:19	][IC] C24:i4.HELIX-86: <:: Mhm. ::>
[12:43:27	][IC] Troylen Houston: Ehm.
[12:43:29	]C24:i4.HELIX-86 used command '/Radio 91 GRID varmı?'.
[12:43:38	]C24:i4.HELIX-86 used command '/Radio Plaza forceshield bozuk.'.
[12:43:43	]C24:i4.HELIX-86 used command '/Radio Sivil geçemiyor.'.
[12:43:57	][IC] Troylen Houston: Oldu, galiba.
[12:44:04	][IC] C24:i4.HELIX-86: <:: Dene. ::>
[12:44:05	]Theodore Abernathy entered observer.
[12:44:07	][IC] C24:i4.HELIX-86: <:: Mhm. ::>
[12:44:10	]C24:i4.HELIX-86 used command '/Radio 91'.
[12:44:23	]C24:i4.HELIX-86 used command '/Radio 91, ordamısın?'.
[12:44:25	]Theodore Abernathy used command '/Play3DSound ambience/war_sounds/streetwar/exp4.mp3 100'.
[12:44:37	]C24:i3.XRAY-91 used command '/Radio 10-4'.
[12:44:38	]C24:i3.XRAY-91 used command '/ExitAct'.
[12:44:39	]C24:i4.HELIX-86 used command '/Radio Plaza forceshield için GRID talep ediliyor.'.
[12:44:44	]C24:i4.HELIX-86 used command '/Radio Bozulmuş.'.
[12:44:47	]C24:i3.XRAY-91 used command '/Radio Grid'e mi benziyorum'.
[12:45:01	]C24:i4.HELIX-86 used command '/Radio Normal modunda çalışmıyor, GRID ekibi isteniyor.'.
[12:45:05	]Theodore Abernathy is admin-searching Troylen Houston's inventory.
[12:45:05	]Theodore Abernathy has used a context menu option with the name: ixviewinventory
[12:45:07	][IC] C24:i3.XRAY-91: <:: Hangisi. ::>
[12:45:08	]Theodore Abernathy has closed Troylen Houston's inventory.
[12:45:10	][IC] C24:i4.HELIX-86: <:: Bu. ::>
[12:45:15	]Troylen Houston entered observer.
[12:45:16	][IC] C24:i4.HELIX-86: <:: Bu modundayken sivil geçemedi. ::>
[12:45:23	][IC] C24:i3.XRAY-91: <:: Demekki kimlik kartı yok. ::>
[12:45:23	]Troylen Houston exited observer at their location.
[12:45:24	][IC] C24:i3.XRAY-91: <:: Sivil nerde. ::>
[12:45:26	]Troylen Houston entered observer.
[12:45:30	][IC] C24:i4.HELIX-86: <:: Yukarıya çıktı. ::>
[12:45:33	][IC] C24:i4.HELIX-86: <:: Üst plaza. ::>
[12:45:33	][IC] C24:i3.XRAY-91: <:: Aptal herif git yakala. ::>
[12:45:50	][IC] C24:i3.XRAY-91: <:: Olduğun yerde kal! ::>
[12:45:55	][IC] C24:i3.XRAY-91: <:: Bu mu. ::>
[12:45:58	][IC] C24:i4.HELIX-86: <:: Bu değildi. ::>
[12:46:04	][IC] C24:i4.HELIX-86: <:: Kırmızı iş birlikçi kol bandı vardı. ::>
[12:46:13	]Theodore Abernathy used command '/Staff eşek victorian noclipten çık seni arıyorlar'.
[12:46:21	][IC] C24:i3.XRAY-91: <:: Niye gitmesine izin verdin. ::>
[12:46:22	][IC] C24:i4.HELIX-86: <:: Adam vardiyada çalışıyor yönetiyor. ::>
[12:46:30	][LOOC] C24:i4.HELIX-86: ben bilmiyodum neyse role devam
[12:46:38	][LOOC] C24:i3.XRAY-91: kimliği yoksa geçemiyo forcefielddan
[12:46:45	]Theodore Abernathy used command '/Play3DSound ambience/war_sounds/streetwar/exp1.mp3 120'.
[12:46:47	]Daryl Dixon (STEAM_0:0:674670748) has disconnected (timed out).
[12:46:48	][IC] C24:i4.HELIX-86: <:: Bana böyle bişe söylenmediki, birde herif vardiyada iş yönetiyor. ::>
[12:46:50	][IC] C24:i4.HELIX-86: <:: Sivillere. ::>
[12:46:56	][IC] C24:i3.XRAY-91: <:: Tamam. ::>
[12:47:05	][IC] C24:i4.HELIX-86: <:: Bundan sonra daha dikkatli olurum. ::>
[12:47:06	]Troylen Houston used command '/Staff niye'.
[12:47:06	][IC] C24:i3.XRAY-91: <:: Gördüğün yerde sorgula. ::>
[12:47:10	][IC] C24:i4.HELIX-86: <:: 91. ::>
[12:47:11	]Troylen Houston exited observer at their location.
[12:47:14	][IC] C24:i4.HELIX-86: <:: 91. ::>
[12:47:14	][IC] C24:i3.XRAY-91: <:: Hmph. ::>
[12:47:19	][IC] C24:i4.HELIX-86: <:: Bu herid. ::>
[12:47:23	][IC] C24:i4.HELIX-86: <:: Sivil. ::>
[12:47:24	]Theodore Abernathy is admin-searching Troylen Houston's inventory.
[12:47:24	]Theodore Abernathy has used a context menu option with the name: ixviewinventory
[12:47:26	][IC] C24:i4.HELIX-86: <:: Kimliğin nerde? ::>
[12:47:31	]C24:i3.XRAY-91 is admin-searching Troylen Houston's inventory.
[12:47:31	]C24:i3.XRAY-91 has used a context menu option with the name: ixviewinventory
[12:47:31	][IC] C24:i4.HELIX-86: <:: Veya yanındamı? ::>
[12:47:33	]C24:i3.XRAY-91 is admin-searching Troylen Houston's inventory.
[12:47:33	]C24:i3.XRAY-91 has used a context menu option with the name: ixviewinventory
[12:47:33	][IC] Troylen Houston: Kimliğim, ah, doğru ya.
[12:47:37	]Theodore Abernathy has closed Troylen Houston's inventory.
[12:47:39	][IC] Troylen Houston: SİB terminalinde unutmuştum.
[12:47:41	]Theodore Abernathy exited observer at their location.
[12:47:47	][IC] C24:i4.HELIX-86: <:: Git al bende senle gelcemç. ::>
[12:47:52	][IC] C24:i3.XRAY-91: <:: Takip et. ::>
[12:47:55	][IC] Troylen Houston: SİB Merkezine hala erişimim olmalı, pekala.
[12:48:02	][IC] C24:i3.XRAY-91: <:: Kimliğini bir daha unutursdan. ::>
[12:48:08	][IC] C24:i3.XRAY-91: <:: Hapise girersin. ::>
[12:48:10	][IC] Troylen Houston: Evet, efendim...
[12:48:14	][IC] C24:i3.XRAY-91: <:: Yeniden eğit kimliğini bulduğunda. ::>
[12:49:27	]C24:i3.XRAY-91 used command '/Radio 10-6 bir süreliğine'.
[12:49:32	]C24:i3.XRAY-91 entered observer.
[12:49:51	]Troylen Houston ran 'take' on item 'CWU Member Access Keycard' (#67542)
[12:49:51	]Troylen Houston has gained a 'CWU Member Access Keycard' #67542.
[12:49:54	]Troylen Houston ran 'take' on item '#09911 Kimlik Kartı' (#67540)
[12:49:54	]Troylen Houston has gained a '#09911 Kimlik Kartı' #67540.
[12:50:01	][IC] C24:i4.HELIX-86: <:: Doğrula. ::>
[12:50:03	]Troylen Houston used command '/ID'.
[12:50:12	][IC] C24:i4.HELIX-86: <:: Duvara geç. ::>
[12:50:42	]C24:i4.HELIX-86 used command '/Radio Sivil 186 dan yeniden eğitiliyor.'.
[12:50:52	][IC] C24:i4.HELIX-86: <:: Birdaha kimliğini unutma. ::>
[12:50:58	][IC] C24:i4.HELIX-86: <:: Eğitime hazır ol. ::>
[12:50:59	]C24:i4.HELIX-86 has critically hit Troylen Houston dealing 8 damage (CritChance was 0.97).
[12:50:59	]Troylen Houston has taken 7 damage from C24:i4.HELIX-86.
[12:51:00	]Theodore Abernathy opened the 'Batarya #2' #6552 container.
[12:51:00	]C24:i4.HELIX-86 has critically hit Troylen Houston dealing 8 damage (CritChance was 0.97).
[12:51:00	]Troylen Houston has taken 7 damage from C24:i4.HELIX-86.
[12:51:02	]Theodore Abernathy closed the 'Batarya #2' #6552 container.
[12:51:02	]Theodore Abernathy opened the 'Batarya #1' #6551 container.
[12:51:04	]C24:i4.HELIX-86 has critically hit Troylen Houston dealing 8 damage (CritChance was 0.97).
[12:51:04	]Troylen Houston has taken 7 damage from C24:i4.HELIX-86.
[12:51:04	]Theodore Abernathy closed the 'Batarya #1' #6551 container.
[12:51:08	][IC] C24:i4.HELIX-86: <:: Pekala. ::>
[12:51:11	][IC] C24:i4.HELIX-86: <:: Gidebilirsin. ::>
[12:51:21	]Troylen Houston entered observer.
[12:51:34	]Theodore Abernathy entered observer.
[12:51:35	]Theodore Abernathy exited observer at their location.
[12:51:36	]Theodore Abernathy entered observer.
[12:51:36	]Theodore Abernathy exited observer at their location.
[12:51:37	]Theodore Abernathy entered observer.
[12:51:37	]Theodore Abernathy exited observer at their location.
[12:51:37	]Theodore Abernathy entered observer.
[12:51:37	]Theodore Abernathy exited observer at their location.
[12:51:37	]Theodore Abernathy entered observer.
[12:51:38	]Theodore Abernathy exited observer at their location.
[12:51:38	]Theodore Abernathy entered observer.
[12:51:38	]Theodore Abernathy exited observer at their location.
[12:51:38	]Theodore Abernathy entered observer.
[12:51:38	]Theodore Abernathy exited observer at their location.
[12:51:38	]Theodore Abernathy entered observer.
[12:51:39	]Theodore Abernathy exited observer at their location.
[12:51:47	]Troylen Houston exited observer at their location.
[12:51:54	]Troylen Houston has used a context menu option with the name: door_lockunlock
[12:51:57	]Troylen Houston entered observer.
[12:51:58	]Troylen Houston exited observer at their location.
[12:52:00	]Troylen Houston has used a context menu option with the name: door_lockunlock
[12:52:02	]Daryl Dixon has connected.
[12:52:15	]Troylen Houston entered observer.
[12:52:23	]C24:i4.HELIX-86 used command '/Radio 10-20 Plaza'.
[12:53:06	]C24:i4.HELIX-86 used command '/PTLeave'.
[12:53:32	]C24:i4.HELIX-86 used command '/Radio 10-20 Üst plaza.'.
[12:53:33	]Theodore Abernathy opened the 'Malzemeler #1' #6533 container.
[12:53:35	]Theodore Abernathy closed the 'Malzemeler #1' #6533 container.
[12:53:39	]Theodore Abernathy opened the 'Malzemeler #2' #6534 container.
[12:53:41	]C24:i4.HELIX-86 used command '/ActLean 2'.
[12:53:42	]Theodore Abernathy ran 'combine' on item 'Reçine' (#68337)
[12:53:43	]Theodore Abernathy ran 'combine' on item 'Reçine' (#68337)
[12:53:43	]Theodore Abernathy ran 'combine' on item 'Reçine' (#68337)
[12:53:45	]Theodore Abernathy ran 'combine' on item 'Reçine' (#68343)
[12:53:46	]Theodore Abernathy ran 'combine' on item 'Reçine' (#68343)
[12:53:46	]Theodore Abernathy ran 'combine' on item 'Reçine' (#68343)
[12:53:47	]Theodore Abernathy closed the 'Malzemeler #2' #6534 container.
[12:53:47	]Theodore Abernathy opened the 'Malzemeler #2' #6534 container.
[12:53:48	]C24:i4.HELIX-86 used command '/ExitAct'.
[12:53:50	]Theodore Abernathy ran 'combine' on item 'Reçine' (#68342)
[12:53:51	]Theodore Abernathy ran 'combine' on item 'Reçine' (#68342)
[12:53:52	]Theodore Abernathy ran 'combine' on item 'Reçine' (#68342)
[12:53:54	]Theodore Abernathy ran 'combine' on item 'Reçine' (#68372)
[12:53:54	]Theodore Abernathy ran 'combine' on item 'Reçine' (#68372)
[12:53:55	]Theodore Abernathy ran 'combine' on item 'Reçine' (#68372)
[12:53:56	]Theodore Abernathy ran 'combine' on item 'Reçine' (#68369)
[12:53:57	]Theodore Abernathy ran 'combine' on item 'Reçine' (#68369)
[12:53:58	]Theodore Abernathy ran 'combine' on item 'Reçine' (#68369)
[12:54:00	]Theodore Abernathy ran 'combine' on item 'Reçine' (#68370)
[12:54:00	]Theodore Abernathy ran 'combine' on item 'Reçine' (#68370)
[12:54:01	]Theodore Abernathy ran 'combine' on item 'Reçine' (#68370)
[12:54:04	]Theodore Abernathy ran 'combine' on item 'Reçine' (#68356)
[12:54:05	]Theodore Abernathy ran 'combine' on item 'Reçine' (#68356)
[12:54:07	]Theodore Abernathy closed the 'Malzemeler #2' #6534 container.
[12:54:07	]Theodore Abernathy opened the 'Malzemeler #2' #6534 container.
[12:54:10	]C24:i4.HELIX-86 used command '/ActStand 3'.
[12:54:12	]Theodore Abernathy ran 'combine' on item 'Reçine' (#68363)
[12:54:12	]C24:i4.HELIX-86 used command '/ExitAct'.
[12:54:14	]Theodore Abernathy ran 'combine' on item 'Reçine' (#68363)
[12:54:14	]C24:i4.HELIX-86 used command '/ActStand 3'.
[12:54:15	]Theodore Abernathy ran 'combine' on item 'Reçine' (#69080)
[12:54:17	]C24:i4.HELIX-86 used command '/ExitAct'.
[12:54:17	]Theodore Abernathy ran 'combine' on item 'Reçine' (#69080)
[12:54:18	]Theodore Abernathy ran 'combine' on item 'Reçine' (#69080)
[12:54:19	]Theodore Abernathy ran 'combine' on item 'Reçine' (#69080)
[12:54:21	]Theodore Abernathy ran 'combine' on item 'Reçine' (#69083)
[12:54:22	]Theodore Abernathy ran 'combine' on item 'Reçine' (#69077)
[12:54:23	]C24:i4.HELIX-86 used command '/ActStand 3'.
[12:54:23	]Theodore Abernathy ran 'combine' on item 'Reçine' (#69077)
[12:54:24	]Theodore Abernathy ran 'combine' on item 'Reçine' (#69077)
[12:54:25	]C24:i4.HELIX-86 used command '/ExitAct'.
[12:54:27	]Theodore Abernathy closed the 'Malzemeler #2' #6534 container.
[12:54:28	]Theodore Abernathy opened the 'Malzemeler #2' #6534 container.
[12:54:30	]C24:i4.HELIX-86 used command '/ActStand 3'.
[12:54:31	]Theodore Abernathy ran 'combine' on item 'Reçine' (#69083)
[12:54:37	]Daryl Dixon loaded the character 'Tony Miller'
[12:54:42	]Tony Miller is fully healed.
[12:54:47	]Theodore Abernathy ran 'combine' on item 'Reçine' (#69062)
[12:54:48	]Theodore Abernathy ran 'combine' on item 'Reçine' (#69062)
[12:54:48	]Theodore Abernathy ran 'combine' on item 'Reçine' (#69062)
[12:54:49	]Theodore Abernathy ran 'combine' on item 'Reçine' (#69062)
[12:54:53	]Theodore Abernathy ran 'combine' on item 'Reçine' (#69061)
[12:54:54	]Theodore Abernathy ran 'combine' on item 'Reçine' (#69061)
[12:54:55	]Theodore Abernathy ran 'combine' on item 'Reçine' (#69061)
[12:54:56	]Theodore Abernathy ran 'combine' on item 'Reçine' (#69061)
[12:54:58	]Theodore Abernathy ran 'combine' on item 'Reçine' (#69084)
[12:54:59	]Theodore Abernathy ran 'combine' on item 'Reçine' (#69084)
[12:55:00	]Theodore Abernathy ran 'combine' on item 'Reçine' (#69084)
[12:55:01	]C24:i4.HELIX-86 used command '/Radio Kod 12.'.
[12:55:03	]Theodore Abernathy ran 'combine' on item 'Reçine' (#69063)
[12:55:05	]Theodore Abernathy closed the 'Malzemeler #2' #6534 container.
[12:55:05	]Theodore Abernathy opened the 'Malzemeler #2' #6534 container.
[12:55:13	]Theodore Abernathy closed the 'Malzemeler #2' #6534 container.
[12:55:16	]Theodore Abernathy opened the 'Reçine #1' #6531 container.
[12:55:19	]Theodore Abernathy closed the 'Reçine #1' #6531 container.
[12:55:20	]Daryl Dixon has unloaded their "Tony Miller" character.
[12:55:20	]Theodore Abernathy opened the 'Reçine #2' #6532 container.
[12:55:22	]Theodore Abernathy closed the 'Reçine #2' #6532 container.
[12:55:23	]Theodore Abernathy opened the 'Büyük Kutu' #6457 container.
[12:55:24	]Daryl Dixon loaded the character 'Tommy Black'
[12:55:26	]Theodore Abernathy closed the 'Büyük Kutu' #6457 container.
[12:55:34	]C24:i3.XRAY-91 has gone afk.
[12:55:53	]C24:i4.HELIX-86 ran 'EquipUn' on item 'Combine PDA' (#41419)
[12:56:12	]Tommy Black opened the 'Plaza Deposu' stash.
[12:56:15	]Tommy Black closed the 'Plaza Deposu' stash.
[12:56:44	]Theodore Abernathy opened the 'Malzemeler #1' #6533 container.
[12:56:46	]Theodore Abernathy closed the 'Malzemeler #1' #6533 container.
[12:56:47	]Theodore Abernathy opened the 'Malzemeler #2' #6534 container.
[12:56:49	]C24:i4.HELIX-86 used command '/ExitAct'.
[12:56:49	]Theodore Abernathy ran 'split' on item 'Reçine' (#69063)
[12:56:51	]Theodore Abernathy has gained a 'Reçine' #69295 from a container with the name 'Malzemeler #2' #6534.
[12:56:52	]Theodore Abernathy closed the 'Malzemeler #2' #6534 container.
[12:56:54	]Theodore Abernathy ran 'drop' on item 'Reçine' (#69295)
[12:56:54	]Theodore Abernathy has lost a 'Reçine' #69295.
[12:57:03	]Theodore Abernathy ran 'take' on item 'Combine Bataryası' (#69016)
[12:57:03	]Theodore Abernathy has gained a 'Combine Bataryası' #69016.
[12:57:09	]Theodore Abernathy ran 'take' on item 'Combine Bataryası' (#68501)
[12:57:09	]Theodore Abernathy has gained a 'Combine Bataryası' #68501.
[12:57:10	]Theodore Abernathy ran 'drop' on item 'Combine Bataryası' (#68501)
[12:57:10	]Theodore Abernathy has lost a 'Combine Bataryası' #68501.
[12:57:16	]Theodore Abernathy ran 'take' on item 'Reçine' (#69295)
[12:57:16	]Theodore Abernathy has gained a 'Reçine' #69295.
[12:57:17	]Theodore Abernathy opened the 'Malzemeler #1' #6533 container.
[12:57:20	]Theodore Abernathy has transferred a 'Reçine' #69295 to a container with the name 'Malzemeler #1' #6533.
[12:57:22	]Theodore Abernathy closed the 'Malzemeler #1' #6533 container.
[12:57:22	]Theodore Abernathy opened the 'Malzemeler #1' #6533 container.
[12:57:24	]Theodore Abernathy closed the 'Malzemeler #1' #6533 container.
[12:57:25	]Theodore Abernathy opened the 'Malzemeler #2' #6534 container.
[12:57:29	]Theodore Abernathy closed the 'Malzemeler #2' #6534 container.
[12:57:29	]Theodore Abernathy opened the 'Malzemeler #1' #6533 container.
[12:57:31	]Theodore Abernathy ran 'split' on item 'Reçine' (#69047)
[12:57:32	]Theodore Abernathy has gained a 'Reçine' #69296 from a container with the name 'Malzemeler #1' #6533.
[12:57:33	]Theodore Abernathy closed the 'Malzemeler #1' #6533 container.
[12:57:34	]Theodore Abernathy opened the 'Malzemeler #1' #6533 container.
[12:57:36	]Theodore Abernathy ran 'combine' on item 'Reçine' (#69047)
[12:57:38	]Theodore Abernathy closed the 'Malzemeler #1' #6533 container.
[12:57:43	]Theodore Abernathy ran 'Consume' on item 'Breen'in Suyu' (#69280)
[12:57:43	]Theodore Abernathy has gained a level -2 long boost in Zeka.
[12:57:43	]Theodore Abernathy has gained a level -1 long boost in Algı.
[12:57:43	]Theodore Abernathy has gained a 'Boş Breen'in Suyu' #69297.
[12:57:44	]C24:i4.HELIX-86 used command '/Radio 10-8'.
[12:57:48	]Theodore Abernathy ran 'drop' on item 'Combine Bataryası' (#69016)
[12:57:48	]Theodore Abernathy has lost a 'Combine Bataryası' #69016.
[12:57:51	]Theodore Abernathy ran 'drop' on item 'Boş Breen'in Suyu' (#69297)
[12:57:51	]Theodore Abernathy has lost a 'Boş Breen'in Suyu' #69297.
[12:58:03	]env_entity_dissolver destroyed a 'Boş Breen'in Suyu' #69297.
[12:58:07	]Theodore Abernathy ran 'take' on item 'Combine Bataryası' (#69016)
[12:58:07	]Theodore Abernathy has gained a 'Combine Bataryası' #69016.
[12:58:10	]Theodore Abernathy opened the 'Malzemeler #1' #6533 container.
[12:58:11	]Theodore Abernathy has transferred a 'Combine Bataryası' #69016 to a container with the name 'Malzemeler #1' #6533.
[12:58:12	]Theodore Abernathy closed the 'Malzemeler #1' #6533 container.
[12:58:19	]Daryl Dixon has unloaded their "Tommy Black" character.
[12:58:23	]Daryl Dixon loaded the character 'C24:i5.UNION-61'
