[16:11:34	]dondurmaci822 has connected.
[18:48:31	]Melir Erlok has performed the 'Craft Parçala: Boş Kavanoz' action, gaining 20 experience in crafting.
[18:48:31	]John Brookly has transferred a 'Bir Fincan Kahve' #26543 to a container with the name 'Vending Machine' #2658.
[18:48:31	]Stanley Davidson has gained 2 chips.
[18:48:31	]Stanley Davidson sold a 'comp_plastic' to the 'Kaçakçı' smuggler.
[18:48:31	]Stanley Davidson has gained 2 chips.
[18:48:31	]Stanley Davidson sold a 'comp_plastic' to the 'Kaçakçı' smuggler.
[18:48:32	]John Brookly has transferred a 'Bir Fincan Kahve' #26548 to a container with the name 'Vending Machine' #2658.
[18:48:32	]Stanley Davidson has gained 2 chips.
[18:48:32	]Stanley Davidson sold a 'comp_plastic' to the 'Kaçakçı' smuggler.
[18:48:32	]John Brookly has transferred a 'Bir Fincan Kahve' #26550 to a container with the name 'Vending Machine' #2658.
[18:48:33	]Stanley Davidson has gained 2 chips.
[18:48:33	]Stanley Davidson sold a 'comp_plastic' to the 'Kaçakçı' smuggler.
[18:48:33	]Stanley Davidson has gained 2 chips.
[18:48:33	]Stanley Davidson sold a 'comp_plastic' to the 'Kaçakçı' smuggler.
[18:48:33	]Melir Erlok has performed the 'Craft Parçala: Vodka Şişesi' action, gaining 20 experience in crafting.
[18:48:34	]John Brookly has transferred a 'Bir Fincan Kahve' #26551 to a container with the name 'Vending Machine' #2658.
[18:48:34	]Stanley Davidson has gained 2 chips.
[18:48:34	]Stanley Davidson sold a 'comp_plastic' to the 'Kaçakçı' smuggler.
[18:48:34	]Stanley Davidson has gained 2 chips.
[18:48:34	]Stanley Davidson sold a 'comp_plastic' to the 'Kaçakçı' smuggler.
[18:48:35	]Stanley Davidson has gained 2 chips.
[18:48:35	]Stanley Davidson sold a 'comp_plastic' to the 'Kaçakçı' smuggler.
[18:48:35	]Rick Grimes ran 'take' on item 'CMRU PDA' (#18085)
[18:48:35	]Rick Grimes has gained a 'CMRU PDA' #18085.
[18:48:35	]Stanley Davidson has gained 2 chips.
[18:48:35	]Stanley Davidson sold a 'comp_plastic' to the 'Kaçakçı' smuggler.
[18:48:36	]Stanley Davidson has gained 2 chips.
[18:48:36	]Stanley Davidson sold a 'comp_plastic' to the 'Kaçakçı' smuggler.
[18:48:38	]Melir Erlok has performed the 'Craft Parçala: Viski Şişesi' action, gaining 20 experience in crafting.
[18:48:40	]Melir Erlok has performed the 'Craft Parçala: Boş Breen'in Suyu' action, gaining 20 experience in crafting.
[18:48:42	]Melir Erlok has performed the 'Craft Parçala: Bourbon Şişesi' action, gaining 20 experience in crafting.
[18:48:47	]Rick Grimes ran 'drop' on item 'CMRU PDA' (#18085)
[18:48:47	]Rick Grimes has lost a 'CMRU PDA' #18085.
[18:49:00	]John Brookly has transferred a 'Sandviç' #26541 to a container with the name 'Vending Machine' #2658.
[18:49:01	]Rick Grimes ran 'take' on item 'Elma' (#22305)
[18:49:01	]Rick Grimes has gained a 'Elma' #22305.
[18:49:01	]John Brookly has transferred a 'Sandviç' #26542 to a container with the name 'Vending Machine' #2658.
[18:49:02	]John Brookly has transferred a 'Sandviç' #26545 to a container with the name 'Vending Machine' #2658.
[18:49:04	]John Brookly ran 'drop' on item 'Bir Fincan Kahve' (#26543)
[18:49:04	]Rick Grimes ran 'Consume' on item 'Elma' (#22305)
[18:49:06	]John Brookly ran 'take' on item 'Bir Fincan Kahve' (#26543)
[18:49:06	]John Brookly has gained a 'Bir Fincan Kahve' #26543.
[18:49:06	]Melir Erlok opened the 'Large Metal Cabinet' #3359 container.
[18:49:09	]John Brookly has transferred a 'Bir Fincan Kahve' #26543 to a container with the name 'Vending Machine' #2658.
[18:49:09	]Melir Erlok closed the 'Large Metal Cabinet' #3359 container.
[18:49:11	]John Brookly ran 'Insert' on item 'Vending Machine Key' (#18425)
[18:49:13	]Stanley Davidson used the 'Kaçakçı' smuggler.
[18:49:14	]Melir Erlok opened the 'Large Metal Cabinet' #3359 container.
[18:49:17	]John Freeman entered observer.
[18:49:18	][ME] John Brookly: Otomatın kapağını kapatır
[18:49:20	][IC] C24:i3.UNION-66: <:: Sivil. ::>
[18:49:20	]Melir Erlok has gained a 'Teneke Kutu' #26600 from a container with the name 'Large Metal Cabinet' #3359.
[18:49:23	]Melir Erlok has gained a 'Cam kırıkları' #26537 from a container with the name 'Large Metal Cabinet' #3359.
[18:49:24	]Melir Erlok has transferred a 'Cam kırıkları' #26537 to a container with the name 'Large Metal Cabinet' #3359.
[18:49:24	]Melir Erlok ran 'drop' on item 'Cam kırıkları' (#26628)
[18:49:24	]Melir Erlok has lost a 'Cam kırıkları' #26628.
[18:49:27	]Melir Erlok has gained a 'Cam kırıkları' #26537 from a container with the name 'Large Metal Cabinet' #3359.
[18:49:27	]John Brookly used command '/Reply sen CWU değilsin'.
[18:49:28	]Melir Erlok has transferred a 'Cam kırıkları' #26537 to a container with the name 'Large Metal Cabinet' #3359.
[18:49:30	]Melir Erlok ran 'combine' on item 'Demir' (#26173)
[18:49:34	]John Brookly used command '/PM 66 CWU ya söyleyeceksin o yapacak'.
[18:49:36	][IC] John Brookly: Evet?
[18:49:38	]Melir Erlok has transferred a 'Dayanıksız Metal Boru' #26605 to a container with the name 'Large Metal Cabinet' #3359.
[18:49:39	]Melir Erlok closed the 'Large Metal Cabinet' #3359 container.
[18:49:40	]C24:i3.UNION-66 used command '/PM broo biliyorum'.
[18:49:42	]John Freeman used command '/PM frank revain geçcenmi rp uçuyon girdiğinden beri'.
[18:49:48	][IC] C24:i3.UNION-66: <:: Çakmak ve sigara otomatları var mı? ::>
[18:49:51	]Frank Bean used command '/PM freeman sen napıyon kanka'.
[18:49:55	][IC] C24:i3.UNION-66: <:: Sanırım otomatlarla sen ilgileniyorsun. ::>
[18:49:59	][IC] John Brookly: Uh... Onu dükkanlar satıyor.
[18:50:02	]C24:i3.UNION-66 is fully healed.
[18:50:04	]otistik has connected.
[18:50:04	][IC] John Brookly: Ve bu benim şahsi otomatım.
[18:50:09	][IC] C24:i3.UNION-66: <:: Tamamdır. ::>
[18:50:13	]John Freeman used command '/PM frank girdiğimden beri uçmuyorum mesela'.
[18:50:16	]John Brookly ran SAM command 'asay' with arguments: 'enistein'
[18:50:22	]Frank Bean used command '/PM freeman hmm öylemiymis kanka'.
[18:50:22	]Stanley Davidson ran 'combine' on item 'Güçlü Yapıştırıcı' (#25079)
[18:50:23	]John Brookly entered observer.
[18:50:27	]Stanley Davidson ran 'combine' on item 'Plastik Levhalar' (#25001)
[18:50:28	]Frank Bean exited observer at their location.
[18:50:30	]C24:i3.UNION-66 used command '/ActLean'.
[18:50:30	]John Freeman used command '/PM frank öyleymiş'.
[18:50:31	]Stanley Davidson ran 'combine' on item 'Demir' (#26538)
[18:50:32	]Stanley Davidson ran 'combine' on item 'Vida Kutusu' (#26515)
[18:50:33	]Elazar Gül ran SAM command 'asay' with arguments: 'efendim'
[18:50:34	]Stanley Davidson ran 'combine' on item 'Bez Paçavralar' (#25086)
[18:50:38	]John Brookly ran SAM command 'asay' with arguments: 'adam itirazmı etti'
[18:50:40	]John Freeman used command '/PM frank hadi iyi uyumalar'.
[18:50:41	]John Brookly ran SAM command 'asay' with arguments: 'niye banı acıldı'
[18:50:46	]Elazar Gül ran SAM command 'asay' with arguments: 'hayır aga lucifermış o'
[18:50:50	]Chesly Ranger ran SAM command 'asay' with arguments: 'EGIOESIOGIJOESG'
[18:50:52	]Elazar Gül ran SAM command 'asay' with arguments: 'ana hesabı da banlandı onu banlayınca'
[18:50:53	]John Freeman ran SAM command 'asay' with arguments: 'bruh'
[18:50:54	]John Freeman exited observer at their location.
[18:50:55	]John Brookly ran SAM command 'asay' with arguments: 'ASGŞASGKLASGLKASGLK'
[18:50:58	]John Brookly ran SAM command 'asay' with arguments: 'ASLGKASLKGSALKHALKHALKSH'
[18:51:00	]Elazar Gül ran SAM command 'asay' with arguments: 'ALHÇSÖJNALSH'
[18:51:00	]John Brookly ran SAM command 'asay' with arguments: 'ASLGKSALKLAKHLKAHLK'
[18:51:05	]Chesly Ranger ran SAM command 'asay' with arguments: 'EIOGJUJIESGIOUESJOIGIJOESGIJOEIJG'
[18:51:06	]Frank Bean ran SAM command 'asay' with arguments: 'OFAWFJAWFJIAWIFJAW'
[18:51:06	]John Freeman ran SAM command 'asay' with arguments: 'pusifer ne bokluk yapıyo'
[18:51:14	]John Freeman has acquired his ration, gaining 0 credits, 0 wages and a ration ration.
[18:51:17	]C24:i3.UNION-66 used command '/ExitAct'.
[18:51:20	]otistik loaded the character 'otistik'
[18:51:22	][IC] Frank Bean: Hey dur.
[18:51:23	]Elazar Gül ran SAM command 'asay' with arguments: 'undercover geçmiş ASLHAĞSNKH'
[18:51:25	]otistik is fully healed.
[18:51:26	]otistik ran SAM command 'asay' with arguments: 'tüh ya'
[18:51:26	]John Freeman ran 'Open' on item 'Rasyon' (#26629)
[18:51:26	]John Freeman has gained a 'Yapay Macun' #26630.
[18:51:26	]John Freeman has gained a 'Breen'in Suyu' #26631.
[18:51:26	]John Freeman has gained a '15 Kredi Kuponu' #26632.
[18:51:28	]otistik ran SAM command 'asay' with arguments: 'yakalndık'
[18:51:29	]otistik entered observer.
[18:51:38	]otistik ran SAM command 'asay' with arguments: 'ama adminler rolünüzü sikeyim'
[18:51:41	]otistik ran SAM command 'asay' with arguments: 'bitek beyin yaptı'
[18:51:47	][IC] C24:i3.UNION-66: <:: Sesli konuşur musun? ::>
[18:51:50	]Frank Bean ran SAM command 'asay' with arguments: 'luci evine pipe bomb atıyorum'
[18:51:55	]otistik ran SAM command 'asay' with arguments: 'gel'
[18:51:55	]John Freeman ran SAM command 'asay' with arguments: 'nigga ben'
[18:51:56	]Elazar Gül ran SAM command 'asay' with arguments: 'gerçek hayatta'
[18:52:01	][IC] C24:i3.UNION-66: <:: Neyleri. ::>
[18:52:02	]otistik ran 'Equip' on item 'Stunstick' (#26041)
[18:52:03	]John Brookly ran SAM command 'asay' with arguments: 'gerekeni yaptık :Sunglasses:'
[18:52:04	]Melir Erlok ran 'drop' on item 'Kırık Alıcı' (#25941)
[18:52:04	]Melir Erlok has lost a 'Kırık Alıcı' #25941.
[18:52:05	]Melir Erlok ran 'drop' on item 'Kırık Alıcı' (#26080)
[18:52:05	]Melir Erlok has lost a 'Kırık Alıcı' #26080.
[18:52:06	]Melir Erlok ran 'drop' on item 'Kırık Alıcı' (#25987)
[18:52:06	]Melir Erlok has lost a 'Kırık Alıcı' #25987.
[18:52:08	]Melir Erlok ran 'drop' on item 'Kırık Alıcı' (#26180)
[18:52:08	]Melir Erlok has lost a 'Kırık Alıcı' #26180.
[18:52:09	]Melir Erlok ran 'drop' on item 'Kırık Biyokilit' (#26602)
[18:52:09	]Melir Erlok has lost a 'Kırık Biyokilit' #26602.
[18:52:10	]Stanley Davidson ran 'take' on item 'Boş Paket Servis' (#26633)
[18:52:10	]Stanley Davidson has gained a 'Boş Paket Servis' #26633.
[18:52:12	]otistik ran 'EquipUn' on item 'Stunstick' (#26041)
[18:52:13	][IC] C24:i3.UNION-66: <:: Nereden buldun? ::>
[18:52:15	]C24:i3.UNION-66 ran 'take' on item 'Kırık Alıcı' (#26180)
[18:52:15	]C24:i3.UNION-66 has gained a 'Kırık Alıcı' #26180.
[18:52:16	]C24:i3.UNION-66 ran 'take' on item 'Kırık Alıcı' (#25987)
[18:52:16	]C24:i3.UNION-66 has gained a 'Kırık Alıcı' #25987.
[18:52:16	]C24:i3.UNION-66 ran 'take' on item 'Kırık Alıcı' (#26080)
[18:52:16	]C24:i3.UNION-66 has gained a 'Kırık Alıcı' #26080.
[18:52:17	]C24:i3.UNION-66 ran 'take' on item 'Kırık Alıcı' (#25941)
[18:52:17	]C24:i3.UNION-66 has gained a 'Kırık Alıcı' #25941.
[18:52:20	]C24:i3.UNION-66 ran 'take' on item 'Kırık Biyokilit' (#26602)
[18:52:20	]C24:i3.UNION-66 has gained a 'Kırık Biyokilit' #26602.
[18:52:23	][IC] C24:i3.UNION-66: <:: Hmph. ::>
[18:52:26	][IC] C24:i3.UNION-66: <:: Doğrula. ::>
[18:52:32	]Chesly Ranger has gained level 2 in the Hız skill.
[18:52:34	][IC] C24:i3.UNION-66: <:: Kimlik. ::>
[18:52:36	][LOOC] C24:i3.UNION-66: /id
[18:52:39	]Frank Bean ran 'take' on item 'Kırık Alıcı' (#26634)
[18:52:39	]Frank Bean has gained a 'Kırık Alıcı' #26634.
[18:52:41	]Melir Erlok used command '/ID'.
[18:52:49	]John Freeman used command '/PM frank revain bakcanmı başvuruya artık'.
[18:52:50	]John Brookly ran SAM command 'asay' with arguments: 'bu adam naısl girmiş la buraya'
[18:52:53	]Frank Bean is fully healed.
[18:52:53	]John Brookly ran SAM command 'asay' with arguments: 'lynx'
[18:53:01	]otistik has used a context menu option with the name: remove
[18:53:02	]Frank Bean used command '/PM john seni sek alırım o kadar'.
[18:53:02	]otistik has used a context menu option with the name: rb655_door_unlock
[18:53:03	][IC] C24:i3.UNION-66: <:: Gidebilirsin. ::>
[18:53:08	]Chesly Ranger ran SAM command 'asay' with arguments: 'kim'
[18:53:11	]John Brookly ran SAM command 'asay' with arguments: 'goto at'
[18:53:16	]John Freeman used command '/PM frank kanka alıyonmu'.
[18:53:19	]C24:i3.UNION-66 ran 'drop' on item 'Kırık Alıcı' (#25941)
[18:53:19	]C24:i3.UNION-66 has lost a 'Kırık Alıcı' #25941.
[18:53:19	]C24:i3.UNION-66 ran 'drop' on item 'Kırık Alıcı' (#26080)
[18:53:19	]C24:i3.UNION-66 has lost a 'Kırık Alıcı' #26080.
[18:53:20	]C24:i3.UNION-66 ran 'drop' on item 'Kırık Alıcı' (#25987)
[18:53:20	]C24:i3.UNION-66 has lost a 'Kırık Alıcı' #25987.
[18:53:21	]C24:i3.UNION-66 ran 'drop' on item 'Kırık Alıcı' (#26180)
[18:53:21	]C24:i3.UNION-66 has lost a 'Kırık Alıcı' #26180.
[18:53:26	]Frank Bean used command '/PM freeman yazarsan hiç almayacağım'.
[18:53:28	]John Brookly ran SAM command 'asay' with arguments: 'neyse'
[18:53:30	]C24:i3.UNION-66 ran 'drop' on item 'Kırık Biyokilit' (#26602)
[18:53:30	]C24:i3.UNION-66 has lost a 'Kırık Biyokilit' #26602.
[18:53:32	]C24:i3.UNION-66 destroyed a 'Kırık Biyokilit' #26602.
[18:53:33	]C24:i3.UNION-66 destroyed a 'Kırık Alıcı' #25941.
[18:53:34	]C24:i3.UNION-66 destroyed a 'Kırık Alıcı' #25987.
[18:53:35	]C24:i3.UNION-66 destroyed a 'Kırık Alıcı' #26080.
[18:53:36	]C24:i3.UNION-66 destroyed a 'Kırık Alıcı' #26180.
[18:53:37	]C24:i3.UNION-66 destroyed a 'Pulse Rifle Enerjisi' #24993.
[18:53:42	]John Freeman used command '/PM frank almıyonmu'.
[18:53:50	]otistik has fired a toolgun with the name: remover
[18:53:50	]otistik has fired a toolgun with the name: remover
[18:53:50	]otistik has fired a toolgun with the name: remover
[18:53:51	]otistik has fired a toolgun with the name: remover
[18:53:51	]otistik has fired a toolgun with the name: remover
[18:53:52	]otistik has fired a toolgun with the name: remover
[18:53:52	]otistik has fired a toolgun with the name: remover
[18:53:53	]Rick Grimes ran 'take' on item 'Boş Kavanoz' (#26635)
[18:53:53	]Rick Grimes has gained a 'Boş Kavanoz' #26635.
[18:53:53	]otistik has fired a toolgun with the name: remover
[18:53:54	]otistik has fired a toolgun with the name: remover
[18:53:54	]otistik has fired a toolgun with the name: remover
[18:53:54	]otistik has fired a toolgun with the name: remover
[18:53:54	]otistik has fired a toolgun with the name: remover
[18:53:55	]otistik has fired a toolgun with the name: remover
[18:53:56	]otistik has fired a toolgun with the name: remover
[18:53:56	]otistik has fired a toolgun with the name: remover
[18:53:58	]otistik has fired a toolgun with the name: remover
[18:53:58	]otistik has fired a toolgun with the name: remover
[18:53:59	]otistik has fired a toolgun with the name: remover
[18:54:00	]otistik has fired a toolgun with the name: remover
[18:54:00	]otistik has fired a toolgun with the name: remover
[18:54:00	]otistik has fired a toolgun with the name: remover
[18:54:01	]otistik has fired a toolgun with the name: remover
[18:54:01	]otistik has fired a toolgun with the name: remover
[18:54:01	]otistik has fired a toolgun with the name: remover
[18:54:01	]otistik has fired a toolgun with the name: remover
[18:54:02	]otistik has fired a toolgun with the name: remover
[18:54:02	]otistik has fired a toolgun with the name: remover
[18:54:02	]otistik has fired a toolgun with the name: remover
[18:54:02	]otistik has fired a toolgun with the name: remover
[18:54:02	]otistik has fired a toolgun with the name: remover
[18:54:03	]otistik has fired a toolgun with the name: remover
[18:54:03	]otistik has fired a toolgun with the name: remover
[18:54:03	]otistik has fired a toolgun with the name: remover
[18:54:04	]otistik has fired a toolgun with the name: remover
[18:54:04	]otistik has fired a toolgun with the name: remover
[18:54:04	]otistik has fired a toolgun with the name: remover
[18:54:04	][IC] C24:i3.UNION-66: <:: Adı ne? ::>
[18:54:04	]otistik has fired a toolgun with the name: remover
[18:54:04	]otistik has fired a toolgun with the name: remover
[18:54:05	]otistik has fired a toolgun with the name: remover
[18:54:05	]otistik has fired a toolgun with the name: remover
[18:54:05	]otistik has fired a toolgun with the name: remover
[18:54:05	]otistik has fired a toolgun with the name: remover
[18:54:06	]otistik has fired a toolgun with the name: remover
[18:54:06	]otistik has fired a toolgun with the name: remover
[18:54:06	]otistik has fired a toolgun with the name: remover
[18:54:06	]otistik has fired a toolgun with the name: remover
[18:54:06	]otistik has fired a toolgun with the name: remover
[18:54:07	]John Freeman entered observer.
[18:54:07	]otistik has fired a toolgun with the name: remover
[18:54:07	]otistik has fired a toolgun with the name: remover
[18:54:07	]otistik has fired a toolgun with the name: remover
[18:54:07	]otistik has fired a toolgun with the name: remover
[18:54:08	]otistik has fired a toolgun with the name: remover
[18:54:08	]otistik has fired a toolgun with the name: remover
[18:54:08	]otistik has fired a toolgun with the name: remover
[18:54:08	]otistik has fired a toolgun with the name: remover
[18:54:09	]otistik has fired a toolgun with the name: remover
[18:54:09	]otistik has fired a toolgun with the name: remover
[18:54:09	]otistik has fired a toolgun with the name: remover
[18:54:09	]otistik has fired a toolgun with the name: remover
[18:54:09	]otistik has fired a toolgun with the name: remover
[18:54:10	]otistik has fired a toolgun with the name: remover
[18:54:10	]otistik has fired a toolgun with the name: remover
[18:54:10	]otistik has fired a toolgun with the name: remover
[18:54:10	]Elazar Gül has fired a toolgun with the name: remover
[18:54:10	]otistik has fired a toolgun with the name: remover
[18:54:10	]otistik has fired a toolgun with the name: remover
[18:54:11	]otistik has fired a toolgun with the name: remover
[18:54:11	]Elazar Gül has fired a toolgun with the name: remover
[18:54:12	]Elazar Gül has fired a toolgun with the name: remover
[18:54:12	]Elazar Gül has fired a toolgun with the name: remover
[18:54:13	]Elazar Gül has fired a toolgun with the name: remover
[18:54:14	]Elazar Gül has fired a toolgun with the name: remover
[18:54:14	]Elazar Gül has fired a toolgun with the name: remover
[18:54:15	]Elazar Gül has fired a toolgun with the name: remover
[18:54:16	]Elazar Gül has fired a toolgun with the name: remover
[18:54:23	]John Freeman used command '/PM c24 adama naptın'.
[18:54:26	]otistik has spawned a 'NPC [475][npc_zombie]'.
[18:54:31	]C24:i3.UNION-66 used command '/PM free adamın adı ne ki?'.
[18:54:34	]Stanley Davidson ran 'take' on item 'Boş Kahverengi Şişe' (#26636)
[18:54:34	]Stanley Davidson has gained a 'Boş Kahverengi Şişe' #26636.
[18:54:48	]John Brookly has spawned a 'NPC [4589][npc_headcrab_fast]'.
[18:54:49	]Melir Erlok opened the 'Large Metal Cabinet' #3359 container.
[18:54:50	]Melir Erlok closed the 'Large Metal Cabinet' #3359 container.
[18:54:51	]Melir Erlok ran 'take' on item 'Cam kırıkları' (#26628)
[18:54:51	]Melir Erlok has gained a 'Cam kırıkları' #26628.
[18:54:53	]Melir Erlok opened the 'Large Metal Cabinet' #3359 container.
[18:54:54	]John Freeman used command '/PM c24 he boşver'.
[18:54:56	]John Brookly has spawned a 'NPC [475][npc_headcrab_fast]'.
[18:54:58	]Chesly Ranger ran SAM command 'asay' with arguments: 'bir kaç kişiye eğlenmesi amacıyla küçük eventler yapacam kişisel yapabilir miyim?'
[18:55:00	]Melir Erlok ran 'combine' on item 'Cam kırıkları' (#26537)
[18:55:04	]John Freeman exited observer at their location.
[18:55:06	]Melir Erlok has gained a 'Boş Bira Şişesi' #26486 from a container with the name 'Large Metal Cabinet' #3359.
[18:55:08	]Melir Erlok has transferred a 'Plastik Çöp' #26626 to a container with the name 'Large Metal Cabinet' #3359.
[18:55:08	]John Freeman ran SAM command 'asay' with arguments: 'bence yapsın'
[18:55:09	]otistik ran SAM command 'asay' with arguments: 'yapabilirsin'
[18:55:10	]John Brookly ran SAM command 'asay' with arguments: 'gm yapabiliyor eventleri'
[18:55:10	]Melir Erlok ran 'combine' on item 'Bez Paçavralar' (#26078)
[18:55:11	]C24:i3.UNION-66 used command '/PM freeman büyük ihtimalle melir erlok'.
[18:55:14	]John Brookly ran SAM command 'asay' with arguments: 'hm'
[18:55:14	]otistik ran SAM command 'asay' with arguments: 'john yapsın'
[18:55:16	]Stanley Davidson ran 'take' on item 'Plastik Levhalar' (#26640)
[18:55:16	]Stanley Davidson has gained a 'Plastik Levhalar' #26640.
[18:55:17	][IC] Rick Grimes: Headcrab.
[18:55:18	]Stanley Davidson ran 'take' on item 'Kırık Alıcı' (#26639)
[18:55:18	]Stanley Davidson has gained a 'Kırık Alıcı' #26639.
[18:55:19	]Stanley Davidson ran 'take' on item 'Çelik' (#26641)
[18:55:19	]Stanley Davidson has gained a 'Çelik' #26641.
[18:55:20	]Melir Erlok has gained a 'Siyah tulum pantolonu' #21036 from a container with the name 'Large Metal Cabinet' #3359.
[18:55:21	]Melir Erlok closed the 'Large Metal Cabinet' #3359 container.
[18:55:21	]Chesly Ranger ran SAM command 'asay' with arguments: 'kanka küçük olcah yaw'
[18:55:26	]otistik admin-searched the 'Large Metal Cabinet' #3359 container.
[18:55:26	]otistik has used a context menu option with the name: wncontainer_view
[18:55:27	]Elazar Gül ran SAM command 'asay' with arguments: 'lucifer gibi paranormal rp yapmayacaksan yap kanka'
[18:55:27	]Melir Erlok opened the 'Large Metal Cabinet' #3359 container.
[18:55:28	]John Freeman ran SAM command 'asay' with arguments: 'ne olacak'
[18:55:35	]Melir Erlok has gained a 'Ahşap Çerçeve' #26487 from a container with the name 'Large Metal Cabinet' #3359.
[18:55:38	]otistik admin-closed the 'Large Metal Cabinet' #3359 container.
[18:55:47	]otistik admin-closed the 'Large Metal Cabinet' #3359 container.
[18:55:51	]John Freeman ran SAM command 'asay' with arguments: '404 e deperli eşya bırakıp etrafını zombilerle çevreleyek'
[18:55:51	]Elazar Gül opened the 'Bira Zulası' stash.
[18:55:53	]John Brookly ran SAM command 'asay' with arguments: 'knk event karakteri var benim, onun gibi yapabilirsin bence'
[18:55:54	]Elazar Gül closed the 'Bira Zulası' stash.
[18:55:57	]Elazar Gül has used a context menu option with the name: remove
[18:56:02	]John Brookly has spawned a 'NPC [281][npc_headcrab_fast]'.
[18:56:09	]Rick Grimes has taken 5 damage from npc_headcrab_fast.
[18:56:12	]Chesly Ranger ran SAM command 'asay' with arguments: 'yaw adamlarla felan sohbet edecem rol felan çıkartacam v.b aklımda bir kaç fikir var böyle bir şeyler. event kara'
[18:56:12	]Rick Grimes has taken 5 damage from npc_headcrab_fast.
[18:56:14	]Rick Grimes has taken 5 damage from npc_headcrab_fast.
[18:56:18	][IC] Rick Grimes: HELp.
[18:56:20	][IC] Rick Grimes: Help.
[18:56:22	]Stanley Davidson ran 'take' on item 'Boş Breen'in Suyu' (#26642)
[18:56:22	]Stanley Davidson has gained a 'Boş Breen'in Suyu' #26642.
[18:56:24	]Chesly Ranger ran SAM command 'asay' with arguments: 'event karakteri ile'
[18:56:33	]Stanley Davidson has performed the 'Craft Parçala: Boş Kahverengi Şişe' action, gaining 20 experience in crafting.
[18:56:33	]Stanley Davidson has gained a 'Cam kırıkları' #26643.
[18:56:33	]Chesly Ranger has acquired his ration, gaining 0 credits, 0 wages and a ration ration.
[18:56:34	]Melir Erlok opened the 'Large Metal Cabinet' #3359 container.
[18:56:36	][IC] Rick Grimes: Aaaaaaagh!
[18:56:36	]Melir Erlok closed the 'Large Metal Cabinet' #3359 container.
[18:56:37	]Stanley Davidson has performed the 'Craft Parçala: Boş Breen'in Suyu' action, gaining 20 experience in crafting.
[18:56:37	]Stanley Davidson has gained a 'Plastik Çöp' #26644.
[18:56:37	]Frank Bean has taken 5 damage from npc_headcrab_fast.
[18:56:39	]John Freeman ran SAM command 'asay' with arguments: 'bitane yaşlı karakter yaratam o karakter göstersin 404 deki değerli eşyayı şuan çok kişi var orda'
[18:56:39	]Balbazor Gül used command '/CharSetName otistik Balbazor Gül'.
[18:56:39	]Frank Bean has taken 5 damage from npc_headcrab_fast.
[18:56:40	]Stanley Davidson has performed the 'Craft Parçala: Boş Paket Servis' action, gaining 20 experience in crafting.
[18:56:41	]Frank Bean has taken 5 damage from npc_headcrab_fast.
[18:56:43	]Frank Bean has taken 5 damage from npc_headcrab_fast.
[18:56:44	]Rick Grimes has taken 5 damage from npc_headcrab_fast.
[18:56:46	]Frank Bean has taken 5 damage from npc_headcrab_fast.
[18:56:46	]Chesly Ranger ran 'take' on item 'Rasyon' (#26645)
[18:56:46	]Chesly Ranger has gained a 'Rasyon' #26645.
[18:56:56	]Melir Erlok opened the 'Large Metal Cabinet' #3359 container.
[18:56:58	]doctor sex loaded the character 'Joe Breeman'
[18:56:59	]Chesly Ranger ran SAM command 'asay' with arguments: 'pet flag verebilecek var mı?'
[18:57:02	]John Brookly ran SAM command 'asay' with arguments: 'revainin afk olacagı yeri sikm'
[18:57:03	]Stanley Davidson ran 'take' on item 'Bitki Saksısı' (#26646)
[18:57:03	]Stanley Davidson has gained a 'Bitki Saksısı' #26646.
[18:57:05	]Melir Erlok closed the 'Large Metal Cabinet' #3359 container.
[18:57:07	]Elazar Gül used command '/PlyGiveFlag chesly pet'.
[18:57:09	]Elazar Gül ran SAM command 'asay' with arguments: 'verdim'
[18:57:10	]John Brookly has spawned a 'NPC [3610][npc_headcrab_fast]'.
[18:57:10	]Frank Bean ran SAM command 'asay' with arguments: 'afk değilim la tuş ayarlıyodum'
[18:57:10	]Stanley Davidson has performed the 'Craft Parçala: Bitki Saksısı' action, gaining 40 experience in crafting.
[18:57:19	]Joe Breeman entered observer.
[18:57:22	]Melir Erlok opened the 'Large Metal Cabinet' #3359 container.
[18:57:25	]Melir Erlok has gained a 'Teneke Kutu' #26450 from a container with the name 'Large Metal Cabinet' #3359.
[18:57:26	]Melir Erlok has gained a 'Bilgisayar Parçaları' #26064 from a container with the name 'Large Metal Cabinet' #3359.
[18:57:26	]Melir Erlok has gained a 'Kırık Bilgisayar' #26292 from a container with the name 'Large Metal Cabinet' #3359.
[18:57:26	]Melir Erlok has gained a 'Bilgisayar Parçaları' #26156 from a container with the name 'Large Metal Cabinet' #3359.
[18:57:27	]Melir Erlok has gained a 'Bilgisayar Parçaları' #26166 from a container with the name 'Large Metal Cabinet' #3359.
[18:57:28	]Melir Erlok closed the 'Large Metal Cabinet' #3359 container.
[18:57:30	]Chesly Ranger ran SAM command 'asay' with arguments: 'teşekkür ederim allahım seni çok seviyorum eniscim'
[18:57:31	]Joe Breeman exited observer at their location.
[18:57:34	]Melir Erlok has performed the 'Craft Parçala: Teneke Kutu' action, gaining 20 experience in crafting.
[18:57:34	]Melir Erlok has gained a 'Hurda Metal' #26647.
[18:57:36	][IC] Joe Breeman: These Combine bastards just don't give up!
[18:57:36	]Stanley Davidson ran 'Equip' on item 'Hatchet' (#22528)
