[12:32:58	]bquits has connected.
[13:12:58	]bquits ran 'drop' on item 'applicatorItemName' (#67366)
[13:12:58	]bquits has lost a 'applicatorItemName' #67366.
[13:13:27	]bquits has spawned 'models/jq/hlvr/props/xen/xen_foam_base001.mdl'.
[13:13:30	]bquits has spawned 'models/jq/hlvr/props/xen/xen_foam_floor_wall001.mdl'.
[13:13:31	]bquits has spawned 'models/jq/hlvr/props/xen/xen_foam_pillar001.mdl'.
[13:13:33	]bquits has spawned 'models/jq/hlvr/props/xen/xen_foam_pillar001.mdl'.
[13:13:41	]bquits has enabled persistence for 'models/jq/hlvr/props/xen/xen_foam_pillar001.mdl'.
[13:13:41	]bquits has used a context menu option with the name: persist
[13:13:41	]bquits has used a context menu option with the name: persist
[13:13:43	]bquits has used a context menu option with the name: persist
[13:13:44	]bquits has used a context menu option with the name: persist
[13:13:46	]bquits has used a context menu option with the name: persist
[13:13:47	]bquits has used a context menu option with the name: persist
[13:13:49	]bquits has used a context menu option with the name: persist
[13:13:50	]bquits has used a context menu option with the name: persist
[13:13:52	]bquits has spawned 'models/jq/hlvr/props/xen/xen_foam_anchor01.mdl'.
[13:13:54	]bquits has spawned 'models/jq/hlvr/props/xen/xen_foam_straight02.mdl'.
[13:13:59	]bquits has enabled persistence for 'models/jq/hlvr/props/xen/xen_foam_straight02.mdl'.
[13:13:59	]bquits has used a context menu option with the name: persist
[13:14:01	]bquits has spawned 'models/jq/hlvr/props/xen/xen_foam_wall001.mdl'.
[13:14:02	]bquits has spawned 'models/jq/hlvr/props/xen/xen_foam_pillar001.mdl'.
[13:14:12	]bquits has enabled persistence for 'models/jq/hlvr/props/xen/xen_foam_pillar001.mdl'.
[13:14:12	]bquits has used a context menu option with the name: persist
[13:14:14	]bquits has spawned 'models/jq/hlvr/props/xen/xen_foam_breackable_001.mdl'.
[13:14:35	]bquits has enabled persistence for 'models/jq/hlvr/props/xen/xen_foam_breackable_001.mdl'.
[13:14:35	]bquits has used a context menu option with the name: persist
[13:14:36	]bquits has spawned 'models/jq/hlvr/props/xen/xen_foam_straight02.mdl'.
[13:14:41	]bquits has enabled persistence for 'models/jq/hlvr/props/xen/xen_foam_straight02.mdl'.
[13:14:41	]bquits has used a context menu option with the name: persist
[13:14:42	]bquits has used a context menu option with the name: persist
[13:14:48	]bquits exited observer at their location.
[13:14:51	]bquits entered observer.
[13:14:52	]bquits exited observer at their location.
[13:14:55	]bquits has used a context menu option with the name: rb655_door_unlock
[13:14:59	]bquits entered observer.
[13:15:06	]bquits has fired a toolgun with the name: glow
[13:15:08	]bquits has fired a toolgun with the name: smoke
[13:15:13	]bquits has fired a toolgun with the name: smoke
[13:15:14	]bquits has fired a toolgun with the name: smoke
[13:15:37	]bquits has added static text: Kapının altından pis kokular geldiğini fark ediyorsun...
[13:15:37	]bquits used command '/AdminSceneText Kapının altından pis kokular geldiğini fark ediyorsun...'.
[13:15:51	]bquits has spawned 'models/jq/hlvr/props/xen/xen_foam_floor_wall001.mdl'.
[13:16:18	]bquits has used a context menu option with the name: remove
[13:16:22	]bquits has used a context menu option with the name: persist
[13:16:32	]bquits has used a context menu option with the name: persist
[13:16:33	]bquits has used a context menu option with the name: persist
[13:16:38	]bquits has enabled persistence for 'models/jq/hlvr/props/xen/xen_foam_floor_wall001.mdl'.
[13:16:38	]bquits has used a context menu option with the name: persist
[13:16:58	]bquits has spawned 'models/jq/hlvr/props/xen/xen_foam_anchor01.mdl'.
[13:17:03	]bquits has enabled persistence for 'models/jq/hlvr/props/xen/xen_foam_anchor01.mdl'.
[13:17:03	]bquits has used a context menu option with the name: persist
[13:17:05	]bquits has spawned 'models/jq/hlvr/props/xen/xen_foam_breackable_001.mdl'.
[13:17:10	]bquits has enabled persistence for 'models/jq/hlvr/props/xen/xen_foam_breackable_001.mdl'.
[13:17:10	]bquits has used a context menu option with the name: persist
[13:17:17	]bquits has spawned 'models/jq/hlvr/props/xen/xen_foam_floor_wall001.mdl'.
[13:17:24	]bquits has enabled persistence for 'models/jq/hlvr/props/xen/xen_foam_floor_wall001.mdl'.
[13:17:24	]bquits has used a context menu option with the name: persist
[13:17:26	]bquits has spawned 'models/jq/hlvr/props/xen/xen_foam_blobs001_large.mdl'.
[13:17:27	]bquits has spawned 'models/jq/hlvr/props/xen/xen_foam_pillar001.mdl'.
[13:17:31	]bquits has enabled persistence for 'models/jq/hlvr/props/xen/xen_foam_pillar001.mdl'.
[13:17:31	]bquits has used a context menu option with the name: persist
[13:17:33	]bquits has spawned 'models/jq/hlvr/props/xen/xen_foam_anchor01.mdl'.
[13:17:37	]bquits has enabled persistence for 'models/jq/hlvr/props/xen/xen_foam_anchor01.mdl'.
[13:17:37	]bquits has used a context menu option with the name: persist
[13:17:39	]bquits has spawned 'models/jq/hlvr/props/xen/xen_foam_anchor01.mdl'.
[13:17:45	]bquits has enabled persistence for 'models/jq/hlvr/props/xen/xen_foam_anchor01.mdl'.
[13:17:45	]bquits has used a context menu option with the name: persist
[13:17:48	]bquits has spawned 'models/jq/hlvr/props/xen/xen_foam_floor_wall001.mdl'.
[13:17:53	]bquits has enabled persistence for 'models/jq/hlvr/props/xen/xen_foam_floor_wall001.mdl'.
[13:17:53	]bquits has used a context menu option with the name: persist
[13:18:31	]bquits has disabled persistence for 'models/jq/hlvr/props/xen/xen_foam_straight02.mdl'.
[13:18:31	]bquits has used a context menu option with the name: persist_end
[13:18:35	]bquits has enabled persistence for 'models/jq/hlvr/props/xen/xen_foam_straight02.mdl'.
[13:18:35	]bquits has used a context menu option with the name: persist
[13:19:02	]bquits has spawned 'models/props/cs_militia/vent01.mdl'.
[13:19:04	]bquits has spawned 'models/props/cs_assault/wall_vent.mdl'.
[13:19:07	]bquits has spawned 'models/props/hr_massive/survival_vents/survival_vent_02.mdl'.
[13:22:12	]bquits (STEAM_0:0:142449284) has disconnected (timed out).
[13:48:09	]bquits has connected.
[13:48:38	]bquits loaded the character 'bquits'
[13:48:41	]bquits entered observer.
[13:48:52	]bquits used command '/PlyWhitelist ^ Serevr'.
[13:48:53	]bquits used command '/PlyWhitelist ^ Server'.
[13:49:08	][INFESTATION] bquits (STEAM_0:0:142449284)  has entered Infestation Edit Mode.
[13:49:08	]bquits used command '/InfestationEdit'.
[13:49:30	][INFESTATION] bquits (STEAM_0:0:142449284) has exited Infestation Edit Mode.
[13:50:03	]bquits has used a context menu option with the name: remove
[13:50:24	]bquits has spawned 'models/props_vehicles/car005a_physics.mdl'.
[13:50:29	]bquits has spawned 'models/props/de_train/boxcar2.mdl'.
[13:50:53	]bquits has spawned 'models/props_vehicles/truck001a.mdl'.
[13:50:55	]bquits has spawned 'models/props_vehicles/truck001a.mdl'.
[13:51:05	]bquits has enabled persistence for 'models/props_vehicles/truck001a.mdl'.
[13:51:05	]bquits has used a context menu option with the name: persist
[13:51:05	]bquits exited observer at their location.
[13:51:07	]bquits entered observer.
[13:51:17	]bquits has fired a toolgun with the name: creator
[13:51:17	]bquits has spawned a 'Entity [1700][ix_basiccontainer]'.
[13:52:02	]bquits used command '/AreaEdit'.
[13:52:16	]bquits has added area "45. Cadde".
[13:52:46	]bquits has added area "60. Cadde".
[13:52:50	]bquits has removed area "60. Cadde".
[13:52:59	]bquits has added area "60. Cadde".
[13:53:15	]bquits has removed area "I24 - Plaza".
[13:53:18	]Victorian has connected.
[13:53:33	]bquits has added area "I24 - Ana Plaza".
[13:53:42	]bquits has removed area "60. Cadde".
[13:53:54	]bquits has added area "I24 - 60. Cadde".
[13:54:01	]bquits has removed area "45. Cadde".
[13:54:28	]bquits has removed area "I24 - 45. Cadde".
[13:54:40	]bquits has added area "I24 - 45. Cadde".
[13:55:20	]Victorian (STEAM_0:0:577700614) deleted character 'ewqeq'
[13:55:22	]bquits has added area "SMAB Medikal - Birinci Kat".
[13:55:39	]bquits has added area "SMAB Medikal - İkinci Kat".
[13:56:16	]Victorian created the character 'Japon İş Adamı Sakura'
[13:56:16	]Victorian loaded the character 'Japon İş Adamı Sakura'
[13:56:16	]Japon İş Adamı Sakura has gained a 'Açık Gri Kol Bandı' #67367.
[13:56:16	]Japon İş Adamı Sakura has gained a '#01010 Kimlik Kartı' #67368.
[13:56:16	]Japon İş Adamı Sakura has gained a 'Gözlükler' #67369.
[13:56:26	]Japon İş Adamı Sakura ran 'Equip' on item 'Açık Gri Kol Bandı' (#67367)
[13:56:27	]Japon İş Adamı Sakura entered observer.
[13:56:30	]Japon İş Adamı Sakura exited observer at their location.
[13:56:30	]Japon İş Adamı Sakura entered observer.
[13:56:30	]Japon İş Adamı Sakura exited observer at their location.
[13:56:32	]Japon İş Adamı Sakura entered observer.
[13:56:32	]Japon İş Adamı Sakura exited observer at their location.
[13:56:33	]Japon İş Adamı Sakura entered observer.
[13:56:38	]bquits has added area "I24 - Foto Sokağı".
[13:56:39	]Japon İş Adamı Sakura exited observer at their location.
[13:56:48	]Japon İş Adamı Sakura has spawned a cca_formal.
[13:56:48	]Japon İş Adamı Sakura has spawned a cca_legs_realist.
[13:56:50	]Japon İş Adamı Sakura ran 'take' on item 'Resmi' (#67370)
[13:56:50	]Japon İş Adamı Sakura has gained a 'Resmi' #67370.
[13:56:51	]Japon İş Adamı Sakura entered observer.
[13:56:52	]Japon İş Adamı Sakura exited observer at their location.
[13:56:53	]Japon İş Adamı Sakura ran 'take' on item 'Realist Pantolonu' (#67371)
[13:56:53	]Japon İş Adamı Sakura has gained a 'Realist Pantolonu' #67371.
[13:56:56	]bquits used command '/AreaEdit'.
[13:57:11	]bquits has added area "I24 - Değişim Sokağı".
[13:57:18	][IC] Japon İş Adamı Sakura: !Server.
[13:57:18	]bquits has removed area "I24 - Değişim Sokağı".
[13:57:30	]bquits has added area "I24 - Değişim Sokağı".
[13:57:40	]Japon İş Adamı Sakura used command '/PlyWhitelist ^ Server'.
[13:57:49	]Japon İş Adamı Sakura entered observer.
[13:57:57	]Japon İş Adamı Sakura exited observer at their location.
[13:57:57	]Japon İş Adamı Sakura entered observer.
[13:57:58	]Japon İş Adamı Sakura exited observer at their location.
[13:57:58	]Japon İş Adamı Sakura entered observer.
[13:58:10	]bquits used command '/AreaEdit'.
[13:58:26	]Japon İş Adamı Sakura exited observer at their location.
[13:58:29	]bquits has added area "I24 - Zor İşçiler Sokağı".
[13:58:38	]bquits has removed area "I24 - Zor İşçiler Sokağı".
[13:58:38	]Japon İş Adamı Sakura entered observer.
[13:58:44	]Japon İş Adamı Sakura exited observer at their location.
[13:58:45	]Japon İş Adamı Sakura entered observer.
[13:58:45	]Japon İş Adamı Sakura exited observer at their location.
[13:58:46	]Japon İş Adamı Sakura entered observer.
[13:58:46	]Japon İş Adamı Sakura exited observer at their location.
[13:58:46	]Japon İş Adamı Sakura entered observer.
[13:58:47	]Japon İş Adamı Sakura exited observer at their location.
[13:58:47	]Japon İş Adamı Sakura entered observer.
[13:58:50	]Japon İş Adamı Sakura has used a context menu option with the name: remove
[13:58:52	]Japon İş Adamı Sakura has used a context menu option with the name: remove
[13:58:56	]Japon İş Adamı Sakura exited observer at their location.
[13:58:58	]Japon İş Adamı Sakura entered observer.
[13:58:58	]Japon İş Adamı Sakura exited observer at their location.
[13:59:02	]bquits has added area "I24 - Zor İşçiler Sokağı".
[13:59:10	]bquits has spawned 'models/props/de_prodigy/concretebags2.mdl'.
[13:59:12	]Japon İş Adamı Sakura used command '/PanelRemove'.
[13:59:13	]Japon İş Adamı Sakura entered observer.
[13:59:15	]bquits has spawned 'models/props/de_dust/hr_dust/dust_garbage_container/dust_garbage_container.mdl'.
[13:59:15	]Japon İş Adamı Sakura exited observer at their location.
[13:59:24	]bquits has spawned 'models/props/de_prodigy/concretebags.mdl'.
[13:59:25	]Japon İş Adamı Sakura entered observer.
[13:59:26	]bquits has spawned 'models/props/de_prodigy/concretebags2.mdl'.
[13:59:31	]Japon İş Adamı Sakura exited observer at their location.
[13:59:32	]Japon İş Adamı Sakura entered observer.
[13:59:36	]Japon İş Adamı Sakura exited observer at their location.
[13:59:38	]Japon İş Adamı Sakura entered observer.
[13:59:41	]Japon İş Adamı Sakura exited observer at their location.
[13:59:42	]Japon İş Adamı Sakura entered observer.
[13:59:42	]bquits has enabled persistence for 'models/props/de_prodigy/concretebags.mdl'.
[13:59:42	]bquits has used a context menu option with the name: persist
[13:59:42	]Japon İş Adamı Sakura exited observer at their location.
[13:59:42	]Japon İş Adamı Sakura entered observer.
[13:59:42	]bquits has enabled persistence for 'models/props/de_prodigy/concretebags2.mdl'.
[13:59:42	]bquits has used a context menu option with the name: persist
[13:59:44	]bquits has spawned 'models/props/de_prodigy/concretebags2.mdl'.
[13:59:50	]bquits has enabled persistence for 'models/props/de_prodigy/concretebags2.mdl'.
[13:59:50	]bquits has used a context menu option with the name: persist
[13:59:51	]bquits has spawned 'models/props/de_prodigy/concretebags2.mdl'.
[14:00:01	]bquits has enabled persistence for 'models/props/de_prodigy/concretebags2.mdl'.
[14:00:01	]bquits has used a context menu option with the name: persist
[14:00:03	]Japon İş Adamı Sakura exited observer at their location.
[14:00:04	]Japon İş Adamı Sakura entered observer.
[14:00:06	]bquits has spawned 'models/props_c17/FurnitureWashingmachine001a.mdl'.
[14:00:08	]Japon İş Adamı Sakura exited observer at their location.
[14:00:13	]bquits has enabled persistence for 'models/props_c17/furniturewashingmachine001a.mdl'.
[14:00:13	]bquits has used a context menu option with the name: persist
[14:00:17	]bquits has spawned 'models/props_junk/wood_crate002a.mdl'.
[14:00:20	]bquits created a 'Büyük Kutu' container.
[14:00:20	]bquits has used a context menu option with the name: wncontainer_create
[14:00:23	]bquits has spawned 'models/props_interiors/refrigerator01a.mdl'.
[14:00:25	]bquits has spawned 'models/props_interiors/refrigerator01a.mdl'.
[14:00:27	]Japon İş Adamı Sakura has spawned a 'Entity [1839][ix_workerk_electric]'.
[14:00:33	]bquits has enabled persistence for 'models/props_interiors/refrigerator01a.mdl'.
[14:00:33	]bquits has used a context menu option with the name: persist
[14:00:34	]bquits has spawned 'models/props_interiors/refrigeratorDoor01a.mdl'.
[14:00:34	]Japon İş Adamı Sakura has spawned a 'Entity [1863][ix_workerk_water]'.
[14:00:38	]bquits has enabled persistence for 'models/props_interiors/refrigeratordoor01a.mdl'.
[14:00:38	]bquits has used a context menu option with the name: persist
[14:00:39	]bquits has spawned 'models/props_interiors/refrigeratorDoor02a.mdl'.
[14:00:39	]Japon İş Adamı Sakura has spawned a 'Entity [1873][ix_workerk_gas]'.
[14:00:43	]Japon İş Adamı Sakura has spawned a 'Entity [1863][ix_vendor]'.
[14:00:44	]Japon İş Adamı Sakura entered observer.
[14:00:44	]bquits has enabled persistence for 'models/props_interiors/refrigeratordoor02a.mdl'.
[14:00:44	]bquits has used a context menu option with the name: persist
[14:00:44	]Japon İş Adamı Sakura exited observer at their location.
[14:00:46	]Japon İş Adamı Sakura used the 'John Doe' vendor.
[14:00:48	]bquits has spawned 'models/props_junk/TrafficCone001a.mdl'.
[14:00:50	]Japon İş Adamı Sakura entered observer.
[14:00:51	]bquits has enabled persistence for 'models/props_junk/trafficcone001a.mdl'.
[14:00:51	]bquits has used a context menu option with the name: persist
[14:00:52	]Japon İş Adamı Sakura exited observer at their location.
[14:00:53	]Japon İş Adamı Sakura entered observer.
[14:00:53	]Japon İş Adamı Sakura exited observer at their location.
[14:00:54	]bquits has spawned 'models/props_junk/CinderBlock01a.mdl'.
[14:00:55	]Japon İş Adamı Sakura entered observer.
[14:00:55	]Japon İş Adamı Sakura exited observer at their location.
[14:00:56	]Japon İş Adamı Sakura has taken 4 damage from worldspawn.
[14:00:56	]Japon İş Adamı Sakura entered observer.
[14:00:58	]bquits has spawned 'models/props_junk/wood_pallet001a.mdl'.
[14:00:59	]Japon İş Adamı Sakura exited observer at their location.
[14:01:00	]bquits has spawned 'models/props_junk/MetalBucket01a.mdl'.
[14:01:00	]Japon İş Adamı Sakura entered observer.
[14:01:01	]Japon İş Adamı Sakura exited observer at their location.
[14:01:02	]bquits has enabled persistence for 'models/props_junk/metalbucket01a.mdl'.
[14:01:02	]bquits has used a context menu option with the name: persist
[14:01:02	]Japon İş Adamı Sakura entered observer.
[14:01:03	]Japon İş Adamı Sakura exited observer at their location.
[14:01:03	]bquits has spawned 'models/props_junk/metal_paintcan001a.mdl'.
[14:01:05	]Japon İş Adamı Sakura entered observer.
[14:01:05	]Japon İş Adamı Sakura exited observer at their location.
[14:01:06	]Japon İş Adamı Sakura entered observer.
[14:01:07	]Japon İş Adamı Sakura exited observer at their location.
[14:01:07	]bquits has enabled persistence for 'models/props_junk/metal_paintcan001a.mdl'.
[14:01:07	]bquits has used a context menu option with the name: persist
[14:01:08	]Japon İş Adamı Sakura entered observer.
[14:01:09	]Japon İş Adamı Sakura exited observer at their location.
[14:01:10	]Japon İş Adamı Sakura entered observer.
[14:01:10	]Japon İş Adamı Sakura exited observer at their location.
[14:01:11	]Japon İş Adamı Sakura entered observer.
[14:01:23	]Japon İş Adamı Sakura exited observer at their location.
[14:01:24	]Japon İş Adamı Sakura entered observer.
[14:01:25	]Japon İş Adamı Sakura exited observer at their location.
[14:01:25	]Japon İş Adamı Sakura entered observer.
[14:01:25	]Japon İş Adamı Sakura exited observer at their location.
[14:01:26	]Japon İş Adamı Sakura entered observer.
[14:01:26	]Japon İş Adamı Sakura exited observer at their location.
[14:01:27	]Japon İş Adamı Sakura entered observer.
[14:01:30	]Japon İş Adamı Sakura exited observer at their location.
[14:01:31	]Japon İş Adamı Sakura entered observer.
[14:01:33	]Japon İş Adamı Sakura exited observer at their location.
[14:01:37	]Japon İş Adamı Sakura entered observer.
[14:01:37	]Japon İş Adamı Sakura exited observer at their location.
[14:01:38	]Japon İş Adamı Sakura entered observer.
[14:01:56	]bquits has spawned a 'NPC [616][npc_combine_camera]'.
[14:02:01	]Japon İş Adamı Sakura exited observer at their location.
[14:02:02	]Japon İş Adamı Sakura entered observer.
[14:02:04	]Japon İş Adamı Sakura exited observer at their location.
[14:02:05	]Japon İş Adamı Sakura entered observer.
[14:02:05	]Japon İş Adamı Sakura exited observer at their location.
[14:02:06	]Japon İş Adamı Sakura entered observer.
[14:02:08	]Japon İş Adamı Sakura exited observer at their location.
[14:02:09	]Japon İş Adamı Sakura entered observer.
[14:02:09	]Japon İş Adamı Sakura exited observer at their location.
[14:02:14	]Victorian loaded the character 'Simon Wens'
[14:02:17	]bquits has spawned 'models/props_junk/PushCart01a.mdl'.
[14:02:18	]Simon Wens entered observer.
[14:02:19	]bquits has spawned 'models/props_junk/PushCart01a.mdl'.
[14:02:26	]bquits has enabled persistence for 'models/props_junk/pushcart01a.mdl'.
[14:02:26	]bquits has used a context menu option with the name: persist
[14:02:30	]bquits has spawned 'models/props_interiors/refrigerator01a.mdl'.
[14:02:33	]Simon Wens exited observer at their location.
[14:02:34	]Simon Wens has spawned a 'Entity [1837][ix_customvendingmachine]'.
[14:02:37	]bquits has spawned 'models/props_lab/kennel_physics.mdl'.
[14:02:41	]bquits has spawned 'models/props_trainstation/trainstation_clock001.mdl'.
[14:02:45	]bquits has spawned a usable entity class 'ix_clock' with model 'models/props_trainstation/trainstation_clock001.mdl'.
[14:02:45	]bquits has used a context menu option with the name: ixusableentitycreate
[14:02:48	]bquits has enabled persistence for 'models/props_interiors/refrigerator01a.mdl'.
[14:02:48	]bquits has used a context menu option with the name: persist
[14:02:49	]bquits has spawned 'models/props_trainstation/TrackSign02.mdl'.
[14:02:57	]bquits has enabled persistence for 'models/props_trainstation/tracksign02.mdl'.
[14:02:57	]bquits has used a context menu option with the name: persist
[14:03:00	]bquits has spawned 'models/props_trainstation/TrackSign07.mdl'.
[14:03:02	]Simon Wens ran 'take' on item 'Vending Machine Key' (#67374)
[14:03:02	]Simon Wens has gained a 'Vending Machine Key' #67374.
[14:03:04	]Simon Wens ran 'take' on item 'Vending Machine Key' (#67372)
[14:03:04	]Simon Wens has gained a 'Vending Machine Key' #67372.
[14:03:06	]Simon Wens ran 'take' on item 'Vending Machine Key' (#67373)
[14:03:06	]Simon Wens has gained a 'Vending Machine Key' #67373.
[14:03:09	]Simon Wens entered observer.
[14:03:10	]bquits has spawned 'models/props_junk/TrashDumpster02.mdl'.
[14:03:11	]bquits has spawned 'models/props_trainstation/Column_Arch001a.mdl'.
[14:03:13	]bquits has spawned 'models/props_junk/TrashDumpster01a.mdl'.
[14:03:18	]bquits created a 'Çöp Konteyneri' container.
[14:03:18	]bquits has used a context menu option with the name: wncontainer_create
[14:03:27	]Simon Wens exited observer at their location.
[14:03:37	]bquits used command '/ShowAllApartments'.
[14:03:48	]Simon Wens has used a context menu option with the name: skin
[14:03:49	]Simon Wens entered observer.
[14:03:52	]Simon Wens has used a context menu option with the name: skin
[14:03:55	]Simon Wens has used a context menu option with the name: skin
[14:03:55	]bquits used command '/SetApartmentDoor D-13'.
[14:03:57	]Simon Wens exited observer at their location.
[14:03:59	]bquits used command '/SetApartmentDoor D-13'.
[14:03:59	]Simon Wens has used a context menu option with the name: skin
[14:04:00	]Simon Wens entered observer.
[14:04:03	]bquits used command '/SetApartmentDoor D-13'.
[14:04:04	]Simon Wens has used a context menu option with the name: skin
[14:04:06	]Simon Wens has used a context menu option with the name: skin
[14:04:08	]Simon Wens has used a context menu option with the name: skin
[14:04:11	]Simon Wens has used a context menu option with the name: skin
[14:04:13	]Simon Wens has used a context menu option with the name: skin
[14:04:19	]Simon Wens exited observer at their location.
[14:04:20	]bquits has spawned a 'Entity [1885][ix_shop_sign]'.
[14:04:21	]Simon Wens ran 'Insert' on item 'Vending Machine Key' (#67373)
[14:04:26	]Simon Wens entered observer.
[14:04:27	]bquits has spawned a 'Entity [1885][ix_shop_sign]'.
[14:04:30	]Simon Wens exited observer at their location.
[14:04:33	]Simon Wens entered observer.
[14:04:35	]Simon Wens exited observer at their location.
[14:04:39	]Simon Wens entered observer.
[14:05:06	]Simon Wens exited observer at their location.
[14:05:11	]Simon Wens has spawned a drink_premium_water.
[14:05:11	]Simon Wens has spawned a drink_premium_water.
[14:05:11	]Simon Wens has spawned a drink_premium_water.
[14:05:12	]Simon Wens has spawned a drink_premium_water.
[14:05:12	]Simon Wens has spawned a drink_premium_water.
[14:05:12	]Simon Wens has spawned a drink_premium_water.
[14:05:12	]Simon Wens has spawned a drink_premium_water.
[14:05:14	]bquits used command '/AreaEdit'.
[14:05:14	]Simon Wens ran 'take' on item 'Premium Breen'in Suyu' (#67375)
[14:05:14	]Simon Wens has gained a 'Premium Breen'in Suyu' #67375.
[14:05:16	]Simon Wens ran 'take' on item 'Premium Breen'in Suyu' (#67380)
[14:05:16	]Simon Wens has gained a 'Premium Breen'in Suyu' #67380.
[14:05:18	]Simon Wens ran 'take' on item 'Premium Breen'in Suyu' (#67377)
[14:05:18	]Simon Wens has gained a 'Premium Breen'in Suyu' #67377.
[14:05:19	]Simon Wens ran 'take' on item 'Premium Breen'in Suyu' (#67381)
[14:05:19	]Simon Wens has gained a 'Premium Breen'in Suyu' #67381.
[14:05:20	]Simon Wens ran 'take' on item 'Premium Breen'in Suyu' (#67376)
[14:05:20	]Simon Wens has gained a 'Premium Breen'in Suyu' #67376.
[14:05:22	]Simon Wens ran 'take' on item 'Premium Breen'in Suyu' (#67378)
[14:05:22	]Simon Wens has gained a 'Premium Breen'in Suyu' #67378.
[14:05:23	]Simon Wens ran 'take' on item 'Premium Breen'in Suyu' (#67379)
[14:05:23	]Simon Wens has gained a 'Premium Breen'in Suyu' #67379.
[14:05:37	]Simon Wens has transferred a 'Premium Breen'in Suyu' #67381 to a container with the name 'Vending Machine' #6448.
[14:05:38	]Simon Wens has transferred a 'Premium Breen'in Suyu' #67379 to a container with the name 'Vending Machine' #6448.
[14:05:39	]Simon Wens has transferred a 'Premium Breen'in Suyu' #67378 to a container with the name 'Vending Machine' #6448.
[14:05:40	]Simon Wens has transferred a 'Premium Breen'in Suyu' #67377 to a container with the name 'Vending Machine' #6448.
[14:05:42	]Simon Wens has transferred a 'Premium Breen'in Suyu' #67380 to a container with the name 'Vending Machine' #6448.
[14:05:42	]bquits (STEAM_0:0:142449284) has disconnected (timed out).
[14:05:43	]Simon Wens has transferred a 'Premium Breen'in Suyu' #67376 to a container with the name 'Vending Machine' #6448.
[14:05:45	]Simon Wens has transferred a 'Premium Breen'in Suyu' #67375 to a container with the name 'Vending Machine' #6448.
[14:05:48	]Simon Wens has spawned a drink_premium_water.
[14:05:49	]Simon Wens has spawned a drink_premium_water.
[14:05:49	]Simon Wens has spawned a drink_premium_water.
[14:05:51	]Simon Wens ran 'take' on item 'Premium Breen'in Suyu' (#67382)
[14:05:51	]Simon Wens has gained a 'Premium Breen'in Suyu' #67382.
[14:05:52	]Simon Wens ran 'take' on item 'Premium Breen'in Suyu' (#67384)
[14:05:52	]Simon Wens has gained a 'Premium Breen'in Suyu' #67384.
[14:05:55	]Simon Wens ran 'take' on item 'Premium Breen'in Suyu' (#67383)
[14:05:55	]Simon Wens has gained a 'Premium Breen'in Suyu' #67383.
[14:05:59	]Simon Wens has transferred a 'Premium Breen'in Suyu' #67383 to a container with the name 'Vending Machine' #6448.
[14:06:00	]Simon Wens has transferred a 'Premium Breen'in Suyu' #67384 to a container with the name 'Vending Machine' #6448.
[14:06:02	]Simon Wens has transferred a 'Premium Breen'in Suyu' #67382 to a container with the name 'Vending Machine' #6448.
[14:06:06	]Simon Wens has used a context menu option with the name: skin
[14:06:08	]Simon Wens has used a context menu option with the name: skin
[14:06:11	]Simon Wens has used a context menu option with the name: skin
[14:06:14	]Simon Wens has used a context menu option with the name: skin
[14:06:18	]Simon Wens has used a context menu option with the name: skin
[14:06:23	]Simon Wens entered observer.
[14:06:28	]Simon Wens exited observer at their location.
[14:06:33	]Simon Wens entered observer.
[14:06:35	]Simon Wens exited observer at their location.
[14:06:49	]Simon Wens entered observer.
[14:07:01	]Simon Wens exited observer at their location.
[14:07:04	]Simon Wens has used a context menu option with the name: skin
[14:07:07	]Simon Wens entered observer.
[14:07:11	]Simon Wens exited observer at their location.
[14:08:02	]bquits has connected.
[14:08:16	]Simon Wens entered observer.
[14:08:17	]Simon Wens exited observer at their location.
[14:08:18	]Simon Wens entered observer.
[14:08:18	]Simon Wens exited observer at their location.
[14:08:19	]Simon Wens entered observer.
[14:08:32	]bquits loaded the character 'bquits'
[14:08:40	]bquits used command '/AreaEdit'.
[14:08:41	]bquits entered observer.
[14:08:55	]bquits has added area "I24 - Kanalizasyon Damlası".
[14:08:58	]bquits has removed area "I24 - Kanalizasyon Damlası".
[14:09:17	]bquits has added area "I24- Kanalizasyon Damlası".
[14:10:06	]bquits has added area "I24 - 65. Cadde".
[14:10:40	]Simon Wens exited observer at their location.
[14:10:40	]bquits has added area "I24 - Kapalı Sokak".
[14:11:05	]bquits has added area "I24 - Grotto Sokağı".
[14:11:06	]Simon Wens has spawned a fruit_apple.
[14:11:06	]Simon Wens has spawned a fruit_apple.
[14:11:06	]Simon Wens has spawned a fruit_apple.
[14:11:07	]Simon Wens has spawned a fruit_apple.
[14:11:07	]Simon Wens has spawned a fruit_apple.
[14:11:07	]Simon Wens has spawned a fruit_apple.
[14:11:07	]Simon Wens has spawned a fruit_apple.
[14:11:07	]Simon Wens has spawned a fruit_apple.
[14:11:10	]Simon Wens ran 'take' on item 'Elma' (#67390)
[14:11:10	]Simon Wens has gained a 'Elma' #67390.
[14:11:12	]Simon Wens ran 'take' on item 'Elma' (#67392)
[14:11:12	]Simon Wens has gained a 'Elma' #67392.
[14:11:13	]Simon Wens ran 'take' on item 'Elma' (#67391)
[14:11:13	]Simon Wens has gained a 'Elma' #67391.
[14:11:16	]Simon Wens ran 'take' on item 'Elma' (#67385)
[14:11:16	]Simon Wens has gained a 'Elma' #67385.
[14:11:19	]Simon Wens ran 'take' on item 'Elma' (#67388)
