[16:02:48	]Hacı emmi has connected.
[17:42:56	][IC] C24:i5.(X)KING-19: <:: Destek olayım mı? ::>
[17:43:02	][ME] C24:i3.KING-20: enerjisi arttığı için, tökezlemiyor ve ilerliyor
[17:43:13	]Goblin [MG] loaded the character 'S10:SCN-7'
[17:43:18	]S10:SCN-7 is fully healed.
[17:43:22	][ME] C24:i3.KING-20: 20'nin attığı adımlar hiç güvenli değil, her an düşebilecek derecede
[17:43:28	]S10:SCN-7 used command '/Dispatch CONSPIRACY 2'.
[17:43:32	][ME] C24:i3.KING-20: hafifçe eliyle kenara çekerek geçmeye çalışıyor
[17:43:32	][ME] C24:i5.(X)KING-19: Kişiye destek olur.
[17:43:33	]Kemal Şengör opened the 'Çöp Kutusu' #10953 container.
[17:43:33	]Kemal Şengör closed the 'Çöp Kutusu' #10953 container.
[17:43:34	]Kemal Şengör opened the 'Çöp Kutusu' #10953 container.
[17:43:38	]Kemal Şengör has transferred a 'Boş Breen'in Suyu' #165124 to a container with the name 'Çöp Kutusu' #10953.
[17:43:38	][ME] C24:i3.KING-20: onu yavaşça ittirir
[17:43:39	]Kemal Şengör has transferred a 'Boş Kavanoz' #165125 to a container with the name 'Çöp Kutusu' #10953.
[17:43:41	]Kemal Şengör closed the 'Çöp Kutusu' #10953 container.
[17:43:43	][IC] C24:i5.(X)KING-19: <:: Ha? ::>
[17:43:46	]Kemal Şengör opened the 'Çöp Kutusu' #10952 container.
[17:43:46	]Kemal Şengör closed the 'Çöp Kutusu' #10952 container.
[17:43:48	]Kemal Şengör opened the 'Çöp Kutusu' #10952 container.
[17:43:48	][IC] C24:i3.KING-20: Uh!
[17:43:51	]Kemal Şengör has transferred a 'Karton Kutu' #164435 to a container with the name 'Çöp Kutusu' #10952.
[17:43:53	]Kemal Şengör closed the 'Çöp Kutusu' #10952 container.
[17:43:53	][IC] C24:i5.(X)KING-19: <:: 20. ::>
[17:44:01	][IC] C24:i5.(X)KING-19: <:: Neden bakmıyorsun? ::>
[17:44:11	][ME] C24:i3.KING-20: duvara arkasını dayar ve destek alıp ayakta durur
[17:44:20	][LOOC] C24:i5.(X)KING-19: aşkı memnu son sahne beni beni bihterini
[17:44:25	][ME] C24:i3.KING-20: çok bitkin, yorgun ve nefes nefese bir halde;
[17:44:26	]S10:SCN-7 used command '/CP Sunucu çok aktif'.
[17:44:29	]C24:i5.(X)KING-19 used command '/CP he ya'.
[17:44:31	][IC] C24:i3.KING-20: Dünü unut.. Unutmadım 19..
[17:44:35	][IC] C24:i5.(X)KING-19: <:: Neyi? ::>
[17:44:43	][LOOC] C24:i5.(X)KING-19: ne oldu lan öfdgplgmdfşkimgd
[17:44:44	][IC] C24:i3.KING-20: Bana yapılan hiçbirşeyi unutmam.
[17:44:54	][IC] C24:i3.KING-20: Sende.. Sende beni.. üst komuta gibi yarg.. Yargılıyorsun..
[17:44:54	][LOOC] C24:i5.(X)KING-19: benim niye haberim yok amk dfmgndlgnfd
[17:44:54	]Jhony Caston ran 'take' on item 'Plastik Kova' (#164681)
[17:44:54	]Jhony Caston has gained a 'Plastik Kova' #164681.
[17:45:02	]S10:SCN-7 used command '/Datafile Jhony Caston'.
[17:45:06	][IC] C24:i3.KING-20: Y-yeni.. Yeni gelen biri.. Birime inanıp güvendin.
[17:45:10	]Jhony Caston opened the 'Çöp Konteyneri' #10261 container.
[17:45:12	][ME] C24:i3.KING-20: nokta koyulan yerlerde nefes alıp veriyor
[17:45:13	]Jhony Caston closed the 'Çöp Konteyneri' #10261 container.
[17:45:21	][IC] C24:i3.KING-20: Beni.. Beni utanmasaydın.. Yargılayacaktın..
[17:45:28	][IC] C24:i5.(X)KING-19: <:: Neyden? ::>
[17:45:30	][IC] C24:i3.KING-20: Hatta.. Hatta..
[17:45:34	][IC] C24:i3.KING-20: Seni döveceğimi düşündün..
[17:45:38	][IC] C24:i5.(X)KING-19: <:: Ney? ::>
[17:45:40	][ME] C24:i3.KING-20: doğrulur
[17:45:44	][ME] C24:i3.KING-20: ilerlemeye devam eder
[17:45:48	][ME] C24:i3.KING-20: maskesini takıyor
[17:45:51	][IC] C24:i5.(X)KING-19: <:: 20. ::>
[17:45:57	][IC] C24:i5.(X)KING-19: <:: Neyden bahsediyorsun? ::>
[17:46:03	][ME] C24:i3.KING-20: tutunarak yavaşça iniyor
[17:46:07	][IC] C24:i3.KING-20: <:: Boşver.. ::>
[17:46:11	][IC] C24:i3.KING-20: <:: Ben anladım anla.. Anlayacağımı. ::>
[17:46:17	]S10:SCN-7 used command '/Datafile Kemal Şengör'.
[17:46:18	][ME] C24:i5.(X)KING-19: Kişinin kolunu tutar.
[17:46:23	][IC] C24:i5.(X)KING-19: <:: Bakarmısın? ::>
[17:46:24	][ME] C24:i3.KING-20: aniden durur
[17:46:29	][ME] C24:i3.KING-20: arkasına yavaşça döner
[17:46:33	]Kemal Şengör used command '/ActSit'.
[17:46:38	]Kemal Şengör used command '/ExitAct'.
[17:46:41	][IC] C24:i5.(X)KING-19: <:: Anlamıyorum ne anlatmaya çalıştığını. ::>
[17:46:44	]Kemal Şengör used command '/ActSit'.
[17:46:52	][IC] C24:i3.KING-20: <:: Bana.. Bana güvenmiyorsun 19. ::>
[17:46:54	]Kemal Şengör used command '/ExitAct'.
[17:46:55	][ME] C24:i3.KING-20: yavaş yavaş nefesi düzeliyor
[17:46:56	][IC] C24:i3.KING-20: <:: Hatta. ::>
[17:46:58	][IC] C24:i5.(X)KING-19: <:: Ne? ::>
[17:46:59	]S10:SCN-7 used command '/Radio MEMORY REPLACEMENT'.
[17:47:04	][PICKUP DISPENSER] Jaslyiaa UwU ( Jhony Caston ) picked up an item from the pickup dispenser.
[17:47:04	]Jhony Caston has gained a 'Daire Anahtarı' #165129.
[17:47:04	][IC] C24:i3.KING-20: <:: Sana çok ilgi verdiğim için beni satıyorsun bile. ::>
[17:47:07	][IC] C24:i5.(X)KING-19: <:: Neden güvenmeyecekmişim? ::>
[17:47:10	][IC] C24:i3.KING-20: <:: Ben çok iyi bir ders aldım. ::>
[17:47:12	]S10:SCN-7 used command '/Radio 100 credits'.
[17:47:20	][IC] C24:i5.(X)KING-19: <:: 20. ::>
[17:47:22	][ME] C24:i3.KING-20: kolunu sertçe çekip yoluna devam ediyor, önüne dönüyor.
[17:47:23	][IC] C24:i5.(X)KING-19: <:: Anlamıyorum. ::>
[17:47:24	]S10:SCN-7 used command '/CP Leib azdı'.
[17:47:29	]C24:i3.KING-20 used command '/CP stfu'.
[17:47:39	]S10:SCN-7 used command '/CP Aga bi cp olamadım başvuru bekliyom hala'.
[17:47:42	]C24:i5.(X)KING-19 used command '/CP non mecha hapla oluyormuş :moyai:'.
[17:47:46	]C24:i3.KING-20 entered observer.
[17:47:50	]C24:i3.KING-20 exited observer at their location.
[17:48:02	][IC] C24:i5.(X)KING-19: <:: 20. ::>
[17:48:11	][ME] C24:i3.KING-20: görmezden geliyor, ilgilenmiyor. Duymuyor bile
[17:48:20	]Jhony Caston opened the 'Rasyon Bölgesi Deposu' stash.
[17:48:24	][ME] C24:i3.KING-20: sıvadığı kollarını indiriyor
[17:48:28	]Jhony Caston has lost a 'Daire Anahtarı' #165129.
[17:48:28	]Jhony Caston has transferred a 'Daire Anahtarı' #165129 to a container with the name 'Rasyon Bölgesi Deposu' #7340.
[17:48:29	]Jhony Caston has lost a 'Daire Anahtarı' #165126.
[17:48:29	]Jhony Caston has transferred a 'Daire Anahtarı' #165126 to a container with the name 'Rasyon Bölgesi Deposu' #7340.
[17:48:31	]C24:i3.KING-20 has changed C24:i3.KING-20's bodygroups.
[17:48:32	][IC] C24:i5.(X)KING-19: <:: Ama.. ::>
[17:48:32	]Jhony Caston closed the 'Rasyon Bölgesi Deposu' stash.
[17:48:35	][IC] C24:i5.(X)KING-19: <:: N-ne. ::>
[17:48:38	]C24:i3.KING-20 entered observer.
[17:48:44	]C24:i3.KING-20 exited observer at their location.
[17:48:44	]S10:SCN-7 used command '/CP Leib sv çok aktif aga'.
[17:48:49	]S10:SCN-7 used command '/CP Nolcak böyle'.
[17:48:51	][IC] C24:i5.(X)KING-19: <:: Neler oluyor.. ::>
[17:48:52	]C24:i3.KING-20 used command '/CP tamam kanka anladım canın sıkılıyor'.
[17:48:54	]C24:i3.KING-20 used command '/CP rol istiyorsun'.
[17:48:57	]C24:i3.KING-20 used command '/CP rol çıkmıyor'.
[17:48:59	]C24:i3.KING-20 used command '/CP anladım anladım'.
[17:49:11	]C24:i5.(X)KING-19 used command '/CP spawnlasana 50 tane headcrab amk enai rol istiyor'.
[17:49:12	][IC] C24:i3.KING-20: <:: 10. .. ::>
[17:49:14	]S10:SCN-7 used command '/CP Sİvildede rol çıkmıyor adam olmayınca'.
[17:49:16	][IC] C24:i3.KING-20: <:: 19 .. ::>
[17:49:27	][ME] C24:i3.KING-20: kollarından tutup onu kendine çeekr
[17:49:30	][ME] C24:i3.KING-20: kollarından tutup onu kendine çeker
[17:49:32	]S10:SCN-7 used command '/CP Valla ben okeyim onada sv'de ne event oluyor nede başka bişi'.
[17:49:35	]C24:i5.(X)KING-19 used command '/CP Sivil geçicen o zaman'.
[17:49:35	][IT] C24:i3.KING-20: vücutları temas ediyor
[17:49:45	]S10:SCN-7 used command '/CP Sivil yokken napacağım dostum'.
[17:49:50	][ME] C24:i3.KING-20: ayakta duramayacak kadar kötü olduğu için ağırlığının yarısını ona aktarıyor
[17:50:00	]S10:SCN-7 used command '/CP Breen heykeline bakıp 31 mi patlatayim'.
[17:50:04	]C24:i5.(X)KING-19 used command '/CP sivil rolü yapacaksın bizde sk yizya hani a'.
[17:50:21	][ME] Kemal Şengör: Öksürür
[17:50:23	][LOOC] C24:i5.(X)KING-19: ne yazıcamı unuttum amk sen devam ettir
[17:50:29	]S10:SCN-7 used command '/CP Kanka sk ile ne sosyal döner nede gun rp sk adam dövüp medeni toplumu koruyacak güyaa'.
[17:50:30	][IC] C24:i3.KING-20: <:: Sen.. ::>
[17:50:31	]Jhony Caston has performed the 'Craft Parçala: Plastik Kova' action, gaining 15 experience in crafting.
[17:50:33	]Jhony Caston has performed the 'Craft Parçala: Boş Breen'in Suyu' action, gaining 10 experience in crafting.
[17:50:35	][IC] C24:i3.KING-20: <:: Sen seviyorsun. ::>
[17:50:35	]Jhony Caston has performed the 'Craft Parçala: Boş Bob's Suyu' action, gaining 10 experience in crafting.
[17:50:37	][IC] C24:i3.KING-20: <:: Ama güvenmiyorsun. ::>
[17:50:37	]Jhony Caston has performed the 'Craft Parçala: Boş Bob's Suyu' action, gaining 10 experience in crafting.
[17:50:39	]C24:i5.(X)KING-19 used command '/CP yes :moyai:'.
[17:50:40	]Jhony Caston ran 'take' on item 'Boş Plastik Sürahi' (#165130)
[17:50:40	]Jhony Caston has gained a 'Boş Plastik Sürahi' #165130.
[17:50:47	][IC] C24:i3.KING-20: <:: Beni koyuveriyorsun. ::>
[17:50:53	]S10:SCN-7 used command '/CP tamam(tr) :skull:'.
[17:50:53	][IC] C24:i3.KING-20: <:: Benim zoruma giden asıl şey de bu. ::>
[17:51:04	]Jhony Caston has performed the 'Craft Parçala: Boş Plastik Sürahi' action, gaining 10 experience in crafting.
[17:51:04	]C24:i5.(X)KING-19 used command '/CP tr sunucusunda oynayan erkek :moyai:'.
[17:51:20	][IC] C24:i5.(X)KING-19: <:: Sana neden güvenmeyim? ::>
[17:51:29	]Jhony Caston opened the 'Büyük Buzdolabı' #11035 container.
[17:51:30	]Jhony Caston closed the 'Büyük Buzdolabı' #11035 container.
[17:51:31	]Jhony Caston opened the 'Büyük Buzdolabı' #11035 container.
[17:51:35	][IC] C24:i3.KING-20: <:: Benim yerime resmen 23 ü tercih ettin 19. ::>
[17:51:46	][ME] C24:i3.KING-20: oldukça ciddi, resmii konuşuyor. Ama bir o kadarda bitkin ve yorgun
[17:51:55	][IC] C24:i5.(X)KING-19: <:: Anlamıyorum, o sadece arkadaşım. ::>
[17:52:02	]Jhony Caston ran 'drop' on item 'Büyük Çanta' (#162333)
[17:52:02	][ME] C24:i3.KING-20: gülüyor
[17:52:03	][IC] C24:i3.KING-20: <:: Haha. ::>
[17:52:04	]Jhony Caston closed the 'Büyük Buzdolabı' #11035 container.
[17:52:04	]Jhony Caston opened the 'Büyük Buzdolabı' #11035 container.
[17:52:04	]Jhony Caston closed the 'Büyük Buzdolabı' #11035 container.
[17:52:05	][IC] C24:i3.KING-20: <:: Arkadaşın.. ::>
[17:52:06	]Jhony Caston ran 'take' on item 'Büyük Çanta' (#162333)
[17:52:06	]Jhony Caston has gained a 'Büyük Çanta' #162333.
[17:52:06	]Jhony Caston has gained a 'Kan Torbası' #141017.
[17:52:06	]Jhony Caston has gained a 'Kan Torbası' #141020.
[17:52:06	]Jhony Caston has gained a 'Kan Stabilizatörü' #147657.
[17:52:06	]Jhony Caston has gained a 'Kan Stabilizatörü' #147656.
[17:52:06	]Jhony Caston has gained a 'Kan Stabilizatörü' #147658.
[17:52:06	]Jhony Caston has gained a 'Kan Stabilizatörü' #147660.
[17:52:06	]Jhony Caston has gained a 'Kan Stabilizatörü' #147662.
[17:52:06	]Jhony Caston has gained a 'Kan Stabilizatörü' #147663.
[17:52:06	]Jhony Caston has gained a 'Kan Stabilizatörü' #147664.
[17:52:06	]Jhony Caston has gained a 'Kan Stabilizatörü' #147659.
[17:52:06	]Jhony Caston has gained a 'Kan Torbası' #71017.
[17:52:06	]Jhony Caston has gained a 'Kan Stabilizatörü' #71002.
[17:52:06	]Jhony Caston has gained a 'Kan Torbası' #71019.
[17:52:06	]Jhony Caston has gained a 'Kan Stabilizatörü' #71004.
[17:52:06	]Jhony Caston has gained a 'Kan Stabilizatörü' #147661.
[17:52:06	]Jhony Caston has gained a 'Kan Stabilizatörü' #73185.
[17:52:07	]Jhony Caston opened the 'Büyük Buzdolabı' #11035 container.
[17:52:11	][IC] C24:i3.KING-20: <:: Benim üstüme geldi. ::>
[17:52:11	]Jhony Caston has transferred a 'Büyük Çanta' #162333 to a container with the name 'Büyük Buzdolabı' #11035.
[17:52:18	][IC] C24:i3.KING-20: <:: Komuta.. Komuta birimine jop çekti. ::>
[17:52:25	][IC] C24:i3.KING-20: <:: Utanmasa anama sövecekti. ::>
[17:52:28	][LOOC] C24:i5.(X)KING-19: komuta :skull:
[17:52:29	][IC] C24:i3.KING-20: <:: Gelip bana onu savundun. ::>
[17:52:31	]S10:SCN-7 used command '/CP Sivile rol çıkmıyordan kastım şu adam mesela destek masasında bekliyor ama sk gelmeyince o adamda afk rol pas yapıyor'.
[17:52:34	][LOOC] C24:i3.KING-20: komuta üst komuta değil
[17:52:35	]Jhony Caston ran 'drop' on item 'Büyük Çanta' (#162335)
[17:52:36	]Jhony Caston closed the 'Büyük Buzdolabı' #11035 container.
[17:52:37	]Jhony Caston ran 'take' on item 'Büyük Çanta' (#162335)
[17:52:37	]Jhony Caston has gained a 'Büyük Çanta' #162335.
[17:52:37	]Jhony Caston has gained a 'Dezenfektan' #141032.
[17:52:37	]Jhony Caston has gained a 'Turuncu Haplar' #70960.
[17:52:37	]Jhony Caston has gained a 'Mor Haplar' #70961.
[17:52:37	]Jhony Caston has gained a 'Kan Stabilizatörü' #147655.
[17:52:37	]Jhony Caston has gained a 'Sağlık Şırıngası' #161890.
[17:52:37	]Jhony Caston has gained a 'Atorvastatin (kardiyovasküler/kolesterol)' #73243.
[17:52:37	]Jhony Caston has gained a 'Amoxicillin (anti-biyotik)' #73242.
[17:52:37	]Jhony Caston has gained a 'Dezenfektan' #141031.
[17:52:37	]Jhony Caston has gained a 'Dezenfekte Bandaj Rulosu' #142882.
[17:52:37	]Jhony Caston has gained a 'Dezenfektan' #141035.
[17:52:37	]Jhony Caston has gained a 'Pantoprazole (mide)' #73247.
[17:52:37	]Jhony Caston has gained a 'Lamotrigine (epilepsi)' #73249.
[17:52:37	]Jhony Caston has gained a 'Levothyroxine (tiroid)' #73250.
[17:52:37	]Jhony Caston has gained a 'Adrenalin' #147728.
[17:52:37	]Jhony Caston has gained a 'Microzide (kan basıncı/şişme)' #73252.
[17:52:37	]Jhony Caston has gained a 'Dezenfektan' #141034.
[17:52:43	]Goblin [MG] has unloaded their "S10:SCN-7" character.
[17:52:45	]Jhony Caston opened the 'Büyük Buzdolabı' #11035 container.
[17:52:47	]C24:i5.(X)KING-19 used command '/CP copy serve'.
[17:52:47	]Goblin [MG] loaded the character 'Ahmet Cased'
[17:52:48	]Alastor (STEAM_0:1:601523827) has disconnected.
[17:52:49	]Jhony Caston has transferred a 'Büyük Çanta' #162335 to a container with the name 'Büyük Buzdolabı' #11035.
[17:52:50	][IC] C24:i5.(X)KING-19: <:: Savunmak? ::>
[17:52:53	][IC] C24:i3.KING-20: <:: Sen.. ::>
[17:52:53	]Jhony Caston ran 'split' on item 'Askeri Sınıf Devre Kartı' (#128994)
[17:52:55	]Jhony Caston has gained a 'Askeri Sınıf Devre Kartı' #165131 from a container with the name 'Büyük Buzdolabı' #11035.
[17:52:55	][ME] C24:i3.KING-20: ellerini çeker
[17:52:55	]Jhony Caston closed the 'Büyük Buzdolabı' #11035 container.
[17:52:57	][ME] C24:i3.KING-20: uzaklaşır
[17:53:03	][IC] C24:i3.KING-20: <:: Destek.. Masasına.. Intikal et.. ::>
[17:53:09	][IC] C24:i3.KING-20: <:: Yürü! ::>
[17:53:20	][IC] C24:i5.(X)KING-19: <:: Bak, cidden ne yaptıysam bilmiyorum seni üzdüysem.. ::>
[17:53:23	][IC] C24:i5.(X)KING-19: <:: Özür dilerim. ::>
[17:53:23	]Jhony Caston opened the 'Büyük Buzdolabı' #11035 container.
[17:53:27	]Jhony Caston has transferred a 'Askeri Sınıf Devre Kartı' #165131 to a container with the name 'Büyük Buzdolabı' #11035.
[17:53:27	]Jhony Caston closed the 'Büyük Buzdolabı' #11035 container.
[17:53:30	][ME] C24:i3.KING-20: özür dilerim dedirtmeden lafını böler;
[17:53:35	][IC] C24:i3.KING-20: <:: ARAMIZDA birşey yok 19. ::>
[17:53:38	][IC] C24:i3.KING-20: <:: Boşver. ::>
[17:53:42	][IC] C24:i3.KING-20: <:: Sen görevine odaklan. ::>
[17:53:47	][IC] C24:i3.KING-20: <:: Kötü birşey yok. ::>
[17:53:50	][IC] C24:i3.KING-20: <:: Seni seviyorum. ::>
[17:53:56	][IC] C24:i3.KING-20: <:: Biraz.. Biraz evimde dinleneceğim. ::>
[17:54:00	][IC] C24:i3.KING-20: <:: Sonra gelirim bitanem. ::>
[17:54:02	]Ahmet Cased used command '/ActSit 3'.
[17:54:02	]Jhony Caston ran 'take' on item 'Plastik Çöp' (#165133)
[17:54:02	]Jhony Caston has gained a 'Plastik Çöp' #165133.
[17:54:03	][IC] C24:i5.(X)KING-19: <:: A-anlıyorum. ::>
[17:54:03	]Jhony Caston ran 'take' on item 'Vida Kutusu' (#165134)
[17:54:03	]Jhony Caston has gained a 'Vida Kutusu' #165134.
[17:54:04	]Ahmet Cased used command '/ExitAct'.
[17:54:05	]Jhony Caston ran 'take' on item 'Bitki Saksısı' (#165132)
[17:54:05	]Jhony Caston has gained a 'Bitki Saksısı' #165132.
[17:54:07	]Ahmet Cased used command '/ActSit 3'.
[17:54:09	]Ahmet Cased used command '/ExitAct'.
[17:54:09	][LOOC] C24:i3.KING-20: aramızda derken sevgi anlamında değil kötülük anlamında karakterin yanlış anlamasın
[17:54:12	]Jhony Caston has performed the 'Craft Parçala: Bitki Saksısı' action, gaining 20 experience in crafting.
[17:54:12	]Jhony Caston has gained a 'Cam kırıkları' #165135.
[17:54:12	]Ahmet Cased used command '/ActSit 3'.
[17:54:14	][LOOC] C24:i5.(X)KING-19: kanka ben eror verdim amk gerçektte bi dur ödşgödfşgmde
[17:54:16	][Y] Ahmet Cased: *Sevinçle Bağırıyor!*.
[17:54:17	]Jhony Caston ran 'combine' on item 'Plastik Çöp' (#165133)
[17:54:19	]Jhony Caston ran 'take' on item 'Boş Kavanoz' (#164890)
[17:54:19	]Jhony Caston has gained a 'Boş Kavanoz' #164890.
[17:54:22	][LOOC] C24:i3.KING-20: idc
[17:54:24	]C24:i5.(X)KING-19 used command '/CP afk'.
[17:54:27	]C24:i3.KING-20 entered observer.
[17:54:29	]Jhony Caston ran 'take' on item 'Boş Kahverengi Şişe' (#165136)
[17:54:29	]Jhony Caston has gained a 'Boş Kahverengi Şişe' #165136.
[17:54:29	]C24:i3.KING-20 exited observer at their location.
[17:54:30	]Jhony Caston ran 'take' on item 'Askeri Sınıf Devre Kartı' (#165138)
[17:54:30	]Jhony Caston has gained a 'Askeri Sınıf Devre Kartı' #165138.
[17:54:34	]Ahmet Cased used command '/ExitAct'.
[17:54:44	]C24:i3.KING-20 used command '/StaticCharActionSet çok yamuk yumuk yürüyor, resmen hakimiyetini kaybetti kaybedecek gibi.'.
[17:54:49	]C24:i3.KING-20 entered observer.
[17:54:50	]C24:i3.KING-20 exited observer at their location.
[17:54:51	]Jhony Caston ran 'drop' on item 'Boş Kahverengi Şişe' (#165136)
[17:54:51	]Jhony Caston has lost a 'Boş Kahverengi Şişe' #165136.
[17:54:53	]Jhony Caston ran 'take' on item 'Boş Kavanoz' (#165139)
[17:54:53	]Jhony Caston has gained a 'Boş Kavanoz' #165139.
[17:54:54	]Jhony Caston ran 'take' on item 'Bez Paçavralar' (#165140)
[17:54:54	]Jhony Caston has gained a 'Bez Paçavralar' #165140.
[17:54:56	]Jhony Caston ran 'take' on item 'Plastik Levhalar' (#165141)
[17:54:56	]Jhony Caston has gained a 'Plastik Levhalar' #165141.
[17:54:57	]Jhony Caston ran 'drop' on item 'Cam kırıkları' (#165135)
[17:54:57	]Jhony Caston has lost a 'Cam kırıkları' #165135.
[17:55:27	]C24:i3.KING-20 used command '/ToggleRaise'.
[17:55:31	]Jhony Caston ran 'take' on item 'Çivi Kutusu' (#165143)
[17:55:31	]Jhony Caston has gained a 'Çivi Kutusu' #165143.
[17:55:33	]Jhony Caston ran 'take' on item 'Kırık Alıcı' (#165142)
[17:55:33	]Jhony Caston has gained a 'Kırık Alıcı' #165142.
[17:55:33	][IC] C24:i3.KING-20: <:: Defol buradan! ::>
[17:55:33	]Jhony Caston ran 'take' on item 'Plastik Levhalar' (#165144)
[17:55:33	]Jhony Caston has gained a 'Plastik Levhalar' #165144.
[17:55:40	][IC] Ahmet Cased: Abi girmem yasakmı anlamadım.
[17:55:44	]Jhony Caston ran 'take' on item 'Kırık Bilgisayar' (#162978)
[17:55:44	]Jhony Caston has gained a 'Kırık Bilgisayar' #162978.
[17:55:47	][IC] C24:i3.KING-20: <:: 30 a kadar say. ::>
[17:55:48	][IC] C24:i3.KING-20: <:: Sonra gel. ::>
[17:55:50	]Jhony Caston ran 'combine' on item 'Plastik Levhalar' (#165141)
[17:55:51	][IC] C24:i3.KING-20: <:: Dışarda. ::>
[17:55:53	][IC] C24:i3.KING-20: <:: İlerle! ::>
[17:55:55	]C24:i3.KING-20 used command '/ToggleRaise'.
[17:55:56	]C24:i3.KING-20 entered observer.
[17:55:58	]Jhony Caston has gained a 'Boş Benzin Bidonu' #165145.
[17:55:59	]Jhony Caston has transferred a 'Somon Biftek' #165117 to a container with the name 'Büyük Buzdolabı' #10820.
[17:56:00	]C24:i3.KING-20 exited observer at their location.
[17:56:04	]C24:i3.KING-20 entered observer.
[17:56:08	]C24:i3.KING-20 opened the 'Rasyon Bölgesi Deposu' stash.
[17:56:10	]C24:i3.KING-20 closed the 'Rasyon Bölgesi Deposu' stash.
[17:56:14	][LOOC] C24:i3.KING-20: ban istiyon galiba
[17:56:23	]C24:i3.KING-20 exited observer at their location.
[17:56:25	][LOOC] Ahmet Cased: Ban değil canım rol yapmak istiyor senin aksine
[17:56:26	]C24:i3.KING-20 entered observer.
[17:56:26	]C24:i3.KING-20 exited observer at their location.
[17:56:27	]C24:i3.KING-20 entered observer.
[17:56:27	]C24:i3.KING-20 exited observer at their location.
[17:56:36	]Ahmet Cased opened the 'Çöp Konteyneri' #10954 container.
[17:56:39	]C24:i3.KING-20 used command '/Radio 10-7B apartmanıma çekildim, aşırı yorgunum.'.
[17:56:39	]Ahmet Cased closed the 'Çöp Konteyneri' #10954 container.
[17:56:43	]C24:i3.KING-20 entered observer.
[17:56:47	]Jhony Caston has performed the 'Craft Parçala: Boş Kavanoz' action, gaining 10 experience in crafting.
[17:56:49	]Jhony Caston has performed the 'Craft Parçala: Boş Kavanoz' action, gaining 10 experience in crafting.
[17:56:51	]C24:i3.KING-20 exited observer at their location.
[17:56:52	]Jhony Caston ran 'take' on item 'Çivi Kutusu' (#165147)
[17:56:52	]Jhony Caston has gained a 'Çivi Kutusu' #165147.
[17:56:53	]Jhony Caston ran 'take' on item 'Demir' (#165148)
[17:56:53	]Jhony Caston has gained a 'Demir' #165148.
[17:56:55	]C24:i3.KING-20 used command '/ActDown 2'.
[17:57:05	]Ahmet Cased used command '/PM 20 Banlayacaksan banla kanka 4 çeken sunucuda rol dönmez ben diyim bi event felan olur oda yok'.
[17:57:19	]Ahmet Cased has gained level 5 in the Hız skill.
[17:57:27	]C24:i3.KING-20 used command '/PM ahmet 4 çeken sunucuda earrape yaparak mı eğleneceksin?'.
[17:57:45	]C24:i3.KING-20 entered observer.
[17:57:46	]C24:i3.KING-20 used command '/ExitAct'.
[17:57:48	]C24:i3.KING-20 entered observer.
[17:57:48	]C24:i3.KING-20 exited observer at their location.
[17:57:49	]C24:i3.KING-20 entered observer.
[17:57:52	]Jhony Caston ran 'take' on item 'Boş Boya Kutusu' (#165065)
[17:57:52	]Jhony Caston has gained a 'Boş Boya Kutusu' #165065.
[17:58:01	]Jhony Caston has performed the 'Craft Parçala: Boş Boya Kutusu' action, gaining 25 experience in crafting.
[17:58:05	]Jhony Caston ran 'combine' on item 'Çivi Kutusu' (#165143)
[17:58:09	]C24:i3.KING-20 exited observer at their location.
[17:58:10	]C24:i3.KING-20 entered observer.
[17:58:17	]C24:i3.KING-20 exited observer at their location.
[17:58:22	]Handschar | Leibs loaded the character 'Kafa Yengeci'
[17:58:24	]Kafa Yengeci entered observer.
[17:58:24	]Jhony Caston ran 'take' on item 'Bilgisayar Parçaları' (#165149)
[17:58:24	]Jhony Caston has gained a 'Bilgisayar Parçaları' #165149.
[17:58:25	]Jhony Caston ran 'take' on item 'Çivi Kutusu' (#165150)
[17:58:25	]Jhony Caston has gained a 'Çivi Kutusu' #165150.
[17:58:26	]Jhony Caston ran 'take' on item 'Vida Kutusu' (#165151)
[17:58:26	]Jhony Caston has gained a 'Vida Kutusu' #165151.
[17:58:28	]Jhony Caston ran 'combine' on item 'Vida Kutusu' (#165134)
[17:58:29	]Jhony Caston ran 'combine' on item 'Çivi Kutusu' (#165143)
[17:58:34	]Kafa Yengeci exited observer at their location.
[17:58:37	]Kafa Yengeci is fully healed.
[17:58:40	]Kafa Yengeci entered observer.
[17:58:41	]Kafa Yengeci entered observer.
[17:58:49	]Kafa Yengeci exited observer at their location.
[17:58:52	]Kafa Yengeci is fully healed.
[17:58:52	]Jhony Caston ran 'take' on item 'Boş Boya Kutusu' (#163614)
[17:58:52	]Jhony Caston has gained a 'Boş Boya Kutusu' #163614.
[17:58:54	]Ahmet Cased used command '/ToggleRaise'.
[17:58:54	]Kafa Yengeci entered observer.
[17:58:55	]Jhony Caston ran 'take' on item 'Oyun Parkı Oyuncağı' (#163617)
[17:58:55	]Jhony Caston has gained a 'Oyun Parkı Oyuncağı' #163617.
[17:58:55	]Kafa Yengeci entered observer.
[17:58:57	]Kafa Yengeci exited observer at their location.
[17:59:00	]Ahmet Cased used command '/ToggleRaise'.
[17:59:02	]Kafa Yengeci is fully healed.
[17:59:05	]Ahmet Cased has taken 60 damage from Kafa Yengeci.
[17:59:09	]Ahmet Cased used command '/ToggleRaise'.
