[00:34:29	]Recik has connected.
[18:13:31	]Jonathan Williamson exited observer at their location.
[18:13:38	]Jonathan Williamson entered observer.
[18:13:45	]Jonathan Williamson exited observer at their location.
[18:13:59	]Jonathan Williamson entered observer.
[18:13:59	]Jonathan Williamson exited observer at their location.
[18:14:02	]Jonathan Williamson has taken 49 damage from worldspawn.
[18:14:04	]Jonathan Williamson entered observer.
[18:14:05	]Jonathan Williamson exited observer at their location.
[18:14:08	]Jonathan Williamson has taken 39 damage from worldspawn.
[18:14:11	]Jonathan Williamson entered observer.
[18:14:13	]Jonathan Williamson exited observer at their location.
[18:14:14	]Jonathan Williamson entered observer.
[18:14:14	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[18:14:15	]Jonathan Williamson exited observer at their location.
[18:14:16	]Jonathan Williamson entered observer.
[18:14:18	]Jonathan Williamson exited observer at their location.
[18:14:18	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[18:14:19	]Jonathan Williamson entered observer.
[18:14:19	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[18:14:21	]Jonathan Williamson exited observer at their location.
[18:14:22	]Jonathan Williamson was knocked unconscious and is bleeding out.
[18:14:23	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[18:14:31	]Jonathan Williamson was killed while bleeding out.
[18:14:31	]worldspawn has killed Jonathan Williamson.
[18:14:31	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[18:14:32	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[18:14:38	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[18:14:39	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[18:14:49	]Jonathan Williamson entered observer.
[18:14:50	]Jonathan Williamson exited observer at their location.
[18:14:51	]Jonathan Williamson entered observer.
[18:14:56	]Jonathan Williamson exited observer at their location.
[18:15:10	]Jonathan Williamson entered observer.
[18:15:10	]Jonathan Williamson exited observer at their location.
[18:15:12	]Jonathan Williamson entered observer.
[18:15:12	]Jonathan Williamson exited observer at their location.
[18:15:14	]Jonathan Williamson entered observer.
[18:15:23	]Jonathan Williamson exited observer at their location.
[18:15:27	]Inkaaz created the character 'MARENLKA'
[18:15:27	]Inkaaz has gained 20 chips.
[18:15:27	]Inkaaz loaded the character 'MARENLKA'
[18:15:27	]MARENLKA is no longer afk. Total time spent AFK: 2420
[18:15:27	]MARENLKA has gained a 'Flashlight' #3482.
[18:15:27	]MARENLKA has gained a '#93813's Identity Card' #3483.
[18:15:27	]MARENLKA has gained a 'Civilian Jumpsuit' #3484.
[18:15:27	]MARENLKA has gained a 'Jumpsuit Trousers' #3485.
[18:15:27	]MARENLKA has gained a 'Dark Leather Boots' #3486.
[18:15:27	]MARENLKA has gained a 'Glasses' #3487.
[18:15:30	]Jonathan Williamson entered observer.
[18:15:32	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[18:15:34	]Jonathan Williamson exited observer at their location.
[18:15:37	]Jonathan Williamson entered observer.
[18:15:37	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[18:15:46	]Kristoph Kononowitz has fired a toolgun with the name: camera
[18:15:47	]Kristoph Kononowitz has fired a toolgun with the name: camera
[18:15:48	]Kristoph Kononowitz has fired a toolgun with the name: camera
[18:15:54	]Jonathan Williamson exited observer at their location.
[18:16:06	]Jonathan Williamson ran 'EquipUn' on item 'Blue collaborator armband' (#3301)
[18:16:07	]Jonathan Williamson has taken 5 damage from MARENLKA.
[18:16:10	]Jonathan Williamson ran 'Equip' on item 'USP-45' (#3227)
[18:16:11	]Jonathan Williamson has lost a '17rnd Usp-magazine' #3317.
[18:16:19	]Jonathan Williamson entered observer.
[18:16:21	]Jonathan Williamson exited observer at their location.
[18:16:29	]Jonathan Williamson has critically hit MARENLKA in the head dealing 10 damage (CritChance was 0.87).
[18:16:29	]MARENLKA has taken 10 damage from Jonathan Williamson.
[18:16:30	]Jonathan Williamson has critically hit MARENLKA in the chest dealing 9 damage (CritChance was 0.87).
[18:16:30	]MARENLKA has taken 9 damage from Jonathan Williamson.
[18:16:33	]Jonathan Williamson has critically hit MARENLKA in the chest dealing 9 damage (CritChance was 0.87).
[18:16:33	]MARENLKA has taken 9 damage from Jonathan Williamson.
[18:16:34	]Jonathan Williamson has critically hit MARENLKA in the chest dealing 9 damage (CritChance was 0.87).
[18:16:34	]MARENLKA has taken 9 damage from Jonathan Williamson.
[18:16:34	]Jonathan Williamson has critically hit MARENLKA in the left arm dealing 3 damage (CritChance was 0.87).
[18:16:34	]MARENLKA has taken 2 damage from Jonathan Williamson.
[18:16:34	]Jonathan Williamson has hit MARENLKA in the left arm dealing 3 damage (CritChance was 0.87).
[18:16:34	]MARENLKA has taken 2 damage from Jonathan Williamson.
[18:16:42	]Kristoph Kononowitz has fired a toolgun with the name: camera
[18:16:48	]MARENLKA has taken 5 damage from Jonathan Williamson.
[18:16:53	]Jonathan Williamson has taken 5 damage from MARENLKA.
[18:16:54	]MARENLKA has taken 5 damage from Jonathan Williamson.
[18:16:54	]Jonathan Williamson has taken 5 damage from MARENLKA.
[18:16:58	]Jonathan Williamson has taken 5 damage from MARENLKA.
[18:17:00	]MARENLKA has taken 5 damage from Jonathan Williamson.
[18:17:01	]MARENLKA has taken 5 damage from Jonathan Williamson.
[18:17:03	]MARENLKA has taken 5 damage from Jonathan Williamson.
[18:17:05	]MARENLKA has taken 5 damage from Jonathan Williamson.
[18:17:06	]MARENLKA has taken 5 damage from Jonathan Williamson.
[18:17:08	]MARENLKA has taken 5 damage from Jonathan Williamson.
[18:17:10	]Jonathan Williamson has taken 5 damage from MARENLKA.
[18:17:11	]Jonathan Williamson has taken 5 damage from MARENLKA.
[18:17:12	]Jonathan Williamson has taken 5 damage from MARENLKA.
[18:17:13	]Jonathan Williamson has taken 5 damage from MARENLKA.
[18:17:14	]Jonathan Williamson has taken 5 damage from MARENLKA.
[18:17:15	]Jonathan Williamson has taken 5 damage from MARENLKA.
[18:17:18	]Jonathan Williamson has taken 5 damage from MARENLKA.
[18:17:19	]Jonathan Williamson has taken 5 damage from MARENLKA.
[18:17:21	]MARENLKA has taken 5 damage from Jonathan Williamson.
[18:17:26	]MARENLKA was knocked unconscious and is bleeding out.
[18:17:28	]MARENLKA was killed while bleeding out.
[18:17:28	]Jonathan Williamson has killed MARENLKA with ix_hands.
[18:17:40	]Jonathan Williamson ran 'EquipUn' on item 'USP-45' (#3227)
[18:17:40	]Jonathan Williamson has gained a '17rnd Usp-magazine' #3317.
[18:17:41	]Jonathan Williamson ran 'combine' on item '17rnd Usp-magazine' (#3317)
[18:17:48	]Jonathan Williamson entered observer.
[18:17:48	]Inkaaz has unloaded their "MARENLKA" character.
[18:17:51	]Jonathan Williamson exited observer at their location.
[18:17:54	]Jonathan Williamson entered observer.
[18:18:18	]Kristoph Kononowitz has fired a toolgun with the name: rope
[18:18:19	]Kristoph Kononowitz has fired a toolgun with the name: rope
[18:18:20	]Kristoph Kononowitz has fired a toolgun with the name: rope
[18:18:21	]Kristoph Kononowitz has fired a toolgun with the name: rope
[18:18:29	]Kristoph Kononowitz ran SAM command 'hp' with arguments: '^' '100'
[18:18:33	]Jonathan Williamson exited observer at their location.
[18:18:34	]Kristoph Kononowitz is fully healed.
[18:18:41	]Jonathan Williamson ran SAM command 'hp' with arguments: '^' '100'
[18:18:45	]Jonathan Williamson is fully healed.
[18:18:46	]Jonathan Williamson ran SAM command 'ammo' with arguments: '^' '100'
[18:18:49	]Jonathan Williamson ran 'Equip' on item 'USP-45' (#3227)
[18:18:49	]Jonathan Williamson has lost a '17rnd Usp-magazine' #3317.
[18:18:51	]Jonathan Williamson ran SAM command 'ammo' with arguments: '^' '100'
[18:19:03	]Jonathan Williamson ran SAM command 'ammo' with arguments: '^' '100'
[18:19:09	]Jonathan Williamson ran 'EquipUn' on item 'USP-45' (#3227)
[18:19:09	]Jonathan Williamson has gained a '17rnd Usp-magazine' #3317.
[18:19:11	]Jonathan Williamson ran 'Equip' on item 'USP-45' (#3227)
[18:19:14	]Jonathan Williamson ran 'EquipUn' on item 'USP-45' (#3227)
[18:19:15	]Jonathan Williamson ran 'Equip' on item 'USP-45' (#3227)
[18:19:15	]Jonathan Williamson has lost a '17rnd Usp-magazine' #3317.
[18:19:19	]Jonathan Williamson ran 'EquipUn' on item 'USP-45' (#3227)
[18:19:19	]Jonathan Williamson has gained a '17rnd Usp-magazine' #3317.
[18:19:33	]Inkaaz loaded the character 'MARENLKA'
[18:19:52	]Jonathan Williamson has gained level 1 in the Guns skill.
[18:19:57	]Jonathan Williamson has gained level 9 in the Speed skill.
[18:20:49	]Jonathan Williamson entered observer.
[18:20:50	]Jonathan Williamson exited observer at their location.
[18:20:56	]Jonathan Williamson used command '/ActSit'.
[18:21:02	]Jonathan Williamson used command '/ExitAct'.
[18:21:04	]Jonathan Williamson entered observer.
[18:21:06	]Jonathan Williamson exited observer at their location.
[18:21:06	]Jonathan Williamson entered observer.
[18:21:08	]Jonathan Williamson exited observer at their location.
[18:21:11	]Jonathan Williamson entered observer.
[18:21:13	]Jonathan Williamson exited observer at their location.
[18:21:17	]MARENLKA ran SAM command 'goto' with arguments: 'Kristoph' 'Kononowitz'
[18:21:17	]MARENLKA entered observer.
[18:21:19	]MARENLKA exited observer at their location.
[18:21:24	]MARENLKA is admin-searching Kristoph Kononowitz's equip inventory.
[18:21:24	]MARENLKA has used a context menu option with the name: ixviewequipinventory
[18:21:25	]MARENLKA has gained a 'Grey Jumpsuit' #510 from a container with the name 'Kristoph Kononowitz's equip inventory' #141.
[18:21:25	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[18:21:26	]MARENLKA has closed Kristoph Kononowitz's equip inventory.
[18:21:28	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[18:21:36	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[18:21:37	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[18:21:46	]MARENLKA is admin-searching Jonathan Williamson's equip inventory.
[18:21:46	]MARENLKA has used a context menu option with the name: ixviewequipinventory
[18:21:47	]MARENLKA has gained a 'Red Beanie' #3297 from a container with the name 'Jonathan Williamson's equip inventory' #434.
[18:21:48	]MARENLKA has closed Jonathan Williamson's equip inventory.
[18:21:57	]Kristoph Kononowitz has critically hit Jonathan Williamson in the head dealing 46 damage (CritChance was 0.90).
[18:21:57	]Jonathan Williamson has taken 46 damage from Kristoph Kononowitz.
[18:21:57	]Kristoph Kononowitz has critically hit Jonathan Williamson in the head dealing 46 damage (CritChance was 0.90).
[18:21:57	]Jonathan Williamson has taken 46 damage from Kristoph Kononowitz.
[18:21:58	]Kristoph Kononowitz has critically hit Jonathan Williamson in the head dealing 46 damage (CritChance was 0.90).
[18:21:58	]Jonathan Williamson was knocked unconscious and is bleeding out.
[18:21:58	]MARENLKA is admin-searching Jonathan Williamson's equip inventory.
[18:21:58	]MARENLKA has used a context menu option with the name: ixviewequipinventory
[18:22:00	]MARENLKA has gained a 'Lavender Weather Jacket' #3296 from a container with the name 'Jonathan Williamson's equip inventory' #434.
[18:22:00	]MARENLKA has gained a 'Gloves' #3295 from a container with the name 'Jonathan Williamson's equip inventory' #434.
[18:22:01	]Kristoph Kononowitz has critically hit Jonathan Williamson in the right leg dealing 41 damage (CritChance was 0.90).
[18:22:01	]Jonathan Williamson was killed while bleeding out.
[18:22:01	]Kristoph Kononowitz has killed Jonathan Williamson with player.
[18:22:02	]MARENLKA has gained a 'Teal Trousers' #3294 from a container with the name 'Jonathan Williamson's equip inventory' #434.
[18:22:03	]MARENLKA has gained a 'Brown Leather Boots' #3298 from a container with the name 'Jonathan Williamson's equip inventory' #434.
[18:22:04	]MARENLKA has gained a 'Small Bag' #3311 from a container with the name 'Jonathan Williamson's equip inventory' #434.
[18:22:05	]MARENLKA has closed Jonathan Williamson's equip inventory.
[18:22:41	]MARENLKA ran SAM command 'hp' with arguments: 'STEAM_0:0:422062415' '1'
[18:22:42	]Kristoph Kononowitz was knocked unconscious and is bleeding out.
[18:22:51	]MARENLKA has used a context menu option with the name: skin
[18:22:54	]MARENLKA has used a context menu option with the name: ignite
[18:23:01	]Jonathan Williamson entered observer.
[18:23:01	]MARENLKA has used a context menu option with the name: bodygroups
[18:23:06	]Jonathan Williamson exited observer at their location.
[18:23:06	]Jonathan Williamson entered observer.
[18:23:06	]Kristoph Kononowitz was just killed due to: accepting their death
[18:23:07	]Jonathan Williamson exited observer at their location.
[18:23:07	]Jonathan Williamson entered observer.
[18:23:07	]Jonathan Williamson exited observer at their location.
[18:23:08	]Jonathan Williamson entered observer.
[18:23:09	]Jonathan Williamson exited observer at their location.
[18:24:06	]Kristoph Kononowitz has critically hit Jonathan Williamson in the head dealing 42 damage (CritChance was 0.90).
[18:24:06	]Jonathan Williamson has taken 42 damage from Kristoph Kononowitz.
[18:24:07	]Kristoph Kononowitz has critically hit Jonathan Williamson in the head dealing 42 damage (CritChance was 0.90).
[18:24:07	]Jonathan Williamson has taken 42 damage from Kristoph Kononowitz.
[18:24:09	]Kristoph Kononowitz has critically hit Jonathan Williamson in the chest dealing 39 damage (CritChance was 0.90).
[18:24:09	]Jonathan Williamson was knocked unconscious and is bleeding out.
[18:24:11	]Kristoph Kononowitz has critically hit Jonathan Williamson in the right leg dealing 0 damage (CritChance was 0.90).
[18:24:11	]Kristoph Kononowitz has critically hit Jonathan Williamson in the right leg dealing 37 damage (CritChance was 0.90).
[18:24:11	]Jonathan Williamson was killed while bleeding out.
[18:24:11	]Kristoph Kononowitz has killed Jonathan Williamson with player.
[18:24:28	][IC] MARENLKA: Aaaaaaagh!
[18:24:30	][IC] MARENLKA: Aaaaaaagh!
[18:24:30	][IC] MARENLKA: Aaaaaaagh!
[18:24:31	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[18:24:33	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[18:24:34	][IC] MARENLKA: Aaaaaaagh!
[18:24:36	]Jonathan Williamson entered observer.
[18:24:38	][IC] MARENLKA: That... Almost made sense.
[18:24:40	][IC] Kristoph Kononowitz: Cp.
[18:24:43	][IC] Kristoph Kononowitz: Civil Protection!
[18:24:46	][IC] MARENLKA: *Coughing*.
[18:24:48	]Jonathan Williamson exited observer at their location.
[18:24:50	][IC] Kristoph Kononowitz: *Coughing*.
[18:24:51	][IC] MARENLKA: CPS!
[18:24:52	][IC] MARENLKA: CP's!
[18:24:54	][IC] MARENLKA: CP's!
[18:24:59	][IC] MARENLKA: These Combine bastards just don't give up!
[18:25:04	][IC] MARENLKA: Help!
[18:25:07	]Jonathan Williamson entered observer.
[18:25:08	]Jonathan Williamson exited observer at their location.
[18:25:09	]Jonathan Williamson entered observer.
[18:25:10	]Jonathan Williamson exited observer at their location.
[18:25:11	]Jonathan Williamson entered observer.
[18:25:12	]Jonathan Williamson exited observer at their location.
[18:25:13	]Jonathan Williamson entered observer.
[18:25:16	][IC] Kristoph Kononowitz: Hi.
[18:25:19	][IC] MARENLKA: Hi.
[18:25:23	][IC] Kristoph Kononowitz: I'm not a betting man... But the odds are not good.
[18:25:25	][IC] MARENLKA: Ugh... Agh.
[18:25:31	][IC] Kristoph Kononowitz: Almost make sense.
[18:25:31	][IC] MARENLKA: Ugh... Agh-hgh.
[18:25:33	]Jonathan Williamson exited observer at their location.
[18:25:34	][IC] MARENLKA: Ugh...
[18:25:34	][IC] Kristoph Kononowitz: That... Almost made sense.
[18:25:35	]Jonathan Williamson entered observer.
[18:25:37	][IC] MARENLKA: Oghhh.
[18:25:37	]Jonathan Williamson exited observer at their location.
[18:25:39	]Jonathan Williamson entered observer.
[18:25:40	][IC] MARENLKA: Aaagh.
[18:25:40	][IC] Kristoph Kononowitz: CP's!
[18:25:42	][IC] MARENLKA: Moan6.
[18:25:44	][IC] MARENLKA: Ugh... Agh.
[18:25:45	][IC] Kristoph Kononowitz: I don't know about you, but I'm ready to join Civil Protection just to get a decent meal.
[18:25:46	][IC] MARENLKA: Ugh...
[18:25:48	][IC] MARENLKA: Ugh... Agh-hgh.
[18:25:49	][IC] MARENLKA: Oghhh.
[18:25:49	][IC] MARENLKA: Aaagh.
[18:25:51	][IC] Kristoph Kononowitz: Woah, Déjà vu.
[18:25:52	][IC] MARENLKA: Ugh...
[18:25:53	][IC] MARENLKA: Ugh... Agh-hgh.
[18:25:55	][IC] MARENLKA: Ugh... Agh.
[18:25:57	][IC] Kristoph Kononowitz: I don't know about you, but I'm ready to join Civil Protection just to get a decent meal.
[18:25:58	][IC] MARENLKA: *Cheering!*.
[18:26:00	][IC] MARENLKA: *Cheering!*.
[18:26:01	][IC] MARENLKA: *Cheering!*.
[18:26:02	][IC] MARENLKA: *Cheering!*.
[18:26:03	][IC] MARENLKA: *Cheering!*.
[18:26:04	][IC] Kristoph Kononowitz: Whoops!
[18:26:04	][IC] MARENLKA: *Cheering!*.
[18:26:05	][IC] MARENLKA: *Cheering!*.
[18:26:09	][IC] Kristoph Kononowitz: Zombie.
[18:26:10	][IC] Kristoph Kononowitz: Zombies!
[18:26:11	][IC] Kristoph Kononowitz: Zombies!
[18:26:12	][IC] MARENLKA: Ow!
[18:26:13	][IC] MARENLKA: Ugh!
[18:26:14	][IC] MARENLKA: Ugh!
[18:26:14	][IC] Kristoph Kononowitz: One time, back in the city, I saw a guy take down a Hunter with his bare fists.
[18:26:15	][IC] MARENLKA: Agh!
[18:26:16	][IC] MARENLKA: Ugh!
[18:26:17	][IC] MARENLKA: Hugh!
[18:26:17	][IC] MARENLKA: Augh!
[18:26:19	][IC] MARENLKA: Ugh!
[18:26:19	][IC] Kristoph Kononowitz: *Cheering!*.
[18:26:20	][IC] MARENLKA: Ugh!
[18:26:20	][IC] MARENLKA: Agh!
[18:26:22	][IC] Kristoph Kononowitz: *Cheering!*.
[18:26:23	][IC] Kristoph Kononowitz: *Cheering!*.
[18:26:24	][IC] Kristoph Kononowitz: *Cheering!*.
[18:26:25	][IC] MARENLKA: This is bullshit!
[18:26:26	][IC] Kristoph Kononowitz: Cheer.
[18:26:27	][IC] Kristoph Kononowitz: *Cheering!*.
[18:26:29	][IC] Kristoph Kononowitz: *Cheering!*.
[18:26:30	][IC] MARENLKA: Zombies1.
[18:26:31	][IC] MARENLKA: Zombies!
[18:26:32	][IC] MARENLKA: Zombie2.
[18:26:34	][IC] Kristoph Kononowitz: I had a feeling even he couldn't help us.
[18:26:35	][IC] MARENLKA: Zombies!
[18:26:47	][IC] Kristoph Kononowitz: Ugh... Agh.
[18:26:50	][IC] Kristoph Kononowitz: Ugh... Agh-hgh.
[18:26:53	][IC] MARENLKA: Ugh... Agh.
[18:26:53	][IC] Kristoph Kononowitz: Ugh...
[18:26:56	][IC] MARENLKA: Oghhh.
[18:26:56	][IC] Kristoph Kononowitz: Oghhh.
[18:26:59	][IC] Kristoph Kononowitz: Aaagh.
[18:26:59	][IC] MARENLKA: Ugh...
[18:27:01	][IC] MARENLKA: Aaagh.
[18:27:01	][IC] Kristoph Kononowitz: Ugh... Agh.
[18:27:03	][IC] Kristoph Kononowitz: Ugh... Agh-hgh.
[18:27:06	][IC] Kristoph Kononowitz: Ugh...
[18:27:07	]MARENLKA is admin-searching Kristoph Kononowitz's inventory.
[18:27:07	]MARENLKA has used a context menu option with the name: ixviewinventory
[18:27:09	][IC] Kristoph Kononowitz: Oghhh.
[18:27:09	]MARENLKA has closed Kristoph Kononowitz's inventory.
[18:27:12	][IC] Kristoph Kononowitz: Aaagh.
[18:27:14	][IC] Kristoph Kononowitz: Speak English!
[18:27:17	]MARENLKA is admin-searching Kristoph Kononowitz's inventory.
[18:27:17	]MARENLKA has used a context menu option with the name: ixviewinventory
[18:27:21	]MARENLKA ran 'RequestCp' on item 'Request Device' (#513)
[18:27:21	][IC] Kristoph Kononowitz: Looks to me like things are getting worse, not better!
[18:27:27	]MARENLKA has closed Kristoph Kononowitz's inventory.
[18:27:28	][IC] Kristoph Kononowitz: That's you all over.
[18:27:32	]MARENLKA is admin-searching Kristoph Kononowitz's equip inventory.
[18:27:32	]MARENLKA has used a context menu option with the name: ixviewequipinventory
[18:27:32	][IC] Kristoph Kononowitz: Jeez! That place was full of antiques!
[18:27:35	]MARENLKA has closed Kristoph Kononowitz's equip inventory.
[18:27:38	][IC] Kristoph Kononowitz: It's not supposed to end like this!
[18:27:43	][IC] Kristoph Kononowitz: Next portal I see, I'm jumpin' through it. Anywhere's gotta be better than this.
[18:27:49	][IC] Kristoph Kononowitz: I'm gonna be sick.
[18:27:57	][IC] Kristoph Kononowitz: Here goes the rest of the neighbourhood.
[18:28:00	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[18:28:03	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[18:28:06	][IC] Kristoph Kononowitz: Oghhh.
[18:28:08	][IC] Kristoph Kononowitz: Aaagh.
[18:28:11	][IC] Kristoph Kononowitz: Ugh... Agh.
[18:28:14	][IC] Kristoph Kononowitz: Ugh... Agh-hgh.
[18:28:16	][IC] Kristoph Kononowitz: Ugh...
[18:28:17	]Inkaaz has unloaded their "MARENLKA" character.
[18:28:18	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[18:28:27	]Inkaaz loaded the character 'S10/OWS.GHOST-14'
[18:28:46	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[18:28:48	][IC] Kristoph Kononowitz: CP's!
[18:28:50	][IC] Kristoph Kononowitz: CP's!
[18:28:50	][IC] Kristoph Kononowitz: CP's!
[18:28:51	][IC] Kristoph Kononowitz: CP's!
[18:28:53	][IC] Kristoph Kononowitz: CP's!
[18:28:55	][IC] Kristoph Kononowitz: CP's!
[18:29:03	][IC] S10/OWS.GHOST-14: <:: Biodat critical... Expiration on, four, three, two-. ::>
[18:29:08	][IC] S10/OWS.GHOST-14: <:: Biodat critica2. ::>
[18:29:10	][IC] S10/OWS.GHOST-14: <:: Gah... Biodat critical... Expiration on four... Thr-. ::>
[18:29:14	][IC] Kristoph Kononowitz: Haha.
[18:29:15	][IC] Kristoph Kononowitz: Fgpasodjdopjasdggjopasdgg.
[18:29:16	][IC] Kristoph Kononowitz: Pjosdajopj.
[18:29:17	]Jonathan Williamson exited observer at their location.
[18:29:20	]Inkaaz has unloaded their "S10/OWS.GHOST-14" character.
[18:29:23	]Inkaaz (STEAM_0:0:50287200) deleted character 'MARENLKA'
[18:29:38	][IC] Kristoph Kononowitz: Rozjebać Cie?
[18:29:40	]Inkaaz created the character 'S10:SCN-5'
[18:29:40	]Inkaaz loaded the character 'S10:SCN-5'
[18:29:45	][IC] Kristoph Kononowitz: Leszczu...?
[18:29:48	]OCIN:AI-01 used command '/CharSetName ^ OCIN:AI-01'.
[18:29:53	][IC] OCIN:AI-01: .
[18:29:54	]Kristoph Kononowitz has critically hit Jonathan Williamson in the head dealing 8 damage (CritChance was 0.84).
[18:29:54	]Jonathan Williamson has taken 8 damage from Kristoph Kononowitz.
[18:29:54	]Kristoph Kononowitz has critically hit Jonathan Williamson in the head dealing 8 damage (CritChance was 0.84).
[18:29:54	]Jonathan Williamson has taken 8 damage from Kristoph Kononowitz.
[18:29:54	]Kristoph Kononowitz has hit Jonathan Williamson in the head dealing 4 damage (CritChance was 0.84).
[18:29:54	]Jonathan Williamson has taken 4 damage from Kristoph Kononowitz.
[18:29:54	]Kristoph Kononowitz has critically hit Jonathan Williamson in the head dealing 8 damage (CritChance was 0.84).
[18:29:54	]Jonathan Williamson has taken 8 damage from Kristoph Kononowitz.
[18:29:54	]Kristoph Kononowitz has critically hit Jonathan Williamson in the head dealing 8 damage (CritChance was 0.84).
[18:29:54	]Jonathan Williamson has taken 8 damage from Kristoph Kononowitz.
[18:29:54	]Kristoph Kononowitz has critically hit Jonathan Williamson in the head dealing 8 damage (CritChance was 0.84).
[18:29:54	]Jonathan Williamson has taken 8 damage from Kristoph Kononowitz.
[18:29:54	]Kristoph Kononowitz has hit Jonathan Williamson in the head dealing 4 damage (CritChance was 0.84).
[18:29:54	]Jonathan Williamson has taken 4 damage from Kristoph Kononowitz.
[18:29:54	]Kristoph Kononowitz has critically hit Jonathan Williamson in the head dealing 8 damage (CritChance was 0.84).
[18:29:54	]Jonathan Williamson has taken 8 damage from Kristoph Kononowitz.
[18:29:56	]Kristoph Kononowitz has critically hit Jonathan Williamson in the head dealing 8 damage (CritChance was 0.84).
[18:29:56	]Jonathan Williamson has taken 8 damage from Kristoph Kononowitz.
[18:29:56	]Kristoph Kononowitz has hit Jonathan Williamson in the head dealing 4 damage (CritChance was 0.84).
[18:29:56	]Jonathan Williamson has taken 4 damage from Kristoph Kononowitz.
[18:29:56	]Kristoph Kononowitz has critically hit Jonathan Williamson in the head dealing 8 damage (CritChance was 0.84).
[18:29:56	]Jonathan Williamson has taken 8 damage from Kristoph Kononowitz.
[18:29:56	]Kristoph Kononowitz has critically hit Jonathan Williamson in the head dealing 8 damage (CritChance was 0.84).
[18:29:56	]Jonathan Williamson has taken 8 damage from Kristoph Kononowitz.
[18:29:56	]Kristoph Kononowitz has hit Jonathan Williamson in the head dealing 4 damage (CritChance was 0.84).
[18:29:56	]Jonathan Williamson has taken 4 damage from Kristoph Kononowitz.
[18:29:56	]Kristoph Kononowitz has hit Jonathan Williamson in the head dealing 4 damage (CritChance was 0.84).
[18:29:56	]Jonathan Williamson has taken 4 damage from Kristoph Kononowitz.
[18:29:56	]Kristoph Kononowitz has hit Jonathan Williamson in the head dealing 4 damage (CritChance was 0.84).
[18:29:56	]Jonathan Williamson has taken 4 damage from Kristoph Kononowitz.
[18:29:56	]Kristoph Kononowitz has critically hit Jonathan Williamson in the head dealing 8 damage (CritChance was 0.84).
[18:29:56	]Jonathan Williamson was knocked unconscious and is bleeding out.
[18:29:57	]Kristoph Kononowitz has critically hit Jonathan Williamson in the right leg dealing 0 damage (CritChance was 0.84).
[18:29:58	]Kristoph Kononowitz has critically hit Jonathan Williamson in the right leg dealing 7 damage (CritChance was 0.84).
[18:29:58	]Jonathan Williamson was killed while bleeding out.
[18:29:58	]Kristoph Kononowitz has killed Jonathan Williamson with player.
[18:30:16	]jokaz 🗿 loaded the character 'C17:RCT.YELLO-08'
[18:30:17	]C17:RCT.YELLO-08 has taken 45 damage from worldspawn.
[18:30:21	]C17:RCT.YELLO-08 is fully healed.
[18:30:22	]OCIN 1 used command '/CharSetName ^ OCIN 1'.
[18:30:28	]OCIN used command '/CharSetName ^ OCIN'.
[18:30:34	]C17:RCT.YELLO-08 ran 'drop' on item '9mm Pistol Bullets' (#3261)
[18:30:34	]C17:RCT.YELLO-08 has lost a '9mm Pistol Bullets' #3261.
[18:30:34	]C17:RCT.YELLO-08 ran 'drop' on item '9mm Pistol Bullets' (#3262)
[18:30:34	]C17:RCT.YELLO-08 has lost a '9mm Pistol Bullets' #3262.
[18:30:35	]C17:RCT.YELLO-08 ran 'drop' on item '9mm Pistol Bullets' (#3260)
[18:30:35	]C17:RCT.YELLO-08 has lost a '9mm Pistol Bullets' #3260.
[18:30:43	]OCIN entered observer.
[18:30:44	]OCIN entered observer.
[18:30:46	]OCIN entered observer.
[18:30:47	]OCIN entered observer.
[18:30:57	]Jonathan Williamson entered observer.
[18:30:57	]0CIN:AI-01 used command '/CharSetName ^ 0CIN:AI-01'.
[18:31:02	]0CIN used command '/CharSetName ^ 0CIN'.
[18:31:02	]Jonathan Williamson exited observer at their location.
[18:31:05	]C17:RCT.YELLO-08 ran 'take' on item '9mm Pistol Bullets' (#3260)
[18:31:05	]C17:RCT.YELLO-08 has gained a '9mm Pistol Bullets' #3260.
[18:31:07	]C17:RCT.YELLO-08 ran 'take' on item '9mm Pistol Bullets' (#3262)
