[14:55:42	]Neo-Wolffe has connected.
[19:19:09	]Test Test entered observer.
[19:19:09	]Test Test exited observer at their location.
[19:19:09	]Test Test entered observer.
[19:19:10	]Test Test exited observer at their location.
[19:19:27	]Test Test entered observer.
[19:19:46	]Test Test exited observer at their location.
[19:19:48	]Test Test entered observer.
[19:20:12	]Test Test exited observer at their location.
[19:20:20	]Test Test used command '/PlyGiveAllFlags test'.
[19:20:22	]Test Test has used a context menu option with the name: remove
[19:20:22	]Test Test entered observer.
[19:21:41	]Test Test exited observer at their location.
[19:21:49	]Test Test entered observer.
[19:22:14	]Test Test has used a context menu option with the name: remove
[19:23:01	]Test Test used command '/RemoveDeathDrops 123912391293'.
[19:23:03	]Test Test used command '/RemoveDeathDrops 123912391293'.
[19:23:11	]Test Test used command '/RemoveDeathDrops 123912391293'.
[19:23:28	]Test Test has used a context menu option with the name: rb655_dissolve
[19:23:32	]Test Test has used a context menu option with the name: remove
[19:24:46	]Test Test exited observer at their location.
[19:25:03	]Test Test entered observer.
[19:25:04	]Test Test exited observer at their location.
[19:25:05	]Test Test entered observer.
[19:25:27	]Test Test has used a context menu option with the name: remove
[19:26:18	]Test Test has fired a toolgun with the name: remover
[19:26:19	]Test Test has fired a toolgun with the name: remover
[19:26:19	]Test Test has fired a toolgun with the name: remover
[19:26:20	]Test Test has fired a toolgun with the name: remover
[19:26:20	]Test Test has fired a toolgun with the name: remover
[19:26:20	]Test Test has fired a toolgun with the name: remover
[19:26:21	]Test Test has fired a toolgun with the name: remover
[19:26:24	]Test Test has spawned a torso_medical_kevlar.
[19:26:24	]Test Test has fired a toolgun with the name: remover
[19:26:27	]Test Test has spawned a improved_green.
[19:26:27	]Test Test has fired a toolgun with the name: remover
[19:26:38	]Test Test has fired a toolgun with the name: remover
[19:26:43	]Test Test has fired a toolgun with the name: remover
[19:26:44	]Test Test has fired a toolgun with the name: remover
[19:26:48	]Test Test has fired a toolgun with the name: remover
[19:26:48	]Test Test has fired a toolgun with the name: remover
[19:27:11	]Test Test has spawned a improved_green.
[19:27:14	]Test Test has fired a toolgun with the name: remover
[19:28:01	]Test Test has fired a toolgun with the name: remover
[19:28:01	]Test Test has fired a toolgun with the name: remover
[19:28:02	]Test Test has fired a toolgun with the name: remover
[19:28:03	]Test Test has fired a toolgun with the name: remover
[19:28:04	]Test Test has fired a toolgun with the name: remover
[19:28:05	]Test Test has fired a toolgun with the name: remover
[19:28:07	]Test Test used command '/TextRemove'.
[19:28:24	]Test Test exited observer at their location.
[19:28:31	]Test Test has fired a toolgun with the name: remover
[19:28:31	]Test Test has fired a toolgun with the name: remover
[19:28:32	]Test Test has fired a toolgun with the name: remover
[19:28:32	]Test Test has fired a toolgun with the name: remover
[19:28:34	]Test Test entered observer.
[19:28:36	]Test Test exited observer at their location.
[19:28:36	]Test Test entered observer.
[19:28:42	]Test Test exited observer at their location.
[19:28:46	]Test Test has spawned 'models/props_c17/fence02a.mdl'.
[19:28:49	]Test Test has fired a toolgun with the name: nocollideworld
[19:29:00	]Test Test entered observer.
[19:29:01	]Test Test exited observer at their location.
[19:29:07	]Test Test has used a context menu option with the name: collision_on
[19:29:15	]Test Test has used a context menu option with the name: remove
[19:29:21	]Test Test has spawned 'models/props_c17/fence04a.mdl'.
[19:29:26	]Test Test has fired a toolgun with the name: nocollideworld
[19:29:35	]Test Test entered observer.
[19:29:36	]Test Test exited observer at their location.
[19:29:40	]Test Test entered observer.
[19:29:40	]Test Test exited observer at their location.
[19:29:57	]Test Test entered observer.
[19:29:58	]Test Test exited observer at their location.
[19:30:00	]Test Test has used a context menu option with the name: collision_on
[19:30:01	]Test Test has enabled persistence for 'models/props_c17/fence04a.mdl'.
[19:30:01	]Test Test has used a context menu option with the name: persist
[19:30:06	]Test Test entered observer.
[19:30:06	]Test Test exited observer at their location.
[19:30:13	]Test Test entered observer.
[19:30:14	]Test Test exited observer at their location.
[19:30:14	]Test Test entered observer.
[19:30:18	]Test Test exited observer at their location.
[19:30:25	]Test Test used command '/ToggleRaise'.
[19:30:32	]Test Test has fired a toolgun with the name: unbreakable
[19:30:32	]Test Test has fired a toolgun with the name: unbreakable
[19:30:35	]Test Test has spawned 'models/props_junk/wood_crate001a.mdl'.
[19:30:49	]Test Test has fired a toolgun with the name: unbreakable
[19:30:51	]Test Test has enabled persistence for 'models/props_junk/wood_crate001a.mdl'.
[19:30:51	]Test Test has used a context menu option with the name: persist
[19:30:59	]Test Test used command '/ToggleRaise'.
[19:31:05	]Test Test has fired a toolgun with the name: unbreakable
[19:31:06	]Test Test has fired a toolgun with the name: unbreakable
[19:31:06	]Test Test has fired a toolgun with the name: unbreakable
[19:31:07	]Test Test has fired a toolgun with the name: unbreakable
[19:31:08	]Test Test has fired a toolgun with the name: unbreakable
[19:31:09	]Test Test entered observer.
[19:31:09	]Test Test has fired a toolgun with the name: unbreakable
[19:31:10	]Test Test exited observer at their location.
[19:31:10	]Test Test entered observer.
[19:31:11	]Test Test exited observer at their location.
[19:31:11	]Test Test has fired a toolgun with the name: unbreakable
[19:31:12	]Test Test entered observer.
[19:31:16	]Test Test has fired a toolgun with the name: unbreakable
[19:31:17	]Test Test has fired a toolgun with the name: unbreakable
[19:31:17	]Test Test has fired a toolgun with the name: unbreakable
[19:31:17	]Test Test has fired a toolgun with the name: unbreakable
[19:31:17	]Test Test has fired a toolgun with the name: unbreakable
[19:31:17	]Test Test has fired a toolgun with the name: unbreakable
[19:31:18	]Test Test has fired a toolgun with the name: unbreakable
[19:31:18	]Test Test has fired a toolgun with the name: unbreakable
[19:31:18	]Test Test has fired a toolgun with the name: unbreakable
[19:31:18	]Test Test has fired a toolgun with the name: unbreakable
[19:31:18	]Test Test has fired a toolgun with the name: unbreakable
[19:31:19	]Test Test has fired a toolgun with the name: unbreakable
[19:31:19	]Test Test has fired a toolgun with the name: unbreakable
[19:31:19	]Test Test has fired a toolgun with the name: unbreakable
[19:31:19	]Test Test has fired a toolgun with the name: unbreakable
[19:31:20	]Test Test has fired a toolgun with the name: unbreakable
[19:31:20	]Test Test has fired a toolgun with the name: unbreakable
[19:31:20	]Test Test has fired a toolgun with the name: unbreakable
[19:31:21	]Test Test has fired a toolgun with the name: unbreakable
[19:31:21	]Test Test has fired a toolgun with the name: unbreakable
[19:31:21	]Test Test has fired a toolgun with the name: unbreakable
[19:31:26	]Test Test has fired a toolgun with the name: unbreakable
[19:31:26	]Test Test has fired a toolgun with the name: unbreakable
[19:31:26	]Test Test has fired a toolgun with the name: unbreakable
[19:31:26	]Test Test has fired a toolgun with the name: unbreakable
[19:31:27	]Test Test has fired a toolgun with the name: unbreakable
[19:31:30	]Test Test has fired a toolgun with the name: unbreakable
[19:31:31	]Test Test has fired a toolgun with the name: unbreakable
[19:31:32	]Test Test has fired a toolgun with the name: unbreakable
[19:31:32	]Test Test has fired a toolgun with the name: unbreakable
[19:31:32	]Test Test has fired a toolgun with the name: unbreakable
[19:31:34	]Test Test has fired a toolgun with the name: unbreakable
[19:31:35	]Test Test has fired a toolgun with the name: unbreakable
[19:31:36	]Test Test has fired a toolgun with the name: unbreakable
[19:31:37	]Test Test has fired a toolgun with the name: unbreakable
[19:31:37	]Test Test has fired a toolgun with the name: unbreakable
[19:31:38	]Test Test has fired a toolgun with the name: unbreakable
[19:31:39	]Test Test has fired a toolgun with the name: unbreakable
[19:31:40	]Test Test exited observer at their location.
[19:37:24	]Test Test has gone afk.
[19:46:21	]Beyin.Dll has connected.
[19:46:40	]Beyin.Dll (STEAM_0:0:479033164) has disconnected (timed out).
[19:49:35	]Beyin.Dll has connected.
[19:53:08	]Beyin.Dll created the character 'John Brookly'
[19:53:09	]Beyin.Dll loaded the character 'John Brookly'
[19:53:09	]John Brookly has gained a 'Açık Gri Kol Bandı' #7.
[19:53:09	]John Brookly has gained a '#03897 Kimlik Kartı' #8.
[19:53:09	]John Brookly has gained a 'Siyah Tulum' #9.
[19:53:09	]John Brookly has gained a 'Siyah tulum pantolonu' #10.
[19:53:09	]John Brookly has gained a 'Eskimiş Koyu Ayakkabı' #11.
[19:53:13	]John Brookly entered observer.
[19:54:19	]John Brookly used command '/CharGiveFlag brookly pet'.
[19:54:59	]John Brookly used command '/CharGiveFlag brookly LMT'.
[19:55:06	]John Brookly used command '/CharGiveFlag brookly UAC'.
[19:55:09	]John Brookly used command '/CharGiveFlag brookly uac'.
[19:55:46	]John Brookly used command '/PlyGiveFlag Brookly LMTpetUACuac'.
[19:56:06	]John Brookly used command '/PlyGiveFlag Brookly LMTpetUACuacFJN'.
[19:56:19	]John Brookly used command '/PlyGiveFlag Brookly LMTpetUACuacFJNnr'.
[19:57:40	]John Brookly used command '/PlyWhitelist Brookly Workers'.
[19:57:46	]John Brookly used command '/PlyWhitelist Brookly bird'.
[19:57:56	]John Brookly used command '/PlyWhitelist Brookly protection'.
[19:58:04	]John Brookly ran 'drop' on item 'Eskimiş Koyu Ayakkabı' (#11)
[19:58:04	]John Brookly has lost a 'Eskimiş Koyu Ayakkabı' #11.
[19:58:05	]John Brookly ran 'drop' on item 'Siyah tulum pantolonu' (#10)
[19:58:05	]John Brookly has lost a 'Siyah tulum pantolonu' #10.
[19:58:05	]John Brookly ran 'drop' on item 'Siyah Tulum' (#9)
[19:58:05	]John Brookly has lost a 'Siyah Tulum' #9.
[19:58:06	]John Brookly ran 'drop' on item 'Açık Gri Kol Bandı' (#7)
[19:58:06	]John Brookly has lost a 'Açık Gri Kol Bandı' #7.
[19:58:08	]John Brookly has used a context menu option with the name: remove
[19:58:09	]John Brookly has used a context menu option with the name: remove
[19:58:09	]John Brookly has used a context menu option with the name: remove
[19:58:10	]John Brookly has used a context menu option with the name: remove
[19:58:30	]John Brookly used command '/PlyTransfer brookly workers'.
[19:58:37	]John Brookly has given himself a torso_red_worker_jacket.
[19:58:37	]John Brookly has gained a 'Kırmızı İşçi Ceketi' #12.
[19:58:45	]John Brookly has given himself a hardhat_white.
[19:58:45	]John Brookly has gained a 'Beyaz İnşaat Şapkası' #13.
[19:58:50	]John Brookly has given himself a armband_white.
[19:58:50	]John Brookly has gained a 'Beyaz işbirlikçi kol bandı' #14.
[19:58:57	]John Brookly has given himself a pda.
[19:58:57	]John Brookly has gained a 'Combine PDA' #15.
[19:58:58	]John Brookly ran 'Equip' on item 'Combine PDA' (#15)
[19:59:00	]John Brookly exited observer at their location.
[19:59:01	]John Brookly entered observer.
[19:59:02	]John Brookly exited observer at their location.
[19:59:03	]John Brookly opened the 'Ahşap Masa' #12001 container.
[19:59:05	]John Brookly closed the 'Ahşap Masa' #12001 container.
[19:59:16	]John Brookly has given himself a largebag.
[19:59:16	]John Brookly has gained a 'Büyük Çanta' #16.
[19:59:17	]John Brookly has given himself a smallbag.
[19:59:17	]John Brookly has gained a 'Küçük Çanta' #17.
[19:59:31	]John Brookly has given himself a tool_toolkit.
[19:59:31	]John Brookly has gained a 'Araç Kiti' #18.
[19:59:42	]John Brookly has given himself a handheld_radio.
[19:59:42	]John Brookly has gained a 'El Telsizi' #19.
[19:59:51	]John Brookly has given himself a worker_uniform2.
[19:59:51	]John Brookly has gained a 'Orange Worker Uniform' #20.
[20:00:05	]John Brookly has given himself a cwu_card.
[20:00:06	]John Brookly has gained a 'CWU Member Access Keycard' #21.
[20:00:09	]John Brookly ran 'Bind' on item 'CWU Member Access Keycard' (#21)
[20:00:13	]John Brookly ran 'SetAccessLevel' on item 'CWU Member Access Keycard' (#21)
[20:00:16	]John Brookly ran 'SetFaction' on item 'CWU Management Access Keycard' (#21)
[20:00:24	]John Brookly has given himself a request_device.
[20:00:24	]John Brookly has gained a 'Talep Cihazı' #22.
[20:00:26	]John Brookly has given himself a pos_terminal.
[20:00:26	]John Brookly has gained a 'POS Cihazı' #23.
[20:00:32	]John Brookly has given himself a broadcasting_device.
[20:00:32	]John Brookly has gained a 'Yayın Cihazı' #24.
[20:00:40	]John Brookly used command '/PlyWhitelist brookly admin'.
[20:00:43	]John Brookly used command '/PlyWhitelist brookly staff'.
[20:00:46	]John Brookly used command '/PlyWhitelist brookly yetkili'.
[20:00:52	]John Brookly used command '/PlyWhitelist brookly event'.
[20:00:54	]John Brookly entered observer.
[20:00:55	]Test Test entered observer.
[20:00:59	]Test Test is no longer afk. Total time spent AFK: 1710
[20:01:10	]John Brookly ran SAM command 'asay' with arguments: 'aga'
[20:01:16	]John Brookly ran SAM command 'asay' with arguments: 'admin char whitelist adı neydi'
[20:01:17	]John Brookly exited observer at their location.
[20:01:20	]John Brookly has given himself a cwu_radio.
[20:01:20	]John Brookly has gained a 'CWU Management Radio' #25.
[20:01:23	]Test Test ran SAM command 'asay' with arguments: 'server yaz'
[20:01:24	]John Brookly ran 'ToggleOn' on item 'CWU Management Radio' (#25)
[20:01:30	]John Brookly used command '/PlyWhitelist brookly server'.
[20:01:48	]John Brookly used command '/PlyTransfer brookly admin'.
[20:02:12	]John Brookly ran SAM command 'asay' with arguments: 'workshop inik ama cogu sey error aq'
[20:02:12	]John Brookly entered observer.
[20:02:16	]John Brookly ran SAM command 'asay' with arguments: 'willard content mi indirsem'
[20:02:24	]Test Test ran SAM command 'asay' with arguments: 'cs source olanlar mı error'
[20:02:31	]John Brookly ran SAM command 'asay' with arguments: 'goto at'
[20:02:35	]John Brookly ran SAM command 'asay' with arguments: 'bunlar'
[20:02:38	]Test Test ran SAM command 'goto' with arguments: 'john'
[20:02:38	]John Brookly exited observer at their location.
[20:02:41	]John Brookly entered observer.
[20:02:43	]Test Test ran SAM command 'asay' with arguments: 'evet'
[20:02:45	]Test Test ran SAM command 'asay' with arguments: 'source bunlar'
[20:02:53	]John Brookly ran SAM command 'asay' with arguments: 'cs source acık bende'
[20:02:57	]John Brookly ran SAM command 'asay' with arguments: 'ekli'
[20:03:03	]Test Test ran SAM command 'asay' with arguments: 'alla alla'
[20:03:05	]Test Test exited observer at their location.
[20:03:06	]Test Test entered observer.
[20:03:06	]Test Test exited observer at their location.
[20:03:07	]Test Test entered observer.
[20:03:07	]Test Test exited observer at their location.
[20:03:07	]Test Test entered observer.
[20:03:08	]Test Test exited observer at their location.
[20:03:15	]John Brookly ran SAM command 'asay' with arguments: 'bide şey'
[20:03:18	]John Brookly ran SAM command 'asay' with arguments: 'şu kıyafet error'
[20:03:18	]John Brookly exited observer at their location.
[20:03:20	]John Brookly has spawned a cca_emir.
[20:03:24	]Test Test entered observer.
[20:03:26	]Test Test exited observer at their location.
[20:03:26	]John Brookly entered observer.
[20:03:30	]Test Test ran SAM command 'asay' with arguments: 'silindi o galiba'
[20:03:31	]Test Test entered observer.
[20:03:36	][IC] John Brookly: Cca clothing.
[20:03:38	]Test Test exited observer at their location.
[20:03:39	]Test Test entered observer.
[20:03:39	]John Brookly ran SAM command 'asay' with arguments: 'cca clothinge bak'
[20:03:39	]Test Test exited observer at their location.
[20:03:44	]Test Test entered observer.
[20:03:44	]John Brookly ran SAM command 'asay' with arguments: '2 -3 sey error'
[20:03:44	]Test Test exited observer at their location.
[20:03:44	]Test Test entered observer.
[20:03:45	]Test Test exited observer at their location.
[20:03:49	]Test Test entered observer.
[20:03:50	]Test Test exited observer at their location.
[20:03:51	]Test Test entered observer.
[20:03:51	]Test Test exited observer at their location.
[20:03:51	]Test Test entered observer.
[20:03:52	]John Brookly ran SAM command 'asay' with arguments: 'şu spawnladığımı silsene'
[20:03:52	]Test Test exited observer at their location.
[20:03:52	]Test Test entered observer.
[20:03:53	]Test Test exited observer at their location.
[20:03:56	]Test Test entered observer.
[20:03:56	]John Brookly has given himself a cca_authoritarian.
[20:03:56	]John Brookly has gained a 'Otoriter' #27.
[20:03:57	]John Brookly has given himself a cca_legs_authoritarian.
[20:03:57	]John Brookly has gained a 'Otoriter Pantolon' #28.
[20:03:58	]Test Test exited observer at their location.
[20:04:03	]Test Test ran SAM command 'asay' with arguments: 'immolatorla yaksana direkt'
[20:04:03	]John Brookly exited observer at their location.
[20:04:04	]John Brookly entered observer.
[20:04:04	]John Brookly exited observer at their location.
[20:04:10	]John Brookly used command '/ToggleRaise'.
[20:04:10	]John Brookly entered observer.
[20:04:12	]Test Test ran SAM command 'asay' with arguments: 'bende erroru görünmez yapan addondan var sanırım'
[20:04:13	]entityflame destroyed a 'The Emir' #26.
[20:04:15	]Test Test ran SAM command 'asay' with arguments: 'error görmüyorum şu an'
[20:04:17	]John Brookly exited observer at their location.
[20:04:19	]John Brookly entered observer.
[20:04:20	]John Brookly exited observer at their location.
[20:04:23	]John Brookly ran SAM command 'asay' with arguments: 'allah allah'
[20:04:24	]John Brookly ran SAM command 'asay' with arguments: 'napayım'
[20:04:27	]John Brookly ran SAM command 'asay' with arguments: 'error cogu sey'
[20:04:31	]John Brookly ran SAM command 'asay' with arguments: 'bazı seyler*'
[20:05:09	]John Brookly has spawned 'models/props/de_nuke/cinderblock_stack.mdl'.
[20:05:34	]John Brookly has given himself a medal_labour.
[20:05:34	]John Brookly has gained a 'Emek Madalyası' #29.
[20:05:42	]John Brookly has spawned a medal_breen.
[20:05:54	]John Brookly has used a context menu option with the name: remove
[20:05:57	]John Brookly has spawned a medal_community.
[20:06:05	]John Brookly has used a context menu option with the name: remove
[20:06:29	]John Brookly has given himself a flashlight.
[20:06:29	]John Brookly has gained a 'El Feneri' #32.
[20:06:43	]John Brookly has given himself a notepad.
[20:06:43	]John Brookly has gained a 'Not Defteri' #33.
[20:06:45	]John Brookly entered observer.
[20:06:47	]John Brookly exited observer at their location.
[20:06:48	]John Brookly entered observer.
[20:06:58	]John Brookly exited observer at their location.
[20:07:00	]John Brookly entered observer.
[20:07:17	]John Brookly exited observer at their location.
[20:07:17	]John Brookly entered observer.
[20:07:17	]John Brookly exited observer at their location.
[20:07:23	]John Brookly entered observer.
[20:07:31	]John Brookly used command '/SetDatafilePoints brookl 200'.
[20:08:41	]John Brookly has given himself a armband_whitestar.
[20:08:41	]John Brookly has gained a 'Yıldızlı Kurdeleli Beyaz İşbirlikçi Kol Bandı' #34.
[20:08:43	]John Brookly ran 'drop' on item 'Beyaz işbirlikçi kol bandı' (#14)
[20:08:43	]John Brookly has lost a 'Beyaz işbirlikçi kol bandı' #14.
[20:08:44	]John Brookly ran 'Equip' on item 'Yıldızlı Kurdeleli Beyaz İşbirlikçi Kol Bandı' (#34)
[20:08:46	]John Brookly has used a context menu option with the name: remove
[20:08:47	]John Brookly has spawned a medal_bronze.
[20:08:53	]John Brookly has used a context menu option with the name: remove
[20:09:29	]Test Test has gone afk.
[20:10:25	]John Brookly used command '/CharDesc'.
[20:10:31	]John Brookly used command '/CharDesc'.
[20:10:54	]John Brookly exited observer at their location.
[20:10:55	]John Brookly entered observer.
[20:11:06	]John Brookly exited observer at their location.
[20:11:06	]John Brookly opened the 'Kutu' #11944 container.
[20:11:07	]John Brookly closed the 'Kutu' #11944 container.
[20:11:08	]John Brookly opened the 'Kutu' #11943 container.
[20:11:09	]John Brookly closed the 'Kutu' #11943 container.
[20:11:09	]John Brookly entered observer.
[20:11:12	]John Brookly exited observer at their location.
[20:11:17	]John Brookly has spawned 'models/props_junk/wood_crate002a.mdl'.
[20:11:22	]John Brookly created a 'Büyük Kutu' container.
[20:11:22	]John Brookly has used a context menu option with the name: wncontainer_create
[20:11:26	]John Brookly has spawned 'models/props_junk/wood_crate001a_damaged.mdl'.
[20:11:27	]John Brookly has spawned 'models/props_junk/wood_crate001a.mdl'.
[20:11:34	]John Brookly created a 'Kutu' container.
[20:11:34	]John Brookly has used a context menu option with the name: wncontainer_create
[20:11:38	]John Brookly has given himself a paper.
[20:11:38	]John Brookly has gained a 'Kağıt' #36.
[20:11:39	]John Brookly has given himself a paper.
[20:11:39	]John Brookly has gained a 'Kağıt' #37.
[20:11:54	]John Brookly has given himself a pin.
[20:11:54	]John Brookly has gained a 'İğne' #38.
[20:11:54	]John Brookly has given himself a pin.
[20:11:54	]John Brookly has gained a 'İğne' #39.
[20:11:55	]John Brookly entered observer.
[20:11:56	]John Brookly exited observer at their location.
[20:11:56	]John Brookly entered observer.
[20:11:57	]John Brookly exited observer at their location.
[20:11:57	]John Brookly entered observer.
[20:11:59	]John Brookly exited observer at their location.
[20:12:22	]John Brookly has spawned 'models/props_wasteland/controlroom_storagecloset001a.mdl'.
[20:12:29	]John Brookly created a 'Büyük Metal Dolap' container.
[20:12:29	]John Brookly has used a context menu option with the name: wncontainer_create
[20:12:37	]John Brookly has set the 'Büyük Metal Dolap' container (#12012) to private, owned by 'character[2]'.
[20:12:37	]John Brookly has used a context menu option with the name: wncontainer_setprivate
[20:12:47	]John Brookly has set the name of the 'Büyük Metal Dolap' container (#12012) to 'Sivil İşçi Birliği Yönetim Dolabı'.
[20:12:47	]John Brookly has used a context menu option with the name: wncontainer_setname
[20:12:51	]John Brookly has set the password of the 'Sivil İşçi Birliği Yönetim Dolabı' container (#12012).
[20:12:51	]John Brookly has used a context menu option with the name: wncontainer_setpassword
[20:12:57	]John Brookly opened the 'Sivil İşçi Birliği Yönetim Dolabı' #12012 container.
[20:12:57	]John Brookly opened the 'Sivil İşçi Birliği Yönetim Dolabı' #12012 container.
[20:12:59	]John Brookly closed the 'Sivil İşçi Birliği Yönetim Dolabı' #12012 container.
[20:13:05	]John Brookly opened the 'Sivil İşçi Birliği Yönetim Dolabı' #12012 container.
[20:13:06	]John Brookly closed the 'Sivil İşçi Birliği Yönetim Dolabı' #12012 container.
[20:13:41	]John Brookly has given himself a flashlight.
[20:13:42	]John Brookly has gained a 'El Feneri' #40.
[20:13:42	]John Brookly has given himself a flashlight.
[20:13:42	]John Brookly has gained a 'El Feneri' #41.
[20:13:43	]John Brookly has given himself a flashlight.
[20:13:43	]John Brookly has gained a 'El Feneri' #42.
[20:13:44	]John Brookly has given himself a flashlight.
[20:13:44	]John Brookly has gained a 'El Feneri' #43.
[20:13:44	]John Brookly has given himself a flashlight.
[20:13:44	]John Brookly has gained a 'El Feneri' #44.
[20:13:46	]John Brookly opened the 'Sivil İşçi Birliği Yönetim Dolabı' #12012 container.
[20:13:47	]John Brookly has transferred a 'El Feneri' #40 to a container with the name 'Sivil İşçi Birliği Yönetim Dolabı' #12012.
[20:13:48	]John Brookly has transferred a 'El Feneri' #44 to a container with the name 'Sivil İşçi Birliği Yönetim Dolabı' #12012.
[20:13:48	]John Brookly has transferred a 'El Feneri' #43 to a container with the name 'Sivil İşçi Birliği Yönetim Dolabı' #12012.
[20:13:48	]John Brookly has transferred a 'El Feneri' #42 to a container with the name 'Sivil İşçi Birliği Yönetim Dolabı' #12012.
[20:13:49	]John Brookly has transferred a 'El Feneri' #41 to a container with the name 'Sivil İşçi Birliği Yönetim Dolabı' #12012.
[20:13:50	]John Brookly closed the 'Sivil İşçi Birliği Yönetim Dolabı' #12012 container.
[20:14:08	]John Brookly has given himself a hardhat_blue.
[20:14:08	]John Brookly has gained a 'Mavi İnşaat Şapkası' #45.
[20:14:09	]John Brookly has given himself a hardhat_blue.
[20:14:09	]John Brookly has gained a 'Mavi İnşaat Şapkası' #46.
[20:14:10	]John Brookly has given himself a hardhat_blue.
[20:14:10	]John Brookly has gained a 'Mavi İnşaat Şapkası' #47.
[20:14:14	]John Brookly has given himself a head_hardhat.
[20:14:14	]John Brookly has gained a 'İnşaat Şapkası' #48.
[20:14:15	]John Brookly has given himself a head_hardhat.
[20:14:15	]John Brookly has gained a 'İnşaat Şapkası' #49.
[20:14:15	]John Brookly has given himself a head_hardhat.
[20:14:15	]John Brookly has gained a 'İnşaat Şapkası' #50.
[20:14:18	]John Brookly has given himself a hardhat_green.
[20:14:18	]John Brookly has gained a 'Yeşil İnşaat Şapkası' #51.
[20:14:19	]John Brookly has given himself a hardhat_green.
[20:14:19	]John Brookly has gained a 'Yeşil İnşaat Şapkası' #52.
[20:14:19	]John Brookly has given himself a hardhat_green.
[20:14:19	]John Brookly has gained a 'Yeşil İnşaat Şapkası' #53.
[20:14:19	]John Brookly opened the 'Sivil İşçi Birliği Yönetim Dolabı' #12012 container.
[20:14:21	]John Brookly has transferred a 'Mavi İnşaat Şapkası' #45 to a container with the name 'Sivil İşçi Birliği Yönetim Dolabı' #12012.
[20:14:23	]John Brookly has transferred a 'Mavi İnşaat Şapkası' #46 to a container with the name 'Sivil İşçi Birliği Yönetim Dolabı' #12012.
[20:14:24	]John Brookly has transferred a 'Mavi İnşaat Şapkası' #47 to a container with the name 'Sivil İşçi Birliği Yönetim Dolabı' #12012.
[20:14:25	]John Brookly has transferred a 'İnşaat Şapkası' #48 to a container with the name 'Sivil İşçi Birliği Yönetim Dolabı' #12012.
[20:14:26	]John Brookly has transferred a 'İnşaat Şapkası' #49 to a container with the name 'Sivil İşçi Birliği Yönetim Dolabı' #12012.
[20:14:27	]John Brookly has transferred a 'İnşaat Şapkası' #50 to a container with the name 'Sivil İşçi Birliği Yönetim Dolabı' #12012.
[20:14:28	]John Brookly has transferred a 'Yeşil İnşaat Şapkası' #52 to a container with the name 'Sivil İşçi Birliği Yönetim Dolabı' #12012.
[20:14:29	]John Brookly has transferred a 'Yeşil İnşaat Şapkası' #51 to a container with the name 'Sivil İşçi Birliği Yönetim Dolabı' #12012.
[20:14:30	]John Brookly has transferred a 'Yeşil İnşaat Şapkası' #53 to a container with the name 'Sivil İşçi Birliği Yönetim Dolabı' #12012.
[20:14:30	]John Brookly closed the 'Sivil İşçi Birliği Yönetim Dolabı' #12012 container.
[20:14:37	]John Brookly has given himself a handheld_radio.
[20:14:37	]John Brookly has gained a 'El Telsizi' #54.
[20:14:38	]John Brookly has given himself a handheld_radio.
[20:14:38	]John Brookly has gained a 'El Telsizi' #55.
[20:14:39	]John Brookly has given himself a handheld_radio.
[20:14:39	]John Brookly has gained a 'El Telsizi' #56.
[20:14:39	]John Brookly has given himself a handheld_radio.
[20:14:39	]John Brookly has gained a 'El Telsizi' #57.
[20:14:40	]John Brookly has given himself a handheld_radio.
[20:14:40	]John Brookly has gained a 'El Telsizi' #58.
[20:14:40	]John Brookly opened the 'Sivil İşçi Birliği Yönetim Dolabı' #12012 container.
[20:14:42	]John Brookly has transferred a 'El Telsizi' #58 to a container with the name 'Sivil İşçi Birliği Yönetim Dolabı' #12012.
[20:14:43	]John Brookly has transferred a 'El Telsizi' #57 to a container with the name 'Sivil İşçi Birliği Yönetim Dolabı' #12012.
[20:14:44	]John Brookly has transferred a 'El Telsizi' #56 to a container with the name 'Sivil İşçi Birliği Yönetim Dolabı' #12012.
[20:14:46	]John Brookly has transferred a 'El Telsizi' #54 to a container with the name 'Sivil İşçi Birliği Yönetim Dolabı' #12012.
[20:14:47	]John Brookly has transferred a 'El Telsizi' #55 to a container with the name 'Sivil İşçi Birliği Yönetim Dolabı' #12012.
[20:14:47	]John Brookly closed the 'Sivil İşçi Birliği Yönetim Dolabı' #12012 container.
[20:14:53	]John Brookly has given himself a cwu_card.
[20:14:53	]John Brookly has gained a 'CWU Member Access Keycard' #59.
[20:14:53	]John Brookly has given himself a cwu_card.
[20:14:54	]John Brookly has gained a 'CWU Member Access Keycard' #60.
[20:14:54	]John Brookly has given himself a cwu_card.
[20:14:54	]John Brookly has gained a 'CWU Member Access Keycard' #61.
[20:14:55	]John Brookly has given himself a cwu_card.
[20:14:55	]John Brookly has gained a 'CWU Member Access Keycard' #62.
[20:14:55	]John Brookly has given himself a cwu_card.
[20:14:55	]John Brookly has gained a 'CWU Member Access Keycard' #63.
[20:14:56	]John Brookly opened the 'Sivil İşçi Birliği Yönetim Dolabı' #12012 container.
[20:14:58	]John Brookly has transferred a 'CWU Member Access Keycard' #63 to a container with the name 'Sivil İşçi Birliği Yönetim Dolabı' #12012.
[20:14:59	]John Brookly has transferred a 'CWU Member Access Keycard' #62 to a container with the name 'Sivil İşçi Birliği Yönetim Dolabı' #12012.
