[12:42:56	]Mersa has connected.
[17:37:16	]Nick Durman has spawned 'models/props_pipes/concrete_pipe001d.mdl'.
[17:37:17	]Alvaro De Luca has enabled persistence for 'models/mosi/fallout4/props/fortifications/plywoodblocker.mdl'.
[17:37:17	]Alvaro De Luca has used a context menu option with the name: persist
[17:37:18	]Alvaro De Luca entered observer.
[17:37:19	]Alvaro De Luca exited observer at their location.
[17:37:23	]Alvaro De Luca entered observer.
[17:37:24	]Alvaro De Luca exited observer at their location.
[17:37:28	]Alvaro De Luca has spawned 'models/mosi/fallout4/props/fortifications/junkwallcorner.mdl'.
[17:37:37	]Nick Durman has spawned 'models/props_canal/boat002b.mdl'.
[17:37:46	]Alvaro De Luca has fired a toolgun with the name: nocollideworld
[17:37:56	]Nick Durman has spawned 'models/props_wasteland/prison_archgate001.mdl'.
[17:38:01	]Nick Durman has spawned 'models/props_wasteland/prison_slidingdoor001a.mdl'.
[17:38:14	]Alvaro De Luca has used a context menu option with the name: remove
[17:38:17	]Alvaro De Luca has spawned 'models/mosi/fallout4/props/fortifications/junkwalltallfree01.mdl'.
[17:38:26	]Victorian loaded the character 'Hilbert Ritter'
[17:38:30	]Alvaro De Luca has fired a toolgun with the name: nocollideworld
[17:38:30	]Nick Durman has spawned 'models/props_wasteland/medbridge_arch01.mdl'.
[17:38:35	]Nick Durman has fired a toolgun with the name: nocollideworld
[17:38:44	]Alvaro De Luca has spawned 'models/mosi/fallout4/props/fortifications/junkwalltallfree01.mdl'.
[17:38:50	]Alvaro De Luca has fired a toolgun with the name: nocollideworld
[17:38:56	]Nick Durman has spawned 'models/props_wasteland/antlionhill.mdl'.
[17:38:58	]Nick Durman has fired a toolgun with the name: nocollideworld
[17:38:59	]Hilbert Ritter entered observer.
[17:38:59	]Nick Durman entered observer.
[17:39:01	]Hilbert Ritter exited observer at their location.
[17:39:02	]Hilbert Ritter entered observer.
[17:39:02	]Hilbert Ritter exited observer at their location.
[17:39:03	]Nick Durman exited observer at their location.
[17:39:04	]Hilbert Ritter entered observer.
[17:39:13	]Alvaro De Luca has enabled persistence for 'models/mosi/fallout4/props/fortifications/junkwalltallfree01.mdl'.
[17:39:13	]Alvaro De Luca has used a context menu option with the name: persist
[17:39:14	]Alvaro De Luca has enabled persistence for 'models/mosi/fallout4/props/fortifications/junkwalltallfree01.mdl'.
[17:39:14	]Alvaro De Luca has used a context menu option with the name: persist
[17:39:15	]Alvaro De Luca entered observer.
[17:39:19	]Alvaro De Luca ran SAM command 'goto' with arguments: 'theo'
[17:39:19	]Nick Durman entered observer.
[17:39:21	]Nick Durman exited observer at their location.
[17:39:23	]Alvaro De Luca exited observer at their location.
[17:39:26	]Nick Durman has spawned 'models/props_wasteland/rockcliff05e.mdl'.
[17:39:28	]Nick Durman has spawned 'models/props_wasteland/rockcliff01b.mdl'.
[17:39:31	]Nick Durman has fired a toolgun with the name: nocollideworld
[17:39:32	]Hilbert Ritter exited observer at their location.
[17:39:32	]Hilbert Ritter entered observer.
[17:39:33	]Hilbert Ritter exited observer at their location.
[17:39:34	]Hilbert Ritter entered observer.
[17:39:35	]Hilbert Ritter exited observer at their location.
[17:39:37	]Alvaro De Luca entered observer.
[17:39:41	]Nick Durman has spawned 'models/props_wasteland/rockcliff01f.mdl'.
[17:39:43	]Nick Durman has spawned 'models/props_wasteland/rockcliff01b.mdl'.
[17:39:44	]Nick Durman has spawned 'models/props_wasteland/rockcliff01c.mdl'.
[17:39:45	]Nick Durman has spawned 'models/props_wasteland/rockcliff01e.mdl'.
[17:39:46	]Nick Durman has spawned 'models/props_wasteland/rockcliff01c.mdl'.
[17:39:48	]Hilbert Ritter entered observer.
[17:39:50	]Hilbert Ritter exited observer at their location.
[17:39:51	]Nick Durman has fired a toolgun with the name: nocollideworld
[17:39:51	]Hilbert Ritter entered observer.
[17:39:53	]Nick Durman has spawned 'models/props_wasteland/rockcliff01b.mdl'.
[17:39:58	]Nick Durman has fired a toolgun with the name: nocollideworld
[17:40:00	]Hilbert Ritter exited observer at their location.
[17:40:01	]Hilbert Ritter entered observer.
[17:40:02	]Hilbert Ritter exited observer at their location.
[17:40:03	]Hilbert Ritter entered observer.
[17:40:09	]Alvaro De Luca exited observer at their location.
[17:40:11	]Hilbert Ritter exited observer at their location.
[17:40:12	]Hilbert Ritter entered observer.
[17:40:16	]Nick Durman entered observer.
[17:40:18	]Nick Durman exited observer at their location.
[17:40:19	]Nick Durman entered observer.
[17:40:20	]Nick Durman exited observer at their location.
[17:40:22	]Alvaro De Luca has spawned 'models/mosi/fallout4/props/fortifications/junkwall04.mdl'.
[17:40:31	]Alvaro De Luca has fired a toolgun with the name: nocollideworld
[17:40:38	]Alvaro De Luca has enabled persistence for 'models/mosi/fallout4/props/fortifications/junkwall04.mdl'.
[17:40:38	]Alvaro De Luca has used a context menu option with the name: persist
[17:40:42	]Nick Durman has fired a toolgun with the name: material
[17:40:42	]Nick Durman has fired a toolgun with the name: material
[17:40:45	]Nick Durman has fired a toolgun with the name: material
[17:40:48	]Nick Durman has fired a toolgun with the name: material
[17:40:49	]Nick Durman has fired a toolgun with the name: material
[17:40:49	]Alvaro De Luca has spawned 'models/mosi/fallout4/props/fortifications/concretebarricade.mdl'.
[17:40:50	]Nick Durman has fired a toolgun with the name: material
[17:40:50	]Hilbert Ritter exited observer at their location.
[17:40:50	]Nick Durman has fired a toolgun with the name: material
[17:40:51	]Nick Durman has fired a toolgun with the name: material
[17:40:54	]Nick Durman has fired a toolgun with the name: material
[17:40:54	]Nick Durman has fired a toolgun with the name: material
[17:40:58	]Victorian loaded the character 'C24:RCT.UNION-53'
[17:41:01	]Alvaro De Luca entered observer.
[17:41:03	]C24:RCT.UNION-53 is fully healed.
[17:41:05	]Nick Durman has fired a toolgun with the name: material
[17:41:06	]Nick Durman has fired a toolgun with the name: material
[17:41:06	]Nick Durman has fired a toolgun with the name: material
[17:41:06	]Nick Durman has fired a toolgun with the name: material
[17:41:06	]Nick Durman has fired a toolgun with the name: material
[17:41:08	]Alvaro De Luca exited observer at their location.
[17:41:10	]Nick Durman has fired a toolgun with the name: colour
[17:41:10	]Nick Durman has fired a toolgun with the name: colour
[17:41:12	]Nick Durman has fired a toolgun with the name: colour
[17:41:12	]Nick Durman has fired a toolgun with the name: colour
[17:41:12	]Nick Durman has fired a toolgun with the name: colour
[17:41:18	]Alvaro De Luca has spawned 'models/mosi/fallout4/props/fortifications/wallbarricade04.mdl'.
[17:41:19	]Nick Durman has spawned 'models/props_wasteland/rockgranite04b.mdl'.
[17:41:21	]Nick Durman has spawned 'models/props_wasteland/rockgranite03c.mdl'.
[17:41:25	]Alvaro De Luca has enabled persistence for 'models/mosi/fallout4/props/fortifications/wallbarricade04.mdl'.
[17:41:25	]Alvaro De Luca has used a context menu option with the name: persist
[17:41:28	]Alvaro De Luca has spawned 'models/mosi/fallout4/props/fortifications/wallshelltower.mdl'.
[17:41:29	]C24:RCT.UNION-53 entered observer.
[17:41:30	]Alvaro De Luca has spawned 'models/mosi/fallout4/props/fortifications/wallbarricade02.mdl'.
[17:41:32	]Alvaro De Luca has spawned 'models/mosi/fallout4/props/fortifications/wallbarricade01.mdl'.
[17:41:34	]Nick Durman has fired a toolgun with the name: nocollideworld
[17:41:40	]C24:RCT.UNION-53 exited observer at their location.
[17:41:40	]Nick Durman entered observer.
[17:41:40	]Nick Durman has spawned 'models/props_wasteland/rockgranite04a.mdl'.
[17:41:42	]Nick Durman exited observer at their location.
[17:41:42	]Nick Durman has spawned 'models/props_wasteland/rockgranite04b.mdl'.
[17:41:42	]Nick Durman was knocked unconscious and is bleeding out.
[17:41:43	]Alvaro De Luca has enabled persistence for 'models/mosi/fallout4/props/fortifications/wallbarricade01.mdl'.
[17:41:43	]Alvaro De Luca has used a context menu option with the name: persist
[17:41:46	][IC] Nick Durman: !revive.
[17:41:52	]Alvaro De Luca has spawned 'models/mosi/fallout4/props/fortifications/junkwalldoorway.mdl'.
[17:41:56	]Alvaro De Luca has fired a toolgun with the name: nocollideworld
[17:41:57	]Nick Durman ran SAM command 'respawn' with arguments: 'nick'
[17:42:03	]Nick Durman entered observer.
[17:42:04	]Nick Durman has spawned 'models/props_wasteland/rockgranite01b.mdl'.
[17:42:05	]Nick Durman exited observer at their location.
[17:42:10	]Nick Durman has fired a toolgun with the name: nocollideworld
[17:42:14	]Alvaro De Luca has enabled persistence for 'models/mosi/fallout4/props/fortifications/junkwalldoorway.mdl'.
[17:42:14	]Alvaro De Luca has used a context menu option with the name: persist
[17:42:18	]Alvaro De Luca entered observer.
[17:42:19	]Nick Durman entered observer.
[17:42:21	]Nick Durman exited observer at their location.
[17:42:23	]Stan Marble has gone afk.
[17:42:26	]Nick Durman has spawned 'models/props_junk/TrashDumpster02b.mdl'.
[17:42:27	]Alvaro De Luca exited observer at their location.
[17:42:28	]Alvaro De Luca entered observer.
[17:42:28	]Alvaro De Luca exited observer at their location.
[17:42:28	]Stan Marble is no longer afk. Total time spent AFK: 300
[17:42:29	]Alvaro De Luca entered observer.
[17:42:30	]Nick Durman has fired a toolgun with the name: material
[17:42:32	]Alvaro De Luca exited observer at their location.
[17:42:36	]C24:RCT.UNION-53 entered observer.
[17:42:38	]Nick Durman has spawned 'models/hunter/plates/plate1x1.mdl'.
[17:42:38	]Nick Durman has fired a toolgun with the name: material
[17:42:40	]Nick Durman has spawned 'models/hunter/plates/plate2x2.mdl'.
[17:42:40	]Nick Durman has fired a toolgun with the name: material
[17:42:42	]Nick Durman has spawned 'models/hunter/plates/plate1x1.mdl'.
[17:42:42	]Nick Durman has fired a toolgun with the name: material
[17:42:43	]Alvaro De Luca entered observer.
[17:42:48	]Alvaro De Luca exited observer at their location.
[17:42:50	]Alvaro De Luca entered observer.
[17:42:51	]C24:RCT.UNION-53 exited observer at their location.
[17:42:52	]C24:RCT.UNION-53 entered observer.
[17:42:53	]Alvaro De Luca exited observer at their location.
[17:42:53	]C24:RCT.UNION-53 exited observer at their location.
[17:42:58	]Nick Durman has spawned 'models/props_lab/blastdoor001b.mdl'.
[17:43:00	]Nick Durman has fired a toolgun with the name: material
[17:43:13	]Nick Durman has fired a toolgun with the name: nocollideworld
[17:43:13	]C24:RCT.UNION-53 entered observer.
[17:43:18	]Nick Durman has fired a toolgun with the name: duplicator
[17:43:18	]Nick Durman has spawned 'models/props_lab/blastdoor001b.mdl'.
[17:43:25	]Nick Durman has fired a toolgun with the name: nocollideworld
[17:43:30	]Nick Durman entered observer.
[17:43:36	]Nick Durman exited observer at their location.
[17:43:39	]C24:RCT.UNION-53 ran SAM command 'hp' with arguments: 'C24' '100'
[17:43:51	]Alvaro De Luca entered observer.
[17:43:53	]Nick Durman has fired a toolgun with the name: colour
[17:43:54	]Nick Durman has fired a toolgun with the name: colour
[17:43:58	]C24:RCT.UNION-53 exited observer at their location.
[17:43:58	]C24:RCT.UNION-53 entered observer.
[17:43:59	]Nick Durman has spawned 'models/props_junk/iBeam01a_cluster01.mdl'.
[17:44:00	]C24:RCT.UNION-53 exited observer at their location.
[17:44:01	]C24:RCT.UNION-53 entered observer.
[17:44:01	]Nick Durman has spawned 'models/props_trainstation/clock01.mdl'.
[17:44:02	]C24:RCT.UNION-53 exited observer at their location.
[17:44:03	]Nick Durman has fired a toolgun with the name: nocollideworld
[17:44:03	]C24:RCT.UNION-53 entered observer.
[17:44:05	]C24:RCT.UNION-53 exited observer at their location.
[17:44:05	]C24:RCT.UNION-53 entered observer.
[17:44:05	]C24:RCT.UNION-53 exited observer at their location.
[17:44:05	]C24:RCT.UNION-53 entered observer.
[17:44:06	]C24:RCT.UNION-53 exited observer at their location.
[17:44:06	]C24:RCT.UNION-53 entered observer.
[17:44:06	]C24:RCT.UNION-53 exited observer at their location.
[17:44:06	]C24:RCT.UNION-53 entered observer.
[17:44:07	]C24:RCT.UNION-53 exited observer at their location.
[17:44:07	]C24:RCT.UNION-53 entered observer.
[17:44:07	]C24:RCT.UNION-53 exited observer at their location.
[17:44:07	]C24:RCT.UNION-53 entered observer.
[17:44:08	]C24:RCT.UNION-53 exited observer at their location.
[17:44:09	]C24:RCT.UNION-53 entered observer.
[17:44:09	]C24:RCT.UNION-53 exited observer at their location.
[17:44:10	]Alvaro De Luca ran 'EquipUn' on item 'AKM' (#70557)
[17:44:16	]Victorian loaded the character 'Hilbert Ritter'
[17:44:20	]Hilbert Ritter entered observer.
[17:44:21	]Nick Durman entered observer.
[17:44:22	]Nick Durman exited observer at their location.
[17:44:24	]Nick Durman entered observer.
[17:44:25	]Hilbert Ritter exited observer at their location.
[17:44:26	]Nick Durman exited observer at their location.
[17:44:27	]Alvaro De Luca opened the 'Orta Dosya Dolabı' #6796 container.
[17:44:29	]Alvaro De Luca has transferred a 'AKM' #70557 to a container with the name 'Orta Dosya Dolabı' #6796.
[17:44:32	]Alvaro De Luca has transferred a 'Araç Kiti' #70679 to a container with the name 'Orta Dosya Dolabı' #6796.
[17:44:34	]Alvaro De Luca has transferred a 'M40 Gaz Maskesi' #70536 to a container with the name 'Orta Dosya Dolabı' #6796.
[17:44:36	]Alvaro De Luca has transferred a 'Taaruz Tüfeği Mermisi' #70671 to a container with the name 'Orta Dosya Dolabı' #6796.
[17:44:36	]Nick Durman has spawned 'models/props/de_nuke/crate_small.mdl'.
[17:44:37	]Alvaro De Luca has transferred a 'Taaruz Tüfeği Mermisi' #70672 to a container with the name 'Orta Dosya Dolabı' #6796.
[17:44:39	]Alvaro De Luca closed the 'Orta Dosya Dolabı' #6796 container.
[17:44:55	]Nick Durman has spawned 'models/props/cs_militia/table_shed.mdl'.
[17:44:56	]Hilbert Ritter has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[17:44:57	]Alvaro De Luca exited observer at their location.
[17:44:59	]Nick Durman has spawned 'models/props/cs_militia/table_shed.mdl'.
[17:45:03	]Theodore Abernathy has gone afk.
[17:45:08	]Hilbert Ritter entered observer.
[17:45:09	]Hilbert Ritter exited observer at their location.
[17:45:10	]Hilbert Ritter entered observer.
[17:45:10	]Hilbert Ritter exited observer at their location.
[17:45:11	]Hilbert Ritter entered observer.
[17:45:11	]Nick Durman has spawned 'models/props_lab/servers.mdl'.
[17:45:11	]Hilbert Ritter exited observer at their location.
[17:45:12	]Hilbert Ritter entered observer.
[17:45:13	]Alvaro De Luca entered observer.
[17:45:14	]Nick Durman has fired a toolgun with the name: nocollideworld
[17:45:14	]Hilbert Ritter exited observer at their location.
[17:45:15	]Hilbert Ritter entered observer.
[17:45:15	]Hilbert Ritter exited observer at their location.
[17:45:16	]Hilbert Ritter entered observer.
[17:45:17	]Alvaro De Luca exited observer at their location.
[17:45:20	]Alvaro De Luca entered observer.
[17:45:27	]Nick Durman has spawned 'models/props_lab/monitor02.mdl'.
[17:45:30	]Hilbert Ritter exited observer at their location.
[17:45:32	]Hilbert Ritter entered observer.
[17:45:34	]Alvaro De Luca exited observer at their location.
[17:45:34	]Nick Durman has used a context menu option with the name: skin
[17:45:35	]Nick Durman has used a context menu option with the name: skin
[17:45:36	]Nick Durman has used a context menu option with the name: skin
[17:45:38	]Theodore Abernathy is no longer afk. Total time spent AFK: 330
[17:45:42	]Alvaro De Luca entered observer.
[17:45:42	]Nick Durman has spawned 'models/props_lab/workspace004.mdl'.
[17:45:45	]Nick Durman entered observer.
[17:45:45	]Alvaro De Luca exited observer at their location.
[17:45:45	]Nick Durman exited observer at their location.
[17:45:47	]Nick Durman has spawned 'models/props_lab/workspace001.mdl'.
[17:45:50	]Alvaro De Luca has spawned a 'Vehicle [4970][prop_vehicle_jeep_old]'.
[17:45:51	]Nick Durman has fired a toolgun with the name: nocollideworld
[17:45:53	]Hilbert Ritter exited observer at their location.
[17:45:56	]Hilbert Ritter was knocked unconscious and is bleeding out.
[17:45:56	]Hilbert Ritter entered observer.
[17:45:58	]Theodore Abernathy entered observer.
[17:45:58	]Theodore Abernathy exited observer at their location.
[17:46:00	]Theodore Abernathy was knocked unconscious and is bleeding out.
[17:46:02	]Hilbert Ritter ran SAM command 'hp' with arguments: 'Hilbert' '100'
[17:46:05	]Theodore Abernathy ran SAM command 'respawn' with arguments: ''
[17:46:06	]Hilbert Ritter is no longer unconscious from critical wounds.
[17:46:06	]Hilbert Ritter is fully healed.
[17:46:08	]Hilbert Ritter used command '/CharStopBleedout Hilbert'.
[17:46:08	]Theodore Abernathy is fully healed.
[17:46:12	]Hilbert Ritter entered observer.
[17:46:15	]Theodore Abernathy entered observer.
[17:46:15	]Theodore Abernathy exited observer at their location.
[17:46:26	]Tommy Black is no longer afk. Total time spent AFK: 910
[17:46:33	]Hilbert Ritter exited observer at their location.
[17:46:34	]Hilbert Ritter entered observer.
[17:46:34	]Nick Durman has spawned 'models/props_lab/securitybank.mdl'.
[17:46:37	]Nick Durman has fired a toolgun with the name: nocollideworld
[17:46:43	]Hilbert Ritter has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[17:46:45	]Hilbert Ritter has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[17:46:49	]Alvaro De Luca has taken 25 damage from Alvaro De Luca.
[17:46:49	]Alvaro De Luca was knocked unconscious and is bleeding out.
[17:46:49	]Alvaro De Luca was killed while bleeding out.
[17:46:49	]Alvaro De Luca has killed Alvaro De Luca with prop_vehicle_jeep.
[17:46:49	]Alvaro De Luca has dropped: Askeri Şapka (#70704); Gri Yün (#70706); Açık Gri Kol Bandı (#66373); Boş Bob Suyu (#70741); Siyah tulum pantolonu (#66376); Su Kovası (#70728); El Feneri (#66378); Eldivenler (#66842); Ekim Alanı (#70683); Eskimiş Kahverengi Ayakkabı (#66377);
[17:46:51	]Theodore Abernathy entered observer.
[17:46:52	]Theodore Abernathy exited observer at their location.
[17:46:53	]Theodore Abernathy entered observer.
[17:46:54	]Alvaro De Luca entered observer.
[17:46:54	]Theodore Abernathy exited observer at their location.
[17:47:01	]Alvaro De Luca ran SAM command 'goto' with arguments: 'theo'
[17:47:09	]Nick Durman has fired a toolgun with the name: remover
[17:47:10	]Theodore Abernathy entered observer.
[17:47:10	]Hilbert Ritter has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[17:47:13	]Alvaro De Luca exited observer at their location.
[17:47:16	]Nick Durman has spawned 'models/props_lab/plotter.mdl'.
[17:47:16	]Alvaro De Luca entered observer.
[17:47:18	]Theodore Abernathy exited observer at their location.
[17:47:22	]Theodore Abernathy used command '/ActSit'.
[17:47:25	]Nick Durman has spawned 'models/props_lab/workspace001.mdl'.
[17:47:27	]Theodore Abernathy used command '/ExitAct'.
[17:47:28	]Stan Marble has gone afk.
[17:47:30	]Theodore Abernathy used command '/ActSit'.
[17:47:35	]Nick Durman has fired a toolgun with the name: nocollideworld
[17:47:36	]Theodore Abernathy used command '/ExitAct'.
[17:47:37	]Alvaro De Luca opened the 'Dropped Items' #6803 container.
[17:47:38	]Theodore Abernathy used command '/ActSit'.
[17:47:38	]Alvaro De Luca has gained a 'Ekim Alanı' #70683 from a container with the name 'Dropped Items' #6803.
[17:47:39	]Alvaro De Luca has gained a 'Gri Yün' #70706 from a container with the name 'Dropped Items' #6803.
[17:47:40	]Alvaro De Luca has gained a 'Eldivenler' #66842 from a container with the name 'Dropped Items' #6803.
[17:47:41	]Alvaro De Luca has gained a 'Siyah tulum pantolonu' #66376 from a container with the name 'Dropped Items' #6803.
[17:47:42	]Alvaro De Luca has gained a 'Eskimiş Kahverengi Ayakkabı' #66377 from a container with the name 'Dropped Items' #6803.
[17:47:43	]Alvaro De Luca has gained a 'Askeri Şapka' #70704 from a container with the name 'Dropped Items' #6803.
[17:47:45	]Alvaro De Luca has gained a 'El Feneri' #66378 from a container with the name 'Dropped Items' #6803.
[17:47:46	]Alvaro De Luca has gained a 'Boş Bob Suyu' #70741 from a container with the name 'Dropped Items' #6803.
[17:47:47	]Alvaro De Luca has gained a 'Açık Gri Kol Bandı' #66373 from a container with the name 'Dropped Items' #6803.
[17:47:48	]Alvaro De Luca has gained a 'Su Kovası' #70728 from a container with the name 'Dropped Items' #6803.
[17:47:49	]Alvaro De Luca closed the 'Dropped Items' #6803 container.
[17:47:51	]Nick Durman has spawned 'models/props_junk/garbage_carboard002a.mdl'.
[17:47:55	]Nick Durman has spawned 'models/props_junk/garbage_milkcarton002a.mdl'.
[17:48:02	]Nick Durman has spawned 'models/props_lab/desklamp01.mdl'.
[17:48:03	]Alvaro De Luca exited observer at their location.
[17:48:06	]Hilbert Ritter exited observer at their location.
[17:48:06	]Tommy Black is fully healed.
[17:48:07	]Hilbert Ritter entered observer.
[17:48:08	]Hilbert Ritter exited observer at their location.
[17:48:09	]Hilbert Ritter entered observer.
[17:48:09	]Hilbert Ritter exited observer at their location.
[17:48:09	]Alvaro De Luca used command '/ActSit 6'.
[17:48:10	]Hilbert Ritter entered observer.
[17:48:10	]Hilbert Ritter exited observer at their location.
[17:48:11	]Hilbert Ritter entered observer.
[17:48:12	]Hilbert Ritter exited observer at their location.
[17:48:12	]Hilbert Ritter entered observer.
[17:48:12	]Hilbert Ritter exited observer at their location.
[17:48:13	]Hilbert Ritter entered observer.
[17:48:17	]Hilbert Ritter exited observer at their location.
[17:48:38	]Hilbert Ritter has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[17:48:39	]Nick Durman has fired a toolgun with the name: light
[17:48:39	]Hilbert Ritter has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[17:48:41	]Hilbert Ritter has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[17:48:41	]Hilbert Ritter entered observer.
[17:48:42	]Nick Durman has fired a toolgun with the name: colour
[17:48:46	]Nick Durman entered observer.
[17:48:55	]Nick Durman exited observer at their location.
[17:48:55	]Hilbert Ritter has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[17:48:58	]Hilbert Ritter has used a context menu option with the name: ignite
[17:49:08	]Nick Durman has spawned 'models/weapons/w_pist_elite_single.mdl'.
[17:49:10	]Nick Durman has spawned 'models/weapons/w_pist_glock18.mdl'.
[17:49:13	]Nick Durman has spawned 'models/weapons/w_pist_p228.mdl'.
[17:49:20	]Theodore Abernathy used command '/ExitAct'.
[17:49:20	]Theodore Abernathy used command '/ActSit'.
[17:49:26	]Nick Durman has used a context menu option with the name: skin
[17:49:27	]Theodore Abernathy used command '/ExitAct'.
[17:49:28	]Nick Durman has used a context menu option with the name: remove
[17:49:31	][ME] Theodore Abernathy: intehear eder
[17:49:33	]Hilbert Ritter has spawned 'models/props_combine/combine_barricade_short02a.mdl'.
[17:49:33	]Theodore Abernathy has taken 70 damage from worldspawn.
[17:49:39	]Theodore Abernathy ran SAM command 'hp' with arguments: '^' '100'
[17:49:39	]Theodore Abernathy entered observer.
[17:49:40	]Theodore Abernathy exited observer at their location.
[17:49:41	]Theodore Abernathy used command '/ActSit'.
[17:49:42	]Theodore Abernathy entered observer.
[17:49:43	]Theodore Abernathy exited observer at their location.
[17:49:43	]Theodore Abernathy entered observer.
[17:49:43	]Theodore Abernathy exited observer at their location.
[17:49:43	]Theodore Abernathy is fully healed.
[17:49:43	]Theodore Abernathy entered observer.
[17:49:43	]Theodore Abernathy exited observer at their location.
[17:49:43	]Theodore Abernathy entered observer.
[17:49:44	]Theodore Abernathy exited observer at their location.
[17:49:44	]Theodore Abernathy entered observer.
[17:49:45	]Theodore Abernathy exited observer at their location.
[17:49:45	]Theodore Abernathy used command '/ExitAct'.
[17:49:57	]Hilbert Ritter exited observer at their location.
[17:49:57	]Hilbert Ritter entered observer.
[17:49:58	]Hilbert Ritter exited observer at their location.
[17:49:58	]Hilbert Ritter entered observer.
[17:49:59	]Hilbert Ritter exited observer at their location.
[17:50:02	]Theodore Abernathy entered observer.
[17:50:03	]Hilbert Ritter entered observer.
[17:50:04	]Theodore Abernathy exited observer at their location.
[17:50:06	]Theodore Abernathy used command '/ActSit 4'.
[17:50:08	]Theodore Abernathy used command '/ExitAct'.
[17:50:08	]Hilbert Ritter exited observer at their location.
[17:50:08	]Nick Durman entered observer.
[17:50:09	]Nick Durman exited observer at their location.
[17:50:10	]Theodore Abernathy used command '/ActSit 4'.
[17:50:10	]Theodore Abernathy used command '/ExitAct'.
[17:50:12	]Theodore Abernathy used command '/ActSit 4'.
[17:50:14	]Hilbert Ritter entered observer.
[17:50:17	]Hilbert Ritter exited observer at their location.
[17:50:18	]Hilbert Ritter entered observer.
[17:50:24	]Hilbert Ritter exited observer at their location.
[17:50:24	]Hilbert Ritter entered observer.
[17:50:25	]Hilbert Ritter exited observer at their location.
[17:50:30	]Hilbert Ritter entered observer.
[17:50:40	]Nick Durman has fired a toolgun with the name: colour
[17:50:42	]Nick Durman has fired a toolgun with the name: colour
[17:50:43	]Nick Durman has fired a toolgun with the name: colour
[17:50:51	]Alvaro De Luca used command '/ExitAct'.
[17:50:51	]Alvaro De Luca entered observer.
[17:50:55	]Nick Durman has fired a toolgun with the name: colour
[17:50:55	]Nick Durman has fired a toolgun with the name: colour
[17:50:57	]Nick Durman entered observer.
[17:50:58	]Nick Durman exited observer at their location.
[17:51:00	]Hilbert Ritter exited observer at their location.
[17:51:04	]Hilbert Ritter entered observer.
[17:51:05	]Alvaro De Luca exited observer at their location.
[17:51:10	]Nick Durman has spawned 'models/props_c17/gasmeter001a.mdl'.
[17:51:11	]Alvaro De Luca has spawned 'models/props_lab/kennel_physics.mdl'.
[17:51:12	]Hilbert Ritter exited observer at their location.
[17:51:12	]Hilbert Ritter entered observer.
[17:51:13	]Hilbert Ritter exited observer at their location.
[17:51:13	]Hilbert Ritter entered observer.
[17:51:14	]Nick Durman has spawned 'models/props_c17/substation_transformer01d.mdl'.
[17:51:15	]Alvaro De Luca has disabled persistence for 'models/props_junk/metalbucket02a.mdl'.
[17:51:15	]Alvaro De Luca has used a context menu option with the name: persist_end
[17:51:15	]Hilbert Ritter exited observer at their location.
[17:51:15	]Hilbert Ritter entered observer.
[17:51:16	]Alvaro De Luca has used a context menu option with the name: ignite
[17:51:16	]Nick Durman has spawned 'models/props_c17/substation_transformer01b.mdl'.
[17:51:18	]Alvaro De Luca has used a context menu option with the name: remove
[17:51:22	]Nick Durman has fired a toolgun with the name: nocollideworld
[17:51:26	]Alvaro De Luca has disabled persistence for 'models/props_junk/garbage_takeoutcarton001a.mdl'.
[17:51:26	]Alvaro De Luca has used a context menu option with the name: persist_end
[17:51:26	]Alvaro De Luca has disabled persistence for 'models/props_junk/garbage_metalcan002a.mdl'.
[17:51:26	]Alvaro De Luca has used a context menu option with the name: persist_end
[17:51:29	]Nick Durman has spawned 'models/props_c17/pillarcluster_001a.mdl'.
[17:51:34	]Nick Durman has spawned 'models/props_c17/pillarcluster_001b.mdl'.
[17:51:38	]Nick Durman has fired a toolgun with the name: nocollideworld
[17:51:41	]Alvaro De Luca has enabled persistence for 'models/props_junk/garbage_metalcan002a.mdl'.
[17:51:41	]Alvaro De Luca has used a context menu option with the name: persist
[17:51:42	]Alvaro De Luca has enabled persistence for 'models/props_junk/garbage_takeoutcarton001a.mdl'.
[17:51:42	]Alvaro De Luca has used a context menu option with the name: persist
[17:51:44	]Alvaro De Luca has used a context menu option with the name: vj_pr_npc_guard
[17:51:46	]Nick Durman entered observer.
[17:51:48	]Nick Durman exited observer at their location.
[17:51:51	]Nick Durman has spawned 'models/props_c17/metalladder001.mdl'.
[17:51:52	]Alvaro De Luca has used a context menu option with the name: vj_pr_npc_guard
[17:51:53	]Theodore Abernathy used command '/ExitAct'.
[17:51:58	]Alvaro De Luca has fired a toolgun with the name: nocollideworld
[17:52:03	]Nick Durman has spawned 'models/props_c17/playgroundtick-tack-toe_post01.mdl'.
[17:52:10	]Nick Durman has spawned 'models/props_c17/playgroundtick-tack-toe_block01a.mdl'.
[17:52:13	]Alvaro De Luca has enabled persistence for 'models/props_lab/kennel_physics.mdl'.
