[18:05:43	]Lynx has connected.
[19:28:23	]C24:i5.VICTOR-61 has gained a 'Draw String Canvas Bag' #18773.
[19:28:24	]C24:i5.VICTOR-61 has gained 0 chips.
[19:28:24	]C24:i5.VICTOR-61 has gained a 'Draw String Canvas Bag' #18774.
[19:28:26	]C24:i5.VICTOR-61 has gained 0 chips.
[19:28:26	]C24:i5.VICTOR-61 has gained a 'Draw String Canvas Bag' #18775.
[19:28:26	][IC] C24:i5.UNION-46: <:: Gerekirse camıda sil. ::>
[19:28:29	][IC] Dugurhan Cohar: Tabi, tabi.
[19:28:33	][IC] C24:i5.UNION-46: <:: Oradan. ::>
[19:28:36	]C24:i5.VICTOR-61 used the 'i5-i1 Ekipman Dağıtıcısı' vendor.
[19:28:36	][ME] Raoh Riko: aahh
[19:28:38	][IC] C24:i5.UNION-46: <:: Bezi. ::>
[19:28:39	][IC] C24:i5.UNION-46: <:: Uzat. ::>
[19:28:43	][LOOC] Albert Black: pain1,2,3,3,
[19:28:43	]C24:i5.UNION-46 is admin-searching C24:i3.XRAY-91[E]'s inventory.
[19:28:43	]C24:i5.UNION-46 has used a context menu option with the name: ixviewinventory
[19:28:45	]C24:i5.VICTOR-61 has gained 0 chips.
[19:28:45	]C24:i5.VICTOR-61 has gained a 'Lastik Kelepçe' #18776.
[19:28:46	]C24:i5.VICTOR-61 has gained 0 chips.
[19:28:46	]C24:i5.VICTOR-61 has gained a 'Lastik Kelepçe' #18777.
[19:28:46	]C24:i5.UNION-46 has closed C24:i3.XRAY-91[E]'s inventory.
[19:28:47	][OOC] John Freeman: yasaklı eşya listesini biri atsa ya dc ye
[19:28:51	]John Freeman opened the 'Large Metal Cabinet' #2532 container.
[19:28:52	]C24:i5.VICTOR-61 used the 'i5-i1 Ekipman Dağıtıcısı' vendor.
[19:28:54	][ME] Albert Black: tüpü makineye takar
[19:28:56	]C24:i5.VICTOR-61 has gained 0 chips.
[19:28:56	]C24:i5.VICTOR-61 has gained a 'Lastik Kelepçe' #18778.
[19:28:57	]C24:i5.VICTOR-61 has gained 0 chips.
[19:28:57	]C24:i5.VICTOR-61 has gained a 'Lastik Kelepçe' #18779.
[19:28:59	]C24:i5.VICTOR-61 used the 'i5-i1 Ekipman Dağıtıcısı' vendor.
[19:29:03	]C24:i5.VICTOR-61 has gained 0 chips.
[19:29:03	]C24:i5.VICTOR-61 has gained a 'Lastik Kelepçe' #18780.
[19:29:05	]C24:i5.VICTOR-61 has gained 0 chips.
[19:29:05	]C24:i5.VICTOR-61 has gained a 'Lastik Kelepçe' #18781.
[19:29:06	][ME] Dugurhan Cohar: Destek masasının üstündeki bezi alır, inceler
[19:29:07	]C24:i5.VICTOR-61 used the 'i5-i1 Ekipman Dağıtıcısı' vendor.
[19:29:08	][ME] C24:i3.XRAY-91[E]: Masanın altındaki çekmeceyi açar,bir bez ve fısfıs çıkartır masaya koyar
[19:29:08	]John Freeman has gained a 'Askeri Sınıf Devre Kartı' #15905 from a container with the name 'Large Metal Cabinet' #2532.
[19:29:11	]John Freeman has transferred a 'Askeri Sınıf Devre Kartı' #15905 to a container with the name 'Large Metal Cabinet' #2532.
[19:29:11	]C24:i5.VICTOR-61 has gained 0 chips.
[19:29:11	]C24:i5.VICTOR-61 has gained a 'Lastik Kelepçe' #18782.
[19:29:11	]C24:i5.VICTOR-61 has gained 0 chips.
[19:29:11	]C24:i5.VICTOR-61 has gained a 'Lastik Kelepçe' #18783.
[19:29:12	]C24:i5.VICTOR-61 has gained 0 chips.
[19:29:12	]C24:i5.VICTOR-61 has gained a 'Lastik Kelepçe' #18784.
[19:29:12	]John Freeman ran 'split' on item 'Askeri Sınıf Devre Kartı' (#15905)
[19:29:14	][ME] Albert Black: analizi inceler
[19:29:14	]John Freeman has gained a 'Askeri Sınıf Devre Kartı' #18785 from a container with the name 'Large Metal Cabinet' #2532.
[19:29:17	]C24:i5.VICTOR-61 used the 'i5-i1 Ekipman Dağıtıcısı' vendor.
[19:29:19	][IC] C24:i3.XRAY-91[E]: <:: Silmeye başla. ::>
[19:29:24	][LOOC] Albert Black: kan grubun gerçek hayatta ne
[19:29:25	]C24:i5.VICTOR-61 used the 'i5-i1 Ekipman Dağıtıcısı' vendor.
[19:29:25	]John Freeman closed the 'Large Metal Cabinet' #2532 container.
[19:29:33	][LOOC] Albert Black: gerçekçi dağılım için gerçek kan grubunu kaydedeceğim
[19:29:35	][IC] Dugurhan Cohar: Tabi, efendim.
[19:29:36	]C24:i5.UNION-46 used command '/PM xray-91 niye qmenuden flash alıyon kendine la'.
[19:29:43	]Albert Black ran 'Open' on item 'CMRU PDA' (#15957)
[19:29:47	]C24:i5.VICTOR-61 has gained 0 chips.
[19:29:47	]C24:i5.VICTOR-61 has gained a 'Sivil Koruma Rasyonu' #18786.
[19:29:47	][IT] Raoh Riko: ab pozitif
[19:29:48	]C24:i5.VICTOR-61 has gained 0 chips.
[19:29:48	]C24:i5.VICTOR-61 has gained a 'Sivil Koruma Rasyonu' #18787.
[19:29:52	]C24:i5.VICTOR-61 ran 'Open' on item 'Sivil Koruma Rasyonu' (#18787)
[19:29:52	]C24:i5.VICTOR-61 has gained a 'Metropolice Takviyeleri' #18788.
[19:29:53	]C24:i3.XRAY-91[E] used command '/PM 46 i3 olunca flash yada gaz bombası alabiliyorsun. cephanelikte satılmıyor'.
[19:29:54	]C24:i5.VICTOR-61 ran 'Consume' on item 'Metropolice Takviyeleri' (#18788)
[19:29:54	]C24:i5.VICTOR-61 extended their level 3 long boost in Güç.
[19:29:57	]C24:i5.VICTOR-61 ran 'Consume' on item 'Soda Bob Brawn' (#18789)
[19:29:57	]C24:i5.VICTOR-61 extended their level 1 long boost in Algı.
[19:29:57	]C24:i5.VICTOR-61 extended their level 2 long boost in Çeviklik.
[19:29:57	]C24:i3.XRAY-91[E] used command '/PM 46 o yüzden 1 tane aldım'.
[19:29:58	]C24:i5.VICTOR-61 ran 'take' on item '20 Kredi Kuponu' (#18790)
[19:29:58	]C24:i5.VICTOR-61 has gained a '20 Kredi Kuponu' #18790.
[19:30:01	]C24:i5.VICTOR-61 ran 'combine' on item '20 Kredi Kuponu' (#18759)
[19:30:11	]John Freeman opened the 'Large Metal Cabinet' #2532 container.
[19:30:15	][ME] Dugurhan Cohar: Destek masasını bez ile silmeye başlar ve dikkatlice her köşesini temizlerken, masanın yüzeyinde biriken tozu ve lekeleri nazikçe temizlemeye devam eder.
[19:30:16	]Albert Black ran 'Open' on item 'CMRU PDA' (#15957)
[19:30:16	]John Freeman closed the 'Large Metal Cabinet' #2532 container.
[19:30:25	]Raoh Riko used command '/ID'.
[19:30:26	]C24:i5.UNION-46 used command '/PM xray-91 yada gidip vendora koyabilirdin ben gelirdim koyamazsan'.
[19:30:28	]John Freeman ran 'take' on item 'Water Bottle' (#18417)
[19:30:28	]John Freeman has gained a 'Water Bottle' #18417.
[19:30:34	][IC] Albert Black: Güzel kanın temiz.
[19:30:39	]C24:i3.XRAY-91[E] used command '/PM 46 vendora koyma yetkim yok. istersen vereyim'.
[19:30:46	]John Freeman ran 'take' on item 'Bavul' (#16101)
[19:30:46	]John Freeman has gained a 'Bavul' #16101.
[19:30:48	][ME] Dugurhan Cohar: Çok da zor ve karmaşık bir iş olmadığı için hemen bitirir, masanın pırıl pırıl parlayan yüzeyiyle gurur duyar.
[19:30:54	]John Freeman ran 'take' on item 'Gri Bere' (#15163)
[19:30:54	]John Freeman has gained a 'Gri Bere' #15163.
[19:30:55	]C24:i5.VICTOR-61 used command '/Radio 10-8'.
[19:30:57	]C24:i3.XRAY-91[E] used command '/PM 46 gidip denedim vendor editlemek adminlere özel'.
[19:30:57	]John Freeman opened the 'Large Metal Cabinet' #2532 container.
[19:31:00	]John Freeman closed the 'Large Metal Cabinet' #2532 container.
[19:31:00	]John Freeman opened the 'File Cabinet' #2396 container.
[19:31:01	][ME] Albert Black: yatağının çekmecesinden 500 ml serum çıkarır
[19:31:01	]John Freeman closed the 'File Cabinet' #2396 container.
[19:31:02	]John Freeman opened the 'File Cabinet' #2396 container.
[19:31:03	][IT] Dugurhan Cohar: Masa, yeteri kadar iyi midir?
[19:31:05	]John Freeman closed the 'File Cabinet' #2396 container.
[19:31:06	]Dugurhan Cohar rolled 3 out of 20.
[19:31:06	]Dugurhan Cohar used command '/Roll'.
[19:31:09	]C24:i5.UNION-46 used command '/PM xray-91 yok vermede uyarayım yinede i3 sanırsam alamıyo diye biliyorum rehberi yinede göz geçireyim'.
[19:31:11	][IC] C24:i3.XRAY-91[E]: <:: Düzgün sil. ::>
[19:31:13	][ME] Albert Black: serumu üste koyar
[19:31:21	][LOOC] Dugurhan Cohar: seninde zar atman gerekmez mi
[19:31:22	]C24:i3.XRAY-91[E] used command '/PM 46 rehberi okuyupta aldım bro'.
[19:31:23	][ME] Albert Black: dirseğine serumu takar
[19:31:24	]John Freeman ran 'drop' on item 'Group Lock' (#16820)
[19:31:24	]John Freeman has lost a 'Group Lock' #16820.
[19:31:26	][LOOC] C24:i3.XRAY-91[E]: yok 
[19:31:26	]John Freeman ran 'take' on item 'Group Lock' (#16820)
[19:31:26	]John Freeman has gained a 'Group Lock' #16820.
[19:31:31	]John Freeman ran 'drop' on item 'Group Lock' (#16820)
[19:31:31	]John Freeman has lost a 'Group Lock' #16820.
[19:31:31	]C24:i5.VICTOR-61 ran 'Use' on item '20 Kredi Kuponu' (#18759)
[19:31:33	]C24:i5.VICTOR-61 has used a coupon at a ration dispenser, gaining 20 credits.
[19:31:34	][IT] Albert Black: bu işlem ooc olarak 5 dakika sürecektir
[19:31:36	][LOOC] C24:i3.XRAY-91[E]: aslında hiç zar atmana gerek yok
[19:31:38	]C24:i5.VICTOR-61 ran 'Use' on item '20 Kredi Kuponu' (#18759)
[19:31:38	][IC] Dugurhan Cohar: Düzgün mü? Yetmiyor mu be? Peki...
[19:31:39	][LOOC] C24:i3.XRAY-91[E]: sen zar atmayı seçtin
[19:31:40	]C24:i5.VICTOR-61 has used a coupon at a ration dispenser, gaining 20 credits.
[19:31:44	]C24:i5.VICTOR-61 ran 'Use' on item '20 Kredi Kuponu' (#18759)
[19:31:46	]C24:i5.VICTOR-61 has used a coupon at a ration dispenser, gaining 20 credits.
[19:31:47	][LOOC] Dugurhan Cohar: willarda zar atılıyor bu tarz işerde
[19:31:50	]C24:i5.VICTOR-61 ran 'Use' on item '20 Kredi Kuponu' (#18759)
[19:31:52	]C24:i5.VICTOR-61 has used a coupon at a ration dispenser, gaining 20 credits.
[19:31:55	][LOOC] C24:i3.XRAY-91[E]: hiç zar atmadım masa veya cam silme işlerinde
[19:32:01	]Albert Black used command '/Radio raoh riko dan kan işlemi alıyorum'.
[19:32:11	][ME] Dugurhan Cohar: Çok da düzgün silemez, bu yüzden işe yeniden koyulur ve bu sefer daha fazla özenle, lekesiz ve izsiz bir sonuç elde etmek için uğraşır.
[19:32:17	][LOOC] Dugurhan Cohar: bana attırmışlardı
[19:32:25	][IC] Dugurhan Cohar: Eee SK bey, şimdi nası?
[19:32:28	][LOOC] C24:i3.XRAY-91[E]: bana hiç attırmadılar bilmiyorum
[19:32:28	][IC] Albert Black: 6 sp ve.
[19:32:31	]C24:RCT.YELLO-84 (CID: REDACTED, item: 8775) has send 50 credits to John Hector (CID: 13120, item: 8721) via terminal.
[19:32:32	][IC] Albert Black: Minimal rasyon verilecek.
[19:32:37	][IC] C24:i3.XRAY-91[E]: <:: Güzel. ::>
[19:32:41	]John Freeman has acquired his ration, gaining 0 credits, 0 wages and a ration ration.
[19:32:42	][IC] C24:i3.XRAY-91[E]: <:: Gel benimle. ::>
[19:32:43	]Albert Black ran 'Open' on item 'CMRU PDA' (#15957)
[19:32:44	][IC] Dugurhan Cohar: Camıda sil de-.
[19:32:44	][IT] Raoh Riko: ÇOK SAĞOLUN
[19:32:54	]John Freeman ran 'take' on item 'Rasyon' (#18791)
[19:32:54	]John Freeman has gained a 'Rasyon' #18791.
[19:32:57	]John Freeman ran 'Open' on item 'Rasyon' (#18791)
[19:32:57	]John Freeman has gained a 'Yapay Macun' #18792.
[19:32:57	]John Freeman has gained a 'Breen'in Suyu' #18793.
[19:32:57	]John Freeman has gained a '15 Kredi Kuponu' #18794.
[19:33:02	]John Freeman ran 'Use' on item '15 Kredi Kuponu' (#18794)
[19:33:04	]John Freeman has used a coupon at a ration dispenser, gaining 15 credits.
[19:33:05	][IC] C24:i3.XRAY-91[E]: <:: Burayı sil. ::>
[19:33:08	][IC] Dugurhan Cohar: Tabi, tabi.
[19:33:13	]Albert Black ran 'Open' on item 'CMRU PDA' (#15957)
[19:33:20	]John Freeman ran 'Consume' on item 'Breen'in Suyu' (#18793)
[19:33:21	]John Freeman has gained a 'Boş Breen'in Suyu' #18795.
[19:33:21	]John Freeman ran 'Consume' on item 'Yapay Macun' (#18792)
[19:33:21	]John Freeman has gained a 'Boş Kavanoz' #18796.
[19:33:26	]C24:i3.XRAY-91[E] used command '/Radio 10-20 Dükkan-01, T94-322'.
[19:33:29	]John Freeman has performed the 'Craft Parçala: Boş Kavanoz' action, gaining 20 experience in crafting.
[19:33:32	]John Freeman has performed the 'Craft Parçala: Boş Breen'in Suyu' action, gaining 20 experience in crafting.
[19:33:39	][IT] Raoh Riko: doktor beni sal
[19:33:45	][ME] Dugurhan Cohar: Eline camı temizlemek için gerekli olan malzemeleri alır ve özenle temizlemeye başlar, camın parlaklığını geri kazanmak için titizlikle çalışır.
[19:33:49	][LOOC] Albert Black: loocden yaz bunu 35 geçe salacağım
[19:33:59	][OOC] John Freeman: biriniz masaya gelsin sk yokmuuğğ
[19:34:14	][ME] Dugurhan Cohar: Cama bir göz gezdirir, yeterli olduğunu düşünür
[19:34:19	][IC] Dugurhan Cohar: Eee, iyi mi?
[19:34:24	][IC] C24:i5.VICTOR-61: <:: Sorun nedir? ::>
[19:34:31	][IC] John Freeman: Efendim bunu evimin önünde buldum yasaklımı.
[19:34:33	]John Freeman ran 'drop' on item 'Askeri Sınıf Devre Kartı' (#18785)
[19:34:33	]John Freeman has lost a 'Askeri Sınıf Devre Kartı' #18785.
[19:34:34	][IC] C24:i3.XRAY-91[E]: <:: Devam et. ::>
[19:34:38	][IC] Dugurhan Cohar: Bura da mı? Tamamdır.
[19:34:40	]Albert Black used command '/ActSitChair'.
[19:34:40	]C24:i5.VICTOR-61 ran 'take' on item 'Askeri Sınıf Devre Kartı' (#18785)
[19:34:40	]C24:i5.VICTOR-61 has gained a 'Askeri Sınıf Devre Kartı' #18785.
[19:34:42	]Albert Black used command '/ExitAct'.
[19:34:57	][ME] Dugurhan Cohar: 2. cama geçiş yapar ve aynı özenle temizlemeye devam eder, her bir camın üzerindeki lekeleri ve kirleri dikkatlice çıkarır.
[19:35:05	][IC] C24:i5.VICTOR-61: <:: Doğrula. ::>
[19:35:08	]John Freeman used command '/ID'.
[19:35:20	][IC] Dugurhan Cohar: Eee, şimdi?
[19:35:20	][ME] Albert Black: serum iğnesini alır
[19:35:24	][IC] C24:i3.XRAY-91[E]: <:: Sıraya geç. ::>
[19:35:25	][ME] Albert Black: serumu alır
[19:35:27	][IC] Dugurhan Cohar: Bence bir ödülü hak ediyorum.
[19:35:32	][ME] Albert Black: serumu masanın altına koyar
[19:35:39	][IC] C24:i5.VICTOR-61: <:: Devam et sivil. ::>
[19:35:49	][ME] Albert Black: çekmeceden pamuk alır
[19:35:49	][IC] Dugurhan Cohar: Naber?
[19:35:57	][ME] Albert Black: pamuğu koluna bastırır
[19:36:02	][IC] Albert Black: Bu pamuğu tutun.
[19:36:03	][IC] C24:i5.VICTOR-61: <:: Bir sorun yoksa sivil beni meşgul etme. ::>
[19:36:04	][IC] Albert Black: Kalkın.
[19:36:16	][IC] Dugurhan Cohar: Görevden geldim, cam temizlettiniz.
[19:36:22	]John Freeman ran 'drink' on item 'Water Bottle' (#18416)
[19:36:22	][ME] Raoh Riko: pamuğu hafif bastırır ve ayağa kalkar
[19:36:24	]Raoh Riko used command '/ExitAct'.
[19:36:25	][IC] Dugurhan Cohar: Ah, birde masa.
[19:36:25	][IC] C24:i5.VICTOR-61: <:: Sen o muydun. ::>
[19:36:27	][IC] C24:i5.VICTOR-61: <:: Haha. ::>
[19:36:30	]John Freeman ran 'drinkquench' on item 'Water Bottle' (#18416)
[19:36:31	][ME] Albert Black: minimal rasyonu verir
[19:36:34	][IC] Dugurhan Cohar: Bence bir ödülü hak ediyorum, haksız mıyım?
[19:36:39	][IC] Albert Black: Bekleyin.
[19:36:40	][IC] Albert Black: Butada.
[19:36:49	][IC] Albert Black: Bekleyin.
[19:36:50	]C24:i5.VICTOR-61 used command '/Radio bir sivile cam sildirttiniz bu ceza mıydı?'.
[19:36:57	][IC] C24:i5.UNION-46: <:: Hayır. ::>
[19:36:59	][IC] C24:i3.XRAY-91[E]: <:: İş. ::>
[19:37:01	][IC] C24:i3.XRAY-91[E]: <:: Ödülünü ver. ::>
[19:37:02	]Dugurhan Cohar used command '/CharDesc'.
[19:37:06	][IC] C24:i5.UNION-46: <:: Ödül verilecek. ::>
[19:37:09	]Albert Black opened the 'Large Metal Cabinet' #2680 container.
[19:37:10	][IC] C24:i5.VICTOR-61: <:: Doğrula. ::>
[19:37:12	]Albert Black has gained a 'Düşük Sınıf Rasyonu' #18740 from a container with the name 'Large Metal Cabinet' #2680.
[19:37:13	]Albert Black closed the 'Large Metal Cabinet' #2680 container.
[19:37:13	][IC] Dugurhan Cohar: İşte böyle!
[19:37:18	]Dugurhan Cohar used command '/ID'.
[19:37:29	][LOOC] C24:i5.UNION-46: İSİMNLFOAOPWFLOPAWFAFAAFPWAW
[19:37:35	][LOOC] C24:i5.UNION-46: TAŞ ADAM ISMI AKWIFOQAWQEQWEQEW
[19:37:35	][LOOC] Dugurhan Cohar: komik olan ne
[19:37:42	][ME] Albert Black: minimal rasyonu uzatır
[19:37:44	]Albert Black ran 'drop' on item 'Düşük Sınıf Rasyonu' (#18740)
[19:37:44	]Albert Black has lost a 'Düşük Sınıf Rasyonu' #18740.
[19:37:48	]Raoh Riko ran 'Open' on item 'Düşük Sınıf Rasyonu' (#18740)
[19:37:48	]Raoh Riko has gained a 'Yapay Macun' #18797.
[19:37:48	]Raoh Riko has gained a 'Breen'in Suyu' #18798.
[19:37:48	][IC] C24:i5.VICTOR-61: <:: Uzaklaş. ::>
[19:37:49	][LOOC] Dugurhan Cohar: çeçence isimlere baktım google'den bu çıktı ben napim
[19:37:50	][IC] Albert Black: Benimle gel.
[19:37:54	][IC] Dugurhan Cohar: Tamamdır, iyi günler!
[19:38:01	]C24:i3.XRAY-91[E] ran 'Equip' on item 'Flash Grenade' (#18753)
[19:38:01	][IC] Dugurhan Cohar: Yaşasın... Şey, neydi...
[19:38:02	]C24:i5.UNION-46 used command '/PM xray-91 DUGURCAN COHAR PHUGAUJGAUWIJIUFGJUAWFAWRAW'.
[19:38:05	][IC] Dugurhan Cohar: Hah, Evrensel Birlik.
[19:38:08	]John Freeman ran 'filtrate' on item 'Water Bottle' (#18417)
[19:38:10	]John Freeman ran 'fill' on item 'Water Bottle' (#18417)
[19:38:13	]John Freeman ran 'fill' on item 'Water Bottle' (#18416)
[19:38:16	]C24:i3.XRAY-91[E] used command '/PM 46 valla bende komik olan bisi goremedim'.
[19:38:17	]C24:i5.VICTOR-61 ran 'drop' on item 'Askeri Sınıf Devre Kartı' (#18785)
[19:38:17	]C24:i5.VICTOR-61 has lost a 'Askeri Sınıf Devre Kartı' #18785.
[19:38:20	]C24:i5.VICTOR-61 destroyed a 'Askeri Sınıf Devre Kartı' #18785.
[19:38:30	][IC] Albert Black: Sivile 6 sp verilecek.
[19:38:31	][IC] Albert Black: Bana 12.
[19:38:36	][IC] C24:i5.UNION-46: <:: 12mi. ::>
[19:38:37	]C24:i3.XRAY-91[E] used command '/Radio 10-20 PKB-3'.
[19:38:38	][IC] Albert Black: Kan alımı işlemi.
[19:38:40	][IC] C24:i5.UNION-46: <:: Neden bu kadar büyük? ::>
[19:38:53	][LOOC] C24:i5.UNION-46: 12 ne amkk
[19:38:53	]Albert Black used command '/PM 61 victoriana sor'.
[19:39:03	]Albert Black used command '/PM 61 victorian 12 dedi'.
[19:39:03	]C24:i3.XRAY-91[E] used command '/ActSit 1'.
[19:39:04	]C24:i3.XRAY-91[E] used command '/ExitAct'.
[19:39:08	][LOOC] C24:i5.UNION-46: Götümü siktirtsem bu kadar alamazdım sivilde :D
[19:39:14	]C24:i3.XRAY-91[E] used command '/ActSit 2'.
[19:39:14	]Dugurhan Cohar entered observer.
[19:39:15	]C24:i3.XRAY-91[E] used command '/ExitAct'.
[19:39:17	]Albert Black used command '/PM 61 bana öyle dedi'.
[19:39:18	]C24:i3.XRAY-91[E] used command '/ActSit 3'.
[19:39:19	]C24:i3.XRAY-91[E] used command '/ExitAct'.
[19:39:21	]C24:i3.XRAY-91[E] used command '/ActSit 4'.
[19:39:23	]C24:i3.XRAY-91[E] used command '/ExitAct'.
[19:39:23	]John Freeman opened the 'Large Metal Cabinet' #2532 container.
[19:39:25	]C24:i3.XRAY-91[E] used command '/ActSit 5'.
[19:39:26	]John Freeman has gained a 'Water Valve' #16265 from a container with the name 'Large Metal Cabinet' #2532.
[19:39:26	]C24:i3.XRAY-91[E] used command '/ExitAct'.
[19:39:28	]John Freeman closed the 'Large Metal Cabinet' #2532 container.
[19:39:29	]C24:i3.XRAY-91[E] used command '/ActSit 6'.
[19:39:31	]Albert Black used command '/PM 61 büyük ihtimalle çok fazla şey istediğinden sp ler'.
[19:39:57	][LOOC] C24:i5.UNION-46: 12 değilde 9-8 ver okadar büyük olacağını sanmam
[19:40:06	][LOOC] Albert Black: victorian dedi
[19:40:12	][LOOC] Albert Black: çok fazla olduğundan galiba
[19:40:28	]John Freeman ran 'Place' on item 'Water Valve' (#16265)
[19:40:28	]John Freeman has lost a 'Water Valve' #16265.
[19:40:30	][LOOC] C24:i5.UNION-46: e 
[19:40:31	]John Freeman ran 'fill' on item 'Water Bottle' (#18417)
[19:40:33	]John Freeman ran 'fill' on item 'Water Bottle' (#18416)
[19:40:39	]John Freeman ran 'take' on item 'Water Valve' (#16265)
[19:40:39	]John Freeman has gained a 'Water Valve' #16265.
[19:40:40	][LOOC] Albert Black: sivile 6 doktora 12 dedi pmden
[19:40:40	][LOOC] C24:i5.UNION-46: olm o kadar büyük olamaz amk
[19:40:52	][LOOC] Albert Black: şuan sp daha değersiz olduğundan galiba
[19:41:07	][IC] C24:i5.VICTOR-61: <:: Doğrula sivil. ::>
[19:41:08	][LOOC] Albert Black: eskiden 80 spye sib lideri oluyordun şimdi düz vvatandaş
[19:41:11	]Albert Black ran 'Open' on item 'CMRU PDA' (#15957)
[19:41:15	][IC] Raoh Riko: Neyi.
[19:41:16	]C24:i5.UNION-46 used command '/PM dugurhan AGAAA 12 SP NE AMK'.
[19:41:20	][IC] C24:i5.VICTOR-61: <:: Kimlik. ::>
[19:41:28	]Raoh Riko used command '/ID'.
[19:41:34	]C24:i5.UNION-46 used command '/PM dugurhan niye o kadar çok verdirtiyon ki sp'.
[19:41:57	][IC] C24:i5.VICTOR-61: <:: İşiniz tamamlandı. ::>
[19:42:00	][IC] C24:i5.VICTOR-61: <:: Gidebilirsiniz. ::>
[19:42:04	]John Freeman ran 'filtrate' on item 'Water Bottle' (#18417)
[19:42:06	][IT] Raoh Riko: sağlun
[19:42:08	]John Freeman ran 'filtrate' on item 'Water Bottle' (#18417)
[19:42:14	]John Freeman ran 'filtrate' on item 'Water Bottle' (#18417)
[19:42:15	]John Freeman ran 'take' on item 'Tencere' (#16573)
[19:42:15	]John Freeman has gained a 'Tencere' #16573.
[19:42:20	]John Freeman ran 'Place' on item 'Tencere' (#16573)
[19:42:20	]John Freeman has lost a 'Tencere' #16573.
[19:42:26	]John Freeman ran 'filtrate' on item 'Water Bottle' (#18417)
[19:42:29	][IC] Albert Black: Kan alımındaki sp alımı standart prosedürlere uymuyor.
[19:42:36	][IC] Albert Black: Standart olarak doktorlara 12.
[19:42:44	][IC] Albert Black: Işlem uygulanan kişiye 9.
[19:42:47	][IC] C24:i5.UNION-46: <:: O ELİNİ. ::>
[19:42:48	][IC] C24:i5.UNION-46: <:: İNDİR. ::>
[19:42:48	][IC] C24:i5.VICTOR-61: <:: Bu kadaranı bilemem. ::>
[19:43:04	][IC] Albert Black: Standart prosedörleri her sivil koruma biliyor.
[19:43:07	][LOOC] C24:i5.UNION-46: OKey
[19:43:08	][IC] C24:i5.VICTOR-61: <:: SMAB lideri gibi kişilerin onay vermesi gerekli veya şahit olması. ::>
[19:43:10	]John Freeman opened the 'Refrigerator' #2531 container.
[19:43:11	][IC] Albert Black: Isterseniz tabletimden gösterebilirim.
[19:43:12	]John Freeman closed the 'Refrigerator' #2531 container.
[19:43:12	][LOOC] C24:i5.UNION-46: o kolunu kırarım bak
[19:43:25	]Albert Black used command '/PM 61 eventi onaylayan victorian'.
[19:43:28	][ME] Raoh Riko: bacasğına saldırır
[19:43:34	][IC] C24:i5.UNION-46: <:: SAL LAN. ::>
[19:43:38	]C24:i5.UNION-46 used command '/ActInjured'.
[19:43:42	]John Freeman ran 'drinkquench' on item 'Water Bottle' (#18416)
[19:43:43	][IT] Albert Black: tabletinden standart presedürleri gösterir
[19:43:46	][IC] C24:i5.UNION-46: <:: HABERSIZ DALDI OROSPU COCUGU. ::>
[19:43:50	]Albert Black ran 'Open' on item 'CMRU PDA' (#15957)
[19:44:01	]C24:i5.UNION-46 used command '/Radio 10-99'.
[19:44:10	]Albert Black ran 'Open' on item 'CMRU PDA' (#15957)
[19:44:11	][IT] Dugurhan Cohar: John freemanın 31 çekmesi gerek, derhal
[19:44:13	]C24:i5.UNION-46 used command '/ExitAct'.
[19:44:14	][IC] C24:i5.VICTOR-61: <:: DUVARA. ::>
[19:44:20	][LOOC] John Freeman: jısoaıdfjıdfgnhfdıgnfu
[19:44:31	]John Freeman ran 'fill' on item 'Water Bottle' (#18417)
[19:44:34	]John Freeman ran 'filtrate' on item 'Water Bottle' (#18416)
[19:44:35	][IC] C24:i5.VICTOR-61: <:: Ne yaptı bu salak? ::>
[19:44:37	]Dugurhan Cohar exited observer at their location.
[19:44:39	]Dugurhan Cohar entered observer.
[19:44:39	][IC] C24:i5.UNION-46: <:: Bacağıma saldırdı. ::>
[19:44:42	]Dugurhan Cohar exited observer at their location.
[19:44:46	][LOOC] C24:i5.UNION-46: HABERSIZ DALDI OROSPUC OCIGUIG
[19:44:49	][IC] C24:i5.VICTOR-61: <:: Kuduz itmisin lan. ::>
[19:44:52	]C24:i5.VICTOR-61 has critically hit Raoh Riko dealing 8 damage (CritChance was 1.00).
[19:44:52	]Raoh Riko has taken 7 damage from C24:i5.VICTOR-61.
[19:45:01	]John Freeman used command '/ActSitLean'.
[19:45:07	]John Freeman used command '/ActSitLean'.
[19:45:11	][LOOC] C24:i5.UNION-46: QWEQWEQW
[19:45:14	][IC] Raoh Riko: Abi video çekiyoduk.
[19:45:14	]John Freeman used command '/ActSitChair'.
[19:45:18	][LOOC] Albert Black: 6 spsi vardı oda gitti sadsadsadsad
[19:45:20	]C24:i5.VICTOR-61 has critically hit Raoh Riko dealing 8 damage (CritChance was 1.00).
[19:45:20	]Raoh Riko has taken 7 damage from C24:i5.VICTOR-61.
[19:45:20	]John Freeman used command '/ActSit'.
[19:45:21	][IC] Raoh Riko: Ben kaan kazgan.
[19:45:23	][IC] C24:i5.VICTOR-61: <:: KAPA ÇENENİ. ::>
[19:45:24	]John Freeman used command '/ActSit'.
[19:45:27	]John Freeman used command '/ActSit'.
[19:45:28	]John Freeman used command '/ExitAct'.
[19:45:29	][IC] Raoh Riko: Oda savaş cebeci.
[19:45:31	][IC] C24:i5.UNION-46: <:: ? ::>
