[01:12:23	]Mersa has connected.
[01:51:12	]Wilson Tobey has spawned a ic_caustic_solution.
[01:51:12	]Wilson Tobey has spawned a ic_caustic_solution.
[01:51:14	]Wilson Tobey ran 'take' on item 'causticItemName' (#71478)
[01:51:14	]Wilson Tobey has gained a 'causticItemName' #71478.
[01:51:17	]Wilson Tobey ran 'take' on item 'causticItemName' (#71477)
[01:51:17	]Wilson Tobey has gained a 'causticItemName' #71477.
[01:51:19	]Wilson Tobey has given himself a ic_caustic_solution.
[01:51:19	]Wilson Tobey has gained a 'causticItemName' #71479.
[01:51:20	]Wilson Tobey has given himself a ic_caustic_solution.
[01:51:20	]Wilson Tobey has gained a 'causticItemName' #71480.
[01:51:22	]Wilson Tobey has given himself a ic_hose.
[01:51:22	]Wilson Tobey has gained a 'hoseItemName' #71481.
[01:51:22	]Wilson Tobey has given himself a applicator.
[01:51:33	]Wilson Tobey has given himself a applicator.
[01:51:33	]Wilson Tobey has gained a 'applicatorItemName' #71482.
[01:51:38	]Wilson Tobey ran 'Insert' on item 'causticItemName' (#71480)
[01:51:39	]Wilson Tobey ran 'Insert' on item 'causticItemName' (#71479)
[01:51:40	]Wilson Tobey ran 'Insert' on item 'causticItemName' (#71477)
[01:51:41	]Wilson Tobey ran 'Insert' on item 'causticItemName' (#71478)
[01:51:45	]Wilson Tobey ran 'Connect' on item 'hoseItemName' (#71481)
[01:51:46	]Wilson Tobey ran 'Equip' on item 'applicatorItemName' (#71482)
[01:52:08	]Wilson Tobey has spawned a 'NPC [5008][npc_headcrab]'.
[01:52:32	]Wilson Tobey has fired a toolgun with the name: remover
[01:52:32	]Wilson Tobey ran 'EquipUn' on item 'applicatorItemName' (#71482)
[01:52:33	]Wilson Tobey has fired a toolgun with the name: remover
[01:52:43	]Wilson Tobey has spawned a ic_tank.
[01:52:52	]Wilson Tobey ran 'drop' on item 'applicatorItemName' (#71482)
[01:52:52	]Wilson Tobey has lost a 'applicatorItemName' #71482.
[01:52:55	]Wilson Tobey ran 'take' on item 'tankItemName' (#71483)
[01:52:55	]Wilson Tobey has gained a 'tankItemName' #71483.
[01:52:58	]Wilson Tobey ran 'drop' on item 'tankItemName' (#71483)
[01:52:59	]Wilson Tobey ran 'take' on item 'applicatorItemName' (#71482)
[01:52:59	]Wilson Tobey has gained a 'applicatorItemName' #71482.
[01:53:09	]Wilson Tobey has spawned a ic_cryogenic_liquid.
[01:53:11	]Wilson Tobey ran 'Insert' on item 'cryogenicItemname' (#71484)
[01:53:12	]Wilson Tobey ran 'take' on item 'cryogenicItemname' (#71484)
[01:53:12	]Wilson Tobey has gained a 'cryogenicItemname' #71484.
[01:53:15	]Wilson Tobey ran 'Insert' on item 'cryogenicItemname' (#71484)
[01:53:17	]Wilson Tobey ran 'Connect' on item 'hoseItemName' (#71481)
[01:53:18	]Wilson Tobey ran 'Equip' on item 'applicatorItemName' (#71482)
[01:53:30	]Wilson Tobey ran 'EquipUn' on item 'applicatorItemName' (#71482)
[01:53:42	]Wilson Tobey ran 'Connect' on item 'hoseItemName' (#71481)
[01:53:43	]Wilson Tobey ran 'Equip' on item 'applicatorItemName' (#71482)
[01:54:09	]Wilson Tobey has spawned a ic_hydrocarbon_foam.
[01:54:11	]Wilson Tobey has spawned a ic_hydrocarbon_foam.
[01:54:12	]Wilson Tobey ran 'take' on item 'hydrocarbonItemName' (#71485)
[01:54:12	]Wilson Tobey has gained a 'hydrocarbonItemName' #71485.
[01:54:16	]Wilson Tobey ran 'Insert' on item 'hydrocarbonItemName' (#71485)
[01:54:57	]Wilson Tobey has spawned a ic_hydrocarbon_foam.
[01:54:59	]Wilson Tobey ran 'take' on item 'hydrocarbonItemName' (#71487)
[01:54:59	]Wilson Tobey has gained a 'hydrocarbonItemName' #71487.
[01:55:03	]Wilson Tobey has given himself a ic_thermo_radio_solution.
[01:55:03	]Wilson Tobey has gained a 'thermoradioItemName' #71488.
[01:55:06	]Wilson Tobey ran 'Insert' on item 'hydrocarbonItemName' (#71487)
[01:55:10	]Wilson Tobey ran 'Insert' on item 'thermoradioItemName' (#71488)
[01:55:15	]Wilson Tobey ran 'Insert' on item 'thermoradioItemName' (#71488)
[01:55:33	]Wilson Tobey has fired a toolgun with the name: remover
[01:55:34	]Wilson Tobey has fired a toolgun with the name: remover
[01:55:34	]Wilson Tobey has fired a toolgun with the name: remover
[01:55:35	]Wilson Tobey has fired a toolgun with the name: remover
[01:55:35	]Wilson Tobey has fired a toolgun with the name: remover
[01:55:36	]Wilson Tobey has fired a toolgun with the name: remover
[01:55:36	]Wilson Tobey has fired a toolgun with the name: remover
[01:55:38	]Wilson Tobey has fired a toolgun with the name: remover
[01:55:38	]Wilson Tobey has fired a toolgun with the name: remover
[01:55:39	]Wilson Tobey has fired a toolgun with the name: remover
[01:55:39	]Wilson Tobey has fired a toolgun with the name: remover
[01:55:40	]Wilson Tobey has fired a toolgun with the name: remover
[01:55:40	]Wilson Tobey has fired a toolgun with the name: remover
[01:55:40	]Wilson Tobey has fired a toolgun with the name: remover
[01:56:22	]Wilson Tobey ran 'Insert' on item 'thermoradioItemName' (#71488)
[01:57:05	]Wilson Tobey has spawned a ic_cryogenic_liquid.
[01:57:07	]Wilson Tobey ran 'take' on item 'cryogenicItemname' (#71489)
[01:57:07	]Wilson Tobey has gained a 'cryogenicItemname' #71489.
[01:57:10	]Wilson Tobey ran 'Insert' on item 'cryogenicItemname' (#71489)
[01:57:21	]Wilson Tobey has fired a toolgun with the name: remover
[01:57:22	]Wilson Tobey ran 'EquipUn' on item 'applicatorItemName' (#71482)
[01:57:25	]Wilson Tobey ran 'drop' on item 'applicatorItemName' (#71482)
[01:57:25	]Wilson Tobey has lost a 'applicatorItemName' #71482.
[01:57:26	]Wilson Tobey ran 'drop' on item 'hoseItemName' (#71481)
[01:57:26	]Wilson Tobey has lost a 'hoseItemName' #71481.
[01:57:27	]Wilson Tobey ran 'drop' on item 'Büyük Çanta' (#71475)
[01:57:27	]Wilson Tobey has lost a 'Büyük Çanta' #71475.
[01:57:27	]Wilson Tobey has lost a '#48081 Kimlik Kartı' #71434.
[01:57:28	]Wilson Tobey ran 'drop' on item 'Orange Hazmat Uniform' (#71451)
[01:57:28	]Wilson Tobey has lost a 'Orange Hazmat Uniform' #71451.
[01:57:29	]Wilson Tobey has fired a toolgun with the name: remover
[01:57:29	]Wilson Tobey has fired a toolgun with the name: remover
[01:57:29	]Wilson Tobey has fired a toolgun with the name: remover
[01:57:29	]Wilson Tobey has fired a toolgun with the name: remover
[01:57:29	]Wilson Tobey has fired a toolgun with the name: remover
[01:57:30	]Wilson Tobey has fired a toolgun with the name: remover
[01:57:30	]Wilson Tobey has fired a toolgun with the name: remover
[01:57:30	]Wilson Tobey has fired a toolgun with the name: remover
[01:57:30	]Wilson Tobey has fired a toolgun with the name: remover
[01:57:30	]Wilson Tobey has fired a toolgun with the name: remover
[01:57:30	]Wilson Tobey has fired a toolgun with the name: remover
[01:57:30	]Wilson Tobey has fired a toolgun with the name: remover
[01:57:30	]Wilson Tobey has fired a toolgun with the name: remover
[01:57:30	]Wilson Tobey has fired a toolgun with the name: remover
[01:57:31	]Wilson Tobey has fired a toolgun with the name: remover
[01:57:31	]Wilson Tobey has fired a toolgun with the name: remover
[01:57:31	]Wilson Tobey has fired a toolgun with the name: remover
[01:57:31	]Wilson Tobey has fired a toolgun with the name: remover
[01:57:31	]Wilson Tobey has fired a toolgun with the name: remover
[01:57:31	]Wilson Tobey has fired a toolgun with the name: remover
[01:57:32	]Wilson Tobey has fired a toolgun with the name: remover
[01:57:32	]Wilson Tobey has fired a toolgun with the name: remover
[01:57:32	]Wilson Tobey has fired a toolgun with the name: remover
[01:57:32	]Wilson Tobey has fired a toolgun with the name: remover
[01:57:32	]Wilson Tobey has fired a toolgun with the name: remover
[01:57:32	]Wilson Tobey has fired a toolgun with the name: remover
[01:57:38	]Wilson Tobey has fired a toolgun with the name: remover
[01:57:41	]Wilson Tobey has fired a toolgun with the name: remover
[01:57:42	]Wilson Tobey has fired a toolgun with the name: remover
[01:57:43	]Wilson Tobey has fired a toolgun with the name: remover
[01:57:43	]Wilson Tobey has fired a toolgun with the name: remover
[01:58:19	]Wilson Tobey has spawned 'models/hlvr/combine_hazardprops/combinehazardprops_warningsign.mdl'.
[01:58:27	]Wilson Tobey has spawned 'models/hlvr/combine_hazardprops/combinehazardprops_forcefield_right.mdl'.
[01:58:33	]Wilson Tobey has spawned 'models/hlvr/combine_hazardprops/combinehazardprops_forcefield_left.mdl'.
[01:58:43	]Wilson Tobey created a stash (models/hlvr/combine_hazardprops/combinehazardprops_forcefield_left.mdl).
[01:58:43	]Wilson Tobey has used a context menu option with the name: ixcreatestash
[01:58:51	]Wilson Tobey has used a context menu option with the name: remove
[01:59:00	]Wilson Tobey exited observer.
[01:59:03	]Wilson Tobey entered observer.
[01:59:07	]Wilson Tobey has fired a toolgun with the name: duplicator
[01:59:07	]Wilson Tobey has spawned 'models/willardnetworks/props/forcefield_right.mdl'.
[01:59:09	]Wilson Tobey has fired a toolgun with the name: duplicator
[01:59:09	]Wilson Tobey has spawned 'models/willardnetworks/props/forcefield_right.mdl'.
[01:59:13	]Wilson Tobey has fired a toolgun with the name: remover
[01:59:14	]Wilson Tobey has fired a toolgun with the name: remover
[01:59:31	]Wilson Tobey has spawned a 'Entity [865][cup_shield2]'.
[01:59:35	]Wilson Tobey has spawned a 'Entity [4921][cup_shield2]'.
[01:59:38	]Wilson Tobey has fired a toolgun with the name: remover
[01:59:39	]Wilson Tobey has fired a toolgun with the name: remover
[01:59:55	]Wilson Tobey has fired a toolgun with the name: duplicator
[02:00:02	]Wilson Tobey has fired a toolgun with the name: duplicator
[02:00:17	]Wilson Tobey has used a context menu option with the name: skin
[02:00:18	]Wilson Tobey has used a context menu option with the name: skin
[02:00:20	]Wilson Tobey has used a context menu option with the name: skin
[02:00:23	]Wilson Tobey has fired a toolgun with the name: remover
[02:00:29	]Wilson Tobey has fired a toolgun with the name: duplicator
[02:00:30	]Wilson Tobey has fired a toolgun with the name: duplicator
[02:00:31	]Wilson Tobey has fired a toolgun with the name: duplicator
[02:00:32	]Wilson Tobey has fired a toolgun with the name: duplicator
[02:00:49	]Wilson Tobey has used a context menu option with the name: skin
[02:00:51	]Wilson Tobey has used a context menu option with the name: skin
[02:01:02	]Wilson Tobey has fired a toolgun with the name: duplicator
[02:01:04	]Wilson Tobey has fired a toolgun with the name: duplicator
[02:01:05	]Wilson Tobey has fired a toolgun with the name: duplicator
[02:01:06	]Wilson Tobey has fired a toolgun with the name: duplicator
[02:01:22	]Wilson Tobey has used a context menu option with the name: skin
[02:01:38	]Wilson Tobey has fired a toolgun with the name: remover
[02:01:39	]Wilson Tobey has fired a toolgun with the name: remover
[02:01:45	]Wilson Tobey has fired a toolgun with the name: duplicator
[02:01:46	]Wilson Tobey has fired a toolgun with the name: duplicator
[02:01:47	]Wilson Tobey has fired a toolgun with the name: duplicator
[02:01:48	]Wilson Tobey has fired a toolgun with the name: duplicator
[02:01:51	]Wilson Tobey has fired a toolgun with the name: duplicator
[02:01:52	]Wilson Tobey has fired a toolgun with the name: duplicator
[02:01:55	]Wilson Tobey has fired a toolgun with the name: duplicator
[02:01:57	]Wilson Tobey has fired a toolgun with the name: duplicator
[02:01:59	]Wilson Tobey has fired a toolgun with the name: duplicator
[02:02:00	]Wilson Tobey has fired a toolgun with the name: duplicator
[02:02:04	]Wilson Tobey has fired a toolgun with the name: duplicator
[02:02:06	]Wilson Tobey has fired a toolgun with the name: duplicator
[02:02:18	]Wilson Tobey has fired a toolgun with the name: remover
[02:02:21	]Wilson Tobey has fired a toolgun with the name: duplicator
[02:02:26	]Wilson Tobey has fired a toolgun with the name: duplicator
[02:02:44	]Wilson Tobey has used a context menu option with the name: skin
[02:02:46	]Wilson Tobey has used a context menu option with the name: skin
[02:02:50	]Wilson Tobey has used a context menu option with the name: skin
[02:02:57	]Wilson Tobey has fired a toolgun with the name: remover
[02:02:57	]Wilson Tobey has fired a toolgun with the name: remover
[02:02:58	]Wilson Tobey has fired a toolgun with the name: remover
[02:02:59	]Wilson Tobey has fired a toolgun with the name: remover
[02:02:59	]Wilson Tobey has fired a toolgun with the name: remover
[02:03:00	]Wilson Tobey has fired a toolgun with the name: remover
[02:03:00	]Wilson Tobey has fired a toolgun with the name: remover
[02:03:01	]Wilson Tobey has fired a toolgun with the name: remover
[02:03:05	]Wilson Tobey has fired a toolgun with the name: emitter
[02:03:09	]Wilson Tobey has fired a toolgun with the name: remover
[02:03:09	]Wilson Tobey has fired a toolgun with the name: remover
[02:03:10	]Wilson Tobey has fired a toolgun with the name: remover
[02:03:11	]Wilson Tobey has fired a toolgun with the name: remover
[02:03:23	]Wilson Tobey has fired a toolgun with the name: duplicator
[02:03:28	]Wilson Tobey has fired a toolgun with the name: duplicator
[02:03:29	]Wilson Tobey has fired a toolgun with the name: duplicator
[02:03:32	]Wilson Tobey has fired a toolgun with the name: duplicator
[02:03:34	]Wilson Tobey has fired a toolgun with the name: duplicator
[02:03:36	]Wilson Tobey has fired a toolgun with the name: duplicator
[02:03:37	]Wilson Tobey has fired a toolgun with the name: duplicator
[02:03:40	]Wilson Tobey has fired a toolgun with the name: duplicator
[02:03:41	]Wilson Tobey has fired a toolgun with the name: duplicator
[02:03:42	]Wilson Tobey has fired a toolgun with the name: duplicator
[02:03:43	]Wilson Tobey has fired a toolgun with the name: duplicator
[02:03:45	]Wilson Tobey has fired a toolgun with the name: duplicator
[02:03:58	]Wilson Tobey has used a context menu option with the name: skin
[02:04:01	]Wilson Tobey has used a context menu option with the name: skin
[02:04:21	]Wilson Tobey has spawned 'models/hlvr/combine_hazardprops/combinehazardprops_lamp.mdl'.
[02:04:25	]Wilson Tobey has spawned 'models/hlvr/combine_hazardprops/combinehazardprops_lamp.mdl'.
[02:04:35	]Wilson Tobey has spawned 'models/hlvr/combine_hazardprops/combinehazardprops_warningsign.mdl'.
[02:04:43	]Wilson Tobey has spawned 'models/hlvr/combine_hazardprops/combinehazardprops_warningsign.mdl'.
[02:05:14	]Wilson Tobey has fired a toolgun with the name: duplicator
[02:05:17	]Wilson Tobey has fired a toolgun with the name: duplicator
[02:05:18	]Wilson Tobey has fired a toolgun with the name: duplicator
[02:05:20	]Wilson Tobey has fired a toolgun with the name: duplicator
[02:05:23	]Wilson Tobey has fired a toolgun with the name: duplicator
[02:05:39	]Wilson Tobey has spawned 'models/hlvr/combine_hazardprops/combinehazardprops_hoover.mdl'.
[02:05:43	]Wilson Tobey has spawned 'models/hlvr/combine_hazardprops/combinehazardprops_hoover.mdl'.
[02:05:50	]Wilson Tobey has fired a toolgun with the name: remover
[02:05:51	]Wilson Tobey has fired a toolgun with the name: remover
[02:05:52	]Wilson Tobey has fired a toolgun with the name: remover
[02:05:52	]Wilson Tobey has fired a toolgun with the name: remover
[02:05:52	]Wilson Tobey has fired a toolgun with the name: remover
[02:05:54	]Wilson Tobey has fired a toolgun with the name: remover
[02:05:54	]Wilson Tobey has fired a toolgun with the name: remover
[02:05:54	]Wilson Tobey has fired a toolgun with the name: remover
[02:05:54	]Wilson Tobey has fired a toolgun with the name: remover
[02:05:54	]Wilson Tobey has fired a toolgun with the name: remover
[02:05:54	]Wilson Tobey has fired a toolgun with the name: remover
[02:05:56	]Wilson Tobey has fired a toolgun with the name: remover
[02:05:56	]Wilson Tobey has fired a toolgun with the name: remover
[02:05:56	]Wilson Tobey has fired a toolgun with the name: remover
[02:05:56	]Wilson Tobey has fired a toolgun with the name: remover
[02:05:56	]Wilson Tobey has fired a toolgun with the name: remover
[02:05:56	]Wilson Tobey has fired a toolgun with the name: remover
[02:05:56	]Wilson Tobey has fired a toolgun with the name: remover
[02:05:57	]Wilson Tobey has fired a toolgun with the name: remover
[02:05:57	]Wilson Tobey has fired a toolgun with the name: remover
[02:05:57	]Wilson Tobey has fired a toolgun with the name: remover
[02:05:57	]Wilson Tobey has fired a toolgun with the name: remover
[02:05:57	]Wilson Tobey has fired a toolgun with the name: remover
[02:05:57	]Wilson Tobey has fired a toolgun with the name: remover
[02:05:57	]Wilson Tobey has fired a toolgun with the name: remover
[02:05:57	]Wilson Tobey has fired a toolgun with the name: remover
[02:05:58	]Wilson Tobey has fired a toolgun with the name: remover
[02:05:58	]Wilson Tobey has fired a toolgun with the name: remover
[02:05:58	]Wilson Tobey has fired a toolgun with the name: remover
[02:05:58	]Wilson Tobey has fired a toolgun with the name: remover
[02:05:58	]Wilson Tobey has fired a toolgun with the name: remover
[02:05:58	]Wilson Tobey has fired a toolgun with the name: remover
[02:05:58	]Wilson Tobey has fired a toolgun with the name: remover
[02:05:58	]Wilson Tobey has fired a toolgun with the name: remover
[02:05:58	]Wilson Tobey has fired a toolgun with the name: remover
[02:05:59	]Wilson Tobey has fired a toolgun with the name: remover
[02:05:59	]Wilson Tobey has fired a toolgun with the name: remover
[02:05:59	]Wilson Tobey has fired a toolgun with the name: remover
[02:06:15	]Wilson Tobey has fired a toolgun with the name: remover
[02:06:15	]Wilson Tobey has fired a toolgun with the name: remover
[02:06:15	]Wilson Tobey has fired a toolgun with the name: remover
[02:06:15	]Wilson Tobey has fired a toolgun with the name: remover
[02:06:15	]Wilson Tobey has fired a toolgun with the name: remover
[02:06:25	]Wilson Tobey has fired a toolgun with the name: remover
[02:06:29	]Wilson Tobey has fired a toolgun with the name: remover
[02:06:46	]Wilson Tobey has spawned 'models/props_c17/streetsign004f.mdl'.
[02:07:04	]Wilson Tobey has fired a toolgun with the name: remover
[02:07:21	]Wilson Tobey has spawned 'models/props_c17/fence01a.mdl'.
[02:07:23	]Wilson Tobey has spawned 'models/props_c17/fence01b.mdl'.
[02:07:54	]Wilson Tobey has spawned a 'NPC [4653][npc_vj_hl2_citizen]'.
[02:08:02	]Wilson Tobey has spawned a 'NPC [4653][npc_vj_hl2_refugee]'.
[02:08:05	]Wilson Tobey has spawned a 'NPC [4802][npc_vj_hl2_refugee]'.
[02:08:13	]Wilson Tobey has used a context menu option with the name: vj_pr_npc_slay
[02:08:16	]Wilson Tobey has fired a toolgun with the name: remover
[02:08:18	]Wilson Tobey has fired a toolgun with the name: remover
[02:08:30	]Wilson Tobey has fired a toolgun with the name: remover
[02:08:30	]Wilson Tobey has fired a toolgun with the name: remover
[02:08:31	]Wilson Tobey has fired a toolgun with the name: remover
[02:08:31	]Wilson Tobey has fired a toolgun with the name: remover
[02:08:36	]Wilson Tobey has spawned a 'NPC [4653][npc_vj_hl2_refugee]'.
[02:08:41	]Wilson Tobey has spawned a 'NPC [4802][npc_vj_hl2_combine_elit]'.
[02:08:49	]Wilson Tobey has fired a toolgun with the name: remover
[02:08:50	]Wilson Tobey has fired a toolgun with the name: remover
[02:10:33	]Wilson Tobey has added static text: AR2 Mermisyle vurulmuş ölü bir direnişçi.
[02:10:33	]Wilson Tobey used command '/SceneText AR2 Mermisyle vurulmuş ölü bir direnişçi.'.
[02:12:39	]Wilson Tobey exited observer.
[02:12:42	]Wilson Tobey entered observer.
[02:12:48	]Wilson Tobey has fired a toolgun with the name: duplicator
[02:13:26	]Wilson Tobey has fired a toolgun with the name: duplicator
[02:13:39	]Wilson Tobey has fired a toolgun with the name: remover
[02:13:54	]Wilson Tobey has fired a toolgun with the name: duplicator
[02:14:19	]Wilson Tobey has removed static text: table: 0xbcef2aea
[02:14:19	]Wilson Tobey used command '/SceneTextRemove'.
[02:14:44	]Wilson Tobey exited observer.
[02:14:47	]Wilson Tobey entered observer.
[02:14:52	]Wilson Tobey has fired a toolgun with the name: duplicator
[02:15:24	]Wilson Tobey has fired a toolgun with the name: duplicator
[02:15:36	]Wilson Tobey has fired a toolgun with the name: duplicator
[02:16:12	]Wilson Tobey has fired a toolgun with the name: remover
[02:16:16	]Wilson Tobey has fired a toolgun with the name: duplicator
[02:17:16	]Wilson Tobey exited observer.
[02:17:20	]Wilson Tobey has fired a toolgun with the name: duplicator
[02:17:25	]Wilson Tobey has used a context menu option with the name: rb655_make_animatable
[02:17:27	]Wilson Tobey has enabled persistence for 'models/props_c17/tv_monitor01.mdl'.
[02:17:27	]Wilson Tobey has used a context menu option with the name: persist
[02:17:28	]Wilson Tobey has disabled persistence for 'models/props_c17/tv_monitor01.mdl'.
[02:17:28	]Wilson Tobey has used a context menu option with the name: persist_end
[02:17:29	]Wilson Tobey has used a context menu option with the name: rb655_dissolve
[02:17:32	]Wilson Tobey entered observer.
[02:18:23	]Wilson Tobey has added static text: sw
[02:18:23	]Wilson Tobey used command '/SceneText sw'.
[02:18:29	]Wilson Tobey used command '/SceneTextRemove'.
[02:18:31	]Wilson Tobey used command '/SceneTextRemove'.
[02:18:37	]Wilson Tobey used command '/SceneTextRemove'.
[02:18:40	]Wilson Tobey used command '/SceneTextRemove'.
[02:18:52	]Wilson Tobey used command '/SceneTextRemove'.
[02:18:56	]Wilson Tobey used command '/SceneTextRemove'.
[02:19:07	]Wilson Tobey used command '/SceneTextRemove'.
[02:19:14	]Wilson Tobey has added static text: hello
[02:19:14	]Wilson Tobey used command '/SceneText hello'.
[02:19:18	]Wilson Tobey used command '/SceneTextRemove'.
[02:19:21	]Wilson Tobey used command '/SceneTextRemove'.
[02:19:25	]Wilson Tobey exited observer.
[02:19:35	]Wilson Tobey used command '/SceneTextRemove'.
[02:19:41	]Wilson Tobey used command '/SceneTextRemove'.
[02:19:45	]Wilson Tobey used command '/SceneTextRemove'.
[02:19:48	]Wilson Tobey used command '/SceneTextRemove'.
[02:19:49	]Wilson Tobey entered observer.
[02:19:56	]Wilson Tobey used command '/SceneTextRemove'.
[02:20:03	]Wilson Tobey has removed static text: table: 0x90f818b2
[02:20:03	]Wilson Tobey has removed static text: table: 0x90c86e22
[02:20:03	]Wilson Tobey has removed static text: table: 0xecbb3eaa
[02:20:03	]Wilson Tobey has removed static text: table: 0xeea9ae62
[02:20:03	]Wilson Tobey used command '/SceneTextRemoveAll'.
[02:20:11	]Wilson Tobey exited observer.
[02:20:15	]Wilson Tobey entered observer.
[02:20:18	]Wilson Tobey exited observer.
[02:20:21	]Wilson Tobey entered observer.
[02:20:21	]Wilson Tobey exited observer.
[02:20:41	]Wilson Tobey has fired a toolgun with the name: duplicator
[02:20:46	]Wilson Tobey has fired a toolgun with the name: duplicator
[02:20:48	]Wilson Tobey has fired a toolgun with the name: duplicator
[02:20:49	]Wilson Tobey has fired a toolgun with the name: duplicator
[02:20:52	]Wilson Tobey has fired a toolgun with the name: duplicator
[02:20:52	]Wilson Tobey has spawned 'models/props_c17/furnituretable002a.mdl'.
[02:21:29	]Wilson Tobey used command '/ActSit 4'.
[02:21:34	]Wilson Tobey used command '/ExitAct'.
[02:21:36	]Wilson Tobey used command '/ActSit 3'.
[02:21:39	]Wilson Tobey used command '/ExitAct'.
[02:21:41	]Wilson Tobey entered observer.
[02:22:06	]Wilson Tobey exited observer.
[02:22:08	]Wilson Tobey used command '/ActSit 4'.
[02:22:09	]Wilson Tobey entered observer.
[02:22:11	]Wilson Tobey exited observer.
[02:22:11	]Wilson Tobey used command '/ExitAct'.
[02:22:16	]Wilson Tobey has fired a toolgun with the name: remover
[02:22:16	]Wilson Tobey has fired a toolgun with the name: remover
[02:22:16	]Wilson Tobey has fired a toolgun with the name: remover
[02:22:16	]Wilson Tobey has fired a toolgun with the name: remover
[02:22:16	]Wilson Tobey has fired a toolgun with the name: remover
[02:22:16	]Wilson Tobey has fired a toolgun with the name: remover
[02:22:17	]Wilson Tobey has fired a toolgun with the name: remover
[02:22:17	]Wilson Tobey has fired a toolgun with the name: remover
[02:22:17	]Wilson Tobey has fired a toolgun with the name: remover
[02:22:17	]Wilson Tobey has fired a toolgun with the name: remover
[02:22:17	]Wilson Tobey has fired a toolgun with the name: remover
[02:22:17	]Wilson Tobey has fired a toolgun with the name: remover
[02:22:17	]Wilson Tobey has fired a toolgun with the name: remover
[02:22:17	]Wilson Tobey has fired a toolgun with the name: remover
[02:22:17	]Wilson Tobey has fired a toolgun with the name: remover
[02:22:24	]Mersa has unloaded their "Wilson Tobey" character.
[02:22:25	]Mersa has unloaded their "Mersa" character.
[02:22:30	]Mersa loaded the character 'Stan Marble'
[02:22:51	]Stan Marble has fired a toolgun with the name: duplicator
[02:22:51	]Stan Marble has spawned 'models/props_c17/furnituretable002a.mdl'.
[02:23:01	]Stan Marble has fired a toolgun with the name: duplicator
[02:23:09	]Stan Marble has fired a toolgun with the name: duplicator
[02:23:21	]Stan Marble has enabled persistence for 'models/props_c17/furnituretable002a.mdl'.
[02:23:21	]Stan Marble has used a context menu option with the name: persist
[02:23:24	]Stan Marble entered observer.
[02:23:26	]Stan Marble exited observer.
[02:23:48	]Stan Marble has spawned 'models/env/decor/plant_decofern/plant_decofern.mdl'.
[02:23:57	]Stan Marble has enabled persistence for 'models/props_interiors/furniture_chair03a.mdl'.
[02:23:57	]Stan Marble has used a context menu option with the name: persist
[02:24:02	]Stan Marble has used a context menu option with the name: rb655_dissolve
[02:24:08	]Stan Marble has used a context menu option with the name: rb655_dissolve
[02:24:15	]Stan Marble has spawned 'models/props_interiors/sofa01.mdl'.
[02:24:21	]Stan Marble has fired a toolgun with the name: duplicator
[02:24:21	]Stan Marble has spawned 'models/props_interiors/sofa01.mdl'.
[02:24:22	]Stan Marble has fired a toolgun with the name: duplicator
[02:24:22	]Stan Marble has spawned 'models/props_interiors/sofa01.mdl'.
[02:24:26	]Stan Marble has fired a toolgun with the name: duplicator
[02:24:26	]Stan Marble has spawned 'models/props_interiors/sofa01.mdl'.
[02:24:32	]Stan Marble has spawned 'models/props_furniture/piano_bench.mdl'.
[02:24:40	]Stan Marble has spawned 'models/props_furniture/piano_bench.mdl'.
[02:24:48	]Stan Marble has spawned 'models/props_furniture/picture_frame8.mdl'.
[02:24:53	]Stan Marble has spawned 'models/props_interiors/painting_landscape01.mdl'.
[02:25:03	]Stan Marble has spawned 'models/props_vtmb/sofa.mdl'.
[02:25:14	]Stan Marble has spawned 'models/scenery/furniture/coffeetable1/vestbl.mdl'.
[02:25:25	]Stan Marble has spawned 'models/env/decor/plant_decofern/plant_decofern.mdl'.
[02:25:51	]Stan Marble has spawned 'models/env/decor/plant_decofern/plant_decofern.mdl'.
[02:26:00	]Stan Marble has fired a toolgun with the name: duplicator
[02:26:00	]Stan Marble has spawned 'models/scenery/furniture/coffeetable1/vestbl.mdl'.
[02:26:14	]Stan Marble has enabled persistence for 'models/scenery/furniture/coffeetable1/vestbl.mdl'.
[02:26:14	]Stan Marble has used a context menu option with the name: persist
[02:26:14	]Stan Marble has enabled persistence for 'models/scenery/furniture/coffeetable1/vestbl.mdl'.
[02:26:14	]Stan Marble has used a context menu option with the name: persist
[02:26:15	]Stan Marble has enabled persistence for 'models/props_vtmb/sofa.mdl'.
[02:26:15	]Stan Marble has used a context menu option with the name: persist
[02:26:17	]Stan Marble has enabled persistence for 'models/env/decor/plant_decofern/plant_decofern.mdl'.
[02:26:17	]Stan Marble has used a context menu option with the name: persist
[02:26:18	]Stan Marble has enabled persistence for 'models/env/decor/plant_decofern/plant_decofern.mdl'.
[02:26:18	]Stan Marble has used a context menu option with the name: persist
[02:26:20	]Stan Marble has enabled persistence for 'models/props_furniture/picture_frame8.mdl'.
[02:26:20	]Stan Marble has used a context menu option with the name: persist
[02:26:22	]Stan Marble has enabled persistence for 'models/props_interiors/sofa01.mdl'.
[02:26:22	]Stan Marble has used a context menu option with the name: persist
[02:26:23	]Stan Marble has enabled persistence for 'models/props_furniture/piano_bench.mdl'.
[02:26:23	]Stan Marble has used a context menu option with the name: persist
[02:26:23	]Stan Marble has enabled persistence for 'models/props_interiors/sofa01.mdl'.
[02:26:23	]Stan Marble has used a context menu option with the name: persist
