[15:31:53	]Recik has connected.
[17:06:39	][IC] S10/OWS.GHOST-87: <:: HANDS UP1. ::>
[17:06:41	][IC] S10/OWS.GHOST-87: <:: Hands up, don't move! ::>
[17:06:45	][IC] S10/OWS.GHOST-87: <:: Put your hands up! ::>
[17:06:47	][IC] S10/OWS.GHOST-87: <:: Get those hands up! ::>
[17:06:58	][IC] S10/OWS.GHOST-87: <:: Overwatch. ::>
[17:07:07	][IC] S10/OWS.GHOST-87: <:: Overwatch. ::>
[17:07:23	]S10/OWS.GHOST-87 has spawned 'models/willardnetworks/combine/antibody.mdl'.
[17:07:31	]S10/OWS.GHOST-87 has spawned 'models/wn/ota_skylegion.mdl'.
[17:07:38	]S10/OWS.GHOST-87 has spawned 'models/wn/wallhammer.mdl'.
[17:07:43	]S10/OWS.GHOST-87 has spawned 'models/wn/soldier.mdl'.
[17:07:54	]S10/OWS.GHOST-87 has spawned 'models/willardnetworks/combine/antibody.mdl'.
[17:07:57	]S10/OWS.GHOST-87 has spawned 'models/wn/ota_commander.mdl'.
[17:08:15	]S10/OWS.GHOST-87 ran 'drop' on item 'AR-2' (#2962)
[17:08:15	]S10/OWS.GHOST-87 has lost a 'AR-2' #2962.
[17:08:15	]S10/OWS.GHOST-87 ran 'drop' on item 'SR-1A' (#2968)
[17:08:15	]S10/OWS.GHOST-87 has lost a 'SR-1A' #2968.
[17:08:16	]S10/OWS.GHOST-87 ran 'drop' on item 'M92FS' (#2958)
[17:08:16	]S10/OWS.GHOST-87 has lost a 'M92FS' #2958.
[17:08:17	]S10/OWS.GHOST-87 destroyed a 'AR-2' #2962.
[17:08:18	]S10/OWS.GHOST-87 destroyed a 'M92FS' #2958.
[17:08:18	]S10/OWS.GHOST-87 destroyed a 'SR-1A' #2968.
[17:08:20	]S10/OWS.GHOST-87 ran 'drop' on item 'OSPR2A-EXP' (#2966)
[17:08:20	]S10/OWS.GHOST-87 has lost a 'OSPR2A-EXP' #2966.
[17:08:21	]S10/OWS.GHOST-87 ran 'drop' on item 'OSITR' (#2965)
[17:08:21	]S10/OWS.GHOST-87 has lost a 'OSITR' #2965.
[17:08:22	]S10/OWS.GHOST-87 ran 'drop' on item 'Key-card for Military Crate' (#3081)
[17:08:22	]S10/OWS.GHOST-87 has lost a 'Key-card for Military Crate' #3081.
[17:08:24	]S10/OWS.GHOST-87 ran 'drop' on item 'Makeshift Radio' (#3086)
[17:08:24	]S10/OWS.GHOST-87 has lost a 'Makeshift Radio' #3086.
[17:08:25	]S10/OWS.GHOST-87 ran 'drop' on item 'AA Missile' (#3071)
[17:08:25	]S10/OWS.GHOST-87 has lost a 'AA Missile' #3071.
[17:08:26	]S10/OWS.GHOST-87 destroyed a 'AA Missile' #3071.
[17:08:28	]S10/OWS.GHOST-87 destroyed a 'OSPR2A-EXP' #2966.
[17:08:29	]S10/OWS.GHOST-87 destroyed a 'OSITR' #2965.
[17:08:29	]S10/OWS.GHOST-87 destroyed a 'Key-card for Military Crate' #3081.
[17:08:30	]S10/OWS.GHOST-87 destroyed a 'Makeshift Radio' #3086.
[17:08:41	][IC] S10/OWS.GHOST-87: <:: !model ^ models/wn/wallhammer.mdl. ::>
[17:08:45	]S10/OWS.GHOST-87 ran SAM command 'menu' with arguments: ''
[17:08:58	]S10/OWS.GHOST-87 ran SAM command 'setmodel' with arguments: '#2' 'models/wn/wallhammer.mdl'
[17:09:16	]S10/OWS.GHOST-87 has given himself a uniform_suppressor.
[17:09:16	]S10/OWS.GHOST-87 has gained a 'OTA Suppressor Uniform' #3114.
[17:09:50	]S10/OWS.GHOST-87 has given himself a uniform_cp_qrf_rl.
[17:09:50	]S10/OWS.GHOST-87 has gained a 'QRF RL Uniform' #3115.
[17:09:52	]S10/OWS.GHOST-87 has given himself a mask_com.
[17:09:52	]S10/OWS.GHOST-87 has gained a 'QRF Mask' #3116.
[17:10:05	]S10/OWS.GHOST-87 has given himself a uniform_cp_qrf.
[17:10:05	]S10/OWS.GHOST-87 has gained a 'QRF Uniform' #3117.
[17:10:23	]S10/OWS.GHOST-87 has given himself a uniform_charger.
[17:10:23	]S10/OWS.GHOST-87 has gained a 'OTA Charger Uniform' #3118.
[17:10:43	]S10/OWS.GHOST-87 ran SAM command 'scale' with arguments: '^' '1.4'
[17:10:47	]S10/OWS.GHOST-87 ran SAM command 'scale' with arguments: '^' '1.2'
[17:10:59	][IC] S10/OWS.GHOST-87: <:: Get those hands up! ::>
[17:11:04	][IC] S10/OWS.GHOST-87: <:: Apply. ::>
[17:11:16	]S10/OWS.GHOST-87 used command '/Dispatch test'.
[17:11:22	]Lorf has unloaded their "S10/OWS.GHOST-87" character.
[17:11:26	]Lorf loaded the character 'CHUJ'
[17:11:31	]CHUJ is fully healed.
[17:12:03	]CHUJ used command '/Dispatch test'.
[17:12:05	]CHUJ entered observer.
[17:12:07	]CHUJ exited observer at their location.
[17:12:17	][IC] CHUJ: Test.
[17:12:21	]CHUJ used command '/Dispatch test'.
[17:12:23	]CHUJ used command '/Dispatch test'.
[17:12:33	]CHUJ ran SAM command 'asay' with arguments: 'dispatch xd'
[17:12:37	]CHUJ ran SAM command 'asay' with arguments: 'd xd'
[17:12:46	]CHUJ used command '/D xd'.
[17:13:01	]CHUJ entered observer.
[17:13:09	]Lorf has unloaded their "CHUJ" character.
[17:13:18	]Lorf loaded the character 'CHUJ'
[17:15:45	]Joe Morgan entered observer.
[17:15:47	]Joe Morgan exited observer at their location.
[17:16:10	]Joe Morgan has given himself a baking_bread_half.
[17:16:10	]Joe Morgan has gained a 'Halved Bread' #3119.
[17:16:35	]CHUJ used command '/I TEST'.
[17:21:06	]CHUJ used command '/SuitDeactivate ^'.
[17:21:20	]Joe Morgan has gone afk.
[17:21:37	]CHUJ used command '/I TEST'.
[17:21:39	]CHUJ used command '/I TESTTEST'.
[17:21:49	]CHUJ used command '/Radio TEST'.
[17:22:02	]CHUJ used command '/SC CCA'.
[17:22:06	]CHUJ used command '/Radio TEST'.
[17:22:35	][SV] CHUJ: TEST
[17:22:49	]CHUJ used command '/PingVorts'.
[17:23:17	][VORT] CHUJ: TEST
[17:23:48	][VORTSHOUT] CHUJ: TEST
[17:23:58	]CHUJ entered observer.
[17:23:59	]CHUJ exited observer at their location.
[17:24:00	]CHUJ entered observer.
[17:24:00	]CHUJ exited observer at their location.
[17:24:01	]CHUJ entered observer.
[17:24:03	]CHUJ exited observer at their location.
[17:24:05	]CHUJ entered observer.
[17:24:06	]CHUJ exited observer at their location.
[17:24:07	]CHUJ entered observer.
[17:24:08	]CHUJ exited observer at their location.
[17:24:09	]CHUJ entered observer.
[17:24:09	]CHUJ exited observer at their location.
[17:24:10	]CHUJ entered observer.
[17:24:10	]CHUJ exited observer at their location.
[17:24:11	]CHUJ entered observer.
[17:24:11	]CHUJ exited observer at their location.
[17:24:12	]CHUJ entered observer.
[17:24:13	]CHUJ exited observer at their location.
[17:24:16	]CHUJ entered observer.
[17:24:37	]CHUJ used command '/Dispatch UNIDENTIFIED'.
[17:24:41	]CHUJ exited observer at their location.
[17:24:42	]CHUJ entered observer.
[17:24:51	]CHUJ used command '/CMB t'.
[17:25:14	]CHUJ used command '/Dispatch ACTIVITY LEVEL 5'.
[17:25:48	]CHUJ used command '/Dispatch CONSPIRACY 2'.
[17:26:40	]CHUJ used command '/LookupSteamID'.
[17:29:55	]CHUJ used command '/VisorStatus jw'.
[17:30:57	]CHUJ used command '/VisorStatus red'.
[17:31:03	]CHUJ used command '/VisorStatus jw'.
[17:31:25	]CHUJ has spawned a 'NPC [187][npc_turret_ceiling]'.
[17:31:28	]CHUJ exited observer at their location.
[17:31:30	]CHUJ entered observer.
[17:31:35	]CHUJ exited observer at their location.
[17:31:38	]CHUJ entered observer.
[17:31:43	]CHUJ has spawned a 'NPC [187][npc_turret_ceiling]'.
[17:31:52	]CHUJ used command '/VisorStatus blue'.
[17:32:04	]Lorf has unloaded their "CHUJ" character.
[17:32:09	]Lorf loaded the character 'S10/OWS.GHOST-87'
[17:32:12	]S10/OWS.GHOST-87 entered observer.
[17:32:13	]S10/OWS.GHOST-87 exited observer at their location.
[17:32:31	]S10/OWS.GHOST-87 has used a context menu option with the name: skin
[17:32:33	]S10/OWS.GHOST-87 has used a context menu option with the name: skin
[17:32:35	]S10/OWS.GHOST-87 has used a context menu option with the name: skin
[17:32:39	]S10/OWS.GHOST-87 has used a context menu option with the name: skin
[17:32:44	]S10/OWS.GHOST-87 entered observer.
[17:32:49	]S10/OWS.GHOST-87 has used a context menu option with the name: remove
[17:32:59	]S10/OWS.GHOST-87 has spawned a 'NPC [56][npc_combine_camera]'.
[17:33:02	]S10/OWS.GHOST-87 has spawned a 'NPC [56][npc_turret_ceiling]'.
[17:33:05	]S10/OWS.GHOST-87 has spawned a 'NPC [59][npc_combine_camera]'.
[17:33:07	]S10/OWS.GHOST-87 exited observer at their location.
[17:33:24	]S10/OWS.GHOST-87 used command '/Broadcast test'.
[17:33:25	]S10/OWS.GHOST-87 entered observer.
[17:33:28	]S10/OWS.GHOST-87 has used a context menu option with the name: remove
[17:33:29	]S10/OWS.GHOST-87 has used a context menu option with the name: remove
[17:42:09	]S10/OWS.GHOST-87 has gone afk.
[17:42:50	]Joe Morgan is no longer afk. Total time spent AFK: 1585
[17:42:52	]Joe Morgan entered observer.
[17:42:54	]Joe Morgan exited observer at their location.
[17:43:20	]Joe Morgan has given himself a head_fedora.
[17:43:20	]Joe Morgan has gained a 'Black Fedora' #3120.
[17:43:25	]Joe Morgan ran 'drop' on item 'CWU Radio' (#3111)
[17:43:25	]Joe Morgan has lost a 'CWU Radio' #3111.
[17:43:27	]Joe Morgan has used a context menu option with the name: remove
[17:43:34	]Joe Morgan has given himself a junk_jar.
[17:43:34	]Joe Morgan has gained a 'Empty Jar' #3121.
[17:43:35	]Joe Morgan has given himself a junk_takeaway.
[17:43:35	]Joe Morgan has gained a 'Empty Takeaway' #3122.
[17:43:41	]Joe Morgan has given himself a ciggie_pack.
[17:43:42	]Joe Morgan has gained a 'Benefactor Edition Cigarette Pack' #3123.
[17:43:42	]Joe Morgan has gained a 'Cigarette' #3124.
[17:43:42	]Joe Morgan has gained a 'Cigarette' #3125.
[17:43:42	]Joe Morgan has gained a 'Cigarette' #3126.
[17:43:42	]Joe Morgan has gained a 'Cigarette' #3127.
[17:43:42	]Joe Morgan has gained a 'Cigarette' #3128.
[17:43:42	]Joe Morgan has gained a 'Cigarette' #3129.
[17:43:42	]Joe Morgan has gained a 'Cigarette' #3130.
[17:43:42	]Joe Morgan has gained a 'Cigarette' #3131.
[17:43:52	]Joe Morgan has given himself a newspaper.
[17:43:52	]Joe Morgan has gained a 'Newspaper' #3132.
[17:44:12	]Joe Morgan has given himself a audiobook_4Arabic.
[17:44:12	]Joe Morgan has gained a 'Learn Arabic - Chapter 4 - An Audiobook' #3133.
[17:48:50	]Joe Morgan has gone afk.
[17:55:24	]S10/OWS.GHOST-87 is no longer afk. Total time spent AFK: 1090
[17:55:48	]S10/OWS.GHOST-87 exited observer at their location.
[17:56:06	]S10/OWS.GHOST-87 has spawned a 'NPC [56][npc_vj_hlr2_rebel_engineer]'.
[17:56:34	]S10/OWS.GHOST-87 has spawned a 'NPC [56][npc_vj_hlr2_com_shotgunner]'.
[17:56:34	]S10/OWS.GHOST-87 has taken 28 damage from Overwatch Shotgun Soldier.
[17:56:39	]S10/OWS.GHOST-87 is fully healed.
[17:56:52	]S10/OWS.GHOST-87 has spawned a 'NPC [56][npc_vj_hlr2_rebel]'.
[17:56:54	]S10/OWS.GHOST-87 has spawned a 'NPC [58][npc_vj_hlr2_com_elite]'.
[17:56:55	]S10/OWS.GHOST-87 has taken 12 damage from Overwatch Elite.
[17:56:59	]S10/OWS.GHOST-87 is fully healed.
[17:57:00	]S10/OWS.GHOST-87 has spawned a 'NPC [56][npc_vj_hlr2_refugee]'.
[17:57:00	]Joe Morgan is no longer afk. Total time spent AFK: 785
[17:57:03	]S10/OWS.GHOST-87 has used a context menu option with the name: vj_pr_npc_hostileme
[17:57:06	]S10/OWS.GHOST-87 has taken 8 damage from Refugee.
[17:57:06	]S10/OWS.GHOST-87 has taken 2 damage from Refugee.
[17:57:09	]S10/OWS.GHOST-87 entered observer.
[17:57:09	]S10/OWS.GHOST-87 is fully healed.
[17:57:26	]S10/OWS.GHOST-87 exited observer at their location.
[17:57:34	]S10/OWS.GHOST-87 has spawned a 'Vehicle [56][prop_vehicle_jeep_old]'.
[17:57:43	]S10/OWS.GHOST-87 has spawned a 'Vehicle [56][prop_vehicle_jeep_old]'.
[17:58:01	]S10/OWS.GHOST-87 has spawned a 'Vehicle [58][prop_vehicle_prisoner_pod]'.
[17:58:19	]S10/OWS.GHOST-87 has fired a toolgun with the name: weld
[17:58:20	]S10/OWS.GHOST-87 has fired a toolgun with the name: weld
[17:59:05	]S10/OWS.GHOST-87 used command '/PlyWhitelist joe vort'.
[17:59:18	]S10/OWS.GHOST-87 ran SAM command 'slay' with arguments: '^'
[17:59:21	]S10/OWS.GHOST-87 ran SAM command 'goto' with arguments: 'joe'
[17:59:31	][Y] S10/OWS.GHOST-87: <:: Wsiadaj jessy. ::>
[17:59:41	]S10/OWS.GHOST-87 entered observer.
[17:59:47	]S10/OWS.GHOST-87 exited observer at their location.
[18:00:33	]Lorf has unloaded their "S10/OWS.GHOST-87" character.
[18:00:33	]Recik has unloaded their "Joe Morgan" character.
[18:00:45	]Lorf created the character 'S10:SCN-3'
[18:00:45	]Lorf loaded the character 'S10:SCN-3'
[18:01:04	]Recik created the character 'dasfasdsafasfdasfasfda'
[18:01:04	]Recik loaded the character 'dasfasdsafasfdasfasfda'
[18:01:22	]S10:SCN-3 used command '/PingVorts'.
[18:01:29	]dasfasdsafasfdasfasfda has given himself a vortigaunt_slave_hooks_fake.
[18:01:29	]dasfasdsafasfdasfasfda has gained a 'Vortigaunt Hooks (fake)' #3134.
[18:01:49	]dasfasdsafasfdasfasfda has given himself a vortigaunt_slave_shackles_fake.
[18:01:49	]dasfasdsafasfdasfasfda has gained a 'Vortigaunt Shackles (fake)' #3135.
[18:02:00	]dasfasdsafasfdasfasfda has given himself a vortigaunt_slave_collar_fake.
[18:02:00	]dasfasdsafasfdasfasfda has gained a 'Vortigaunt Collar (fake)' #3136.
[18:02:11	]S10:SCN-3 used command '/PingVorts'.
[18:02:27	]S10:SCN-3 used command '/PingVorts'.
[18:03:43	]S10:SCN-3 used command '/PingVorts'.
[18:03:46	]S10:SCN-3 used command '/PingVorts'.
[18:03:49	]Lorf has unloaded their "S10:SCN-3" character.
[18:03:53	]Lorf loaded the character 'CHUJ'
[18:03:55	]CHUJ entered observer.
[18:04:02	]CHUJ used command '/PingVorts'.
[18:04:12	][IC] CHUJ: Apply.
[18:04:14	][IC] CHUJ: Apply.
[18:04:19	][IC] CHUJ: Apply.
[18:04:27	][IC] CHUJ: Apply.
[18:04:30	]CHUJ exited observer at their location.
[18:04:33	][IC] dasfasdsafasfdasfasfda: Galagna.
[18:04:36	]CHUJ used command '/Datafile das'.
[18:04:51	][VORT] CHUJ: cześć
[18:05:00	]CHUJ used command '/PingVorts'.
[18:05:34	]CHUJ used command '/PingVorts'.
[18:05:47	][VORTSHOUT] CHUJ: test
[18:05:55	][VORTSHOUT] CHUJ: test
[18:05:59	][VORTSHOUT] CHUJ: test
[18:05:59	]CHUJ entered observer.
[18:06:03	][VORTSHOUT] CHUJ: test
[18:06:05	][VORTSHOUT] CHUJ: test
[18:06:21	]CHUJ exited observer at their location.
[18:06:24	]CHUJ used command '/PingVorts'.
[18:06:47	]CHUJ used command '/Dispatch MISCOUNT DETECTED'.
[18:07:03	]CHUJ has taken 50 damage from dasfasdsafasfdasfasfda.
[18:07:19	]CHUJ has hit dasfasdsafasfdasfasfda dealing 16 damage (CritChance was -1.30).
[18:07:19	]dasfasdsafasfdasfasfda has taken 16 damage from CHUJ.
[18:07:21	]CHUJ has hit dasfasdsafasfdasfasfda dealing 16 damage (CritChance was -1.30).
[18:07:21	]dasfasdsafasfdasfasfda has taken 16 damage from CHUJ.
[18:07:40	]CHUJ has spawned a 'NPC [73][npc_vj_hlr2_com_civilp]'.
[18:07:50	]CHUJ has spawned a 'NPC [73][npc_vj_hlr2_com_civilp]'.
[18:07:52	]dasfasdsafasfdasfasfda has taken 30 damage from Civil Protection.
[18:07:53	]dasfasdsafasfdasfasfda has taken 30 damage from Civil Protection.
[18:07:54	]dasfasdsafasfdasfasfda has taken 30 damage from Civil Protection.
[18:07:55	]dasfasdsafasfdasfasfda has taken 30 damage from Civil Protection.
[18:07:56	]dasfasdsafasfdasfasfda has taken 30 damage from Civil Protection.
[18:07:57	]dasfasdsafasfdasfasfda was knocked unconscious and is bleeding out.
[18:07:58	]dasfasdsafasfdasfasfda was killed while bleeding out.
[18:07:58	]Civil Protection has killed dasfasdsafasfdasfasfda with npc_vj_hlr2_com_civilp.
[18:07:58	]CHUJ has taken 30 damage from Civil Protection.
[18:07:59	]CHUJ was knocked unconscious and is bleeding out.
[18:08:00	]CHUJ was killed while bleeding out.
[18:08:00	]Civil Protection has killed CHUJ with npc_vj_hlr2_com_civilp.
[18:08:03	]CHUJ entered observer.
[18:08:27	]dasfasdsafasfdasfasfda entered observer.
[18:08:27	]CHUJ exited observer at their location.
[18:08:29	]CHUJ entered observer.
[18:08:30	]CHUJ exited observer at their location.
[18:08:31	]CHUJ entered observer.
[18:08:32	]CHUJ exited observer at their location.
[18:08:34	]CHUJ entered observer.
[18:08:46	]CHUJ exited observer at their location.
[18:08:46	]CHUJ entered observer.
[18:08:57	]CHUJ exited observer at their location.
[18:08:58	]CHUJ entered observer.
[18:09:10	]CHUJ exited observer at their location.
[18:09:12	]CHUJ entered observer.
[18:09:12	]CHUJ exited observer at their location.
[18:09:42	]CHUJ has taken 5 damage from CHUJ.
[18:09:58	]CHUJ has taken 5 damage from CHUJ.
[18:10:04	]CHUJ has used a context menu option with the name: bodygroups
[18:10:15	]Lorf has unloaded their "CHUJ" character.
[18:10:20	]Lorf (STEAM_0:0:83902827) deleted character 'S10:SCN-3'
[18:10:45	]Lorf created the character 'C24.CREMATOR:216'
[18:10:45	]Lorf loaded the character 'C24.CREMATOR:216'
[18:10:52	][IC] C24.CREMATOR:216: HAHA.
[18:11:20	]C24.CREMATOR:216 has spawned a 'NPC [59][npc_zombie]'.
[18:11:20	]C24.CREMATOR:216 has spawned a 'NPC [71][npc_zombie]'.
[18:11:21	]C24.CREMATOR:216 has spawned a 'NPC [70][npc_zombie]'.
[18:11:22	]C24.CREMATOR:216 has spawned a 'NPC [73][npc_poisonzombie]'.
[18:11:23	]C24.CREMATOR:216 has spawned a 'NPC [75][npc_poisonzombie]'.
[18:11:24	]C24.CREMATOR:216 has spawned a 'NPC [74][npc_zombie]'.
[18:11:29	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:11:29	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:11:29	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:11:29	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:11:30	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:11:38	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:11:38	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:11:39	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:11:41	]C24.CREMATOR:216 has taken 5 damage from npc_headcrab_poison.
[18:11:41	]C24.CREMATOR:216 was knocked unconscious and is bleeding out.
[18:11:58	]C24.CREMATOR:216 was just killed due to: accepting their death
[18:12:43	]C24.CREMATOR:216 entered observer.
[18:12:53	]C24.CREMATOR:216 has fired a toolgun with the name: creator
[18:12:53	]C24.CREMATOR:216 has spawned a 'NPC [73][npc_zombie]'.
[18:12:54	]C24.CREMATOR:216 has fired a toolgun with the name: creator
[18:12:54	]C24.CREMATOR:216 has spawned a 'NPC [77][npc_zombie]'.
[18:12:54	]C24.CREMATOR:216 has fired a toolgun with the name: creator
[18:12:54	]C24.CREMATOR:216 has spawned a 'NPC [78][npc_zombie]'.
[18:12:55	]C24.CREMATOR:216 has fired a toolgun with the name: creator
[18:12:55	]C24.CREMATOR:216 has spawned a 'NPC [80][npc_zombie]'.
[18:12:55	]C24.CREMATOR:216 has fired a toolgun with the name: creator
[18:12:55	]C24.CREMATOR:216 has spawned a 'NPC [81][npc_zombie]'.
[18:12:58	]C24.CREMATOR:216 has fired a toolgun with the name: creator
[18:12:58	]C24.CREMATOR:216 has spawned a 'NPC [82][npc_zombie_torso]'.
[18:12:58	]C24.CREMATOR:216 has fired a toolgun with the name: creator
[18:12:58	]C24.CREMATOR:216 has spawned a 'NPC [84][npc_zombie_torso]'.
[18:12:59	]C24.CREMATOR:216 has fired a toolgun with the name: creator
[18:12:59	]C24.CREMATOR:216 has spawned a 'NPC [85][npc_zombie_torso]'.
[18:12:59	]C24.CREMATOR:216 has fired a toolgun with the name: creator
[18:12:59	]C24.CREMATOR:216 has spawned a 'NPC [59][npc_zombie_torso]'.
[18:13:02	]C24.CREMATOR:216 has spawned a 'NPC [86][npc_headcrab]'.
[18:13:03	]C24.CREMATOR:216 has spawned a 'NPC [91][npc_headcrab]'.
[18:13:04	]C24.CREMATOR:216 has spawned a 'NPC [99][npc_headcrab]'.
[18:13:05	]C24.CREMATOR:216 has spawned a 'NPC [100][npc_headcrab]'.
[18:13:07	]C24.CREMATOR:216 exited observer at their location.
[18:13:19	]C24.CREMATOR:216 has taken 5 damage from npc_headcrab.
[18:13:27	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:13:27	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:13:27	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:13:27	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:13:27	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:13:28	]C24.CREMATOR:216 has taken 1 damage from point_hurt.
[18:13:28	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:13:28	]C24.CREMATOR:216 has taken 1 damage from point_hurt.
[18:13:28	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:13:28	]C24.CREMATOR:216 has taken 1 damage from point_hurt.
[18:13:28	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:13:28	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:13:28	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:13:28	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:13:28	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:13:28	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:13:28	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:13:28	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:13:28	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:13:28	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:13:28	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:13:28	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:13:28	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:13:28	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:13:28	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:13:28	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:13:29	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:13:29	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:13:29	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:13:30	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:13:30	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:13:30	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:13:30	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:13:30	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:13:30	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:13:30	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:13:30	]C24.CREMATOR:216 has taken 1 damage from point_hurt.
[18:13:30	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:13:30	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:13:30	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:13:30	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:13:30	]C24.CREMATOR:216 has taken 1 damage from point_hurt.
[18:13:30	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:13:31	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:13:31	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:13:31	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:13:31	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:13:31	]C24.CREMATOR:216 has taken 1 damage from point_hurt.
[18:13:31	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:13:31	]C24.CREMATOR:216 has taken 1 damage from point_hurt.
[18:13:31	]C24.CREMATOR:216 has taken 1 damage from point_hurt.
[18:13:31	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:13:31	]C24.CREMATOR:216 has taken 1 damage from point_hurt.
[18:13:31	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:13:31	]C24.CREMATOR:216 has taken 1 damage from point_hurt.
[18:13:31	]C24.CREMATOR:216 has taken 1 damage from point_hurt.
[18:13:31	]C24.CREMATOR:216 has taken 1 damage from point_hurt.
[18:13:31	]C24.CREMATOR:216 has taken 1 damage from point_hurt.
[18:13:31	]C24.CREMATOR:216 has taken 1 damage from point_hurt.
[18:13:31	]C24.CREMATOR:216 has taken 1 damage from point_hurt.
[18:13:31	]C24.CREMATOR:216 has taken 1 damage from point_hurt.
[18:13:31	]C24.CREMATOR:216 has taken 1 damage from point_hurt.
[18:13:31	]C24.CREMATOR:216 has taken 1 damage from point_hurt.
[18:13:31	]C24.CREMATOR:216 has taken 1 damage from point_hurt.
[18:13:31	]C24.CREMATOR:216 has taken 1 damage from point_hurt.
[18:13:32	]C24.CREMATOR:216 has taken 1 damage from point_hurt.
[18:13:32	]C24.CREMATOR:216 has taken 1 damage from point_hurt.
[18:13:32	]C24.CREMATOR:216 has taken 1 damage from point_hurt.
[18:13:32	]C24.CREMATOR:216 has taken 1 damage from point_hurt.
[18:13:32	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:13:32	]C24.CREMATOR:216 has taken 1 damage from point_hurt.
[18:13:32	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:13:35	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:13:35	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:13:35	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:13:35	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:13:35	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:13:35	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:13:35	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:13:35	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:13:35	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:13:35	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:13:35	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:13:35	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:13:35	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
[18:13:36	]C24.CREMATOR:216 has taken 5 damage from npc_headcrab.
[18:13:36	]C24.CREMATOR:216 has taken 0 damage from point_hurt.
