[12:52:57	]Lynx has connected.
[17:01:12	]Enistein loaded the character 'Elazar Gül'
[17:01:15	]Pyotr Vostok ran 'Lock' on item 'Daire Anahtarı' (#29681)
[17:01:18	]Frederic Schopenhauer has performed the 'Craft Parçala: Kahverengi Ayakkabı' action, gaining 25 experience in crafting.
[17:01:18	]Frederic Schopenhauer has gained a 'Bez Paçavralar' #29746.
[17:01:20	]Pyotr Vostok used command '/ActSit 4'.
[17:01:21	]Pyotr Vostok used command '/ExitAct'.
[17:01:21	]Frederic Schopenhauer ran 'take' on item 'Boş Şarap Şişesi' (#29743)
[17:01:21	]Frederic Schopenhauer has gained a 'Boş Şarap Şişesi' #29743.
[17:01:24	]Munir Hasmemedov has performed the 'Craft Parçala: Boş Kavanoz' action, gaining 20 experience in crafting.
[17:01:24	]Munir Hasmemedov has gained a 'Plastik Çöp' #29747.
[17:01:26	][IC] Harry David: Tabii, Şunu uzatayım.
[17:01:28	]Frederic Schopenhauer has performed the 'Craft Parçala: Şarap Şişesi' action, gaining 20 experience in crafting.
[17:01:28	]Frederic Schopenhauer has gained a 'Cam kırıkları' #29748.
[17:01:31	]Munir Hasmemedov has performed the 'Craft Parçala: Boş Breen'in Suyu' action, gaining 20 experience in crafting.
[17:01:31	]Victorian loaded the character 'Fikret Saric'
[17:01:36	]Frederic Schopenhauer ran 'drop' on item 'Cam kırıkları' (#29748)
[17:01:36	]Frederic Schopenhauer has lost a 'Cam kırıkları' #29748.
[17:01:40	][ME] Harry David: Kişiye başvurabilmesi için bir başvuru kağıdı uzatır
[17:01:40	]Frederic Schopenhauer has gained a 'Parçalanmış Çekmece' #29749.
[17:01:40	]Fikret Saric entered observer.
[17:01:44	][IT] Harry David: OOC izni?
[17:01:47	]Frederic Schopenhauer has performed the 'Craft Parçala: Parçalanmış Çekmece' action, gaining 40 experience in crafting.
[17:01:47	]Frederic Schopenhauer has gained a 'Çivi Kutusu' #29750.
[17:01:47	]Frederic Schopenhauer has gained a 'Ahşap Tahta' #29751.
[17:01:48	]Enistein has unloaded their "Elazar Gül" character.
[17:02:03	]Frederic Schopenhauer ran 'drop' on item 'Ahşap Tahta' (#29751)
[17:02:03	]Frederic Schopenhauer has lost a 'Ahşap Tahta' #29751.
[17:02:16	][LOOC] Jairo Ragare: +
[17:02:21	]Fikret Saric exited observer at their location.
[17:02:26	]Victorian loaded the character 'C24:RCT.YELLO-16'
[17:02:31	]C24:RCT.YELLO-16 entered observer.
[17:02:44	][IC] Harry David: Bundan sonrasına başvuru için SMAB kanalı var IC başvurular kategorisinde.
[17:02:45	]C24:RCT.YELLO-16 exited observer at their location.
[17:02:49	][IC] C24:RCT.YELLO-16: <:: Birim görev başında; 10-8. ::>
[17:02:49	][IC] Harry David: Ben sana linkini atayım.
[17:02:56	][LOOC] Jairo Ragare: at
[17:02:56	][IC] Harry David: Konsoldan kopyalarsın girersin artık.
[17:03:04	][IC] Jairo Ragare: Ok.
[17:03:09	][IC] Harry David: Https://docs.google.com/forms/d/e/1FAIpQLSdJKy2jMpYrKkVEKqVSUG4I8FM-o4G6Yr5I9se3F-A6bIN32Q/viewform.
[17:03:12	][IC] Harry David: Başvuru formu bu.
[17:03:13	]Frederic Schopenhauer opened the 'File Cabinet' #3681 container.
[17:03:13	]C24:RCT.YELLO-16 entered observer.
[17:03:16	][IC] Harry David: Bu arada.
[17:03:16	]Frederic Schopenhauer closed the 'File Cabinet' #3681 container.
[17:03:21	]Frederic Schopenhauer ran 'drop' on item 'Kırık Bilgisayar' (#29721)
[17:03:21	]Frederic Schopenhauer has lost a 'Kırık Bilgisayar' #29721.
[17:03:22	]Frederic Schopenhauer opened the 'File Cabinet' #3681 container.
[17:03:25	]Frederic Schopenhauer ran 'combine' on item 'Çivi Kutusu' (#29556)
[17:03:27	]Frederic Schopenhauer closed the 'File Cabinet' #3681 container.
[17:03:29	]C24:RCT.YELLO-16 exited observer at their location.
[17:03:31	]Enistein created the character 'C17:RCT.YELLO-79'
[17:03:31	]Enistein has gained level 10 in the Hız skill.
[17:03:31	]Enistein loaded the character 'C17:RCT.YELLO-79'
[17:03:31	]C17:RCT.YELLO-79 has gained a '#87966 Kimlik Kartı' #29752.
[17:03:31	]C17:RCT.YELLO-79 has gained a 'Combine PDA' #29753.
[17:03:31	]C17:RCT.YELLO-79 has gained a 'SK Üniforması' #29754.
[17:03:31	]C17:RCT.YELLO-79 has gained a 'SK Maskesi' #29755.
[17:03:31	]C17:RCT.YELLO-79 has gained a 'El Telsizi' #29756.
[17:03:31	]C17:RCT.YELLO-79 has gained a 'Küçük Çanta' #29757.
[17:03:31	]C17:RCT.YELLO-79 has gained a 'Büyük Çanta' #29758.
[17:03:33	][IC] Harry David: Bunlar için.
[17:03:35	][IC] C17:RCT.YELLO-79: A.
[17:03:38	]Frederic Schopenhauer ran 'drop' on item 'Bez Paçavralar' (#29746)
[17:03:38	]Frederic Schopenhauer has lost a 'Bez Paçavralar' #29746.
[17:03:39	][IC] Harry David: Eğer bilgin yoksa hiç.
[17:03:53	]C17:i5.YELLO-79 used command '/CharSetName YELLO-79 C17:i5.YELLO-79'.
[17:03:53	][IC] Harry David: Merhaba.
[17:03:55	][IC] C24:RCT.YELLO-16: <:: Herşey yolunda mı? ::>
[17:04:10	][IC] Harry David: Evet, acil bir olay yok.
[17:04:13	][IC] Harry David: Noldu ki.
[17:04:14	]C17:i5.YELLO-79 ran 'combine' on item 'Küçük Çanta' (#29757)
[17:04:16	][IC] C24:RCT.YELLO-16: <:: Hm, pekala. ::>
[17:04:22	][IT] Harry David: Oocyiz bu arada
[17:04:23	][IC] C24:RCT.YELLO-16: <:: Kontrol etmem istendi. ::>
[17:04:27	][IC] Harry David: Anladım.
[17:04:30	][IT] C24:RCT.YELLO-16: tamamdır, gidiyorum
[17:04:35	]C24:RCT.YELLO-16 entered observer.
[17:04:40	]C24:RCT.YELLO-16 exited observer at their location.
[17:04:41	]C24:RCT.YELLO-16 entered observer.
[17:04:42	]C24:RCT.YELLO-16 exited observer at their location.
[17:04:43	][IC] Harry David: Bilgin yoksa rehberlere bak.
[17:04:45	]Harry David entered observer.
[17:04:46	]Harry David exited observer at their location.
[17:04:46	][IC] Jairo Ragare: Linki girdim açılmıyor.
[17:04:48	]C17:i5.YELLO-79 used the 'Revir Ekipman Dağıtıcısı' vendor.
[17:04:52	]C17:i5.YELLO-79 entered observer.
[17:04:53	][IC] Harry David: Nereye girdin.
[17:05:00	]C17:i5.YELLO-79 exited observer at their location.
[17:05:02	][IC] Harry David: Tam kopyaladığına eminmisin.
[17:05:02	]C17:i5.YELLO-79 entered observer.
[17:05:03	]C24:RCT.YELLO-16 entered observer.
[17:05:03	][IC] Harry David: Https://docs.google.com/forms/d/e/1FAIpQLSdJKy2jMpYrKkVEKqVSUG4I8FM-o4G6Yr5I9se3F-A6bIN32Q/viewform.
[17:05:07	][IC] Harry David: Https://docs.google.com/forms/d/e/1FAIpQLSdJKy2jMpYrKkVEKqVSUG4I8FM-o4G6Yr5I9se3F-A6bIN32Q/viewform.
[17:05:10	][IC] Jairo Ragare: Evet bekle deneyeyim.
[17:05:24	]C24:RCT.YELLO-16 exited observer at their location.
[17:05:44	]Frederic Schopenhauer has acquired his ration, gaining 0 credits, 0 wages and a ration ration.
[17:05:57	]Frederic Schopenhauer ran 'Open' on item 'Rasyon' (#29759)
[17:05:57	]Frederic Schopenhauer has gained a 'Yapay Macun' #29760.
[17:05:57	]Frederic Schopenhauer has gained a 'Breen'in Suyu' #29761.
[17:05:57	]Frederic Schopenhauer has gained a '15 Kredi Kuponu' #29762.
[17:06:03	]Frederic Schopenhauer ran 'Use' on item '15 Kredi Kuponu' (#29762)
[17:06:04	]Frederic Schopenhauer ran 'drop' on item '15 Kredi Kuponu' (#29762)
[17:06:04	]Frederic Schopenhauer has lost a '15 Kredi Kuponu' #29762.
[17:06:05	]Frederic Schopenhauer has used a coupon at a ration dispenser, gaining 15 credits.
[17:06:11	]Frederic Schopenhauer ran 'Consume' on item 'Yapay Macun' (#29760)
[17:06:11	]Frederic Schopenhauer has gained a 'Boş Kavanoz' #29763.
[17:06:22	]Frederic Schopenhauer has performed the 'Craft Parçala: Boş Kavanoz' action, gaining 20 experience in crafting.
[17:06:22	]Frederic Schopenhauer has gained a 'Plastik Çöp' #29764.
[17:06:25	]Frederic Schopenhauer ran 'drop' on item 'Plastik Çöp' (#29764)
[17:06:25	]Frederic Schopenhauer has lost a 'Plastik Çöp' #29764.
[17:06:57	]C17:i5.YELLO-79 opened the 'Large Metal Cabinet' #3658 container.
[17:07:00	]C17:i5.YELLO-79 closed the 'Large Metal Cabinet' #3658 container.
[17:07:01	]C17:i5.YELLO-79 opened the 'Large Metal Cabinet' #3659 container.
[17:07:04	]C17:i5.YELLO-79 closed the 'Large Metal Cabinet' #3659 container.
[17:07:08	][IC] Jairo Ragare: Açılmıyor.
[17:07:13	]C17:i5.YELLO-79 used the 'Sivil Korum Destek Masası' vendor.
[17:07:19	][IC] Frederic Schopenhauer: Efendim ben kol bandı alabiliyormuyum.
[17:07:28	][IC] Frederic Schopenhauer: Sosyal kredim yetiyormu kol bandına.
[17:07:30	]Hoo Lee Fuk banditcamp.com has connected.
[17:07:35	][IC] Harry David: En iyisi.
[17:07:37	][IC] C24:RCT.YELLO-16: <:: Hmph. ::>
[17:07:40	][IC] Harry David: Yayın adlı sese gel.
[17:07:44	][IC] Harry David: Oradan bakayım.
[17:07:44	][IC] C24:RCT.YELLO-16: <:: ID numaranız? ::>
[17:07:45	][IC] Jairo Ragare: Geliyorum.
[17:07:48	]Frederic Schopenhauer used command '/ID'.
[17:08:01	][ME] C24:RCT.YELLO-16: Birkaç tuşa basar
[17:08:08	][IC] Jairo Ragare: Girdiö.
[17:08:14	][IC] Harry David: Ekran açabilrmsn.
[17:08:15	][IC] Jairo Ragare: Girdim sese.
[17:08:18	]Hoo Lee Fuk banditcamp.com loaded the character 'John Brookly'
[17:08:23	]John Brookly is fully healed.
[17:08:24	][IC] C24:RCT.YELLO-16: <:: Hayır, 90 Kredide size kırmızı kol bandını vereceğiz. ::>
[17:08:31	][IC] Frederic Schopenhauer: Tamam.
[17:08:31	]C17:i5.YELLO-79 ran SAM command 'asay' with arguments: 'cpler ekipmanlarını nerden alıyor'
[17:08:36	]C17:i5.YELLO-79 exited observer at their location.
[17:08:38	]C24:RCT.YELLO-16 ran SAM command 'asay' with arguments: 'gösterim'
[17:08:38	]C24:RCT.YELLO-16 entered observer.
[17:08:39	]C17:i5.YELLO-79 ran SAM command 'asay' with arguments: 'buldum'
[17:08:39	]C17:i5.YELLO-79 used the 'Sivil Koruma Teçhizat Tedarik Makinesi' vendor.
[17:08:44	]C24:RCT.YELLO-16 exited observer at their location.
[17:08:46	]C17:i5.YELLO-79 has gained 0 chips.
[17:08:46	]C17:i5.YELLO-79 has gained a 'Stunstick' #29765.
[17:08:51	]John Brookly used command '/CharEditBodygroup brookly'.
[17:08:57	]Munir Hasmemedov has gone afk.
[17:08:59	][IC] Harry David: Ic başvurular kategorisine bak bi.
[17:09:02	][IC] Harry David: Oradan.
[17:09:03	][IC] Harry David: Dene.
[17:09:04	]John Brookly has changed John Brookly's bodygroups.
[17:09:08	]C24:RCT.YELLO-16 entered observer.
[17:09:09	]C17:i5.YELLO-79 ran SAM command 'asay' with arguments: 'kılavuz neredeydi'
[17:09:14	]C17:i5.YELLO-79 ran SAM command 'asay' with arguments: 'silah alabilen rütbeler vs.'
[17:09:14	]C24:RCT.YELLO-16 ran SAM command 'asay' with arguments: 'atayım'
[17:09:32	]John Brookly has changed John Brookly's bodygroups.
[17:09:41	][IC] Harry David: Açılıyormu göremiyorum.
[17:09:43	]C17:i5.YELLO-79 used the 'Sivil Koruma Teçhizat Tedarik Makinesi' vendor.
[17:09:43	]Frederic Schopenhauer ran 'take' on item 'Bitki Saksısı' (#29766)
[17:09:43	]Frederic Schopenhauer has gained a 'Bitki Saksısı' #29766.
[17:09:49	]John Brookly entered observer.
[17:09:57	]Frederic Schopenhauer has performed the 'Craft Parçala: Bitki Saksısı' action, gaining 40 experience in crafting.
[17:09:57	]Frederic Schopenhauer has gained a 'Cam kırıkları' #29769.
[17:09:59	]Frederic Schopenhauer ran 'drop' on item 'Cam kırıkları' (#29769)
[17:09:59	]Frederic Schopenhauer has lost a 'Cam kırıkları' #29769.
[17:10:04	]C24:RCT.YELLO-16 ran SAM command 'asay' with arguments: 'attım'
[17:10:04	][IC] Jairo Ragare: Paylaşıyorum şuan.
[17:10:10	][IC] Harry David: Çünkü sadece hata görüyorum o kadar.
[17:10:11	]C24:RCT.YELLO-16 ran SAM command 'asay' with arguments: 'orda yazıyor herşey'
[17:10:27	]Munir Hasmemedov is no longer afk. Total time spent AFK: 385
[17:10:30	]C17:i5.YELLO-79 has gained 0 chips.
[17:10:30	]C17:i5.YELLO-79 has gained a 'USP-45' #29770.
[17:10:31	]C17:i5.YELLO-79 has gained 0 chips.
[17:10:31	]C17:i5.YELLO-79 has gained a '17rnd Usp-Şarjörü' #29771.
[17:10:32	]Frederic Schopenhauer ran 'Consume' on item 'Pizza Dilimi' (#28971)
[17:10:32	]Frederic Schopenhauer extended their level 1 long boost in Güç.
[17:10:32	]Frederic Schopenhauer has gained a level 1 long boost in Algı.
[17:10:33	]C17:i5.YELLO-79 has gained 0 chips.
[17:10:33	]C17:i5.YELLO-79 has gained a '17rnd Usp-Şarjörü' #29772.
[17:10:33	][IC] Harry David: He.
[17:10:35	]Frederic Schopenhauer ran 'Consume' on item 'Breen'in Suyu' (#29507)
[17:10:35	]Frederic Schopenhauer has gained a 'Boş Breen'in Suyu' #29773.
[17:10:36	]C17:i5.YELLO-79 ran 'Equip' on item 'USP-45' (#29770)
[17:10:37	]C24:RCT.YELLO-16 exited observer at their location.
[17:10:37	]C17:i5.YELLO-79 used the 'Sivil Koruma Teçhizat Tedarik Makinesi' vendor.
[17:10:38	]C24:RCT.YELLO-16 entered observer.
[17:10:39	]C24:RCT.YELLO-16 exited observer at their location.
[17:10:41	]C17:i5.YELLO-79 has gained 0 chips.
[17:10:41	]C17:i5.YELLO-79 has gained a '9mm Tabanca Mermisi' #29774.
[17:10:42	]C17:i5.YELLO-79 has gained 0 chips.
[17:10:43	]C17:i5.YELLO-79 has gained a '9mm Tabanca Mermisi' #29775.
[17:10:43	]Frederic Schopenhauer has performed the 'Craft Parçala: Boş Breen'in Suyu' action, gaining 20 experience in crafting.
[17:10:43	]Frederic Schopenhauer has gained a 'Plastik Çöp' #29776.
[17:10:44	]C17:i5.YELLO-79 ran 'combine' on item '17rnd Usp-Şarjörü' (#29772)
[17:10:45	]Frederic Schopenhauer ran 'drop' on item 'Plastik Çöp' (#29776)
[17:10:45	]Frederic Schopenhauer has lost a 'Plastik Çöp' #29776.
[17:10:45	]C17:i5.YELLO-79 ran 'combine' on item '17rnd Usp-Şarjörü' (#29771)
[17:10:46	]C17:i5.YELLO-79 ran 'combine' on item '17rnd Usp-Şarjörü' (#29771)
[17:10:48	][IC] Jairo Ragare: Nası aççam bunu ben açılmıyor.
[17:10:49	]C17:i5.YELLO-79 used the 'Sivil Koruma Teçhizat Tedarik Makinesi' vendor.
[17:10:52	]C17:i5.YELLO-79 has gained 0 chips.
[17:11:00	]C17:i5.YELLO-79 used the 'Sivil Koruma Teçhizat Tedarik Makinesi' vendor.
[17:11:02	]C17:i5.YELLO-79 has gained 0 chips.
[17:11:02	]C17:i5.YELLO-79 has gained 0 chips.
[17:11:03	]C17:i5.YELLO-79 has gained 0 chips.
[17:11:06	]C17:i5.YELLO-79 used the 'Sivil Koruma Teçhizat Tedarik Makinesi' vendor.
[17:11:07	][IC] Harry David: Tam ekranı açmamışsın ki.
[17:11:09	]C17:i5.YELLO-79 has gained 0 chips.
[17:11:09	]C17:i5.YELLO-79 has gained 0 chips.
[17:11:09	]C17:i5.YELLO-79 has gained 0 chips.
[17:11:10	]C17:i5.YELLO-79 has gained 0 chips.
[17:11:10	]C17:i5.YELLO-79 has gained 0 chips.
[17:11:10	]C17:i5.YELLO-79 has gained 0 chips.
[17:11:11	]C17:i5.YELLO-79 has gained 0 chips.
[17:11:11	]C17:i5.YELLO-79 has gained 0 chips.
[17:11:12	]C17:i5.YELLO-79 has gained 0 chips.
[17:11:12	]C17:i5.YELLO-79 has gained 0 chips.
[17:11:12	]John Brookly exited observer at their location.
[17:11:13	]C17:i5.YELLO-79 has gained 0 chips.
[17:11:13	]C17:i5.YELLO-79 has gained 0 chips.
[17:11:13	]C17:i5.YELLO-79 has gained 0 chips.
[17:11:14	]C17:i5.YELLO-79 has gained 0 chips.
[17:11:14	]C17:i5.YELLO-79 has gained 0 chips.
[17:11:15	]C17:i5.YELLO-79 has gained 0 chips.
[17:11:15	]C17:i5.YELLO-79 has gained 0 chips.
[17:11:16	]C17:i5.YELLO-79 has gained 0 chips.
[17:11:16	][IC] Jairo Ragare: Bi sesli konuşsana.
[17:11:16	]C17:i5.YELLO-79 has gained 0 chips.
[17:11:16	]C17:i5.YELLO-79 has gained 0 chips.
[17:11:17	]C17:i5.YELLO-79 has gained 0 chips.
[17:11:17	]C17:i5.YELLO-79 has gained 0 chips.
[17:11:21	]C24:RCT.YELLO-16 entered observer.
[17:11:21	]C17:i5.YELLO-79 ran 'Equip' on item 'Stunstick' (#29765)
[17:11:21	][IC] Harry David: Mikrofon yok ki.
[17:11:27	][IC] Jairo Ragare: Mesajla yaz.
[17:11:28	]John Brookly entered observer.
[17:11:34	][IC] Harry David: Dcden attım mesaj zatn.
[17:11:49	]C24:RCT.YELLO-16 exited observer at their location.
[17:11:54	]C24:RCT.YELLO-16 used command '/ActStand 4'.
[17:12:06	][IC] C17:i5.YELLO-79: <:: YELLOW. ::>
[17:12:08	]C24:RCT.YELLO-16 used command '/ExitAct'.
[17:12:12	][IC] C24:RCT.YELLO-16: <:: YELLO. ::>
[17:12:16	][IC] C17:i5.YELLO-79: <:: YELLO. ::>
[17:12:22	]Frederic Schopenhauer ran 'smoke' on item 'Sigara' (#28906)
[17:12:22	][IC] C17:i5.YELLO-79: <:: HELLLOOOOOO. ::>
[17:12:22	][LOOC] C24:RCT.YELLO-16: *yellow
[17:12:24	]Frederic Schopenhauer ran 'light' on item 'Plastik Çakmak' (#27473)
[17:12:24	]Plastik Çakmak owned by Frederic Schopenhauer just broke due to usage.
[17:12:27	][IC] Harry David: Eh bu kadardı.
[17:12:31	][IC] C17:i5.YELLO-79: <:: Karın benden nefret ediyor, öyle değil mi? ::>
[17:12:32	]John Brookly used command '/SetApartmentDoor RA-E-01-01'.
[17:12:34	]John Brookly used command '/SetApartmentDoor RA-E-01-01'.
[17:12:38	][IC] C24:RCT.YELLO-16: <:: Ciddiyetini bozma, 79. ::>
[17:12:41	][IC] C24:RCT.YELLO-16: <:: Ve karım yok. ::>
[17:12:42	][IC] Harry David: Başvuruya bakarım hemen.
[17:12:44	][IC] C17:i5.YELLO-79: <:: Haha. ::>
[17:12:45	][IC] C17:i5.YELLO-79: <:: Boomer. ::>
[17:12:47	][IC] Jairo Ragare: Bekle dolduruyorum.
[17:12:49	]Frederic Schopenhauer used command '/ActLean'.
[17:12:55	][IC] Harry David: Tamam.
[17:13:06	]Frederic Schopenhauer used command '/ExitAct'.
[17:13:14	]C24:RCT.YELLO-16 used the 'Sivil Korum Destek Masası' vendor.
[17:13:17	]C24:RCT.YELLO-16 has gained 0 chips.
[17:13:17	]C24:RCT.YELLO-16 has gained a 'Mor CCA kol bandı' #29777.
[17:13:23	]C17:i5.YELLO-79 used command '/Radio 10-8'.
[17:13:24	]Harry David ran SAM command 'asay' with arguments: 'beyin direkt terzi olarak yan karakter oluştursam olmazmı'
[17:13:38	]C17:i5.YELLO-79 used command '/ActStand 2'.
[17:13:39	]C17:i5.YELLO-79 used command '/ExitAct'.
[17:13:40	]C17:i5.YELLO-79 used command '/ActStand 3'.
[17:13:41	]C17:i5.YELLO-79 used command '/ExitAct'.
[17:13:42	]C17:i5.YELLO-79 used command '/ActStand 1'.
[17:13:45	]Frederic Schopenhauer used command '/ActLean'.
[17:14:18	]C17:i5.YELLO-79 used command '/ExitAct'.
[17:14:28	]Frederic Schopenhauer used command '/ExitAct'.
[17:14:43	][IC] C24:RCT.YELLO-16: <:: Hmph. ::>
[17:15:22	]C24:RCT.YELLO-16 entered observer.
[17:15:28	]C17:i5.YELLO-79 destroyed a 'Lead Pipe' #29504.
[17:15:34	]C17:i5.YELLO-79 used command '/ActStand 4'.
[17:15:35	]C17:i5.YELLO-79 used command '/ExitAct'.
[17:15:36	]C17:i5.YELLO-79 used command '/ActStand 5'.
[17:15:36	]C17:i5.YELLO-79 used command '/ExitAct'.
[17:15:38	]C17:i5.YELLO-79 used command '/ActStand 4'.
[17:15:50	]C24:RCT.YELLO-16 exited observer at their location.
[17:15:52	]John Brookly exited observer at their location.
[17:15:53	]John Brookly entered observer.
[17:16:01	][IC] C17:i5.YELLO-79: <:: Vatandaş. ::>
[17:16:02	][IC] C17:i5.YELLO-79: <:: Yürü! ::>
[17:16:06	]John Brookly ran 'Write' on item 'Gene yaşlı' (#29108)
[17:16:09	][IC] Frederic Schopenhauer: Efendim nereden çakmak alabilirim.
[17:16:17	][IC] C17:i5.YELLO-79: <:: Otomatlarda varsa vardır, yoksa bol şans. ::>
[17:16:20	][IC] Frederic Schopenhauer: Tamam.
[17:16:28	][IC] C24:RCT.YELLO-16: <:: Hmph. ::>
[17:16:33	][IC] C24:RCT.YELLO-16: <:: Bugünde sıkıcı geçecek gibi. ::>
[17:16:46	][IC] C24:RCT.YELLO-16: <:: Keşke Şehir 10'a atanabilsem, en azından aksiyon oluyor. ::>
[17:16:50	]John Brookly exited observer at their location.
[17:16:54	][IC] Frederic Schopenhauer: Çakmağım bitti yani bu son sigaram içebiliceğim.
[17:16:56	][IC] C17:i5.YELLO-79: <:: Hmph. ::>
[17:16:57	]Munir Hasmemedov has gone afk.
[17:17:08	]λyahuska has connected.
[17:17:18	]Hoo Lee Fuk banditcamp.com loaded the character 'Zalo'Kar'
[17:17:19	]C17:i5.YELLO-79 used command '/ExitAct'.
[17:17:21	]Zalo'Kar entered observer.
[17:17:23	][IC] C17:i5.YELLO-79: <:: DEVRİYE. ::>
[17:17:27	][IC] C24:RCT.YELLO-16: <:: Dr. ::>
[17:17:30	]Zalo'Kar exited observer at their location.
[17:17:34	][ME] Frederic Schopenhauer: sigarayı yere atar ve ezer
[17:17:40	][IC] C24:RCT.YELLO-16: <:: Devriye ekibini oluşturmayı unutmadık mı sencede? ::>
[17:17:45	][IC] C17:i5.YELLO-79: <:: Doğru. ::>
[17:17:54	][IC] C24:RCT.YELLO-16: <:: Oluşturmayı biliyorsun, değil mi? ::>
[17:17:56	]Zalo'Kar ran 'take' on item 'Cam kırıkları' (#29688)
[17:17:56	]Zalo'Kar has gained a 'Cam kırıkları' #29688.
[17:18:02	]C17:i5.YELLO-79 used command '/PTCreate 1'.
[17:18:06	][IC] C24:RCT.YELLO-16: <:: Pekala... ::>
[17:18:11	][IC] C17:i5.YELLO-79: <:: Oluşturdum. ::>
[17:18:14	]C24:RCT.YELLO-16 used command '/PTJoin 1'.
[17:18:18	]Jairo Ragare has gone afk.
[17:18:18	][IC] C24:RCT.YELLO-16: <:: Gidebiliriz. ::>
[17:18:20	]Harry David ran SAM command 'asay' with arguments: 'beyin direkt terzi olarak yan karakter oluştursam olmazmı'
[17:18:21	][IC] C17:i5.YELLO-79: <:: 10-4. ::>
[17:18:31	]C24:RCT.YELLO-16 ran 'Consume' on item 'Soda Bob Brawn' (#28283)
[17:18:31	]C24:RCT.YELLO-16 has gained a level 1 long boost in Algı.
[17:18:31	]C24:RCT.YELLO-16 has gained a level 2 long boost in Çeviklik.
[17:18:44	]Zalo'Kar ran SAM command 'asay' with arguments: 'Rolunu yapak olusturda'
[17:18:52	][IC] Zalo'Kar: Maskeliler.
[17:18:52	]Munir Hasmemedov is no longer afk. Total time spent AFK: 410
[17:18:56	][IC] C24:RCT.YELLO-16: <:: ? ::>
[17:19:02	][IC] C17:i5.YELLO-79: <:: Biotic. ::>
[17:19:05	][IC] Zalo'Kar: Maskeliler.
[17:19:06	]Harry David ran SAM command 'asay' with arguments: 'ok şu smab başvurusuna bakaym'
[17:19:08	][IC] C24:RCT.YELLO-16: <:: İ5. ::>
[17:19:18	][IC] C24:RCT.YELLO-16: <:: Birşey demeye çalışıyor galiba. ::>
[17:19:22	][IC] C17:i5.YELLO-79: <:: Sorun ne yaratık? ::>
[17:19:26	]Frederic Schopenhauer ran 'take' on item 'Sigara' (#28884)
[17:19:26	]Frederic Schopenhauer has gained a 'Sigara' #28884.
[17:19:27	][IC] Zalo'Kar: Biz maskelilerin terminalini kullanamıyoruz.
[17:19:31	]Harry David used command '/ActSit 4'.
[17:19:33	]Jairo Ragare is no longer afk. Total time spent AFK: 370
[17:19:33	]Harry David used command '/ExitAct'.
[17:19:34	]Harry David used command '/ActSit 5'.
[17:19:37	]Harry David used command '/ExitAct'.
[17:19:38	]Harry David entered observer.
[17:19:42	][IC] C17:i5.YELLO-79: <:: Bu konuyla ilgili yanlış bir şey göremedim. ::>
[17:19:47	][LOOC] Harry David: başvurduğunda dcye yaz
[17:19:47	][IC] C24:RCT.YELLO-16: <:: Hmph. ::>
[17:19:47	]Frederic Schopenhauer ran 'take' on item 'Lead Pipe' (#29625)
[17:19:47	]Frederic Schopenhauer has gained a 'Lead Pipe' #29625.
[17:19:49	]Frederic Schopenhauer ran 'take' on item 'Lead Pipe' (#29626)
[17:19:49	]Frederic Schopenhauer has gained a 'Lead Pipe' #29626.
[17:19:51	][IC] Zalo'Kar: Bizim kendi kartımız var.
[17:19:52	][IC] Zalo'Kar: Izleyin.
[17:19:52	]Frederic Schopenhauer opened the 'File Cabinet' #3681 container.
[17:19:55	]Frederic Schopenhauer has gained a 'Hatchet' #29502 from a container with the name 'File Cabinet' #3681.
[17:19:55	]Harry David exited observer at their location.
[17:19:55	]Frederic Schopenhauer closed the 'File Cabinet' #3681 container.
[17:19:59	]Frederic Schopenhauer ran 'drop' on item 'Lead Pipe' (#29625)
[17:19:59	]Frederic Schopenhauer has lost a 'Lead Pipe' #29625.
[17:20:00	]Frederic Schopenhauer ran 'drop' on item 'Lead Pipe' (#29626)
[17:20:00	]Frederic Schopenhauer has lost a 'Lead Pipe' #29626.
[17:20:00	]Frederic Schopenhauer ran 'drop' on item 'Hatchet' (#29502)
[17:20:00	]Frederic Schopenhauer has lost a 'Hatchet' #29502.
[17:20:04	]C17:i5.YELLO-79 is admin-searching Zalo'Kar's inventory.
[17:20:04	]C17:i5.YELLO-79 has used a context menu option with the name: ixviewinventory
[17:20:04	]Frederic Schopenhauer destroyed a 'Lead Pipe' #29626.
[17:20:05	][IC] Harry David: Ohh.
[17:20:05	]Frederic Schopenhauer destroyed a 'Lead Pipe' #29625.
[17:20:06	][IC] Harry David: Selam.
[17:20:06	]Frederic Schopenhauer destroyed a 'Hatchet' #29502.
[17:20:08	]C17:i5.YELLO-79 has closed Zalo'Kar's inventory.
[17:20:17	][ME] Zalo'Kar: yere uzanarak yerdek çöpleri temizler
[17:20:19	]Zalo'Kar ran 'take' on item 'Plastik Çöp' (#29737)
[17:20:19	]Zalo'Kar has gained a 'Plastik Çöp' #29737.
[17:20:20	]Zalo'Kar ran 'take' on item 'Kırık Alıcı' (#29734)
[17:20:20	]Zalo'Kar has gained a 'Kırık Alıcı' #29734.
[17:20:22	]Zalo'Kar ran 'take' on item 'Cam kırıkları' (#29736)
[17:20:22	]Zalo'Kar has gained a 'Cam kırıkları' #29736.
[17:20:24	][LOOC] Harry David: olm bu neden kıyafet giymiş la
[17:20:25	]Frederic Schopenhauer opened the 'File Cabinet' #3681 container.
