[15:05:00	]Shane Walsh has connected.
[16:49:49	]C24:RCT.YELLO-53 used command '/Staff vardiya gelsin mi'.
[16:49:53	]Karındeşen Jack ran SAM command 'asay' with arguments: 'yok'
[16:50:00	]Theodore Abernathy used command '/Staff gelsin niye gelmiyo'.
[16:50:06	]Theodore Abernathy used command '/Staff ama uzun sürsün aga biraz'.
[16:50:14	]Karındeşen Jack ran SAM command 'asay' with arguments: '3 kisiyle yapılcak pek bisi yo'
[16:50:16	]Karındeşen Jack ran SAM command 'asay' with arguments: 'yok'
[16:50:21	]Karındeşen Jack entered observer.
[16:50:24	]Theodore Abernathy used command '/Staff gerçi o da var'.
[16:50:26	]C24:RCT.YELLO-53 used command '/Staff size kalmis'.
[16:50:36	]Karındeşen Jack exited observer at their location.
[16:50:44	][Y] Karındeşen Jack: Hold.
[16:50:46	][IC] C24:i4.HELIX-86: <:: Şehir çok güzel. ::>
[16:50:50	]C24:RCT.YELLO-53 used command '/PM John Freeman sen muhabirdin glb'.
[16:50:55	][Y] Karındeşen Jack: Bu şehirin direnişe ihtiyacı  var.
[16:50:59	][IC] C24:i4.HELIX-86: <:: Bu ses nerden geş. ::>
[16:51:02	]John Freeman used command '/PM c24 he'.
[16:51:05	][IC] C24:RCT.YELLO-53: <:: Ne bağırmaydı o? ::>
[16:51:10	][IC] C24:i4.HELIX-86: <:: Anlamadım. ::>
[16:51:13	][IC] C24:i4.HELIX-86: <:: Bir ses geldi. ::>
[16:51:15	]John Freeman used command '/PM c24:rct he'.
[16:51:15	][Y] Karındeşen Jack: Bu şehire daha fazla hizmet etmeyin.
[16:51:17	][IC] C24:RCT.YELLO-53: <:: Hmph. ::>
[16:51:18	]C24:i4.HELIX-86 has taken 5 damage from tfa_rustalpha_flare_thrown.
[16:51:30	][IC] C24:RCT.YELLO-53: <:: Bu ne lan?! ::>
[16:51:33	]Karındeşen Jack entered observer.
[16:51:37	]Karındeşen Jack exited observer at their location.
[16:51:44	][IC] C24:i4.HELIX-86: <:: Nerde? ::>
[16:51:48	][IC] C24:RCT.YELLO-53: <:: Farkındayız, nerede? ::>
[16:51:49	][IC] Theodore Abernathy: Konuşan sen misin?
[16:51:53	][IC] John Freeman: Hayır.
[16:51:53	][Y] Karındeşen Jack: Bu şehire biraz anarşi lazım.
[16:51:57	][IC] Theodore Abernathy: Yukarıya bak.
[16:51:59	][Y] Karındeşen Jack: Devlet devlet olmaktan cıktı.
[16:52:07	][IC] C24:i4.HELIX-86: <:: Mhm. ::>
[16:52:07	][Y] Theodore Abernathy: Hadi ya, ne yapacaksın peki?
[16:52:09	][Y] Karındeşen Jack: Onların boyunduruğu altında çalışmamalıyız.
[16:52:14	][Y] Karındeşen Jack: Ne gerekiyorsa onu yapacağım.
[16:52:25	][IC] C24:RCT.YELLO-53: <:: Hmm... ::>
[16:52:28	]C24:i4.HELIX-86 used command '/Radio Overwatch birimlerinin dikkatine Catwalks bölgesinde şüpheli birisi olabilir'.
[16:52:30	]Karındeşen Jack entered observer.
[16:52:35	]C24:i4.HELIX-86 used command '/Radio Bakmanız lazım.'.
[16:52:41	][IC] C24:i4.HELIX-86: <:: Gözlüğü varmıydı? ::>
[16:52:44	]Sinyor Gordon has connected.
[16:52:45	][IC] Theodore Abernathy: Delirmiş.
[16:52:55	]Karındeşen Jack ran 'drop' on item 'CWU Lock' (#54719)
[16:52:55	]Karındeşen Jack has lost a 'CWU Lock' #54719.
[16:52:57	]Karındeşen Jack has used a context menu option with the name: remove
[16:52:58	][IC] C24:i4.HELIX-86: <:: Hmph. ::>
[16:53:04	][IC] C24:RCT.YELLO-53: <:: Direnişçinin tekidir, muhtemelen. ::>
[16:53:06	][Y] Theodore Abernathy: SK'lar!
[16:53:07	]Karındeşen Jack exited observer at their location.
[16:53:07	]John Freeman ran 'drop' on item 'Daire Anahtarı' (#21425)
[16:53:07	]John Freeman has lost a 'Daire Anahtarı' #21425.
[16:53:07	][IC] C24:RCT.YELLO-53: <:: Çöpleri topladın mı? ::>
[16:53:17	]John Freeman has taken 5 damage from ix_item.
[16:53:17	][IC] C24:i4.HELIX-86: <:: Tamam sivil sen plaza gibi güvenli yerlere geç. ::>
[16:53:17	]John Freeman has taken 10 damage from ix_item.
[16:53:17	][Y] Karındeşen Jack: Bu şehir için çalışmak sizin ölüm fermanınızdır.
[16:53:19	]C24:i4.HELIX-86 has gained a '17rnd Usp-Şarjörü' #65796.
[16:53:19	]C24:i4.HELIX-86 has lost a '17rnd Usp-Şarjörü' #65797.
[16:53:19	]C24:i4.HELIX-86 has gained a '17rnd Usp-Şarjörü' #65797.
[16:53:19	]C24:i4.HELIX-86 has lost a '17rnd Usp-Şarjörü' #65796.
[16:53:23	][IC] C24:RCT.YELLO-53: <:: ?! ::>
[16:53:23	][Y] C24:i4.HELIX-86: <:: KES LAN. ::>
[16:53:27	]John Freeman destroyed a 'Daire Anahtarı' #21425.
[16:53:28	][Y] C24:i4.HELIX-86: <:: İN AŞŞA. ::>
[16:53:30	]Karındeşen Jack entered observer.
[16:53:31	]John Freeman ran 'Consume' on item 'Muz' (#67405)
[16:53:32	][IC] C24:i4.HELIX-86: <:: 53. ::>
[16:53:34	][IC] Theodore Abernathy: Aman Tanrım!
[16:53:36	][IC] C24:i4.HELIX-86: <:: Gel. ::>
[16:53:37	][IC] C24:RCT.YELLO-53: <:: Evet? ::>
[16:53:44	][IC] C24:i4.HELIX-86: <:: Gel. ::>
[16:53:44	]Theodore Abernathy has acquired his ration, gaining 0 credits, 0 wages and a ration ration.
[16:53:57	]Theodore Abernathy ran 'take' on item 'Rasyon' (#68169)
[16:53:57	]Theodore Abernathy has gained a 'Rasyon' #68169.
[16:54:01	]Theodore Abernathy ran 'Open' on item 'Rasyon' (#68169)
[16:54:01	]Theodore Abernathy has gained a 'Yapay Macun' #68170.
[16:54:01	]Theodore Abernathy has gained a 'Breen'in Suyu' #68171.
[16:54:01	]Theodore Abernathy has gained a '15 Kredi Kuponu' #68172.
[16:54:02	]Theodore Abernathy ran 'Use' on item '15 Kredi Kuponu' (#68172)
[16:54:04	]Theodore Abernathy has used a coupon at a ration dispenser, gaining 15 credits.
[16:54:05	][IC] C24:i4.HELIX-86: <:: Sivil. ::>
[16:54:12	]Theodore Abernathy ran 'Consume' on item 'Breen'in Suyu' (#68171)
[16:54:12	]Theodore Abernathy has updated their Zeka long boost target to -2 (current : -1).
[16:54:12	]Theodore Abernathy has wasted a level -1 long boost in Algı (current: -1; target: 0).
[16:54:12	]Theodore Abernathy has gained a 'Boş Breen'in Suyu' #68173.
[16:54:13	]Theodore Abernathy ran 'Consume' on item 'Yapay Macun' (#68170)
[16:54:13	]Theodore Abernathy has gained a 'Boş Kavanoz' #68174.
[16:54:14	][IC] C24:i4.HELIX-86: <:: Burada birilerini gördünmü? ::>
[16:54:15	]Karındeşen Jack is admin-searching John Freeman's inventory.
[16:54:15	]Karındeşen Jack has used a context menu option with the name: ixviewinventory
[16:54:19	][IC] John Freeman: Nasıl biri.
[16:54:19	]Karındeşen Jack has closed John Freeman's inventory.
[16:54:19	][IC] C24:i4.HELIX-86: <:: Şüpheli? ::>
[16:54:21	][IC] C24:RCT.YELLO-53: <:: Şüpheli birini gördünüz mü? Anti - Sivil bir hareket veya... ::>
[16:54:22	][IC] C24:i4.HELIX-86: <:: Anlat. ::>
[16:54:25	]C24:i4.HELIX-86 has gained a '17rnd Usp-Şarjörü' #65796.
[16:54:25	]C24:i4.HELIX-86 has lost a '17rnd Usp-Şarjörü' #65797.
[16:54:25	]C24:i4.HELIX-86 has gained a '17rnd Usp-Şarjörü' #65797.
[16:54:25	]C24:i4.HELIX-86 has lost a '17rnd Usp-Şarjörü' #65796.
[16:54:29	][IC] Theodore Abernathy: Memur beyler.
[16:54:31	][IC] Theodore Abernathy: Bir adam gördüm.
[16:54:34	][IC] C24:i4.HELIX-86: <:: Göster. ::>
[16:54:35	][IC] C24:RCT.YELLO-53: <:: Nerede?! ::>
[16:54:36	][IC] Theodore Abernathy: Aynı adamı görmüşüz.
[16:54:36	][IC] C24:i4.HELIX-86: <:: HEMEN. ::>
[16:54:41	][IC] Theodore Abernathy: Catwalks tarafında geziniyordu.
[16:54:41	]C24:i4.HELIX-86 has gained a '17rnd Usp-Şarjörü' #65796.
[16:54:41	]C24:i4.HELIX-86 has lost a '17rnd Usp-Şarjörü' #65797.
[16:54:41	]C24:i4.HELIX-86 has gained a '17rnd Usp-Şarjörü' #65797.
[16:54:41	]C24:i4.HELIX-86 has lost a '17rnd Usp-Şarjörü' #65796.
[16:54:44	][IC] C24:i4.HELIX-86: <:: Yürü! ::>
[16:54:45	][IC] Theodore Abernathy: Saçma sapan şeyler bağırıyordu.
[16:54:57	][IC] C24:i4.HELIX-86: <:: GEL. ::>
[16:54:59	][IC] C24:RCT.YELLO-53: <:: 86, Sivillerle ilgi*. ::>
[16:54:59	][Y] Theodore Abernathy: Efendim, durun.
[16:55:04	][Y] Theodore Abernathy: Tren rayları demek istemiştim.
[16:55:04	][IC] C24:i4.HELIX-86: <:: ? ::>
[16:55:08	][IC] C24:i4.HELIX-86: <:: Anladım. ::>
[16:55:10	][IC] C24:i4.HELIX-86: <:: Bakıcaz. ::>
[16:55:19	][Y] Theodore Abernathy: Yaşasın evrensel birlik!
[16:55:20	][IC] C24:i4.HELIX-86: <:: Sopanı hazır tut. ::>
[16:55:25	]James Roberts used command '/ActSit'.
[16:55:48	]Theodore Abernathy ran 'Consume' on item 'Premium Breen'in Suyu' (#67376)
[16:55:48	]Theodore Abernathy has gained a 'Boş Breen'in Suyu' #68175.
[16:55:54	][IC] C24:i4.HELIX-86: <:: Var. ::>
[16:55:57	][IC] Karındeşen Jack: Bunu yapabiliriz, değil mi arkadaşlar? ...evet, bunu yapabiliriz...
[16:55:58	]Karındeşen Jack exited observer at their location.
[16:55:59	]Karındeşen Jack entered observer.
[16:56:02	]Karındeşen Jack exited observer at their location.
[16:56:03	][IC] Karındeşen Jack: Bunu yapabiliriz, değil mi arkadaşlar? ...evet, bunu yapabiliriz...
[16:56:05	]Karındeşen Jack entered observer.
[16:56:13	]Karındeşen Jack exited observer at their location.
[16:56:14	]Karındeşen Jack entered observer.
[16:56:14	][IC] C24:i4.HELIX-86: <:: Hassiktir! ::>
[16:56:17	][LOOC] C24:i4.HELIX-86: al beni
[16:56:20	]C24:RCT.YELLO-53 entered observer.
[16:56:22	][IC] C24:i4.HELIX-86: <:: Hassiktir! ::>
[16:56:26	]C24:RCT.YELLO-53 exited observer at their location.
[16:56:27	][IC] C24:i4.HELIX-86: <:: Hassiktir! ::>
[16:56:44	]Karındeşen Jack exited observer at their location.
[16:56:48	]Karındeşen Jack has fired a toolgun with the name: creator
[16:56:48	]Karındeşen Jack has spawned a 'Weapon [3591][weapon_vj_hlr2_chargebow]'.
[16:56:50	]John Freeman ran 'take' on item 'Benefactor Edition Sigara Paketi' (#67318)
[16:56:50	]John Freeman has gained a 'Benefactor Edition Sigara Paketi' #67318.
[16:57:02	]John Freeman ran 'drop' on item 'Benefactor Edition Sigara Paketi' (#67318)
[16:57:02	]John Freeman has lost a 'Benefactor Edition Sigara Paketi' #67318.
[16:57:03	]James Roberts used command '/ExitAct'.
[16:57:05	][IC] C24:i4.HELIX-86: <:: Ne oluyor amına koyim. ::>
[16:57:07	]Theodore Abernathy has gained level 1 in the Hız skill.
[16:57:17	]James Roberts used command '/ActSit'.
[16:57:28	]Theodore Abernathy has performed the 'Craft Parçala: Boş Kavanoz' action, gaining 20 experience in crafting.
[16:57:28	]Theodore Abernathy has gained a 'Plastik Çöp' #68176.
[16:57:30	]Theodore Abernathy has performed the 'Craft Parçala: Boş Kavanoz' action, gaining 20 experience in crafting.
[16:57:33	]Theodore Abernathy has performed the 'Craft Parçala: Boş Breen'in Suyu' action, gaining 20 experience in crafting.
[16:57:33	]Karındeşen Jack entered observer.
[16:57:33	]Karındeşen Jack exited observer at their location.
[16:57:34	]Karındeşen Jack entered observer.
[16:57:35	]Theodore Abernathy has performed the 'Craft Parçala: Boş Breen'in Suyu' action, gaining 20 experience in crafting.
[16:57:41	][IC] C24:i4.HELIX-86: <:: Kimse yok. ::>
[16:57:48	]Theodore Abernathy has performed the 'Craft Parçala: Boş Breen'in Suyu' action, gaining 20 experience in crafting.
[16:57:53	][IC] C24:i4.HELIX-86: <:: Ne. ::>
[16:57:56	]Theodore Abernathy has gained level 2 in the Hız skill.
[16:58:06	]C24:i4.HELIX-86 has gained a '17rnd Usp-Şarjörü' #65796.
[16:58:06	]C24:i4.HELIX-86 has lost a '17rnd Usp-Şarjörü' #65797.
[16:58:06	]C24:i4.HELIX-86 has gained a '17rnd Usp-Şarjörü' #65797.
[16:58:06	]C24:i4.HELIX-86 has lost a '17rnd Usp-Şarjörü' #65796.
[16:58:15	][IC] C24:RCT.YELLO-53: <:: Sivillere, şüpheli birini rapor etmeleri gerektiğini söyleyelim mi? ::>
[16:58:20	][IC] C24:i4.HELIX-86: <:: Tamam. ::>
[16:58:23	][IC] C24:i4.HELIX-86: <:: İniyoruz. ::>
[16:58:28	]John Freeman ran SAM command 'asay' with arguments: 'enis'
[16:58:29	][IC] C24:i4.HELIX-86: <:: Burdan atlasak bişe olmaz lan. ::>
[16:58:30	][IC] C24:i4.HELIX-86: <:: Bence. ::>
[16:58:45	]Theodore Abernathy entered observer.
[16:58:49	]Theodore Abernathy claimed a report by John Freeman (doctor sex).
[16:58:49	]Theodore Abernathy ran SAM command 'goto' with arguments: '#6'
[16:58:51	][IC] Theodore Abernathy: Efendim.
[16:58:55	]Theodore Abernathy exited observer at their location.
[16:59:05	]Karındeşen Jack ran SAM command 'asay' with arguments: 'bu adamın niye banını actık aq'
[16:59:05	][IC] Theodore Abernathy: Alabiliyorsun.
[16:59:10	]Karındeşen Jack ran SAM command 'asay' with arguments: 'nefret ediyom'
[16:59:12	][IC] Theodore Abernathy: Kiranı ödemediğin zaman gidiyor ev.
[16:59:12	]Karındeşen Jack ran SAM command 'asay' with arguments: 'bu adamdan'
[16:59:21	]C24:RCT.YELLO-53 ran SAM command 'asay' with arguments: 'noldu naptı'
[16:59:26	]Karındeşen Jack ran SAM command 'asay' with arguments: 'doctor sex'
[16:59:28	][IC] C24:i4.HELIX-86: <:: 53 Sivilleri topla. ::>
[16:59:29	][IC] Theodore Abernathy: Ne vardı ki.
[16:59:30	]Karındeşen Jack ran SAM command 'asay' with arguments: 'hatırlamıyonmu'
[16:59:30	][IC] C24:i4.HELIX-86: <:: Getir. ::>
[16:59:31	]C24:RCT.YELLO-53 ran SAM command 'asay' with arguments: 'afedelim şimdi'
[16:59:35	][IC] C24:RCT.YELLO-53: <:: 10-4. ::>
[16:59:37	][IC] C24:i4.HELIX-86: <:: Konuşalım onlarla. ::>
[16:59:40	]Theodore Abernathy used command '/PlyTakeFlag freeman pet'.
[16:59:42	]C24:RCT.YELLO-53 ran SAM command 'asay' with arguments: 'adminlik vermeyiz bidaha'
[16:59:48	]C24:RCT.YELLO-53 entered observer.
[16:59:55	][IC] Theodore Abernathy: Haritaya güncelleme geldi gitmiştir konteynerlar.
[16:59:56	]C24:RCT.YELLO-53 exited observer at their location.
[16:59:58	]James Roberts used command '/ExitAct'.
[16:59:59	][IC] C24:i4.HELIX-86: <:: Sen. ::>
[17:00:04	][IC] C24:i4.HELIX-86: <:: Şuraya geç ve bekle. ::>
[17:00:04	]Victorian loaded the character 'Hilbert Ritter'
[17:00:11	]Karındeşen Jack exited observer at their location.
[17:00:12	][IC] C24:i4.HELIX-86: <:: Hayır. ::>
[17:00:12	][IC] Theodore Abernathy: Çok önemli bir şey var mıydı içlerinde.
[17:00:14	]Karındeşen Jack entered observer.
[17:00:16	][IC] C24:i4.HELIX-86: <:: Şurda kal. ::>
[17:00:16	]Karındeşen Jack exited observer at their location.
[17:00:17	]Karındeşen Jack entered observer.
[17:00:17	]Karındeşen Jack exited observer at their location.
[17:00:18	]Karındeşen Jack entered observer.
[17:00:21	][IC] C24:i4.HELIX-86: <:: Herkesi topluyoruz. ::>
[17:00:42	]Hilbert Ritter used command '/Broadcast 24'ün Yurttaşlarının dikkatine, Kimliği belirsiz anti-sivil hakkında bilgilendirme için lütfen Nexus önüne ilerleyin. SK biirmleri, gerekli bilgilendirmeyi gerçekleştirecektir.'.
[17:00:43	][IC] C24:i4.HELIX-86: <:: Evet evet. ::>
[17:00:50	]Victorian loaded the character 'C24:RCT.YELLO-53'
[17:00:58	][IC] C24:i4.HELIX-86: <:: Alırsın. ::>
[17:01:10	][IC] Theodore Abernathy: Ben sana alet çantası vereyim kickstart için.
[17:01:14	][IC] Theodore Abernathy: Diğer eşyalarını geri getiremem maalesef.
[17:01:17	][IC] C24:i4.HELIX-86: <:: Orada birisimi var. ::>
[17:01:18	]C24:RCT.YELLO-53 used command '/ActStand 4'.
[17:01:27	][IC] C24:i4.HELIX-86: <:: Sanırım yok. ::>
[17:01:27	][IC] C24:RCT.YELLO-53: <:: Sanmıyorum... ::>
[17:01:34	][IC] C24:RCT.YELLO-53: <:: Çöpleri topladın mı? ::>
[17:01:42	]Theodore Abernathy has spawned a tool_toolkit.
[17:01:43	][IC] C24:RCT.YELLO-53: <:: Hmph. ::>
[17:01:45	]Karındeşen Jack exited observer at their location.
[17:01:46	]Beyin.Dll (STEAM_0:0:479033164) has disconnected.
[17:01:48	]C24:RCT.YELLO-53 is admin-searching James Roberts's inventory.
[17:01:48	]C24:RCT.YELLO-53 has used a context menu option with the name: ixviewinventory
[17:01:50	][IC] Theodore Abernathy: Onları vereyim bekle.
[17:01:52	]C24:RCT.YELLO-53 has closed James Roberts's inventory.
[17:01:53	]C24:RCT.YELLO-53 used command '/ExitAct'.
[17:02:00	][LOOC] James Roberts: Çöpler toplanmıyor başkası topluyor diye bilidirim geliyor.
[17:02:15	][IC] C24:i4.HELIX-86: <:: Bu kadar sivilmi. ::>
[17:02:17	]Theodore Abernathy has spawned a drink_proc_vodka.
[17:02:17	]Theodore Abernathy has spawned a drink_proc_vodka.
[17:02:18	]Theodore Abernathy has spawned a drink_proc_vodka.
[17:02:18	]Theodore Abernathy has spawned a drink_proc_vodka.
[17:02:21	]John Freeman ran 'take' on item 'Araç Kiti' (#68177)
[17:02:21	]John Freeman has gained a 'Araç Kiti' #68177.
[17:02:22	]John Freeman ran 'take' on item 'Yapay Votka' (#68181)
[17:02:22	]John Freeman has gained a 'Yapay Votka' #68181.
[17:02:25	]Theodore Abernathy has spawned a waterbottle.
[17:02:25	]John Freeman ran 'take' on item 'Yapay Votka' (#68180)
[17:02:25	]John Freeman has gained a 'Yapay Votka' #68180.
[17:02:25	]Theodore Abernathy has spawned a waterbottle.
[17:02:26	][LOOC] C24:RCT.YELLO-53: bi ben deniyim dur
[17:02:26	]Theodore Abernathy has spawned a waterbottle.
[17:02:27	]John Freeman ran 'take' on item 'Su Şişesi' (#68183)
[17:02:27	]John Freeman has gained a 'Su Şişesi' #68183.
[17:02:28	]John Freeman ran 'take' on item 'Su Şişesi' (#68182)
[17:02:28	]John Freeman has gained a 'Su Şişesi' #68182.
[17:02:29	]John Freeman ran 'take' on item 'Su Şişesi' (#68184)
[17:02:29	]John Freeman has gained a 'Su Şişesi' #68184.
[17:02:30	]John Freeman ran 'take' on item 'Yapay Votka' (#68178)
[17:02:30	]John Freeman has gained a 'Yapay Votka' #68178.
[17:02:34	][IC] C24:RCT.YELLO-53: <:: Birazdan gelirler diye umuyuorum. ::>
[17:02:35	]John Freeman ran 'take' on item 'Yapay Votka' (#68179)
[17:02:35	]John Freeman has gained a 'Yapay Votka' #68179.
[17:02:37	]Theodore Abernathy has spawned a bird_potluck.
[17:02:37	]Theodore Abernathy has spawned a bird_potluck.
[17:02:38	][IC] C24:i4.HELIX-86: <:: Umarım. ::>
[17:02:42	]Theodore Abernathy has used a context menu option with the name: remove
[17:02:47	]C24:RCT.YELLO-53 entered observer.
[17:02:50	]John Freeman ran 'take' on item 'Kuş Güveçi' (#68185)
[17:02:50	]John Freeman has gained a 'Kuş Güveçi' #68185.
[17:02:56	]Theodore Abernathy has spawned a drink_bobdark.
[17:02:56	]Theodore Abernathy has spawned a drink_bobdark.
[17:02:58	]John Freeman ran 'take' on item 'Soda Bob Dark' (#68188)
[17:02:58	]John Freeman has gained a 'Soda Bob Dark' #68188.
[17:03:00	]C24:RCT.YELLO-53 exited observer at their location.
[17:03:00	]John Freeman ran 'take' on item 'Soda Bob Dark' (#68187)
[17:03:00	]John Freeman has gained a 'Soda Bob Dark' #68187.
[17:03:02	][IC] C24:i4.HELIX-86: <:: Neyse. ::>
[17:03:11	]C24:RCT.YELLO-53 used command '/Staff çöpler buglu toplanmıyor'.
[17:03:12	]C24:RCT.YELLO-53 entered observer.
[17:03:14	][IC] C24:i4.HELIX-86: <:: Sivil şimdi şehirde kimliği belirsiz birisi. ::>
[17:03:16	][IC] C24:i4.HELIX-86: <:: Var. ::>
[17:03:20	]C24:RCT.YELLO-53 exited observer at their location.
[17:03:25	][IC] C24:i4.HELIX-86: <:: Öyle birisini görürsen. ::>
[17:03:32	][IC] C24:i4.HELIX-86: <:: Bize haber ver. ::>
[17:03:36	][IC] C24:i4.HELIX-86: <:: 53. ::>
[17:03:45	][IC] C24:i4.HELIX-86: <:: Arkadaşı destek masasına al. ::>
[17:03:54	][IC] C24:i4.HELIX-86: <:: Raporlaması için gereken mühimatı ver. ::>
[17:04:02	][IC] C24:RCT.YELLO-53: <:: Gereken mühimmat? ::>
[17:04:07	][IC] C24:i4.HELIX-86: <:: Mhm. ::>
[17:04:09	][IC] Theodore Abernathy: Tamam diğerleri çok da önemli değil.
[17:04:10	][IC] C24:i4.HELIX-86: <:: Gel. ::>
[17:04:13	][IC] John Freeman: TAMAM.
[17:04:17	][IC] Theodore Abernathy: Viski varmış bide sanırım.
[17:04:24	]Theodore Abernathy has spawned a drink_proc_whiskey.
[17:04:24	]Theodore Abernathy has spawned a drink_proc_whiskey.
[17:04:24	][IC] John Freeman: Yok boş şişedir o.
[17:04:28	]John Freeman ran 'take' on item 'Yapay Viski' (#68190)
[17:04:28	]John Freeman has gained a 'Yapay Viski' #68190.
[17:04:28	][IC] Theodore Abernathy: Öyle mi.
[17:04:29	]C24:i4.HELIX-86 used the 'Destek Masası Tedarikçisi' vendor.
[17:04:31	][IC] Theodore Abernathy: Al sen yine de.
[17:04:31	]C24:i4.HELIX-86 has gained 0 chips.
[17:04:31	]C24:i4.HELIX-86 has gained a 'Talep Cihazı' #68191.
[17:04:33	][IC] John Freeman: H.
[17:04:35	]John Freeman ran 'take' on item 'Yapay Viski' (#68189)
[17:04:36	]C24:i4.HELIX-86 ran 'drop' on item 'Talep Cihazı' (#68191)
[17:04:36	]C24:i4.HELIX-86 has lost a 'Talep Cihazı' #68191.
[17:04:37	]John Freeman ran 'take' on item 'Yapay Viski' (#68189)
[17:04:39	]Theodore Abernathy entered observer.
[17:04:40	]James Roberts ran 'take' on item 'Talep Cihazı' (#68191)
[17:04:40	]James Roberts has gained a 'Talep Cihazı' #68191.
[17:04:40	]Theodore Abernathy ran SAM command 'return' with arguments: ''
[17:04:41	]John Freeman ran 'take' on item 'Yapay Viski' (#68189)
[17:04:42	]C24:RCT.YELLO-53 used command '/ActStand 4'.
[17:04:44	]Theodore Abernathy exited observer at their location.
[17:04:46	]Theodore Abernathy entered observer.
[17:04:47	]C24:RCT.YELLO-53 entered observer.
[17:04:47	]John Freeman ran 'take' on item 'Yapay Viski' (#68189)
[17:04:47	]John Freeman has gained a 'Yapay Viski' #68189.
[17:04:48	][IC] C24:i4.HELIX-86: <:: Bir sorun olursa burdan bize ulaşabilirsin. ::>
[17:04:52	]C24:RCT.YELLO-53 exited observer at their location.
[17:04:53	]C24:RCT.YELLO-53 entered observer.
[17:04:55	]Theodore Abernathy exited observer at their location.
[17:05:08	][IC] C24:i4.HELIX-86: <:: Verilcek. ::>
[17:05:13	]Theodore Abernathy used command '/Staff harbi niye öyle olmuş çöpler'.
[17:05:21	]C24:RCT.YELLO-53 used command '/Staff atle mal'.
[17:05:21	]C24:RCT.YELLO-53 exited observer at their location.
[17:05:21	]Theodore Abernathy used command '/Staff haaa'.
[17:05:22	]C24:RCT.YELLO-53 entered observer.
[17:05:25	]C24:RCT.YELLO-53 exited observer at their location.
[17:05:27	]Theodore Abernathy used command '/Staff yorgunluk sistemiyle birleştirmişler'.
[17:05:32	]Theodore Abernathy used command '/Staff ama bizde yorgunluk sistemi yok daha'.
[17:05:35	]C24:RCT.YELLO-53 used command '/Staff napcaz'.
[17:05:43	]Theodore Abernathy used command '/Staff yapacak bir şey yok kutuları lootlasınlar şimdilik'.
[17:05:44	][LOOC] C24:RCT.YELLO-53: sen çöpleri toplayamıyordun ya
[17:05:47	]John Freeman ran 'Consume' on item 'Breen'in Suyu' (#68167)
[17:05:47	]John Freeman has wasted a level -2 long boost in Zeka (current: 2; target: 4).
[17:05:47	]John Freeman has gained a level -1 long boost in Algı.
[17:05:47	]John Freeman has gained a 'Boş Breen'in Suyu' #68192.
[17:05:49	][LOOC] James Roberts: Evet.
[17:05:59	][IC] C24:i4.HELIX-86: <:: Puanın verildi. ::>
[17:06:00	]John Freeman used command '/ActStand 4'.
[17:06:01	][IC] C24:i4.HELIX-86: <:: Gidebilirsin. ::>
[17:06:01	][LOOC] C24:RCT.YELLO-53: yorgunluk sistemi geldi oyuna ve bizim suncu daha tam olarak geçmedi o sisteme
[17:06:02	]John Freeman used command '/ExitAct'.
[17:06:06	][LOOC] C24:RCT.YELLO-53: şimidlik toplayamıyorsun glb
[17:06:11	]John Freeman used command '/ActStand 3'.
[17:06:12	]John Freeman used command '/ExitAct'.
[17:06:15	][LOOC] C24:RCT.YELLO-53: yakında düzelir
[17:06:19	]John Freeman used command '/ActStand 3'.
[17:06:26	]Theodore Abernathy entered observer.
[17:06:28	]Theodore Abernathy exited observer at their location.
[17:06:30	][IC] C24:i4.HELIX-86: <:: Pek güzel gibi. ::>
[17:06:36	][IC] John Freeman: Hmm.
[17:06:47	][IC] John Freeman: Şu çöpler olmasa.
[17:06:49	][IC] C24:i4.HELIX-86: <:: Etrafta yabancı birisi var şüpheli. ::>
[17:06:52	]Theodore Abernathy used command '/Announce Çöp toplamadaki hata yakın zamanda gelecek olan güncellemeyle düzeltilecektir. Bu sırada çöpler yerine kutuları lootlayabilirsiniz.'.
[17:06:55	]Theodore Abernathy ran 'take' on item 'Kırık Klavye' (#68193)
[17:06:55	]Theodore Abernathy has gained a 'Kırık Klavye' #68193.
[17:06:59	][IC] C24:i4.HELIX-86: <:: Bir durum olursa ne yapıcağını biliyorsun. ::>
[17:07:05	][IC] C24:i4.HELIX-86: <:: Bizi çağır. ::>
[17:07:09	]C24:RCT.YELLO-53 entered observer.
[17:07:22	]James Roberts used command '/ActSit 1'.
[17:07:23	]James Roberts used command '/ExitAct'.
[17:07:24	]C24:RCT.YELLO-53 used command '/Staff Enis'.
[17:07:31	]Theodore Abernathy used command '/Staff he'.
[17:07:33	]John Freeman used command '/ExitAct'.
[17:07:36	]Theodore Abernathy has used a context menu option with the name: remove
[17:07:38	]Theodore Abernathy has used a context menu option with the name: remove
[17:07:41	]C24:RCT.YELLO-53 used command '/Staff Ayanın sunucusunda aya millete direk iş veriyordu vardiya yaptırmaktansa'.
[17:07:59	]Theodore Abernathy used command '/Staff bizde de sklar veriyor'.
[17:08:00	][LOOC] C24:i4.HELIX-86: la
[17:08:01	]C24:RCT.YELLO-53 used command '/Staff bizde mülakat yapıp adamları işe mi atasak factiona alsak sonra form göndersek'.
[17:08:07	][LOOC] John Freeman: he
[17:08:13	]C24:RCT.YELLO-53 used command '/Staff sk'lar geçici meslek veriyor sadece'.
