[00:58:30	]Szaliwun has connected.
[01:59:08	]Szaliwun has fired a toolgun with the name: remover
[01:59:09	]Szaliwun has fired a toolgun with the name: remover
[01:59:09	]Szaliwun has fired a toolgun with the name: remover
[01:59:11	]Szaliwun has fired a toolgun with the name: remover
[01:59:13	]Szaliwun has fired a toolgun with the name: remover
[01:59:15	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/infestation/dead_body/xen_dead_body.mdl'.
[01:59:15	]Szaliwun has used a context menu option with the name: persist_end
[01:59:16	]Szaliwun has fired a toolgun with the name: remover
[01:59:16	]Szaliwun has fired a toolgun with the name: remover
[01:59:16	]Szaliwun has fired a toolgun with the name: remover
[01:59:16	]Szaliwun has fired a toolgun with the name: remover
[01:59:17	]Szaliwun has fired a toolgun with the name: remover
[01:59:17	]Szaliwun has fired a toolgun with the name: remover
[01:59:19	]Szaliwun has disabled persistence for 'models/props_junk/garbage_metalcan002a.mdl'.
[01:59:19	]Szaliwun has used a context menu option with the name: persist_end
[01:59:20	]Szaliwun has disabled persistence for 'models/props_junk/garbage_metalcan001a.mdl'.
[01:59:20	]Szaliwun has used a context menu option with the name: persist_end
[01:59:20	]Szaliwun has fired a toolgun with the name: remover
[01:59:21	]Szaliwun has fired a toolgun with the name: remover
[01:59:28	]Szaliwun has fired a toolgun with the name: remover
[01:59:30	]Szaliwun has fired a toolgun with the name: remover
[01:59:32	]Szaliwun has fired a toolgun with the name: remover
[01:59:33	]Szaliwun has fired a toolgun with the name: remover
[01:59:35	]Szaliwun has fired a toolgun with the name: remover
[01:59:38	]Szaliwun has fired a toolgun with the name: remover
[01:59:40	]Szaliwun has fired a toolgun with the name: remover
[01:59:42	]Szaliwun has fired a toolgun with the name: remover
[01:59:44	]Szaliwun has fired a toolgun with the name: remover
[01:59:44	]Szaliwun has fired a toolgun with the name: remover
[01:59:45	]Szaliwun has fired a toolgun with the name: remover
[01:59:50	]Szaliwun has fired a toolgun with the name: remover
[01:59:52	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_wall_mass001.mdl'.
[01:59:52	]Szaliwun has used a context menu option with the name: persist_end
[01:59:54	]Szaliwun has disabled persistence for 'models/scene_building/small_hallways/hall_2door_r.mdl'.
[01:59:54	]Szaliwun has used a context menu option with the name: persist_end
[01:59:56	]Szaliwun has disabled persistence for 'models/scene_building/small_rooms/stairs_straight.mdl'.
[01:59:56	]Szaliwun has used a context menu option with the name: persist_end
[01:59:58	]Szaliwun has disabled persistence for 'models/scene_building/small_hallways/hall_connector_deadend.mdl'.
[01:59:58	]Szaliwun has used a context menu option with the name: persist_end
[02:00:00	]Szaliwun has fired a toolgun with the name: remover
[02:00:02	]Szaliwun has fired a toolgun with the name: remover
[02:00:03	]Szaliwun has fired a toolgun with the name: remover
[02:00:09	]Szaliwun has disabled persistence for 'models/scene_building/small_hallways/hall_connector.mdl'.
[02:00:09	]Szaliwun has used a context menu option with the name: persist_end
[02:00:10	]Szaliwun has disabled persistence for 'models/scene_building/small_hallways/hall_connector.mdl'.
[02:00:10	]Szaliwun has used a context menu option with the name: persist_end
[02:00:11	]Szaliwun has disabled persistence for 'models/scene_building/small_hallways/hall_connector.mdl'.
[02:00:11	]Szaliwun has used a context menu option with the name: persist_end
[02:00:13	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_floor_ceiling001_wide.mdl'.
[02:00:13	]Szaliwun has used a context menu option with the name: persist_end
[02:00:15	]Szaliwun has disabled persistence for 'models/scene_building/small_hallways/hall_connector.mdl'.
[02:00:15	]Szaliwun has used a context menu option with the name: persist_end
[02:00:17	]Szaliwun has disabled persistence for 'models/hunter/plates/plate2x2.mdl'.
[02:00:17	]Szaliwun has used a context menu option with the name: persist_end
[02:00:18	]Szaliwun has disabled persistence for 'models/scene_building/small_hallways/hall_connector.mdl'.
[02:00:18	]Szaliwun has used a context menu option with the name: persist_end
[02:00:20	]Szaliwun has disabled persistence for 'models/scene_building/small_rooms/2door_sides.mdl'.
[02:00:20	]Szaliwun has used a context menu option with the name: persist_end
[02:00:23	]Szaliwun has disabled persistence for 'models/scene_building/small_hallways/hall_1door.mdl'.
[02:00:23	]Szaliwun has used a context menu option with the name: persist_end
[02:00:24	]Szaliwun has disabled persistence for 'models/scene_building/small_hallways/hall_connector.mdl'.
[02:00:24	]Szaliwun has used a context menu option with the name: persist_end
[02:00:25	]Szaliwun has disabled persistence for 'models/scene_building/small_hallways/hall_connector.mdl'.
[02:00:25	]Szaliwun has used a context menu option with the name: persist_end
[02:00:26	]Szaliwun has disabled persistence for 'models/scene_building/small_hallways/hall_connector.mdl'.
[02:00:26	]Szaliwun has used a context menu option with the name: persist_end
[02:00:27	]Szaliwun has disabled persistence for 'models/scene_building/small_hallways/hall_2door_r.mdl'.
[02:00:27	]Szaliwun has used a context menu option with the name: persist_end
[02:00:29	]Szaliwun has disabled persistence for 'models/scene_building/small_rooms/2door_sides.mdl'.
[02:00:29	]Szaliwun has used a context menu option with the name: persist_end
[02:00:31	]Szaliwun has disabled persistence for 'models/scene_building/small_rooms/1door.mdl'.
[02:00:31	]Szaliwun has used a context menu option with the name: persist_end
[02:00:34	]Szaliwun has disabled persistence for 'models/scene_building/small_rooms/2door_sides.mdl'.
[02:00:34	]Szaliwun has used a context menu option with the name: persist_end
[02:00:34	]Szaliwun has fired a toolgun with the name: remover
[02:00:36	]Szaliwun has fired a toolgun with the name: remover
[02:00:39	]Szaliwun has fired a toolgun with the name: remover
[02:00:42	]Szaliwun has fired a toolgun with the name: remover
[02:00:43	]Szaliwun has fired a toolgun with the name: remover
[02:00:44	]Szaliwun has fired a toolgun with the name: remover
[02:00:45	]Szaliwun has fired a toolgun with the name: remover
[02:00:46	]Szaliwun has fired a toolgun with the name: remover
[02:00:49	]Szaliwun has fired a toolgun with the name: remover
[02:00:53	]Szaliwun has disabled persistence for 'models/props_debris/plaster_floor003a.mdl'.
[02:00:53	]Szaliwun has used a context menu option with the name: persist_end
[02:00:55	]Szaliwun has disabled persistence for 'models/hunter/plates/plate2x3.mdl'.
[02:00:55	]Szaliwun has used a context menu option with the name: persist_end
[02:00:56	]Szaliwun has fired a toolgun with the name: remover
[02:00:57	]Szaliwun has fired a toolgun with the name: remover
[02:01:01	]Szaliwun has fired a toolgun with the name: remover
[02:01:03	]Szaliwun has removed static text: table: 0xe99a6da2
[02:01:03	]Szaliwun used command '/SceneTextRemove'.
[02:01:05	]Szaliwun has fired a toolgun with the name: remover
[02:01:06	]Szaliwun has fired a toolgun with the name: remover
[02:01:06	]Szaliwun has fired a toolgun with the name: remover
[02:01:08	]Szaliwun has fired a toolgun with the name: remover
[02:01:08	]Szaliwun has fired a toolgun with the name: remover
[02:01:10	]Szaliwun has fired a toolgun with the name: remover
[02:01:19	]Szaliwun has fired a toolgun with the name: remover
[02:01:19	]Szaliwun has fired a toolgun with the name: remover
[02:01:19	]Szaliwun has fired a toolgun with the name: remover
[02:01:20	]Szaliwun has fired a toolgun with the name: remover
[02:01:24	]Szaliwun has fired a toolgun with the name: remover
[02:01:26	]Szaliwun has fired a toolgun with the name: remover
[02:01:28	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_floor_ceiling001_wide.mdl'.
[02:01:28	]Szaliwun has used a context menu option with the name: persist_end
[02:01:29	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_headcrab_cluster003.mdl'.
[02:01:29	]Szaliwun has used a context menu option with the name: persist_end
[02:01:31	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_headcrab_cluster002.mdl'.
[02:01:31	]Szaliwun has used a context menu option with the name: persist_end
[02:01:32	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_headcrab_cluster002.mdl'.
[02:01:32	]Szaliwun has used a context menu option with the name: persist_end
[02:01:34	]Szaliwun has fired a toolgun with the name: remover
[02:01:36	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_wall_mass001.mdl'.
[02:01:36	]Szaliwun has used a context menu option with the name: persist_end
[02:01:37	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_wall_mass001.mdl'.
[02:01:37	]Szaliwun has used a context menu option with the name: persist_end
[02:01:38	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_wall_mass001.mdl'.
[02:01:38	]Szaliwun has used a context menu option with the name: persist_end
[02:01:39	]Szaliwun has fired a toolgun with the name: remover
[02:01:40	]Szaliwun has fired a toolgun with the name: remover
[02:01:40	]Szaliwun has fired a toolgun with the name: remover
[02:01:41	]Szaliwun has fired a toolgun with the name: remover
[02:01:41	]Szaliwun has fired a toolgun with the name: remover
[02:01:41	]Szaliwun has fired a toolgun with the name: remover
[02:01:42	]Szaliwun has fired a toolgun with the name: remover
[02:01:44	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_floor_ceiling001.mdl'.
[02:01:44	]Szaliwun has used a context menu option with the name: persist_end
[02:01:47	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_floor_ceiling001.mdl'.
[02:01:47	]Szaliwun has used a context menu option with the name: persist_end
[02:01:52	]Szaliwun has fired a toolgun with the name: remover
[02:01:52	]Szaliwun has fired a toolgun with the name: remover
[02:01:53	]Szaliwun has fired a toolgun with the name: remover
[02:01:54	]Szaliwun has fired a toolgun with the name: remover
[02:02:04	]Szaliwun has fired a toolgun with the name: sh_persist
[02:02:04	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_floor_ceiling001_wide.mdl'.
[02:02:06	]Szaliwun has fired a toolgun with the name: sh_persist
[02:02:06	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_web_flat_posable.mdl'.
[02:02:06	]Szaliwun has fired a toolgun with the name: sh_persist
[02:02:06	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_web_flat_posable.mdl'.
[02:02:08	]Szaliwun has fired a toolgun with the name: sh_persist
[02:02:08	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_web_flat_posable.mdl'.
[02:02:09	]Szaliwun has fired a toolgun with the name: sh_persist
[02:02:09	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_web_flat_posable.mdl'.
[02:02:10	]Szaliwun has fired a toolgun with the name: sh_persist
[02:02:10	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/infestation/p1/boomerplant_exploded.mdl'.
[02:02:12	]Szaliwun has fired a toolgun with the name: sh_persist
[02:02:12	]Szaliwun has disabled persistence for 'models/props_hive/websackhalf.mdl'.
[02:02:13	]Szaliwun has fired a toolgun with the name: sh_persist
[02:02:13	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_strand_anchor008.mdl'.
[02:02:14	]Szaliwun has fired a toolgun with the name: sh_persist
[02:02:14	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_web_wide.mdl'.
[02:02:15	]Szaliwun has fired a toolgun with the name: sh_persist
[02:02:15	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_strand_anchor007.mdl'.
[02:02:15	]Szaliwun has fired a toolgun with the name: sh_persist
[02:02:15	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_strand_anchor003.mdl'.
[02:02:16	]Szaliwun has fired a toolgun with the name: sh_persist
[02:02:17	]Szaliwun has fired a toolgun with the name: sh_persist
[02:02:17	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_tendril_01.mdl'.
[02:02:17	]Szaliwun has fired a toolgun with the name: sh_persist
[02:02:17	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_web_disc001_filled.mdl'.
[02:02:18	]Szaliwun has fired a toolgun with the name: sh_persist
[02:02:19	]Szaliwun has fired a toolgun with the name: sh_persist
[02:02:19	]Szaliwun has disabled persistence for 'models/props_hive/websackceiling01.mdl'.
[02:02:22	]Szaliwun has used a context menu option with the name: remove
[02:02:23	]Szaliwun has fired a toolgun with the name: sh_persist
[02:02:23	]Szaliwun has disabled persistence for 'models/props_hive/websackhalf_b.mdl'.
[02:02:25	]Szaliwun has fired a toolgun with the name: sh_persist
[02:02:25	]Szaliwun has disabled persistence for 'models/props_hive/websackhalf.mdl'.
[02:02:28	]Szaliwun has used a context menu option with the name: remove
[02:02:30	]Szaliwun has fired a toolgun with the name: sh_persist
[02:02:30	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_floor_wall001_wide.mdl'.
[02:02:31	]Szaliwun has fired a toolgun with the name: sh_persist
[02:02:31	]Szaliwun has disabled persistence for 'models/props_debris/concrete_debris128pile001a.mdl'.
[02:02:32	]Szaliwun has fired a toolgun with the name: sh_persist
[02:02:32	]Szaliwun has disabled persistence for 'models/props_debris/concrete_floorpile01a.mdl'.
[02:02:33	]Szaliwun has fired a toolgun with the name: sh_persist
[02:02:33	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_horiz001_wide002.mdl'.
[02:02:35	]Szaliwun has fired a toolgun with the name: sh_persist
[02:02:35	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_blob_corner001.mdl'.
[02:02:37	]Szaliwun has fired a toolgun with the name: sh_persist
[02:02:37	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_tendril_02.mdl'.
[02:02:38	]Szaliwun has fired a toolgun with the name: sh_persist
[02:02:38	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_strand_anchor003.mdl'.
[02:02:39	]Szaliwun has fired a toolgun with the name: sh_persist
[02:02:39	]Szaliwun has enabled persistence for 'models/jq/hlvr/props/xenpack/xen_headcrab_cluster003.mdl'.
[02:02:40	]Szaliwun has fired a toolgun with the name: sh_persist
[02:02:40	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_headcrab_cluster003.mdl'.
[02:02:43	]Szaliwun has fired a toolgun with the name: sh_persist
[02:02:43	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_tendril_01.mdl'.
[02:02:44	]Szaliwun has fired a toolgun with the name: sh_persist
[02:02:44	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_floor_ceiling001_wide.mdl'.
[02:02:45	]Szaliwun has fired a toolgun with the name: sh_persist
[02:02:45	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_floor_ceiling001_wide.mdl'.
[02:02:46	]Szaliwun has fired a toolgun with the name: sh_persist
[02:02:46	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_strand_anchor007.mdl'.
[02:02:47	]Szaliwun has fired a toolgun with the name: sh_persist
[02:02:47	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_tendril_02.mdl'.
[02:02:50	]Szaliwun has fired a toolgun with the name: sh_persist
[02:02:50	]Szaliwun has enabled persistence for 'models/jq/hlvr/props/xenpack/xen_horiz001.mdl'.
[02:02:52	]Szaliwun has fired a toolgun with the name: sh_persist
[02:02:52	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_floor_ceiling001.mdl'.
[02:02:52	]Szaliwun has fired a toolgun with the name: sh_persist
[02:02:52	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_horiz001.mdl'.
[02:02:53	]Szaliwun has fired a toolgun with the name: sh_persist
[02:02:53	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_floor_ceiling001.mdl'.
[02:02:55	]Szaliwun has fired a toolgun with the name: sh_persist
[02:02:55	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_wall_mass001.mdl'.
[02:02:56	]Szaliwun has fired a toolgun with the name: sh_persist
[02:02:56	]Szaliwun has enabled persistence for 'models/jq/hlvr/props/xenpack/xen_floor_ceiling001_wide.mdl'.
[02:02:56	]Szaliwun has fired a toolgun with the name: sh_persist
[02:02:56	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_floor_ceiling001_wide.mdl'.
[02:02:57	]Szaliwun has fired a toolgun with the name: sh_persist
[02:02:57	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_corner001_convex.mdl'.
[02:02:59	]Szaliwun has fired a toolgun with the name: sh_persist
[02:02:59	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/infestation/dead_body/xen_dead_body.mdl'.
[02:03:00	]Szaliwun has fired a toolgun with the name: sh_persist
[02:03:00	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_antlion_cluster001.mdl'.
[02:03:01	]Szaliwun has fired a toolgun with the name: sh_persist
[02:03:01	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_tendril_01.mdl'.
[02:03:02	]Szaliwun has fired a toolgun with the name: sh_persist
[02:03:02	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_antlion_cluster003.mdl'.
[02:03:04	]Szaliwun has fired a toolgun with the name: sh_persist
[02:03:04	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_antlion_cluster001.mdl'.
[02:03:05	]Szaliwun has fired a toolgun with the name: sh_persist
[02:03:05	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_antlion_cluster001.mdl'.
[02:03:07	]Szaliwun has fired a toolgun with the name: sh_persist
[02:03:07	]Szaliwun has enabled persistence for 'models/jq/hlvr/props/xenpack/xen_antlion_cluster001.mdl'.
[02:03:07	]Szaliwun has fired a toolgun with the name: sh_persist
[02:03:07	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_antlion_cluster001.mdl'.
[02:03:08	]Szaliwun has fired a toolgun with the name: sh_persist
[02:03:08	]Szaliwun has disabled persistence for 'models/vj_hlr/hl1/fungus(small).mdl'.
[02:03:10	]Szaliwun has fired a toolgun with the name: sh_persist
[02:03:10	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_corner001_convex.mdl'.
[02:03:11	]Szaliwun has fired a toolgun with the name: sh_persist
[02:03:11	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_flat_blob01.mdl'.
[02:03:11	]Szaliwun has fired a toolgun with the name: sh_persist
[02:03:11	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_flat_blob01.mdl'.
[02:03:12	]Szaliwun has fired a toolgun with the name: sh_persist
[02:03:12	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_wall_mass001.mdl'.
[02:03:13	]Szaliwun has fired a toolgun with the name: sh_persist
[02:03:13	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_wall_mass001.mdl'.
[02:03:13	]Shady Prism has connected.
[02:03:14	]Szaliwun has fired a toolgun with the name: sh_persist
[02:03:14	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_floor_ceiling001.mdl'.
[02:03:16	]Szaliwun has fired a toolgun with the name: sh_persist
[02:03:16	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_floor_ceiling001.mdl'.
[02:03:17	]Szaliwun has fired a toolgun with the name: sh_persist
[02:03:17	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_floor_ceiling001.mdl'.
[02:03:18	]Szaliwun has fired a toolgun with the name: sh_persist
[02:03:18	]Szaliwun has disabled persistence for 'models/vj_hlr/hl1/fungus(small).mdl'.
[02:03:19	]Szaliwun has fired a toolgun with the name: sh_persist
[02:03:19	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_barrel_tendrils.mdl'.
[02:03:21	]Szaliwun has fired a toolgun with the name: sh_persist
[02:03:21	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_barrel_tendrils.mdl'.
[02:03:22	]Szaliwun has fired a toolgun with the name: sh_persist
[02:03:22	]Szaliwun has disabled persistence for 'models/vj_hlr/hl1/fungus(small).mdl'.
[02:03:23	]Szaliwun has fired a toolgun with the name: sh_persist
[02:03:23	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/infestation/p1/boomerplant_01.mdl'.
[02:03:24	]Szaliwun has fired a toolgun with the name: sh_persist
[02:03:24	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_wall_mass001.mdl'.
[02:03:24	]Szaliwun has fired a toolgun with the name: sh_persist
[02:03:24	]Szaliwun has enabled persistence for 'models/jq/hlvr/props/xenpack/xen_wall_mass001.mdl'.
[02:03:25	]Szaliwun has fired a toolgun with the name: sh_persist
[02:03:25	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_wall_mass001.mdl'.
[02:03:27	]Szaliwun has fired a toolgun with the name: sh_persist
[02:03:27	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_floor_ceiling001_wide.mdl'.
[02:03:28	]Szaliwun has fired a toolgun with the name: sh_persist
[02:03:28	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_wall_mass001.mdl'.
[02:03:30	]Szaliwun has fired a toolgun with the name: sh_persist
[02:03:30	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_wall_mass001.mdl'.
[02:03:30	]Szaliwun has fired a toolgun with the name: sh_persist
[02:03:30	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_wall_mass001.mdl'.
[02:03:33	]Szaliwun has fired a toolgun with the name: sh_persist
[02:03:33	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/infestation/dead_body/xen_dead_body.mdl'.
[02:03:35	]Szaliwun has fired a toolgun with the name: sh_persist
[02:03:35	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_wall_mass001.mdl'.
[02:03:37	]Szaliwun has fired a toolgun with the name: sh_persist
[02:03:37	]Szaliwun has enabled persistence for 'models/jq/hlvr/props/xenpack/xen_wall_mass001.mdl'.
[02:03:37	]Szaliwun has fired a toolgun with the name: sh_persist
[02:03:37	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_wall_mass001.mdl'.
[02:03:39	]Szaliwun has fired a toolgun with the name: sh_persist
[02:03:39	]Szaliwun has enabled persistence for 'models/jq/hlvr/props/xenpack/xen_floor_ceiling001.mdl'.
[02:03:39	]Szaliwun has fired a toolgun with the name: sh_persist
[02:03:39	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_floor_ceiling001.mdl'.
[02:03:40	]Szaliwun has fired a toolgun with the name: sh_persist
[02:03:40	]Szaliwun has enabled persistence for 'models/jq/hlvr/props/xenpack/xen_floor_ceiling001.mdl'.
[02:03:41	]Szaliwun has fired a toolgun with the name: sh_persist
[02:03:41	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_floor_ceiling001.mdl'.
[02:03:42	]Szaliwun has fired a toolgun with the name: sh_persist
[02:03:42	]Szaliwun has enabled persistence for 'models/jq/hlvr/props/xenpack/xen_floor_ceiling001.mdl'.
[02:03:42	]Szaliwun has fired a toolgun with the name: sh_persist
[02:03:42	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_floor_ceiling001.mdl'.
[02:03:44	]Szaliwun has fired a toolgun with the name: sh_persist
[02:03:44	]Szaliwun has enabled persistence for 'models/jq/hlvr/props/xenpack/xen_floor_ceiling001_wide.mdl'.
[02:03:45	]Szaliwun has fired a toolgun with the name: sh_persist
[02:03:45	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_spore001.mdl'.
[02:03:46	]Szaliwun has fired a toolgun with the name: sh_persist
[02:03:46	]Szaliwun has enabled persistence for 'models/jq/hlvr/props/xenpack/xen_floor_ceiling001_wide.mdl'.
[02:03:47	]Szaliwun has fired a toolgun with the name: sh_persist
[02:03:47	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_floor_ceiling001_wide.mdl'.
[02:03:47	]Szaliwun has fired a toolgun with the name: sh_persist
[02:03:47	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_floor_ceiling001_wide.mdl'.
[02:03:48	]Szaliwun has fired a toolgun with the name: sh_persist
[02:03:48	]Szaliwun has enabled persistence for 'models/jq/hlvr/props/xenpack/xen_floor_ceiling001_wide.mdl'.
[02:03:49	]Szaliwun has fired a toolgun with the name: sh_persist
[02:03:49	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_floor_ceiling001_wide.mdl'.
[02:03:51	]Szaliwun has fired a toolgun with the name: sh_persist
[02:03:51	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_floor_ceiling001_wide.mdl'.
[02:03:53	]Szaliwun has fired a toolgun with the name: sh_persist
[02:03:53	]Szaliwun has enabled persistence for 'models/jq/hlvr/props/xenpack/xen_floor_ceiling001_wide.mdl'.
[02:03:54	]Szaliwun has fired a toolgun with the name: sh_persist
[02:03:54	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_floor_ceiling001_wide.mdl'.
[02:03:54	]Szaliwun has fired a toolgun with the name: sh_persist
[02:03:54	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_floor_ceiling001_wide.mdl'.
[02:03:55	]Szaliwun has fired a toolgun with the name: sh_persist
[02:03:55	]Szaliwun has enabled persistence for 'models/jq/hlvr/props/xenpack/xen_floor_ceiling001_wide.mdl'.
[02:03:55	]Szaliwun has fired a toolgun with the name: sh_persist
[02:03:55	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_floor_ceiling001_wide.mdl'.
[02:03:58	]Szaliwun has fired a toolgun with the name: sh_persist
[02:03:58	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_horiz001.mdl'.
[02:03:58	]Szaliwun has fired a toolgun with the name: sh_persist
[02:03:58	]Szaliwun has enabled persistence for 'models/jq/hlvr/props/infestation/p1/boomerplant_01.mdl'.
[02:03:59	]Szaliwun has fired a toolgun with the name: sh_persist
[02:03:59	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/infestation/p1/boomerplant_01.mdl'.
[02:04:00	]Szaliwun has fired a toolgun with the name: sh_persist
[02:04:00	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_blower002.mdl'.
[02:04:01	]Szaliwun has fired a toolgun with the name: sh_persist
[02:04:01	]Szaliwun has enabled persistence for 'models/jq/hlvr/props/xenpack/xen_spore001.mdl'.
[02:04:02	]Szaliwun has fired a toolgun with the name: sh_persist
[02:04:02	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_spore001.mdl'.
[02:04:03	]Szaliwun has fired a toolgun with the name: sh_persist
[02:04:03	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_blower002.mdl'.
[02:04:05	]Szaliwun has fired a toolgun with the name: sh_persist
[02:04:05	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/infestation/p1/rock_6.mdl'.
[02:04:07	]Szaliwun has fired a toolgun with the name: sh_persist
[02:04:07	]Szaliwun has fired a toolgun with the name: sh_persist
[02:04:07	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_web_cone001.mdl'.
[02:04:12	]Szaliwun has fired a toolgun with the name: sh_persist
[02:04:12	]Szaliwun has enabled persistence for 'models/jq/hlvr/props/xenpack/xen_floor_ceiling001.mdl'.
[02:04:13	]Szaliwun has fired a toolgun with the name: sh_persist
[02:04:13	]Szaliwun has disabled persistence for 'models/jq/hlvr/props/xenpack/xen_floor_ceiling001.mdl'.
[02:04:21	]Szaliwun has fired a toolgun with the name: remover
[02:04:22	]Szaliwun has fired a toolgun with the name: remover
