[15:04:36	]Shane Walsh has connected.
[15:39:48	]Troylen Houston has fired a toolgun with the name: remover
[15:39:48	]Zalo'Kar has spawned 'models/props_interiors/printer.mdl'.
[15:39:49	]Troylen Houston has fired a toolgun with the name: remover
[15:39:49	]Troylen Houston has fired a toolgun with the name: remover
[15:39:50	]Troylen Houston has fired a toolgun with the name: remover
[15:39:50	]Zalo'Kar has spawned 'models/props_interiors/toilet.mdl'.
[15:39:50	]Troylen Houston has fired a toolgun with the name: remover
[15:39:51	]Zalo'Kar has spawned 'models/props_interiors/toiletpaperdispenser_residential.mdl'.
[15:39:53	]Zalo'Kar has spawned 'models/props_unique/airport/luggage4.mdl'.
[15:39:56	]Zalo'Kar has spawned 'models/props_vehicles/tractor01.mdl'.
[15:39:58	]Zalo'Kar entered observer.
[15:40:33	]C24:i4.HELIX-86 ran 'combine' on item 'Ağrı Kesici' (#65829)
[15:40:42	]Zalo'Kar opened the 'Dropped Items' #6483 container.
[15:40:43	]Zalo'Kar closed the 'Dropped Items' #6483 container.
[15:40:53	]C24:i4.HELIX-86 ran 'combine' on item 'Ağrı Kesici' (#65830)
[15:41:13	]Gerhard Reicher exited observer at their location.
[15:41:20	]onder_karatop has connected.
[15:41:36	]Gerhard Reicher entered observer.
[15:41:38	]Gerhard Reicher exited observer at their location.
[15:41:41	]Gerhard Reicher entered observer.
[15:41:57	]Zalo'Kar exited observer at their location.
[15:41:58	]Zalo'Kar entered observer.
[15:42:03	]Zalo'Kar exited observer at their location.
[15:42:05	]Zalo'Kar entered observer.
[15:42:06	]Zalo'Kar exited observer at their location.
[15:42:09	]Zalo'Kar entered observer.
[15:42:10	]Zalo'Kar exited observer at their location.
[15:42:12	]Zalo'Kar entered observer.
[15:42:12	]Zalo'Kar exited observer at their location.
[15:42:12	]Arif Sertkesen has spawned 'models/props_interiors/refrigeratordoor01a.mdl'.
[15:42:14	]Arif Sertkesen has spawned 'models/props_interiors/tv_cabinet.mdl'.
[15:42:14	]Zalo'Kar entered observer.
[15:42:14	]Zalo'Kar exited observer at their location.
[15:42:15	]Arif Sertkesen has spawned 'models/props_unique/jukebox01_body.mdl'.
[15:42:16	]Arif Sertkesen has spawned 'models/props_urban/fence_gate_post001.mdl'.
[15:42:18	]Arif Sertkesen has spawned 'models/props_furniture/kitchen_countertop1.mdl'.
[15:42:18	]Zalo'Kar entered observer.
[15:42:19	]Zalo'Kar exited observer at their location.
[15:42:19	]Zalo'Kar has taken 2 damage from Zalo'Kar.
[15:42:19	]Zalo'Kar entered observer.
[15:42:19	]Zalo'Kar exited observer at their location.
[15:42:21	]Zalo'Kar entered observer.
[15:42:22	]Arif Sertkesen has spawned 'models/props_furniture/kitchen_countertop1.mdl'.
[15:42:23	]Zalo'Kar exited observer at their location.
[15:42:26	]Zalo'Kar entered observer.
[15:42:27	]Zalo'Kar exited observer at their location.
[15:42:27	]Zalo'Kar has taken 2 damage from Zalo'Kar.
[15:42:27	]Zalo'Kar entered observer.
[15:42:28	]Zalo'Kar exited observer at their location.
[15:42:30	]Zalo'Kar entered observer.
[15:42:31	][IC] Zalo'Kar: Gun.
[15:42:33	][IC] Zalo'Kar: Gunn.
[15:42:35	][IC] Zalo'Kar: Pain1.
[15:42:37	]Gerhard Reicher exited observer at their location.
[15:42:38	][IC] Zalo'Kar: Ala.
[15:42:39	]Arif Sertkesen exited observer at their location.
[15:42:42	]Zalo'Kar ran SAM command 'hp' with arguments: 'zalo' '200'
[15:42:47	]Zalo'Kar is fully healed.
[15:42:48	]Arif Sertkesen entered observer.
[15:42:50	]Arif Sertkesen exited observer at their location.
[15:42:51	]Gerhard Reicher has spawned 'models/props/cs_assault/forklift.mdl'.
[15:42:56	]Sinyor Gordon has connected.
[15:43:03	]Gerhard Reicher has spawned 'models/props/cs_militia/crate_stackmill.mdl'.
[15:43:07	]Gerhard Reicher entered observer.
[15:43:09	]onder_karatop loaded the character 'Mehmet'
[15:43:13	]Zalo'Kar exited observer at their location.
[15:43:14	]Victorian created the character 'Alexandr Ivanov'
[15:43:15	]Victorian loaded the character 'Alexandr Ivanov'
[15:43:15	]Alexandr Ivanov has gained a 'Açık Gri Kol Bandı' #67831.
[15:43:15	]Alexandr Ivanov has gained a '#36722 Kimlik Kartı' #67832.
[15:43:15	]Alexandr Ivanov has gained a 'Gözlükler' #67833.
[15:43:15	]Zalo'Kar entered observer.
[15:43:15	]Gerhard Reicher exited observer at their location.
[15:43:22	]Alexandr Ivanov ran 'Equip' on item 'Açık Gri Kol Bandı' (#67831)
[15:43:22	]Arif Sertkesen entered observer.
[15:43:23	]Alexandr Ivanov entered observer.
[15:43:24	]Alexandr Ivanov exited observer at their location.
[15:43:27	]Gerhard Reicher has spawned 'models/props/cs_militia/boxes_garage_lower.mdl'.
[15:43:30	][IC] C24:i4.HELIX-86: <:: Sen. ::>
[15:43:37	]Alexandr Ivanov has spawned a beanie_grey.
[15:43:38	][IC] C24:i4.HELIX-86: <:: Kol bandın nerde? ::>
[15:43:39	]Alexandr Ivanov ran 'take' on item 'Gri Bere' (#67834)
[15:43:39	]Alexandr Ivanov has gained a 'Gri Bere' #67834.
[15:43:41	]Zalo'Kar exited observer at their location.
[15:43:42	]Zalo'Kar entered observer.
[15:43:43	]Zalo'Kar exited observer at their location.
[15:43:43	]Zalo'Kar entered observer.
[15:43:44	]Zalo'Kar exited observer at their location.
[15:43:46	]Zalo'Kar entered observer.
[15:43:46	]Zalo'Kar exited observer at their location.
[15:43:48	]Zalo'Kar entered observer.
[15:43:51	][IC] C24:i4.HELIX-86: <:: Sana diyorum. ::>
[15:43:53	]Zalo'Kar exited observer at their location.
[15:43:59	][IC] Mehmet: Bekle.
[15:44:05	]Zalo'Kar entered observer.
[15:44:07	]Alexandr Ivanov has spawned a zipper_green.
[15:44:08	]Zalo'Kar exited observer at their location.
[15:44:08	]Alexandr Ivanov ran 'take' on item 'Yeşil Fermuarlı' (#67835)
[15:44:08	]Alexandr Ivanov has gained a 'Yeşil Fermuarlı' #67835.
[15:44:09	][IC] C24:i4.HELIX-86: <:: Şimdi? ::>
[15:44:10	]Zalo'Kar entered observer.
[15:44:13	][IC] C24:i4.HELIX-86: <:: Kol bandın? ::>
[15:44:15	]Alexandr Ivanov entered observer.
[15:44:16	][IC] C24:i4.HELIX-86: <:: Nerde. ::>
[15:44:20	]Theodore Abernathy exited observer at their location.
[15:44:24	]Alexandr Ivanov exited observer at their location.
[15:44:28	][IC] C24:i4.HELIX-86: <:: Sanırım yeni geldin. ::>
[15:44:32	][IC] C24:i4.HELIX-86: <:: Benimle gel. ::>
[15:44:35	][IC] Mehmet: Evet bekleyin.
[15:44:38	]Zalo'Kar exited observer at their location.
[15:44:39	]Zalo'Kar entered observer.
[15:44:40	]Zalo'Kar exited observer at their location.
[15:44:41	]Zalo'Kar entered observer.
[15:44:45	][IC] C24:i4.HELIX-86: <:: Neyi? ::>
[15:44:53	]Sinyor Gordon loaded the character 'Joe Rock'
[15:44:55	]Alexandr Ivanov has spawned 'models/props_junk/pushcart01a.mdl'.
[15:44:57	]Gerhard Reicher has enabled persistence for 'models/props/cs_militia/boxes_garage_lower.mdl'.
[15:44:57	]Gerhard Reicher has used a context menu option with the name: persist
[15:44:58	]Joe Rock is fully healed.
[15:44:58	]Gerhard Reicher has enabled persistence for 'models/props/cs_militia/crate_stackmill.mdl'.
[15:44:58	]Gerhard Reicher has used a context menu option with the name: persist
[15:45:03	]Alexandr Ivanov has enabled persistence for 'models/props_junk/pushcart01a.mdl'.
[15:45:03	]Alexandr Ivanov has used a context menu option with the name: persist
[15:45:05	]Joe Rock entered observer.
[15:45:13	]Zalo'Kar exited observer at their location.
[15:45:14	]Alexandr Ivanov has spawned 'models/props_junk/cardboard_box003a.mdl'.
[15:45:18	]Zalo'Kar entered observer.
[15:45:19	][IC] C24:i4.HELIX-86: <:: Şurda kal. ::>
[15:45:19	]Zalo'Kar exited observer at their location.
[15:45:20	]Alexandr Ivanov has enabled persistence for 'models/props_junk/cardboard_box003a.mdl'.
[15:45:20	]Alexandr Ivanov has used a context menu option with the name: persist
[15:45:24	]Alexandr Ivanov has spawned 'models/props/cs_militia/boxes_garage_lower.mdl'.
[15:45:25	]Zalo'Kar entered observer.
[15:45:27	]Zalo'Kar exited observer at their location.
[15:45:27	][IC] C24:i4.HELIX-86: <:: Gelme. ::>
[15:45:30	]Alexandr Ivanov has enabled persistence for 'models/props/cs_militia/boxes_garage_lower.mdl'.
[15:45:30	]Alexandr Ivanov has used a context menu option with the name: persist
[15:45:33	]Alexandr Ivanov has spawned 'models/props/cs_assault/box_stack1.mdl'.
[15:45:33	]Alexandr Ivanov has taken 5 damage from prop_physics.
[15:45:35	]Joe Rock exited observer at their location.
[15:45:36	]Joe Rock entered observer.
[15:45:37	]Alexandr Ivanov has spawned 'models/props/cs_militia/boxes_garage_lower.mdl'.
[15:45:39	]Alexandr Ivanov has spawned 'models/props/cs_militia/boxes_frontroom.mdl'.
[15:45:42	]Zalo'Kar entered observer.
[15:45:45	][IC] C24:i4.HELIX-86: <:: Gel buraya. ::>
[15:45:47	][IC] C24:i4.HELIX-86: <:: ŞŞt. ::>
[15:45:48	]Alexandr Ivanov has enabled persistence for 'models/props/cs_militia/boxes_frontroom.mdl'.
[15:45:48	]Alexandr Ivanov has used a context menu option with the name: persist
[15:45:48	]Alexandr Ivanov entered observer.
[15:45:51	]Alexandr Ivanov exited observer at their location.
[15:45:57	][Y] C24:i4.HELIX-86: <:: ALO. ::>
[15:45:57	]Alexandr Ivanov has spawned 'models/props_interiors/table_cafeteria.mdl'.
[15:46:04	][Y] C24:i4.HELIX-86: <:: BAKSANA SİVİL. ::>
[15:46:10	]Alexandr Ivanov entered observer.
[15:46:11	]Zalo'Kar ran SAM command 'goto' with arguments: 'mehmet'
[15:46:12	][IC] C24:i4.HELIX-86: <:: Doğrula. ::>
[15:46:18	]Alexandr Ivanov exited observer at their location.
[15:46:18	]Alexandr Ivanov entered observer.
[15:46:19	][IC] Mehmet: Neyi.
[15:46:20	]Alexandr Ivanov exited observer at their location.
[15:46:21	]Alexandr Ivanov entered observer.
[15:46:22	]Alexandr Ivanov exited observer at their location.
[15:46:26	]Joe Rock exited observer at their location.
[15:46:26	]Alexandr Ivanov has spawned 'models/props_interiors/chair_cafeteria.mdl'.
[15:46:29	][IC] C24:i4.HELIX-86: <:: Kimliğini. ::>
[15:46:32	][IC] C24:i4.HELIX-86: <:: Yaklaş. ::>
[15:46:33	]Alexandr Ivanov has spawned a usable entity class 'ix_chair' with model 'models/props_interiors/chair_cafeteria.mdl'.
[15:46:33	]Alexandr Ivanov has used a context menu option with the name: ixusableentitycreate
[15:46:36	]Alexandr Ivanov has spawned 'models/props_interiors/chair_cafeteria.mdl'.
[15:46:37	][LOOC] C24:i4.HELIX-86: ID
[15:46:40	]Joe Rock ran 'AssignCID' on item 'Daire Anahtarı' (#42483)
[15:46:41	]Alexandr Ivanov has spawned a usable entity class 'ix_chair' with model 'models/props_interiors/chair_cafeteria.mdl'.
[15:46:41	]Alexandr Ivanov has used a context menu option with the name: ixusableentitycreate
[15:46:42	]Joe Rock ran 'Assign' on item 'Daire Anahtarı' (#42483)
[15:46:47	]Alexandr Ivanov has spawned 'models/props_interiors/table_cafeteria.mdl'.
[15:46:48	][LOOC] C24:i4.HELIX-86: /ID
[15:46:56	][IC] C24:i4.HELIX-86: <:: Hadi? ::>
[15:46:58	]Theodore Abernathy entered observer.
[15:46:58	]Alexandr Ivanov entered observer.
[15:46:59	][IC] Mehmet: 30750.
[15:47:00	]Alexandr Ivanov exited observer at their location.
[15:47:02	]Alexandr Ivanov has spawned 'models/props_interiors/chair_cafeteria.mdl'.
[15:47:14	]Alexandr Ivanov has spawned a usable entity class 'ix_chair' with model 'models/props_interiors/chair_cafeteria.mdl'.
[15:47:14	]Alexandr Ivanov has used a context menu option with the name: ixusableentitycreate
[15:47:14	]Joe Rock entered observer.
[15:47:16	]Alexandr Ivanov has spawned 'models/props_interiors/chair_cafeteria.mdl'.
[15:47:18	]Joe Rock exited observer at their location.
[15:47:21	]Alexandr Ivanov has spawned a usable entity class 'ix_chair' with model 'models/props_interiors/chair_cafeteria.mdl'.
[15:47:21	]Alexandr Ivanov has used a context menu option with the name: ixusableentitycreate
[15:47:23	]Alexandr Ivanov entered observer.
[15:47:24	]C24:i4.HELIX-86 used the 'Destek Masası Tedarikçisi' vendor.
[15:47:28	]C24:i4.HELIX-86 has gained 0 chips.
[15:47:28	]C24:i4.HELIX-86 has gained a 'Açık Gri Kol Bandı' #67836.
[15:47:28	]Gerhard Reicher has spawned 'models/props/cs_militia/crate_extralargemill.mdl'.
[15:47:30	]Arif Sertkesen has used a context menu option with the name: remove
[15:47:30	]Gerhard Reicher entered observer.
[15:47:32	]C24:i4.HELIX-86 ran 'drop' on item 'Açık Gri Kol Bandı' (#67836)
[15:47:32	]C24:i4.HELIX-86 has lost a 'Açık Gri Kol Bandı' #67836.
[15:47:32	]Gerhard Reicher exited observer at their location.
[15:47:33	]Sinyor Gordon loaded the character 'Adrian Brookly'
[15:47:35	][IC] C24:i4.HELIX-86: <:: Al. ::>
[15:47:36	]Adrian Brookly entered observer.
[15:47:36	]Gerhard Reicher has spawned 'models/props/cs_assault/moneypallet_washerdryer.mdl'.
[15:47:38	]Adrian Brookly is fully healed.
[15:47:43	]Gerhard Reicher has enabled persistence for 'models/props/cs_assault/moneypallet_washerdryer.mdl'.
[15:47:43	]Gerhard Reicher has used a context menu option with the name: persist
[15:47:46	]Alexandr Ivanov exited observer at their location.
[15:47:48	]Zalo'Kar exited observer at their location.
[15:47:48	][IC] C24:i4.HELIX-86: <:: Alsaba. ::>
[15:47:51	][IC] C24:i4.HELIX-86: <:: Bak orda. ::>
[15:47:53	]Zalo'Kar used command '/SetApartmentDoor RB-C-01-01'.
[15:47:56	][IC] C24:i4.HELIX-86: <:: BAK. ::>
[15:47:57	]Zalo'Kar used command '/SetApartmentDoor RB-C-01-02'.
[15:47:57	]Zalo'Kar entered observer.
[15:47:58	]Gerhard Reicher has spawned 'models/props/cs_assault/washer_box.mdl'.
[15:48:01	]Adrian Brookly exited observer at their location.
[15:48:03	]Zalo'Kar exited observer at their location.
[15:48:03	]Gerhard Reicher has enabled persistence for 'models/props/cs_assault/washer_box.mdl'.
[15:48:03	]Gerhard Reicher has used a context menu option with the name: persist
[15:48:04	]Zalo'Kar entered observer.
[15:48:06	]Mehmet ran 'take' on item 'Açık Gri Kol Bandı' (#67836)
[15:48:06	]Mehmet has gained a 'Açık Gri Kol Bandı' #67836.
[15:48:07	]Zalo'Kar exited observer at their location.
[15:48:10	]Gerhard Reicher entered observer.
[15:48:11	][IC] C24:i4.HELIX-86: <:: Tak şimdi. ::>
[15:48:18	]Zalo'Kar used command '/RemoveApartment'.
[15:48:18	]Gerhard Reicher exited observer at their location.
[15:48:20	][IC] C24:i4.HELIX-86: <:: Doğrula. ::>
[15:48:22	]Zalo'Kar used command '/RemoveApartmentDoor'.
[15:48:23	][IC] C24:i4.HELIX-86: <:: Tekrardan. ::>
[15:48:25	]Adrian Brookly has spawned 'models/props_wasteland/controlroom_desk001a.mdl'.
[15:48:26	]Zalo'Kar used command '/RemoveApartmentDoor'.
[15:48:30	]Zalo'Kar used command '/SetApartmentDoor RB-D-01-02'.
[15:48:33	]Zalo'Kar used command '/SetApartmentDoor RB-D-01-01'.
[15:48:34	]Gerhard Reicher has spawned 'models/props/cs_assault/nostopssign.mdl'.
[15:48:34	][IC] C24:i4.HELIX-86: <:: Ve kol bandını tak. ::>
[15:48:34	]Zalo'Kar entered observer.
[15:48:38	]Gerhard Reicher entered observer.
[15:48:41	]Gerhard Reicher exited observer at their location.
[15:48:46	]Adrian Brookly has spawned 'models/props_wasteland/controlroom_desk001b.mdl'.
[15:48:54	]Adrian Brookly has spawned 'models/props_wasteland/controlroom_filecabinet001a.mdl'.
[15:48:55	][IC] C24:i4.HELIX-86: <:: Sana diyorum. ::>
[15:48:59	]Adrian Brookly created a 'Dosya Dolabı' container.
[15:48:59	]Adrian Brookly has used a context menu option with the name: wncontainer_create
[15:49:01	][IC] C24:i4.HELIX-86: <:: Kol bandını taksana. ::>
[15:49:05	]Gerhard Reicher has spawned 'models/props_junk/trashbin01a.mdl'.
[15:49:06	]Gerhard Reicher has spawned 'models/props_street/trashbin01.mdl'.
[15:49:07	][IC] C24:i4.HELIX-86: <:: Duymuyormusun? ::>
[15:49:12	]Gerhard Reicher has enabled persistence for 'models/props_street/trashbin01.mdl'.
[15:49:12	]Gerhard Reicher has used a context menu option with the name: persist
[15:49:13	][IC] Mehmet: Duyuyorum.
[15:49:15	]Gerhard Reicher entered observer.
[15:49:16	]Arif Sertkesen exited observer at their location.
[15:49:17	][IC] C24:i4.HELIX-86: <:: Eee? ::>
[15:49:18	][IC] Mehmet: Takıcam.
[15:49:19	]Gerhard Reicher exited observer at their location.
[15:49:19	]Adrian Brookly has set the name of the 'Dosya Dolabı' container (#6496) to 'Doktor Adrian'.
[15:49:19	]Adrian Brookly has used a context menu option with the name: wncontainer_setname
[15:49:20	]Arif Sertkesen entered observer.
[15:49:20	]Zalo'Kar exited observer at their location.
[15:49:20	]Zalo'Kar entered observer.
[15:49:20	][IC] Mehmet: Bekle.
[15:49:23	]Zalo'Kar exited observer at their location.
[15:49:24	][IC] C24:i4.HELIX-86: <:: Bekliyorum. ::>
[15:49:24	]Zalo'Kar entered observer.
[15:49:25	]Zalo'Kar exited observer at their location.
[15:49:25	]Zalo'Kar entered observer.
[15:49:26	]Theodore Abernathy exited observer at their location.
[15:49:26	]Zalo'Kar exited observer at their location.
[15:49:26	][IC] C24:i4.HELIX-86: <:: Şuan tak. ::>
[15:49:27	]Arif Sertkesen exited observer at their location.
[15:49:29	]Gerhard Reicher has used a context menu option with the name: remove
[15:49:33	]Zalo'Kar entered observer.
[15:49:34	]Gerhard Reicher has spawned 'models/props_street/trashbin01.mdl'.
[15:49:35	]Adrian Brookly has spawned 'models/props_lab/harddrive01.mdl'.
[15:49:37	]Zalo'Kar exited observer at their location.
[15:49:37	]Zalo'Kar entered observer.
[15:49:37	]Zalo'Kar exited observer at their location.
[15:49:39	][IC] Mehmet: E olmuyo.
[15:49:39	]Gerhard Reicher has enabled persistence for 'models/props_street/trashbin01.mdl'.
[15:49:39	]Gerhard Reicher has used a context menu option with the name: persist
[15:49:42	]Zalo'Kar entered observer.
[15:49:42	]Zalo'Kar exited observer at their location.
[15:49:43	]Zalo'Kar entered observer.
[15:49:43	]Adrian Brookly has enabled persistence for 'models/props_lab/harddrive01.mdl'.
[15:49:43	]Adrian Brookly has used a context menu option with the name: persist
[15:49:43	]Zalo'Kar exited observer at their location.
[15:49:44	]Adrian Brookly has enabled persistence for 'models/props_wasteland/controlroom_desk001b.mdl'.
[15:49:44	]Adrian Brookly has used a context menu option with the name: persist
[15:49:45	]Zalo'Kar entered observer.
[15:49:45	]Zalo'Kar exited observer at their location.
[15:49:51	]Adrian Brookly has spawned 'models/props_junk/garbage_newspaper001a.mdl'.
[15:49:55	][LOOC] C24:i4.HELIX-86: ./looc yazarak benle konuşabilin ama rp sel değil
[15:49:55	]Gerhard Reicher has spawned 'models/props_junk/trashdumpster01a.mdl'.
[15:49:55	]Adrian Brookly has enabled persistence for 'models/props_junk/garbage_newspaper001a.mdl'.
[15:49:55	]Adrian Brookly has used a context menu option with the name: persist
[15:49:56	]Adrian Brookly entered observer.
[15:49:56	][IT] Arif Sertkesen: Günün doğmadığı belli olmaktadır
[15:49:59	]Adrian Brookly exited observer at their location.
[15:50:04	]Gerhard Reicher has disabled persistence for 'models/props_street/trashbin01.mdl'.
[15:50:04	]Gerhard Reicher has used a context menu option with the name: persist_end
[15:50:10	]Gerhard Reicher has enabled persistence for 'models/props_junk/trashdumpster01a.mdl'.
[15:50:10	]Gerhard Reicher has used a context menu option with the name: persist
[15:50:11	][LOOC] C24:i4.HELIX-86: tab bas envarterden kol bandına sağ tıkla
[15:50:15	]Gerhard Reicher has spawned 'models/props_junk/wood_crate001a.mdl'.
[15:50:18	]Gerhard Reicher has spawned 'models/props_junk/cardboard_box002a.mdl'.
[15:50:18	][LOOC] C24:i4.HELIX-86: sonra tak var
[15:50:20	]Adrian Brookly has spawned 'models/props_lab/clipboard.mdl'.
[15:50:21	]Zalo'Kar entered observer.
[15:50:24	]Gerhard Reicher has enabled persistence for 'models/props_junk/cardboard_box002a.mdl'.
[15:50:24	]Gerhard Reicher has used a context menu option with the name: persist
[15:50:24	]Alexandr Ivanov entered observer.
[15:50:26	]Adrian Brookly has enabled persistence for 'models/props_lab/clipboard.mdl'.
[15:50:26	]Adrian Brookly has used a context menu option with the name: persist
[15:50:26	]Alexandr Ivanov has used a context menu option with the name: door_lockunlock
[15:50:27	][IC] C24:i4.HELIX-86: <:: Takıyorumusun? ::>
[15:50:32	]Adrian Brookly has spawned 'models/props_wasteland/controlroom_storagecloset001b.mdl'.
[15:50:33	]Theodore Abernathy entered observer.
[15:50:34	]Mehmet ran 'Equip' on item 'Açık Gri Kol Bandı' (#67836)
[15:50:35	]Zalo'Kar exited observer at their location.
[15:50:36	]Alexandr Ivanov ran SAM command 'asay' with arguments: 'kafe açık isteyen gelip rp yapabilir'
[15:50:37	]Alexandr Ivanov exited observer at their location.
[15:50:38	][IC] Mehmet: Taktım.
[15:50:39	][LOOC] Zalo'Kar: adımı niye caldın
[15:50:41	][IC] C24:i4.HELIX-86: <:: Güzel. ::>
[15:50:43	][IC] Adrian Brookly: Ne.
[15:50:43	]Gerhard Reicher has spawned 'models/props_c17/oildrum001.mdl'.
[15:50:45	][IC] C24:i4.HELIX-86: <:: Sen. ::>
[15:50:47	][LOOC] Zalo'Kar: Brookly
[15:50:48	]Adrian Brookly has spawned 'models/props_wasteland/controlroom_storagecloset001b.mdl'.
[15:50:48	]Gerhard Reicher has spawned 'models/props_c17/oildrum001.mdl'.
[15:50:48	][LOOC] Zalo'Kar: :/
[15:50:49	]Zalo'Kar entered observer.
[15:50:51	]Gerhard Reicher has enabled persistence for 'models/props_c17/oildrum001.mdl'.
[15:50:51	]Gerhard Reicher has used a context menu option with the name: persist
[15:50:51	][IC] Adrian Brookly: Creat.
[15:50:51	]Zalo'Kar exited observer at their location.
[15:50:52	]Zalo'Kar entered observer.
[15:50:53	][IC] C24:i4.HELIX-86: <:: Tekrardan doğrula demiştim. ::>
[15:50:53	]Gerhard Reicher has spawned 'models/props_c17/oildrum001.mdl'.
[15:50:56	][IC] Adrian Brookly: Crat yaspmıs hikayede.
[15:50:57	]Gerhard Reicher has enabled persistence for 'models/props_c17/oildrum001.mdl'.
[15:50:57	]Gerhard Reicher has used a context menu option with the name: persist
[15:50:58	][IC] C24:i4.HELIX-86: <:: Doğrula. ::>
[15:50:58	][IC] Adrian Brookly: Bilmiyom.
[15:50:58	]Gerhard Reicher has spawned 'models/props_junk/PlasticCrate01a.mdl'.
[15:51:03	]Gerhard Reicher has enabled persistence for 'models/props_junk/plasticcrate01a.mdl'.
[15:51:03	]Gerhard Reicher has used a context menu option with the name: persist
[15:51:04	][IC] Mehmet: 30750.
[15:51:05	]Alexandr Ivanov entered observer.
[15:51:06	]Gerhard Reicher has spawned 'models/props_c17/FurnitureChair001a.mdl'.
[15:51:08	]Zalo'Kar exited observer at their location.
[15:51:11	]Zalo'Kar entered observer.
[15:51:11	][LOOC] C24:i4.HELIX-86: /ID yazcan
[15:51:11	]Gerhard Reicher has spawned 'models/props_c17/FurnitureTable003a.mdl'.
[15:51:12	]Adrian Brookly created a 'Büyük Metal Dolap' container.
[15:51:12	]Adrian Brookly has used a context menu option with the name: wncontainer_create
[15:51:13	]Zalo'Kar exited observer at their location.
[15:51:13	]Theodore Abernathy has enabled persistence for 'models/props_c17/oildrum001.mdl'.
[15:51:13	]Theodore Abernathy has used a context menu option with the name: persist
[15:51:14	]Adrian Brookly created a 'Büyük Metal Dolap' container.
[15:51:14	]Adrian Brookly has used a context menu option with the name: wncontainer_create
[15:51:14	]Gerhard Reicher has spawned 'models/props_c17/FurnitureChair001a.mdl'.
[15:51:15	][IC] C24:i4.HELIX-86: <:: KOŞMA. ::>
[15:51:17	]Adrian Brookly has spawned 'models/props_wasteland/controlroom_storagecloset001b.mdl'.
[15:51:19	]Mehmet used command '/ID'.
[15:51:21	]Zalo'Kar entered observer.
[15:51:21	]Adrian Brookly created a 'Büyük Metal Dolap' container.
[15:51:21	]Adrian Brookly has used a context menu option with the name: wncontainer_create
[15:51:21	]Zalo'Kar exited observer at their location.
[15:51:22	]Arif Sertkesen has given himself a stunstick.
[15:51:22	]Zalo'Kar entered observer.
[15:51:22	]Zalo'Kar exited observer at their location.
[15:51:22	]Zalo'Kar entered observer.
[15:51:23	]Zalo'Kar exited observer at their location.
[15:51:23	]Zalo'Kar entered observer.
[15:51:23	]Adrian Brookly has spawned 'models/props_wasteland/controlroom_storagecloset001b.mdl'.
[15:51:24	]Gerhard Reicher has enabled persistence for 'models/props_c17/furniturechair001a.mdl'.
[15:51:24	]Gerhard Reicher has used a context menu option with the name: persist
[15:51:24	]Zalo'Kar exited observer at their location.
[15:51:24	][IC] C24:i4.HELIX-86: <:: Tamam. ::>
[15:51:26	][IC] C24:i4.HELIX-86: <:: Koşma. ::>
[15:51:26	]Adrian Brookly created a 'Büyük Metal Dolap' container.
[15:51:26	]Adrian Brookly has used a context menu option with the name: wncontainer_create
[15:51:27	]Gerhard Reicher has enabled persistence for 'models/props_street/trashbin01.mdl'.
[15:51:27	]Gerhard Reicher has used a context menu option with the name: persist
[15:51:29	][IC] C24:i4.HELIX-86: <:: Gidebilirsin. ::>
[15:51:30	]Arif Sertkesen ran 'drop' on item 'Dikişli Kumaş' (#65770)
[15:51:30	]Arif Sertkesen has lost a 'Dikişli Kumaş' #65770.
[15:51:31	]Adrian Brookly has spawned 'models/props_wasteland/controlroom_desk001b.mdl'.
[15:51:33	]Arif Sertkesen has used a context menu option with the name: remove
[15:51:36	][IC] C24:i4.HELIX-86: <:: Dursana. ::>
[15:51:38	]Arif Sertkesen has given himself a stunstick.
[15:51:38	]Arif Sertkesen has gained a 'Stunstick' #67837.
[15:51:38	]Gerhard Reicher has spawned 'models/props_junk/TrashDumpster01a.mdl'.
[15:51:39	][IC] Adrian Brookly: Skibidi toilet.
[15:51:41	]Gerhard Reicher entered observer.
[15:51:41	]Gerhard Reicher exited observer at their location.
[15:51:42	][Y] C24:i4.HELIX-86: <:: DUR. ::>
[15:51:46	]Gerhard Reicher has enabled persistence for 'models/props_junk/trashdumpster01a.mdl'.
[15:51:46	]Gerhard Reicher has used a context menu option with the name: persist
[15:51:47	]Gerhard Reicher entered observer.
[15:51:48	]Gerhard Reicher exited observer at their location.
[15:51:48	]Alexandr Ivanov exited observer at their location.
[15:51:49	]Gerhard Reicher entered observer.
[15:51:49	][IC] C24:i4.HELIX-86: <:: Sana koşma denmedimi? ::>
[15:51:53	][IC] Mehmet: PARDON.
[15:51:56	][IC] C24:i4.HELIX-86: <:: DUR. ::>
[15:51:58	]Gerhard Reicher exited observer at their location.
[15:51:58	]Gerhard Reicher entered observer.
[15:51:58	]Adrian Brookly has spawned 'models/props_lab/citizenradio.mdl'.
[15:51:58	]Arif Sertkesen ran 'drop' on item 'Stunstick' (#67837)
[15:51:58	]Arif Sertkesen has lost a 'Stunstick' #67837.
[15:51:59	]Gerhard Reicher exited observer at their location.
[15:52:00	]Gerhard Reicher entered observer.
[15:52:02	]Adrian Brookly has enabled persistence for 'models/props_wasteland/controlroom_desk001b.mdl'.
[15:52:02	]Adrian Brookly has used a context menu option with the name: persist
[15:52:03	]Gerhard Reicher exited observer at their location.
