[00:33:35	]Enistein has connected.
[01:53:33	]Maya Morgan has gained level 49 in the Silahlar skill.
[01:53:33	]Maya Morgan has critically hit S10/OWS.WALLHAMMER-78 dealing 22 damage (CritChance was 0.35).
[01:53:33	]S10/OWS.WALLHAMMER-78 has taken 22 damage from Maya Morgan.
[01:53:33	]Maya Morgan has critically hit S10/OWS.WALLHAMMER-78 dealing 22 damage (CritChance was 0.35).
[01:53:33	]S10/OWS.WALLHAMMER-78 has taken 22 damage from Maya Morgan.
[01:53:33	]S10/OWS.WALLHAMMER-78 has hit Maya Morgan in the left arm dealing 7 damage (CritChance was 0.50).
[01:53:33	]Maya Morgan has taken 6 damage from S10/OWS.WALLHAMMER-78.
[01:53:33	]Maya Morgan has critically hit S10/OWS.WALLHAMMER-78 dealing 0 damage (CritChance was 0.35).
[01:53:33	]Maya Morgan has hit S10/OWS.WALLHAMMER-78 dealing 13 damage (CritChance was 0.35).
[01:53:33	]S10/OWS.WALLHAMMER-78 has taken 13 damage from Maya Morgan.
[01:53:33	]Maya Morgan has hit S10/OWS.WALLHAMMER-78 dealing 0 damage (CritChance was 0.35).
[01:53:33	]Maya Morgan has hit S10/OWS.WALLHAMMER-78 dealing 14 damage (CritChance was 0.35).
[01:53:33	]S10/OWS.WALLHAMMER-78 has taken 14 damage from Maya Morgan.
[01:53:34	]Maya Morgan has critically hit S10/OWS.WALLHAMMER-78 dealing 0 damage (CritChance was 0.35).
[01:53:34	]Maya Morgan has hit S10/OWS.WALLHAMMER-78 dealing 14 damage (CritChance was 0.35).
[01:53:34	]S10/OWS.WALLHAMMER-78 has taken 14 damage from Maya Morgan.
[01:53:36	]S10/OWS.WALLHAMMER-78 is fully healed.
[01:53:37	]Sarah Goodwell is fully healed.
[01:53:38	]Maya Morgan is fully healed.
[01:53:43	]Maya Morgan has hit S10/OWS.WALLHAMMER-78 dealing 0 damage (CritChance was 0.35).
[01:53:43	]Maya Morgan has hit S10/OWS.WALLHAMMER-78 dealing 14 damage (CritChance was 0.35).
[01:53:43	]S10/OWS.WALLHAMMER-78 has taken 14 damage from Maya Morgan.
[01:53:44	]Maya Morgan has hit S10/OWS.WALLHAMMER-78 dealing 0 damage (CritChance was 0.35).
[01:53:44	]Maya Morgan has hit S10/OWS.WALLHAMMER-78 dealing 14 damage (CritChance was 0.35).
[01:53:44	]S10/OWS.WALLHAMMER-78 has taken 14 damage from Maya Morgan.
[01:53:46	]S10/OWS.WALLHAMMER-78 is fully healed.
[01:54:03	]Maya Morgan has gained level 41 in the Hız skill.
[01:54:15	]Maya Morgan has hit S10/OWS.WALLHAMMER-78 dealing 0 damage (CritChance was 0.35).
[01:54:15	]Maya Morgan has hit S10/OWS.WALLHAMMER-78 dealing 0 damage (CritChance was 0.35).
[01:54:15	]Maya Morgan has hit S10/OWS.WALLHAMMER-78 dealing 14 damage (CritChance was 0.35).
[01:54:15	]S10/OWS.WALLHAMMER-78 has taken 14 damage from Maya Morgan.
[01:54:16	]S10/OWS.WALLHAMMER-78 is fully healed.
[01:54:16	]Maya Morgan has hit S10/OWS.WALLHAMMER-78 dealing 0 damage (CritChance was 0.35).
[01:54:16	]Maya Morgan has hit S10/OWS.WALLHAMMER-78 dealing 14 damage (CritChance was 0.35).
[01:54:16	]S10/OWS.WALLHAMMER-78 has taken 14 damage from Maya Morgan.
[01:54:18	]S10/OWS.WALLHAMMER-78 has critically hit Maya Morgan in the chest dealing 25 damage (CritChance was 0.50).
[01:54:18	]Maya Morgan has taken 25 damage from S10/OWS.WALLHAMMER-78.
[01:54:18	]S10/OWS.WALLHAMMER-78 has hit Maya Morgan in the stomach dealing 16 damage (CritChance was 0.50).
[01:54:18	]Maya Morgan has taken 16 damage from S10/OWS.WALLHAMMER-78.
[01:54:18	]S10/OWS.WALLHAMMER-78 has critically hit Maya Morgan in the stomach dealing 25 damage (CritChance was 1.01).
[01:54:18	]Maya Morgan has taken 25 damage from S10/OWS.WALLHAMMER-78.
[01:54:21	]S10/OWS.WALLHAMMER-78 is fully healed.
[01:54:38	]Frank Furt has hit S10/OWS.WALLHAMMER-78 dealing 0 damage (CritChance was 0.35).
[01:54:38	]Frank Furt has critically hit S10/OWS.WALLHAMMER-78 dealing 22 damage (CritChance was 0.35).
[01:54:38	]S10/OWS.WALLHAMMER-78 has taken 22 damage from Frank Furt.
[01:54:38	]Frank Furt has hit S10/OWS.WALLHAMMER-78 dealing 0 damage (CritChance was 0.35).
[01:54:38	]Frank Furt has critically hit S10/OWS.WALLHAMMER-78 dealing 22 damage (CritChance was 0.35).
[01:54:38	]S10/OWS.WALLHAMMER-78 has taken 22 damage from Frank Furt.
[01:54:38	]Frank Furt has critically hit S10/OWS.WALLHAMMER-78 dealing 0 damage (CritChance was 1.01).
[01:54:38	]Frank Furt has critically hit S10/OWS.WALLHAMMER-78 dealing 0 damage (CritChance was 1.01).
[01:54:38	]Frank Furt has critically hit S10/OWS.WALLHAMMER-78 dealing 22 damage (CritChance was 1.01).
[01:54:38	]S10/OWS.WALLHAMMER-78 has taken 22 damage from Frank Furt.
[01:54:38	]Frank Furt has critically hit S10/OWS.WALLHAMMER-78 dealing 0 damage (CritChance was 1.01).
[01:54:38	]Frank Furt has critically hit S10/OWS.WALLHAMMER-78 dealing 22 damage (CritChance was 1.01).
[01:54:38	]S10/OWS.WALLHAMMER-78 has taken 22 damage from Frank Furt.
[01:54:39	]Frank Furt has critically hit S10/OWS.WALLHAMMER-78 dealing 0 damage (CritChance was 1.01).
[01:54:39	]Frank Furt has gained level 50 in the Silahlar skill.
[01:54:39	]Frank Furt has critically hit S10/OWS.WALLHAMMER-78 dealing 22 damage (CritChance was 1.01).
[01:54:39	]S10/OWS.WALLHAMMER-78 has taken 22 damage from Frank Furt.
[01:54:39	]Frank Furt has critically hit S10/OWS.WALLHAMMER-78 dealing 0 damage (CritChance was 1.01).
[01:54:39	]Frank Furt has critically hit S10/OWS.WALLHAMMER-78 dealing 22 damage (CritChance was 1.01).
[01:54:39	]S10/OWS.WALLHAMMER-78 was knocked unconscious and is bleeding out.
[01:54:39	]S10/OWS.WALLHAMMER-78 used command '/CharGetUp'.
[01:54:43	]Frank Furt ran SAM command 'asay' with arguments: 'öldü'
[01:54:48	]Sarah Goodwell entered observer.
[01:54:50	]Frank Furt ran SAM command 'respawn' with arguments: 'WALL'
[01:54:51	]Sarah Goodwell exited observer at their location.
[01:54:51	]S10/OWS.WALLHAMMER-78 ran SAM command 'asay' with arguments: 'gg'
[01:54:51	]S10/OWS.WALLHAMMER-78 is fully healed.
[01:55:09	]Frank Furt entered observer.
[01:55:11	]S10/OWS.WALLHAMMER-78 entered observer.
[01:55:12	]Frank Furt exited observer at their location.
[01:55:14	]S10/OWS.WALLHAMMER-78 exited observer at their location.
[01:55:42	]S10/OWS.WALLHAMMER-78 entered observer.
[01:55:46	]S10/OWS.WALLHAMMER-78 exited observer at their location.
[01:56:01	]Maya Morgan has gained level 50 in the Silahlar skill.
[01:56:01	]Maya Morgan has hit Frank Furt in the head dealing 12 damage (CritChance was 0.35).
[01:56:01	]Frank Furt has taken 12 damage from Maya Morgan.
[01:56:01	]Maya Morgan has hit Frank Furt in the chest dealing 14 damage (CritChance was 0.35).
[01:56:01	]Frank Furt has taken 14 damage from Maya Morgan.
[01:56:01	]Maya Morgan has hit Frank Furt in the head dealing 12 damage (CritChance was 0.35).
[01:56:01	]Frank Furt has taken 12 damage from Maya Morgan.
[01:56:01	]Maya Morgan has hit Frank Furt in the head dealing 12 damage (CritChance was 0.35).
[01:56:01	]Frank Furt has taken 12 damage from Maya Morgan.
[01:56:02	]Maya Morgan has critically hit Frank Furt in the head dealing 24 damage (CritChance was 1.01).
[01:56:02	]Frank Furt has taken 24 damage from Maya Morgan.
[01:56:02	]Maya Morgan has critically hit Frank Furt in the head dealing 24 damage (CritChance was 1.01).
[01:56:02	]Frank Furt has taken 24 damage from Maya Morgan.
[01:56:02	]Maya Morgan has critically hit Frank Furt in the head dealing 24 damage (CritChance was 1.01).
[01:56:02	]Frank Furt has taken 24 damage from Maya Morgan.
[01:56:02	]Maya Morgan has critically hit Frank Furt in the head dealing 24 damage (CritChance was 1.01).
[01:56:02	]Frank Furt has taken 24 damage from Maya Morgan.
[01:56:02	]Maya Morgan has critically hit Frank Furt in the head dealing 24 damage (CritChance was 1.01).
[01:56:02	]Frank Furt was knocked unconscious and is bleeding out.
[01:56:08	]Frank Furt ran SAM command 'hp' with arguments: 'Frank' '100'
[01:56:08	]Frank Furt is no longer unconscious from critical wounds.
[01:56:08	]Frank Furt is fully healed.
[01:56:10	]DavşanAbi (STEAM_0:0:100418262) has disconnected.
[01:56:12	][IC] S10/OWS.WALLHAMMER-78: <:: Viscon, viscon! ::>
[01:56:20	]S10/OWS.WALLHAMMER-78 ran 'drop' on item 'OTA Yıkıcı Üniforması' (#69728)
[01:56:47	]Maya Morgan has spawned a uniform_ord.
[01:56:50	]S10/OWS.WALLHAMMER-78 ran 'take' on item 'OTA Ordinal Üniforması' (#69744)
[01:56:50	]S10/OWS.WALLHAMMER-78 has gained a 'OTA Ordinal Üniforması' #69744.
[01:56:59	]Maya Morgan ran SAM command 'hp' with arguments: '*' '100'
[01:57:03	]Maya Morgan is fully healed.
[01:57:04	]S10/OWS.WALLHAMMER-78 has fired a toolgun with the name: camera
[01:57:22	]Sarah Goodwell entered observer.
[01:57:22	]Sarah Goodwell exited observer at their location.
[01:57:22	]Sarah Goodwell entered observer.
[01:57:24	]Sarah Goodwell exited observer at their location.
[01:57:25	]Glunar loaded the character 'Nick Durman'
[01:57:32	]Glunar loaded the character 'S10/OWS.WALLHAMMER-78'
[01:57:38	]S10/OWS.WALLHAMMER-78 has fired a toolgun with the name: camera
[01:57:50	]Maya Morgan has spawned a uniform_suppressor.
[01:57:53	]S10/OWS.WALLHAMMER-78 ran 'take' on item 'OTA Bastırıcı Üniforması' (#69745)
[01:57:58	]S10/OWS.WALLHAMMER-78 ran 'take' on item 'OTA Bastırıcı Üniforması' (#69745)
[01:57:58	]S10/OWS.WALLHAMMER-78 has gained a 'OTA Bastırıcı Üniforması' #69745.
[01:58:06	]S10/OWS.WALLHAMMER-78 has fired a toolgun with the name: camera
[01:58:50	][IC] S10/OWS.WALLHAMMER-78: <:: Viscon, viscon! ::>
[01:58:59	][IC] S10/OWS.WALLHAMMER-78: <:: Viscon, viscon! ::>
[01:59:27	][IC] S10/OWS.WALLHAMMER-78: <:: Bağlantı doğrulandı! ::>
[01:59:50	][IC] S10/OWS.WALLHAMMER-78: <:: Viscon, viscon! ::>
[01:59:56	]Enistein has unloaded their "Maya Morgan" character.
[02:00:00	]Enistein loaded the character 'S10/OWS.GHOST-81'
[02:00:03	]S10/OWS.GHOST-81 ran SAM command 'goto' with arguments: 'wall'
[02:00:09	]S10/OWS.GHOST-81 has spawned a uniform_suppressor.
[02:00:10	]S10/OWS.GHOST-81 ran 'take' on item 'OTA Bastırıcı Üniforması' (#69746)
[02:00:14	]S10/OWS.GHOST-81 ran 'drop' on item 'OTA Yıkıcı Üniforması' (#69452)
[02:00:14	]S10/OWS.GHOST-81 has lost a 'OTA Yıkıcı Üniforması' #69452.
[02:00:18	]S10/OWS.GHOST-81 ran 'take' on item 'OTA Bastırıcı Üniforması' (#69746)
[02:00:18	]S10/OWS.GHOST-81 has gained a 'OTA Bastırıcı Üniforması' #69746.
[02:00:30	]S10/OWS.WALLHAMMER-78 has fired a toolgun with the name: camera
[02:00:38	][IC] S10/OWS.GHOST-81: <:: Toilet. ::>
[02:00:50	][IC] S10/OWS.GHOST-81: <:: Overwatch is requesting all units refresh and resolve. Cognitive dissonance will not be tolerated. Negative, memories included. Update is live, acceptance is mandatory. ::>
[02:01:12	]S10/OWS.GHOST-81 has spawned a uniform_ord.
[02:01:15	]S10/OWS.GHOST-81 ran 'take' on item 'OTA Ordinal Üniforması' (#69747)
[02:01:18	]S10/OWS.GHOST-81 ran 'drop' on item 'OTA Bastırıcı Üniforması' (#69746)
[02:01:19	]S10/OWS.GHOST-81 ran 'drop' on item 'OTA Mask' (#51811)
[02:01:19	]S10/OWS.GHOST-81 has lost a 'OTA Mask' #51811.
[02:01:20	]S10/OWS.GHOST-81 ran 'drop' on item 'OTA Bastırıcı Üniforması' (#69746)
[02:01:20	]S10/OWS.GHOST-81 has lost a 'OTA Bastırıcı Üniforması' #69746.
[02:01:24	]S10/OWS.GHOST-81 ran 'take' on item 'OTA Ordinal Üniforması' (#69747)
[02:01:24	]S10/OWS.GHOST-81 has gained a 'OTA Ordinal Üniforması' #69747.
[02:01:28	]S10/OWS.GHOST-81 ran 'take' on item 'OTA Mask' (#51811)
[02:01:28	]S10/OWS.GHOST-81 has gained a 'OTA Mask' #51811.
[02:01:44	][IC] S10/OWS.GHOST-81: <:: A. ::>
[02:01:58	]S10/OWS.WALLHAMMER-78 has fired a toolgun with the name: camera
[02:02:12	][IC] S10/OWS.GHOST-81: <:: Overwatch, we have taken heavy casualties from primary-one objective. ::>
[02:02:21	]Cheese (STEAM_0:0:54092302) has disconnected.
[02:02:22	]S10/OWS.GHOST-81 ran 'drop' on item 'OTA Ordinal Üniforması' (#69747)
[02:02:22	]S10/OWS.GHOST-81 has lost a 'OTA Ordinal Üniforması' #69747.
[02:02:47	]S10/OWS.GHOST-81 has spawned a uniform_owg.
[02:02:49	]S10/OWS.GHOST-81 ran 'take' on item 'OTA Shotgunner Üniforması' (#69748)
[02:02:49	]S10/OWS.GHOST-81 has gained a 'OTA Shotgunner Üniforması' #69748.
[02:03:14	][IC] S10/OWS.GHOST-81: <:: Overwatch, recommend new formation. ::>
[02:03:22	]S10/OWS.GHOST-81 ran 'drop' on item 'OTA Shotgunner Üniforması' (#69748)
[02:03:22	]S10/OWS.GHOST-81 has lost a 'OTA Shotgunner Üniforması' #69748.
[02:03:24	]S10/OWS.GHOST-81 has used a context menu option with the name: remove
[02:03:25	][IC] S10/OWS.WALLHAMMER-78: <:: Hostile is hesitating! ::>
[02:03:28	]S10/OWS.GHOST-81 ran 'take' on item 'OTA Ordinal Üniforması' (#69747)
[02:03:28	]S10/OWS.GHOST-81 has gained a 'OTA Ordinal Üniforması' #69747.
[02:03:35	]Enistein has unloaded their "S10/OWS.GHOST-81" character.
[02:03:35	][IC] S10/OWS.WALLHAMMER-78: <:: Enforcing stability on primary target! ::>
[02:03:38	]Enistein loaded the character 'S10/OWS.GHOST-81'
[02:03:56	][IC] S10/OWS.WALLHAMMER-78: <:: Target error, taking advantage! ::>
[02:04:00	]S10/OWS.GHOST-81 used command '/BecomeClass ghost ordinal'.
[02:04:02	]S10/OWS.GHOST-81 used command '/BecomeClass ghost suppressor'.
[02:04:06	]S10/OWS.GHOST-81 has spawned a uniform_valkyrie.
[02:04:07	]S10/OWS.GHOST-81 ran 'take' on item 'OTA Valkyrie Üniforması' (#69749)
[02:04:11	]S10/OWS.GHOST-81 ran 'drop' on item 'OTA Ordinal Üniforması' (#69747)
[02:04:11	]S10/OWS.GHOST-81 has lost a 'OTA Ordinal Üniforması' #69747.
[02:04:12	][IC] S10/OWS.WALLHAMMER-78: <:: Copy that. Sustaining viscon at sector kilo-three-dash-six. ::>
[02:04:12	]S10/OWS.GHOST-81 ran 'take' on item 'OTA Valkyrie Üniforması' (#69749)
[02:04:12	]S10/OWS.GHOST-81 has gained a 'OTA Valkyrie Üniforması' #69749.
[02:04:18	][IC] S10/OWS.WALLHAMMER-78: <:: Transmission clear, negative on condition quicksand. Uh... Wait, no. Radials clear, over. ::>
[02:04:24	][IC] S10/OWS.WALLHAMMER-78: <:: Transmission clear, negative on condition quicksand. Uh... Wait, no. Radials clear, over. ::>
[02:04:28	][IC] S10/OWS.WALLHAMMER-78: <:: One, fourteen, three, six, eleven, check. Annnd all clear on Echo-4, your turn, over. ::>
[02:04:33	][IC] S10/OWS.GHOST-81: <:: Alarm bir! ::>
[02:04:35	][IC] S10/OWS.WALLHAMMER-78: <:: Overwatch is confirming sector lockdown. Anti-citizen One is... Uh, displaced and activated. Keep sightlines open and sound on. ::>
[02:04:39	]S10/OWS.GHOST-81 has used a context menu option with the name: remove
[02:04:41	]S10/OWS.GHOST-81 has used a context menu option with the name: remove
[02:04:42	]S10/OWS.GHOST-81 has used a context menu option with the name: remove
[02:04:43	][IC] S10/OWS.WALLHAMMER-78: <:: Affirmative, outbreak status is code delta-seven. Team sundown is on contact overrun. Uhh... Copy that. ::>
[02:04:44	]S10/OWS.GHOST-81 ran 'drop' on item 'AR-2' (#52145)
[02:04:44	]S10/OWS.GHOST-81 has lost a 'AR-2' #52145.
[02:04:45	]S10/OWS.GHOST-81 ran 'drop' on item 'Ammunition Pouch' (#51814)
[02:04:45	]S10/OWS.GHOST-81 has lost a 'Ammunition Pouch' #51814.
[02:04:45	]S10/OWS.GHOST-81 ran 'drop' on item 'Şarjör Çantası' (#51813)
[02:04:45	]S10/OWS.GHOST-81 has lost a 'Şarjör Çantası' #51813.
[02:04:45	]S10/OWS.GHOST-81 ran 'drop' on item 'Rappel Gear' (#51812)
[02:04:45	]S10/OWS.GHOST-81 has lost a 'Rappel Gear' #51812.
[02:04:45	]S10/OWS.GHOST-81 ran 'drop' on item 'Küçük Çanta' (#51806)
[02:04:45	]S10/OWS.GHOST-81 has lost a 'Küçük Çanta' #51806.
[02:04:45	]S10/OWS.GHOST-81 has lost a 'Pulse Rifle Enerjisi' #52153.
[02:04:45	]S10/OWS.GHOST-81 has lost a 'Pulse Rifle Enerjisi' #52152.
[02:04:45	]S10/OWS.GHOST-81 has lost a 'Pulse Rifle Enerjisi' #52151.
[02:04:45	]S10/OWS.GHOST-81 has lost a 'Pulse Rifle Enerjisi' #58627.
[02:04:46	]S10/OWS.GHOST-81 ran 'drop' on item 'Büyük Çanta' (#51807)
[02:04:46	]S10/OWS.GHOST-81 has lost a 'Büyük Çanta' #51807.
[02:04:46	]S10/OWS.GHOST-81 has lost a 'Overwatch Assault Shotgun' #51826.
[02:04:46	]S10/OWS.GHOST-81 has lost a 'SR-1A' #51828.
[02:04:46	]S10/OWS.GHOST-81 ran 'drop' on item 'El Feneri' (#51808)
[02:04:46	]S10/OWS.GHOST-81 has lost a 'El Feneri' #51808.
[02:04:46	]S10/OWS.GHOST-81 ran 'drop' on item 'Combine PDA' (#51809)
[02:04:46	]S10/OWS.GHOST-81 has lost a 'Combine PDA' #51809.
[02:04:47	]S10/OWS.GHOST-81 ran 'drop' on item 'El Yapımı Sos Tabanı' (#62733)
[02:04:47	]S10/OWS.GHOST-81 has lost a 'El Yapımı Sos Tabanı' #62733.
[02:04:47	]S10/OWS.GHOST-81 ran 'drop' on item '30rnd Pulse-Şarjörü' (#52147)
[02:04:47	]S10/OWS.GHOST-81 has lost a '30rnd Pulse-Şarjörü' #52147.
[02:04:48	]S10/OWS.GHOST-81 ran 'drop' on item '30rnd Pulse-Şarjörü' (#52146)
[02:04:48	]S10/OWS.GHOST-81 has lost a '30rnd Pulse-Şarjörü' #52146.
[02:04:48	]S10/OWS.GHOST-81 ran 'drop' on item '30rnd Pulse-Şarjörü' (#51817)
[02:04:48	]S10/OWS.GHOST-81 has lost a '30rnd Pulse-Şarjörü' #51817.
[02:04:48	]S10/OWS.GHOST-81 ran 'drop' on item 'Pulse Rifle Enerjisi' (#58633)
[02:04:48	]S10/OWS.GHOST-81 has lost a 'Pulse Rifle Enerjisi' #58633.
[02:04:49	]S10/OWS.GHOST-81 ran 'drop' on item 'Pulse Rifle Enerjisi' (#58632)
[02:04:49	]S10/OWS.GHOST-81 has lost a 'Pulse Rifle Enerjisi' #58632.
[02:04:49	][IC] S10/OWS.WALLHAMMER-78: <:: Negative, copy that. No sector containment. No confirmation on target one vector. Waiting for secondary parameter codes. ::>
[02:04:53	]S10/OWS.GHOST-81 has fired a toolgun with the name: remover
[02:04:53	]S10/OWS.GHOST-81 has fired a toolgun with the name: remover
[02:04:53	]S10/OWS.GHOST-81 has fired a toolgun with the name: remover
[02:04:53	]S10/OWS.GHOST-81 has fired a toolgun with the name: remover
[02:04:54	]S10/OWS.GHOST-81 has fired a toolgun with the name: remover
[02:04:54	]S10/OWS.GHOST-81 has fired a toolgun with the name: remover
[02:04:54	]S10/OWS.GHOST-81 has fired a toolgun with the name: remover
[02:04:54	]S10/OWS.GHOST-81 has fired a toolgun with the name: remover
[02:04:54	]S10/OWS.GHOST-81 has fired a toolgun with the name: remover
[02:04:54	]S10/OWS.GHOST-81 has fired a toolgun with the name: remover
[02:04:55	]S10/OWS.GHOST-81 has fired a toolgun with the name: remover
[02:04:55	]S10/OWS.GHOST-81 has fired a toolgun with the name: remover
[02:04:55	]S10/OWS.GHOST-81 has fired a toolgun with the name: remover
[02:04:55	]S10/OWS.GHOST-81 has fired a toolgun with the name: remover
[02:04:55	]S10/OWS.GHOST-81 has fired a toolgun with the name: remover
[02:04:55	]S10/OWS.GHOST-81 has fired a toolgun with the name: remover
[02:04:56	]S10/OWS.GHOST-81 has fired a toolgun with the name: remover
[02:04:56	]S10/OWS.GHOST-81 has fired a toolgun with the name: remover
[02:04:56	]S10/OWS.GHOST-81 has fired a toolgun with the name: remover
[02:04:56	]S10/OWS.GHOST-81 has fired a toolgun with the name: remover
[02:04:56	]S10/OWS.GHOST-81 has fired a toolgun with the name: remover
[02:04:56	]S10/OWS.GHOST-81 has fired a toolgun with the name: remover
[02:04:57	]S10/OWS.GHOST-81 has fired a toolgun with the name: remover
[02:04:57	]S10/OWS.GHOST-81 has fired a toolgun with the name: remover
[02:04:57	]S10/OWS.GHOST-81 has fired a toolgun with the name: remover
[02:04:58	]S10/OWS.GHOST-81 has fired a toolgun with the name: remover
[02:04:58	]S10/OWS.GHOST-81 has fired a toolgun with the name: remover
[02:04:58	][IC] S10/OWS.WALLHAMMER-78: <:: Roger that, sending viscerators at Apex-5. We have biotics at the perimeter. Uh... Waiting for contact, over. ::>
[02:05:05	][IC] S10/OWS.WALLHAMMER-78: <:: Stabilization team holding position. Lifevis at 73, audibles at... 15. Overwatch confirms HVT is perimeter inbound. Stay alert. ::>
[02:05:10	]S10/OWS.GHOST-81 has spawned a uniform_suppressor.
[02:05:14	]S10/OWS.GHOST-81 ran 'take' on item 'OTA Bastırıcı Üniforması' (#69750)
[02:05:14	]S10/OWS.GHOST-81 has gained a 'OTA Bastırıcı Üniforması' #69750.
[02:05:36	]S10/OWS.GHOST-81 has spawned a mask_ota.
[02:05:36	][IC] S10/OWS.WALLHAMMER-78: <:: Kişiyi arayın: şüpheli hedef bir. ::>
[02:05:38	]S10/OWS.GHOST-81 ran 'take' on item 'OTA Mask' (#69751)
[02:05:38	]S10/OWS.GHOST-81 has gained a 'OTA Mask' #69751.
[02:05:46	]S10/OWS.WALLHAMMER-78 has fired a toolgun with the name: camera
[02:06:10	][IC] S10/OWS.GHOST-81: <:: Overwatch, we have active hostiles. Request preparations. ::>
[02:07:13	]S10/OWS.GHOST-81 used command '/PlaySoundGlobal HLAComVoice/Officer/hear_suspicious_01.wav'.
[02:07:19	][IC] S10/OWS.WALLHAMMER-78: <:: Hostile. ::>
[02:07:21	][IC] S10/OWS.WALLHAMMER-78: <:: Viscon, viscon! ::>
[02:07:24	]S10/OWS.GHOST-81 used command '/PlaySoundGlobal HLAComVoice/Officer/idle_03.wav'.
[02:08:27	][IC] S10/OWS.GHOST-81: <:: A. ::>
[02:08:40	]S10/ORD.GHOST-81 used command '/CharSetName -81 S10/ORD.GHOST-81'.
[02:08:43	]Enistein has unloaded their "S10/ORD.GHOST-81" character.
[02:08:53	]Enistein loaded the character 'S10/ORD.GHOST-81'
[02:09:04	][IC] S10/ORD.GHOST-81: <:: Copy that. Forming condition ALPHA at GRID-NINER-DASH-THREE-SEVEN. ::>
[02:09:46	]S10/OCS.GHOST-81 used command '/CharSetName -81 S10/OCS.GHOST-81'.
[02:09:51	]Enistein has unloaded their "S10/OCS.GHOST-81" character.
[02:09:56	]Enistein loaded the character 'S10/OCS.GHOST-81'
[02:10:05	][IC] S10/OCS.GHOST-81: <:: A. ::>
[02:10:13	][IC] S10/OCS.GHOST-81: <:: Breaking cover. ::>
[02:10:22	]S10/EOW.GHOST-81 used command '/CharSetName -81 S10/EOW.GHOST-81'.
[02:10:31	][IC] S10/EOW.GHOST-81: <:: Copy, do not shoot. Compliance confirmed. ::>
[02:10:38	]S10/OWH.GHOST-81 used command '/CharSetName -81 S10/OWH.GHOST-81'.
[02:10:43	][IC] S10/OWH.GHOST-81: <:: Copy, accepted. Updating cognitive suppression biodats. Update complete in t-minus three seconds. Dissonance resolved. ::>
[02:10:59	][IC] S10/OWH.GHOST-81: <:: Copy that. Forming condition ALPHA at GRID-NINER-DASH-THREE-SEVEN. ::>
[02:11:14	]S10/APF.GHOST-81 used command '/CharSetName -81 S10/APF.GHOST-81'.
[02:11:20	][IC] S10/APF.GHOST-81: <:: Copy that. Forming condition ALPHA at GRID-NINER-DASH-THREE-SEVEN. ::>
[02:11:28	][IC] S10/APF.GHOST-81: <:: Live bouncer, get back! ::>
[02:11:35	][IC] S10/APF.GHOST-81: <:: **Indistinct Radio Chatter**. ::>
[02:11:42	][IC] S10/APF.GHOST-81: <:: Copy, accepted. Update complete in t-minus three seconds. Dissonance resolved. ::>
[02:11:58	][IC] S10/APF.GHOST-81: <:: Outbreak status is code DELTA-SEVEN. Team SUNDOWN is on contact overrun. Copy that. ::>
[02:12:04	][IC] S10/OWS.WALLHAMMER-78: <:: Viscon, viscon! ::>
[02:12:26	][IC] S10/APF.GHOST-81: <:: Overwatch is confirming sector lockdown. Keep sightlines open, and sound on. ::>
[02:12:35	][IC] S10/APF.GHOST-81: <:: APF, viscon on antlion. ::>
[02:12:41	][IC] S10/OWS.WALLHAMMER-78: <:: One. ::>
[02:12:41	][IC] S10/APF.GHOST-81: <:: Temas! ::>
[02:12:42	][IC] S10/OWS.WALLHAMMER-78: <:: Two. ::>
[02:12:44	][IC] S10/APF.GHOST-81: <:: Temas! ::>
[02:12:48	][IC] S10/APF.GHOST-81: <:: Temas! ::>
[02:12:48	][IC] S10/OWS.WALLHAMMER-78: <:: One. Two. Three. Gömün. Gömün. Gömün. ::>
[02:12:55	][IC] S10/OWS.WALLHAMMER-78: <:: One. Two. Three. Gömün. Gömün. Gömün. ::>
[02:13:04	][IC] S10/APF.GHOST-81: <:: Fixing viscon. ::>
[02:13:11	][IC] S10/OWS.WALLHAMMER-78: <:: One. Two. 3go sharp. ::>
[02:13:14	][IC] S10/OWS.WALLHAMMER-78: <:: One. Two. Three. Keskin ol! ::>
[02:13:15	][IC] S10/APF.GHOST-81: <:: 1. ::>
[02:13:17	][IC] S10/APF.GHOST-81: <:: 1. ::>
[02:13:23	][IC] S10/APF.GHOST-81: <:: 1 2 3 flash. ::>
[02:13:26	][IC] S10/OWS.WALLHAMMER-78: <:: Bouncer bouncer! ::>
[02:13:31	][IC] S10/OWS.WALLHAMMER-78: <:: Gömün. ::>
[02:13:41	][IC] S10/APF.GHOST-81: <:: 3 2 1 going sharp. ::>
[02:13:46	][IC] S10/OWS.WALLHAMMER-78: <:: Going sharp! ::>
[02:13:51	][IC] S10/APF.GHOST-81: <:: 1. ::>
[02:13:54	][IC] S10/OWS.WALLHAMMER-78: <:: One. Two. Three. Going sharp! ::>
[02:14:02	][IC] S10/APF.GHOST-81: <:: Fourteen, eleven, one, fourteen, six, check. Your turn, over. ::>
[02:14:19	]S10/OWS.WALLHAMMER-78 has spawned 'models/props_interiors/Furniture_Couch02a.mdl'.
[02:14:29	]S10/OWS.WALLHAMMER-78 has spawned 'models/props_interiors/Furniture_Couch02a.mdl'.
[02:14:42	]S10/OWS.WALLHAMMER-78 has fired a toolgun with the name: camera
[02:14:52	]S10/APF.GHOST-81 ran SAM command 'stopsound' with arguments: ''
