[16:13:41	]Jhonny has connected.
[18:29:28	]John Brookly ran 'Write' on item 'Combine ile İşbirliği,Huzur ve Güven' (#18200)
[18:29:36	]Alexander Ivanov has spawned 'models/props_junk/garbage256_composite002b.mdl'.
[18:29:40	]Alexander Ivanov entered observer.
[18:29:45	]Alexander Ivanov exited observer at their location.
[18:29:47	]Alexander Ivanov has spawned 'models/props_junk/garbage256_composite001a.mdl'.
[18:29:59	]Alexander Ivanov has spawned 'models/props_junk/garbage128_composite001b.mdl'.
[18:30:01	]Alexander Ivanov has spawned 'models/props_junk/garbage128_composite001a.mdl'.
[18:30:07	]Alexander Ivanov entered observer.
[18:30:08	]Alexander Ivanov exited observer at their location.
[18:30:28	]John Brookly ran 'Write' on item 'Combine ile İşbirliği,Huzur ve Güven' (#18200)
[18:30:47	]John Brookly ran 'Write' on item 'Combine ile İşbirliği,Huzur ve Güven' (#18200)
[18:31:09	]John Brookly ran 'Pin' on item 'İğne' (#18201)
[18:31:13	]Alexander Ivanov ran 'Write' on item 'Combine ile İşbirliği,Huzur ve Güven' (#18200)
[18:31:14	]John Brookly ran 'Write' on item 'Combine ile İşbirliği,Huzur ve Güven' (#18200)
[18:31:25	][IC] Alexander Ivanov: Bende satış metni yazayım.
[18:31:33	][IC] Alexander Ivanov: Şurayı alacak var wonder satabilir.
[18:31:54	]Alexander Ivanov has spawned a paper.
[18:31:55	]Alexander Ivanov has spawned a pin.
[18:31:59	]Alexander Ivanov ran 'Write' on item 'Kağıt' (#18202)
[18:32:22	]John Brookly ran 'Write' on item 'Kağıt' (#18202)
[18:32:36	]Hoo Lee Fuk loaded the character 'S10/ORD.HURRICANE-36'
[18:33:16	]Alexander Ivanov ran 'Write' on item 'Kağıt' (#18202)
[18:33:20	]Alexander Ivanov ran 'take' on item 'Kağıt' (#18202)
[18:33:20	]Alexander Ivanov has gained a 'Kağıt' #18202.
[18:33:22	]Alexander Ivanov ran 'Write' on item 'Kağıt' (#18202)
[18:36:16	]Victorian (STEAM_0:0:577700614) has disconnected (timed out).
[18:38:06	]S10/ORD.HURRICANE-36 has gone afk.
[18:38:36	]S10/ORD.HURRICANE-36 is no longer afk. Total time spent AFK: 325
[18:39:38	]S10/ORD.HURRICANE-36 opened the 'Locker' #2316 container.
[18:39:39	]S10/ORD.HURRICANE-36 closed the 'Locker' #2316 container.
[18:40:29	]S10/ORD.HURRICANE-36 has taken 16 damage from worldspawn.
[18:40:36	]S10/ORD.HURRICANE-36 ran 'use' on item 'Morfin' (#16091)
[18:40:36	]S10/ORD.HURRICANE-36 has performed the 'Use Morfin' action, gaining 17 experience in medicine.
[18:40:36	]S10/ORD.HURRICANE-36 has gained a level 4 short boost in Güç.
[18:40:44	]S10/ORD.HURRICANE-36 ran 'Repair' on item 'OTA Ordinal Üniforması' (#16708)
[18:41:24	]S10/ORD.HURRICANE-36 has gained level 43 in the Hız skill.
[18:42:45	]Hoo Lee Fuk loaded the character 'C24:i4.XRAY-91'
[18:42:52	]C24:i4.XRAY-91 used the 'i5-i1 Ekipman Dağıtıcısı' vendor.
[18:43:03	]Hoo Lee Fuk (STEAM_0:0:479033164) has disconnected.
[19:11:41	]Revain has connected.
[19:12:25	]crat has connected.
[19:13:19	]crat loaded the character 'C24:RL.XRAY-57'
[19:13:20	]C24:RL.XRAY-57 has taken 11 damage from worldspawn.
[19:13:23	]C24:RL.XRAY-57 entered observer.
[19:13:24	]C24:RL.XRAY-57 is fully healed.
[19:16:39	]C24:RL.XRAY-57 exited observer at their location.
[19:16:57	]C24:RL.XRAY-57 entered observer.
[19:16:58	]C24:RL.XRAY-57 exited observer at their location.
[19:17:05	]C24:RL.XRAY-57 used the 'i5-i1 Ekipman Dağıtıcısı' vendor.
[19:22:19	]C24:RL.XRAY-57 has gone afk.
[19:28:08	]Revain loaded the character 'C24:i5.UNION-46'
[19:28:16	]C24:i5.UNION-46 entered observer.
[19:29:13	]C24:i5.UNION-46 is fully healed.
[19:34:38	]C24:i5.UNION-46 has gone afk.
[19:35:09	]C24:RL.XRAY-57 is no longer afk. Total time spent AFK: 1065
[19:38:13	]C24:i5.UNION-46 is no longer afk. Total time spent AFK: 510
[19:38:29	]C24:i5.UNION-46 exited observer at their location.
[19:38:34	][LOOC] C24:i5.UNION-46: e
[19:38:42	][LOOC] C24:i5.UNION-46: gelmiyolar
[19:38:44	][IC] C24:RL.XRAY-57: <:: Brotatochip. ::>
[19:38:48	][IC] C24:RL.XRAY-57: <:: Çağırmadım çünkü daha. ::>
[19:38:57	][IC] C24:i5.UNION-46: <:: Doğru. ::>
[19:39:14	][IC] C24:i5.UNION-46: <:: Bakim hala boyum çokmu uzun. ::>
[19:39:16	]C24:i5.UNION-46 entered observer.
[19:39:17	]C24:i5.UNION-46 exited observer at their location.
[19:39:18	]C24:i5.UNION-46 entered observer.
[19:39:21	]C24:i5.UNION-46 exited observer at their location.
[19:39:23	][IC] C24:i5.UNION-46: <:: En son kapılardan. ::>
[19:39:26	][IC] C24:i5.UNION-46: <:: Geçemiyordum. ::>
[19:39:26	][IC] C24:RL.XRAY-57: <:: Benden uzunsun. ::>
[19:39:37	][IC] C24:i5.UNION-46: <:: Niye bu kadar uzun gözüküyor. ::>
[19:39:40	][IC] C24:i5.UNION-46: <:: Anlamadım. ::>
[19:39:50	]C24:i5.UNION-46 entered observer.
[19:39:52	][IC] C24:RL.XRAY-57: <:: Gel bi. ::>
[19:39:54	]C24:RL.XRAY-57 entered observer.
[19:39:55	]C24:i5.UNION-46 exited observer at their location.
[19:39:56	]C24:RL.XRAY-57 exited observer at their location.
[19:39:56	]C24:i5.UNION-46 entered observer.
[19:39:56	]C24:i5.UNION-46 exited observer at their location.
[19:39:57	]C24:i5.UNION-46 entered observer.
[19:39:57	]C24:i5.UNION-46 exited observer at their location.
[19:40:00	][IC] C24:i5.UNION-46: <:: He. ::>
[19:40:00	][IC] C24:RL.XRAY-57: <:: Boyunu sen. ::>
[19:40:02	][IC] C24:RL.XRAY-57: <:: Kaç seçtin. ::>
[19:40:04	][IC] C24:RL.XRAY-57: <:: Yaratırken. ::>
[19:40:11	][IC] C24:i5.UNION-46: <:: 5'6 seçtim. ::>
[19:40:27	][IC] C24:RL.XRAY-57: <:: Ben 5'10. ::>
[19:40:27	][IC] C24:i5.UNION-46: <:: Sen kaç seçtin. ::>
[19:40:32	][IC] C24:RL.XRAY-57: <:: !size. ::>
[19:40:36	][IC] C24:i5.UNION-46: <:: O kalıcı olurmu. ::>
[19:40:48	][IC] C24:i5.UNION-46: <:: Bu size komudunu. ::>
[19:40:52	][IC] C24:i5.UNION-46: <:: Kullanmamak lazım. ::>
[19:40:59	][IC] C24:i5.UNION-46: <:: Önceden bunun bokunu çıkardılar. ::>
[19:41:11	][IC] C24:RL.XRAY-57: <:: Size yok zaten. ::>
[19:41:13	][IC] C24:RL.XRAY-57: <:: Ulx. ::>
[19:41:14	][IC] C24:RL.XRAY-57: <:: Olmayınca. ::>
[19:41:22	][IC] C24:i5.UNION-46: <:: Cüce rpsi yapmıstı adminler. ::>
[19:41:34	][IC] C24:i5.UNION-46: <:: Adminler demeyeyimde. ::>
[19:41:38	][IC] C24:i5.UNION-46: <:: Malum şahıs. ::>
[19:41:54	][IC] C24:i5.UNION-46: <:: Bu SMAB pcsinde. ::>
[19:41:55	][IC] C24:i5.UNION-46: <:: Nedense. ::>
[19:41:57	][IC] C24:i5.UNION-46: <:: Izin yok. ::>
[19:42:18	][IC] C24:i5.UNION-46: <:: Morgan austin karakterim smab lideri ama erişemiyor. ::>
[19:42:27	][IC] C24:RL.XRAY-57: <:: Ayarlarız onu. ::>
[19:42:33	][IC] C24:i5.UNION-46: <:: Okey. ::>
[19:43:03	]Hoo Lee Fuk has connected.
[19:43:26	][IC] C24:i5.UNION-46: <:: Vendorla alakalı birşey bakıcam. ::>
[19:43:33	]C24:i5.UNION-46 has spawned a 'Entity [4545][ix_vendor]'.
[19:43:35	]C24:i5.UNION-46 has used a context menu option with the name: vendor_edit
[19:43:38	]Hoo Lee Fuk loaded the character 'C24:i4.XRAY-91'
[19:43:51	]C24:i4.XRAY-91 used the 'John Doe' vendor.
[19:44:10	]C24:i4.XRAY-91 destroyed a '20rnd FiveSeven-şarjörü' #17491.
[19:44:12	]C24:i4.XRAY-91 destroyed a '20rnd FiveSeven-şarjörü' #17506.
[19:44:18	][IC] C24:i4.XRAY-91: <:: Right. ::>
[19:44:26	]C24:i4.XRAY-91 used the 'i5-i1 Ekipman Dağıtıcısı' vendor.
[19:44:43	]C24:i5.UNION-46 has used a context menu option with the name: rb655_dissolve
[19:44:53	]C24:i5.UNION-46 used command '/CharDesc'.
[19:45:35	]C24:i5.UNION-46 has lost a '17rnd Usp-Şarjörü' #17721.
[19:45:35	]C24:i5.UNION-46 has gained a '17rnd Usp-Şarjörü' #17722.
[19:45:41	]C24:i5.UNION-46 entered observer.
[19:45:41	]C24:i5.UNION-46 exited observer at their location.
[19:45:42	]THE ÖMER has connected.
[19:45:56	]C24:i5.UNION-46 has used a context menu option with the name: rb655_door_close
[19:46:27	]C24:RL.XRAY-57 entered observer.
[19:46:27	]C24:RL.XRAY-57 exited observer at their location.
[19:46:30	]C24:i5.UNION-46 has spawned a 'Entity [4569][ix_vendor]'.
[19:46:32	]C24:i5.UNION-46 has used a context menu option with the name: vendor_edit
[19:46:46	][IC] C24:i5.UNION-46: <:: Crat. ::>
[19:46:48	][IC] C24:i5.UNION-46: <:: Bak mesela. ::>
[19:46:55	]C24:i5.UNION-46 has spawned a 'Entity [4567][ix_vendor]'.
[19:46:56	]C24:i4.XRAY-91 used the 'John Doe' vendor.
[19:46:57	]THE ÖMER loaded the character 'C24:RCT.YELLO-30'
[19:46:57	]C24:i5.UNION-46 has used a context menu option with the name: vendor_edit
[19:47:02	]C24:RCT.YELLO-30 is fully healed.
[19:47:03	]C24:RL.XRAY-57 used the 'John Doe' vendor.
[19:47:07	]C24:i4.XRAY-91 used the 'John Doe' vendor.
[19:47:12	][IC] C24:i5.UNION-46: <:: Ministry of civil protection var. ::>
[19:47:14	][IC] C24:i5.UNION-46: <:: Ne işe yarıyor. ::>
[19:47:17	][IC] C24:RL.XRAY-57: <:: Bakanlık. ::>
[19:47:19	][IC] C24:i4.XRAY-91: <:: Sivil koruma bakanlığı. ::>
[19:47:23	][IC] C24:RL.XRAY-57: <:: Onlara özel seyler. ::>
[19:47:26	][IC] C24:i4.XRAY-91: <:: Sey. ::>
[19:47:26	][IC] C24:i4.XRAY-91: <:: Bak. ::>
[19:47:29	][IC] C24:i5.UNION-46: <:: Kullanırsınız o zaman. ::>
[19:47:38	][IC] C24:i4.XRAY-91: <:: Onlar sivil korumaları kontrol ediyor bi sıkıntı cıkartıyolarmı. ::>
[19:47:53	][IC] C24:i4.XRAY-91: <:: Mesela willardda tier-4'e silah doğrultup tehtid etmis ve puan kırmıs. ::>
[19:47:55	][IC] C24:RL.XRAY-57: <:: Davşan gelecek. ::>
[19:47:58	][IC] C24:RL.XRAY-57: <:: Biz eğitim hakkında konuşacağız. ::>
[19:48:00	][IC] C24:RL.XRAY-57: <:: Sonra başlatıcaz. ::>
[19:48:02	][IC] C24:i4.XRAY-91: <:: Adam gitmis bakanlığa sikayet etmiş. ::>
[19:48:11	][IC] C24:i4.XRAY-91: <:: Sonra o sk yı ampute etmisler. ::>
[19:48:19	][IC] C24:i4.XRAY-91: <:: Iç işleri bakanlığı gibi. ::>
[19:48:19	][IC] C24:i5.UNION-46: <:: Anladım. ::>
[19:48:28	][IC] C24:i5.UNION-46: <:: SMAB lideri kademe 7'yemi giriyor. ::>
[19:48:35	]C24:RCT.YELLO-30 used command '/CP 2 saattir yeri bulamıyorum'.
[19:48:44	][IC] C24:i4.XRAY-91: <:: Onu karakterin kendisi kasması gerekiyor. ::>
[19:49:04	][IC] C24:i5.UNION-46: <:: Tamamdır. ::>
[19:49:19	][IC] C24:i4.XRAY-91: <:: Mesela benim karakter kademe 1 ama cwu kıdemli işçi. ::>
[19:49:21	][IC] C24:i5.UNION-46: <:: Crat headcrab whitelisti kullanılabilir mesela. ::>
[19:49:35	][IC] C24:i5.UNION-46: <:: Hmph. ::>
[19:49:47	][LOOC] C24:i4.XRAY-91: biz seni öldürmedikmi
[19:49:54	][LOOC] C24:RCT.YELLO-30: o başkaydı
[19:49:55	][LOOC] C24:i5.UNION-46: farklı 
[19:49:57	][IC] C24:i4.XRAY-91: <:: He. ::>
[19:50:04	][IC] C24:i5.UNION-46: <:: Sts olalım. ::>
[19:50:05	][IC] C24:RL.XRAY-57: <:: Davşan gelicek. ::>
[19:50:07	][IC] C24:RL.XRAY-57: <:: Biraz konuşacağız onla. ::>
[19:50:09	][IC] C24:RL.XRAY-57: <:: Sonra başlayacak. ::>
[19:50:13	][IC] C24:i5.UNION-46: <:: Sts olalımmı. ::>
[19:50:17	][IC] C24:RL.XRAY-57: <:: Ney. ::>
[19:50:32	][IC] C24:i4.XRAY-91: <:: Sey güzel oalbilir. ::>
[19:50:37	][IC] C24:i4.XRAY-91: <:: Kınama mektubu cpler icin. ::>
[19:50:39	][IC] C24:i4.XRAY-91: <:: X atıyolarya. ::>
[19:50:44	][IC] C24:i4.XRAY-91: <:: 3 X de atılıyorsun. ::>
[19:50:50	][IC] C24:RL.XRAY-57: <:: Var zaten. ::>
[19:50:53	][IC] C24:RL.XRAY-57: <:: Hiçbiriniz mi. ::>
[19:50:54	][IC] C24:RL.XRAY-57: <:: Rehberi. ::>
[19:50:56	][IC] C24:i4.XRAY-91: <:: Yapıldıgını görmedim. ::>
[19:50:57	][IC] C24:RL.XRAY-57: <:: Okumuyonuz amına koyim. ::>
[19:50:58	][IC] C24:i4.XRAY-91: <:: Ben okudum. ::>
[19:51:00	][IC] C24:i4.XRAY-91: <:: Orada yazıyordu. ::>
[19:51:01	][IC] C24:i4.XRAY-91: <:: Iste. ::>
[19:51:20	]C24:i4.XRAY-91 used command '/ActSit'.
[19:51:22	]C24:i4.XRAY-91 used command '/ExitAct'.
[19:51:23	][IC] C24:RL.XRAY-57: <:: Sizde de. ::>
[19:51:24	][IC] C24:RL.XRAY-57: <:: Böyle. ::>
[19:51:29	][IC] C24:RL.XRAY-57: <:: Bi müzik çalıyo mu. ::>
[19:51:31	][IC] C24:i4.XRAY-91: <:: Evet. ::>
[19:51:32	][IC] C24:i5.UNION-46: <:: Hayır. ::>
[19:51:32	][IC] C24:RL.XRAY-57: <:: Dı dı dı dı. ::>
[19:51:33	][IC] C24:i4.XRAY-91: <:: Kapatamıyo. ::>
[19:51:34	][IC] C24:RL.XRAY-57: <:: Adı ney bunun. ::>
[19:51:38	][IC] C24:i5.UNION-46: <:: Bazen çalıyor. ::>
[19:51:44	][IC] C24:i5.UNION-46: <:: Sorgu odasında sorgu alıyordum gaza gelmiştim amk. ::>
[19:51:52	][IC] C24:i5.UNION-46: <:: Sorgu odasında çalmıştı. ::>
[19:51:53	][IC] C24:RL.XRAY-57: <:: Çok güzel ya. ::>
[19:51:56	][IC] C24:RL.XRAY-57: <:: Böyle. ::>
[19:51:58	][IC] C24:RL.XRAY-57: <:: Terraria gibi. ::>
[19:52:07	][IC] C24:i4.XRAY-91: <:: Defcon Theme 17. ::>
[19:52:11	][IC] C24:i5.UNION-46: <:: Baki. ::>
[19:52:18	][IC] C24:i4.XRAY-91: <:: Bak bakalım. ::>
[19:52:20	][IC] C24:RL.XRAY-57: <:: Yok o degil. ::>
[19:52:37	][IC] C24:i5.UNION-46: <:: Değilmiş. ::>
[19:52:37	][IC] C24:RL.XRAY-57: <:: Dur atım sana. ::>
[19:52:38	][IC] C24:RL.XRAY-57: <:: Dcden. ::>
[19:52:44	][LOOC] C24:RCT.YELLO-30: bişi anladıysam arab olam
[19:52:45	][IC] C24:i5.UNION-46: <:: Banada atsana. ::>
[19:52:47	][IC] C24:i4.XRAY-91: <:: Nasıl degil la. ::>
[19:52:59	][IC] C24:RL.XRAY-57: <:: Terraria gibi diyom. ::>
[19:53:06	][IC] C24:RL.XRAY-57: <:: Sen apocalypse müziği atıyon. ::>
[19:53:11	][IC] C24:i4.XRAY-91: <:: Su anda calan. ::>
[19:53:12	][IC] C24:i4.XRAY-91: <:: Müzik bu. ::>
[19:53:14	][IC] C24:i4.XRAY-91: <:: Bendew. ::>
[19:53:15	][IC] C24:i5.UNION-46: <:: Ambiyans müziğini kapatmadınızmı ayarlardan. ::>
[19:53:22	][IC] C24:RL.XRAY-57: <:: Ben açtım. ::>
[19:53:37	][IC] C24:i5.UNION-46: <:: Yok la bu bende çalan değildi sanırsam. ::>
[19:53:45	][IC] C24:i5.UNION-46: <:: Aynen değil. ::>
[19:54:19	][IC] C24:i5.UNION-46: <:: Beyler dünkü pc yi destek masasında şöyle kurdular. ::>
[19:54:21	][IC] C24:i5.UNION-46: <:: Bak i4. ::>
[19:54:27	]C24:i5.UNION-46 has spawned a junk_computer_tower.
[19:54:28	]C24:i5.UNION-46 has spawned a junk_keyboard.
[19:54:28	]C24:i5.UNION-46 has spawned a junk_keyboard.
[19:54:32	]C24:i5.UNION-46 has used a context menu option with the name: rb655_dissolve
[19:54:34	]env_entity_dissolver destroyed a 'Kırık Klavye' #18206.
[19:54:36	][IC] C24:RCT.YELLO-30: <:: Evet. ::>
[19:54:37	]C24:i5.UNION-46 has spawned a junk_pc_monitor.
[19:54:44	][IC] C24:i5.UNION-46: <:: Böyle kurmaya çalıştır. ::>
[19:54:46	][IC] C24:i5.UNION-46: <:: Çalıştılar. ::>
[19:54:54	]C24:i5.UNION-46 has used a context menu option with the name: rb655_dissolve
[19:54:56	]C24:i5.UNION-46 has used a context menu option with the name: rb655_dissolve
[19:54:56	][IC] C24:RCT.YELLO-30: <:: Sonra olan oldu. ::>
[19:54:56	]env_entity_dissolver destroyed a 'Bilgisayar Monitörü' #18207.
[19:54:57	]C24:i5.UNION-46 has used a context menu option with the name: rb655_dissolve
[19:54:58	]env_entity_dissolver destroyed a 'Kırık Klavye' #18205.
[19:54:59	]env_entity_dissolver destroyed a 'Kırık Bilgisayar' #18204.
[19:55:32	][LOOC] C24:RCT.YELLO-30: engelli taklidi yapmayı sviom
[19:55:43	][IC] C24:i5.UNION-46: <:: Hazmat kıyafeti giyilebiliyomuş la. ::>
[19:55:53	][IC] C24:RCT.YELLO-30: <:: Olabilir. ::>
[19:56:15	][IC] C24:i5.UNION-46: <:: La. ::>
[19:56:18	][IC] C24:RCT.YELLO-30: <:: ? ::>
[19:56:19	][IC] C24:i5.UNION-46: <:: Sen niye i4 gözüküyon. ::>
[19:56:22	][IC] C24:i5.UNION-46: <:: Ama rct sin. ::>
[19:56:25	][IC] C24:RCT.YELLO-30: <:: Nasıl. ::>
[19:56:35	][IC] C24:i5.UNION-46: <:: Bende i4 olarak gözüküyon. ::>
[19:56:38	][IC] C24:RCT.YELLO-30: <:: Yok. ::>
[19:56:43	][IC] C24:i5.UNION-46: <:: Ama chatte direkt rctsin. ::>
[19:56:50	][IC] C24:i4.XRAY-91: <:: Ben i4. ::>
[19:56:52	][IC] C24:RCT.YELLO-30: <:: Al bak. ::>
[19:56:54	][IC] C24:i5.UNION-46: <:: He. ::>
[19:57:02	][IC] C24:RCT.YELLO-30: <:: Neyse. ::>
[19:57:03	][IC] C24:i5.UNION-46: <:: I4. ::>
[19:57:06	][IC] C24:i4.XRAY-91: <:: He. ::>
[19:57:08	][IC] C24:i5.UNION-46: <:: Dünkü eleman. ::>
[19:57:17	][IC] C24:i4.XRAY-91: <:: Ee. ::>
[19:57:20	][IC] C24:i5.UNION-46: <:: Böyle pc vardı onu gördüğümde. ::>
[19:57:26	][IC] C24:i5.UNION-46: <:: Kırık parçalardan. ::>
[19:57:29	][IC] C24:i4.XRAY-91: <:: Hmü. ::>
[19:57:42	][IC] C24:i5.UNION-46: <:: Bi dk. ::>
[19:57:53	][IC] C24:i4.XRAY-91: <:: Stash ne zaman ekliyceksiniz. ::>
[19:58:02	][IC] C24:RCT.YELLO-30: <:: I4 gözüküyormuyum 91. ::>
[19:58:03	][IC] C24:i5.UNION-46: <:: Hmph. ::>
[19:58:06	][IC] C24:i4.XRAY-91: <:: Hayır. ::>
[19:58:12	][IC] C24:RCT.YELLO-30: <:: Sende sıkıntı var. ::>
[19:58:12	][IC] C24:i5.UNION-46: <:: Bende i4 olarak gözüküyon. ::>
[19:58:20	][IC] C24:i5.UNION-46: <:: Neyse birazdan geçer umarım. ::>
[19:58:36	][IC] C24:i5.UNION-46: <:: Gelişmiş sk maskesi neye yarıyo la. ::>
[19:58:38	][IC] C24:i5.UNION-46: <:: Bilen varmı. ::>
[19:58:57	][IC] C24:i5.UNION-46: <:: Crat. ::>
[19:58:59	][IC] C24:i5.UNION-46: <:: Birşey sorcam. ::>
[19:59:03	][IC] C24:i5.UNION-46: <:: Ü. ::>
[19:59:12	][IC] C24:i5.UNION-46: <:: Ittirdim yanlıslıkla. ::>
[19:59:16	][IC] C24:i5.UNION-46: <:: Kolum kırılır şimdi. ::>
[19:59:19	][IC] C24:RL.XRAY-57: <:: He. ::>
[19:59:21	][IC] C24:i5.UNION-46: <:: Kaçayım en iyisi xd. ::>
[19:59:25	][IC] C24:i5.UNION-46: <:: Gelişmiş maske neye yarıyo. ::>
[19:59:31	][IC] C24:RL.XRAY-57: <:: Otomatik filtresi var galiba. ::>
[19:59:35	][IC] C24:RL.XRAY-57: <:: Gaz koruması gibi bir şey. ::>
[19:59:37	][IC] C24:RL.XRAY-57: <:: Armor da veriyor olabilir. ::>
[19:59:42	][IC] C24:i4.XRAY-91: <:: Onu RL CMD gibi kisiler giymiyomuydu. ::>
[19:59:45	][IC] C24:i5.UNION-46: <:: Dene istersen. ::>
[19:59:45	][IC] C24:RL.XRAY-57: <:: Hee. ::>
[19:59:46	][IC] C24:i4.XRAY-91: <:: Farklı bi görüntüsü vardı. ::>
[19:59:49	][IC] C24:i4.XRAY-91: <:: O değilmi. ::>
[19:59:50	]C24:i5.UNION-46 has spawned a mask_com.
[19:59:54	][IC] C24:i5.UNION-46: <:: Al. ::>
[19:59:55	]C24:i4.XRAY-91 ran 'take' on item 'Gelişmiş SK Maskesi' (#18208)
[19:59:55	]C24:i4.XRAY-91 has gained a 'Gelişmiş SK Maskesi' #18208.
[19:59:56	][IC] C24:i4.XRAY-91: <:: Bakim. ::>
[20:00:02	][IC] C24:i5.UNION-46: <:: Dene bi. ::>
[20:00:03	][IC] C24:i4.XRAY-91: <:: Baksana. ::>
[20:00:08	][IC] C24:i4.XRAY-91: <:: Oto filtre falan yok ama. ::>
[20:00:12	][IC] C24:i4.XRAY-91: <:: CMD oldum. ::>
[20:00:15	]C24:i4.XRAY-91 ran 'drop' on item 'Gelişmiş SK Maskesi' (#18208)
[20:00:15	]C24:i4.XRAY-91 has lost a 'Gelişmiş SK Maskesi' #18208.
[20:00:24	][IC] C24:i5.UNION-46: <:: Crat sen dene. ::>
[20:00:27	]C24:i4.XRAY-91 ran 'take' on item 'AKM' (#17477)
[20:00:27	]C24:i4.XRAY-91 has gained a 'AKM' #17477.
[20:00:28	]C24:i4.XRAY-91 ran 'Equip' on item 'AKM' (#17477)
[20:00:40	][IC] C24:i5.UNION-46: <:: O keleşmi lan. ::>
[20:00:49	][IC] C24:i4.XRAY-91: <:: RCT idam ettim dün bu olay yüzünden. ::>
[20:00:51	]C24:i4.XRAY-91 ran 'drop' on item 'AKM' (#17477)
[20:00:51	]C24:i4.XRAY-91 has lost a 'AKM' #17477.
[20:00:55	][IC] C24:RCT.YELLO-30: <:: Bizim adamda herhalde akm vardı. ::>
[20:00:59	][IC] C24:i4.XRAY-91: <:: Onun. ::>
[20:01:00	][IC] C24:i4.XRAY-91: <:: Zaten. ::>
[20:01:05	][IC] C24:RCT.YELLO-30: <:: Haha. ::>
[20:01:05	][IC] C24:i4.XRAY-91: <:: Öldürdük onu. ::>
[20:01:06	][IC] C24:i5.UNION-46: <:: Bir tek o değil. ::>
[20:01:10	][IC] C24:i5.UNION-46: <:: Olm rctden çöp çıktı amk. ::>
[20:01:13	][IC] C24:i5.UNION-46: <:: Olaya bak. ::>
[20:01:23	][IC] C24:RCT.YELLO-30: <:: Bizi ezmeyin. ::>
[20:01:24	][IC] C24:i5.UNION-46: <:: Dün çıkmıştı. ::>
[20:01:35	][IC] C24:RCT.YELLO-30: <:: Saygı çerçevesinde. ::>
[20:01:47	][IC] C24:i5.UNION-46: <:: Crat kapı patlatma aletini kullancakmıyız operasyonda. ::>
[20:01:53	][IC] C24:i5.UNION-46: <:: Operasyonda olmadı ki şuana kadar. ::>
[20:01:54	][WFRE] C24:i4.XRAY-91: Oui
[20:02:07	]C24:i5.UNION-46 has used a context menu option with the name: remove
[20:02:20	][LOOC] C24:RCT.YELLO-30: rüyamda elitler beni tutukluyorlardı
[20:02:30	]DavşanAbi has connected.
[20:02:33	][LOOC] C24:i5.UNION-46: gman tutuklasın seni
[20:02:38	][IC] C24:i5.UNION-46: <:: Aha davşan abimiz gelmis. ::>
[20:02:45	][LOOC] C24:RCT.YELLO-30: 10 kere ck yedim sivilken
[20:02:58	][AltChecker] DavşanAbi joined without a cookie, but matched installation with existing cookie. Certainty 4/5
[20:03:01	][LOOC] C24:i5.UNION-46: sen maqquen değilmisin la
[20:03:05	][LOOC] C24:RCT.YELLO-30: +
[20:03:09	][LOOC] C24:i5.UNION-46: dün size harbi gıcık oldum
[20:03:20	][LOOC] C24:RCT.YELLO-30: elim ayağm titriyor
[20:03:29	][LOOC] C24:i5.UNION-46: ulan yukardan aşağı cp'nin kafasına şişeyle vurulurmu
[20:03:33	]DavşanAbi loaded the character 'C24:CpT.JURY-173'
[20:03:33	][IC] C24:i5.UNION-46: <:: Atlayıpta. ::>
[20:03:37	]C24:CpT.JURY-173 is fully healed.
[20:03:38	]C24:CpT.JURY-173 ran SAM command 'admin' with arguments: ''
[20:03:41	][LOOC] C24:RCT.YELLO-30: onu mewo yaptı
[20:03:52	][IC] C24:i5.UNION-46: <:: Bak mesela. ::>
[20:03:53	][IC] C24:i5.UNION-46: <:: Crat. ::>
[20:03:57	][IC] C24:i5.UNION-46: <:: Mewo bir daha. ::>
[20:04:00	][IC] C24:i5.UNION-46: <:: Hatasında. ::>
[20:04:05	]C24:CpT.JURY-173 ran SAM command 'unadmin' with arguments: ''
[20:04:06	][IC] C24:i5.UNION-46: <:: Ban atılsın. ::>
[20:04:11	][IC] C24:RCT.YELLO-30: <:: Ense kilidi. ::>
[20:04:17	][IC] C24:i5.UNION-46: <:: Abe sen gruntmusun sk mi. ::>
[20:04:30	][IC] C24:i5.UNION-46: <:: Üf birde jury. ::>
[20:04:32	][IC] C24:i5.UNION-46: <:: En sevdiğim. ::>
[20:04:40	][IC] C24:i4.XRAY-91: <:: Cptain. ::>
[20:04:45	][LOOC] C24:RCT.YELLO-30: jury kafam kaldırmıor
[20:04:53	][IC] C24:i5.UNION-46: <:: Kaptan. ::>
[20:04:54	][IC] C24:i4.XRAY-91: <:: Cplerin en üst mevkisi. ::>
[20:04:54	][LOOC] C24:RCT.YELLO-30: olsam bile
[20:04:56	][IC] C24:CpT.JURY-173: <:: JURY. ::>
[20:05:04	][IC] C24:RL.XRAY-57: <:: Asıl adam geldi. ::>
[20:05:06	][IC] C24:RL.XRAY-57: <:: Bu adama. ::>
[20:05:09	][IC] C24:RL.XRAY-57: <:: Hesap vereceksiniz. ::>
[20:05:11	][IC] C24:i5.UNION-46: <:: Ikinizde adamsınız hacı ayrım yok. ::>
[20:05:12	][IC] C24:RCT.YELLO-30: <:: Abo. ::>
[20:05:17	][IC] C24:RL.XRAY-57: <:: Şimdi duvara geçin bi. ::>
[20:05:26	][IC] C24:i5.UNION-46: <:: Rct. ::>
