[17:55:59	]Shane Walsh has connected.
[18:19:15	]C24:RCT.YELLO-36 was bandaged by C24:RCT.YELLO-36 for 15 HP.
[18:19:16	]C24:RCT.YELLO-36 ran 'use' on item 'Bandaj Rulosu' (#166404)
[18:19:16	]C24:RCT.YELLO-36 has performed the 'Use Bandaj Rulosu' action, gaining 15 experience in medicine.
[18:19:16	]C24:RCT.YELLO-36 was bandaged by C24:RCT.YELLO-36 for 15 HP.
[18:19:16	]C24:RCT.YELLO-36 ran 'use' on item 'Bandaj Rulosu' (#166404)
[18:19:16	]C24:RCT.YELLO-36 has performed the 'Use Bandaj Rulosu' action, gaining 15 experience in medicine.
[18:19:16	]C24:RCT.YELLO-36 was bandaged by C24:RCT.YELLO-36 for 15 HP.
[18:19:17	]C24:RCT.YELLO-36 ran 'use' on item 'Bandaj Rulosu' (#167150)
[18:19:17	]C24:RCT.YELLO-36 has performed the 'Use Bandaj Rulosu' action, gaining 15 experience in medicine.
[18:19:17	]C24:RCT.YELLO-36 was bandaged by C24:RCT.YELLO-36 for 15 HP.
[18:19:18	]C24:RCT.YELLO-36 ran 'use' on item 'Bandaj Rulosu' (#167150)
[18:19:18	]C24:RCT.YELLO-36 has performed the 'Use Bandaj Rulosu' action, gaining 15 experience in medicine.
[18:19:18	]C24:RCT.YELLO-36 was bandaged by C24:RCT.YELLO-36 for 15 HP.
[18:19:18	]C24:RCT.YELLO-36 ran 'use' on item 'Bandaj Rulosu' (#167150)
[18:19:18	]C24:RCT.YELLO-36 has performed the 'Use Bandaj Rulosu' action, gaining 5 experience in medicine.
[18:19:18	]C24:RCT.YELLO-36 was bandaged by C24:RCT.YELLO-36 for 15 HP.
[18:19:19	]C24:RCT.YELLO-36 ran 'use' on item 'Bandaj Rulosu' (#167150)
[18:19:19	]C24:RCT.YELLO-36 was bandaged by C24:RCT.YELLO-36 for 15 HP.
[18:19:20	]C24:RCT.YELLO-36 ran 'use' on item 'Bandaj Rulosu' (#167150)
[18:19:20	]C24:RCT.YELLO-36 was bandaged by C24:RCT.YELLO-36 for 15 HP.
[18:19:20	]C24:RCT.YELLO-36 ran 'use' on item 'Bandaj Rulosu' (#167150)
[18:19:20	]C24:RCT.YELLO-36 was bandaged by C24:RCT.YELLO-36 for 15 HP.
[18:19:21	]C24:RCT.YELLO-36 ran 'use' on item 'Ağrı Kesici' (#166409)
[18:19:21	]C24:RCT.YELLO-36 has performed the 'Use Ağrı Kesici' action, gaining 25 experience in medicine.
[18:19:22	]C24:RCT.YELLO-36 ran 'use' on item 'Ağrı Kesici' (#166409)
[18:19:22	]C24:RCT.YELLO-36 has performed the 'Use Ağrı Kesici' action, gaining 13 experience in medicine.
[18:19:23	]C24:RCT.YELLO-36 ran 'drop' on item 'Ağrı Kesici' (#166409)
[18:19:23	]C24:RCT.YELLO-36 has lost a 'Ağrı Kesici' #166409.
[18:19:25	]C24:RCT.YELLO-36 ran 'take' on item 'Ağrı Kesici' (#166409)
[18:19:25	]C24:RCT.YELLO-36 has gained a 'Ağrı Kesici' #166409.
[18:19:31	]C24:RCT.YELLO-36 ran 'use' on item 'Ağrı Kesici' (#166396)
[18:19:32	]C24:RCT.YELLO-36 ran 'use' on item 'Ağrı Kesici' (#166396)
[18:19:33	]C24:RCT.YELLO-36 ran 'use' on item 'Ağrı Kesici' (#166396)
[18:19:33	]C24:RCT.YELLO-36 ran 'use' on item 'Ağrı Kesici' (#166396)
[18:19:37	]C24:RCT.YELLO-36 ran 'use' on item 'Ağrı Kesici' (#167155)
[18:21:34	]C24:RCT.YELLO-36 used the 'Sivil Koruma Tedarikçisi' vendor.
[18:21:37	]C24:RCT.YELLO-36 has gained 0 chips.
[18:21:37	]C24:RCT.YELLO-36 has gained a 'Bandaj Rulosu' #167527.
[18:21:38	]C24:RCT.YELLO-36 has gained 0 chips.
[18:21:38	]C24:RCT.YELLO-36 has gained a 'Bandaj Rulosu' #167528.
[18:21:38	]C24:RCT.YELLO-36 has gained 0 chips.
[18:21:38	]C24:RCT.YELLO-36 has gained a 'Bandaj Rulosu' #167529.
[18:21:39	]C24:RCT.YELLO-36 has gained 0 chips.
[18:21:39	]C24:RCT.YELLO-36 has gained a 'Bandaj Rulosu' #167530.
[18:21:45	]C24:RCT.YELLO-36 used the 'Sivil Koruma Tedarikçisi' vendor.
[18:21:55	]C24:RCT.YELLO-36 has gained 0 chips.
[18:21:55	]C24:RCT.YELLO-36 has gained a 'Ağrı Kesici' #167531.
[18:21:56	]C24:RCT.YELLO-36 has gained 0 chips.
[18:21:56	]C24:RCT.YELLO-36 has gained a 'Ağrı Kesici' #167532.
[18:21:56	]C24:RCT.YELLO-36 has gained 0 chips.
[18:21:56	]C24:RCT.YELLO-36 has gained a 'Ağrı Kesici' #167533.
[18:21:56	]C24:RCT.YELLO-36 has gained 0 chips.
[18:21:56	]C24:RCT.YELLO-36 has gained a 'Ağrı Kesici' #167534.
[18:21:57	]C24:RCT.YELLO-36 has gained 0 chips.
[18:21:57	]C24:RCT.YELLO-36 has gained a 'Ağrı Kesici' #167535.
[18:21:59	]C24:RCT.YELLO-36 ran 'use' on item 'Ağrı Kesici' (#167534)
[18:21:59	]C24:RCT.YELLO-36 ran 'split' on item 'Ağrı Kesici' (#167534)
[18:21:59	]C24:RCT.YELLO-36 has gained a 'Ağrı Kesici' #167536.
[18:22:01	]C24:RCT.YELLO-36 ran 'use' on item 'Ağrı Kesici' (#167536)
[18:22:02	]C24:RCT.YELLO-36 ran 'use' on item 'Ağrı Kesici' (#167534)
[18:22:03	]C24:RCT.YELLO-36 ran 'use' on item 'Ağrı Kesici' (#167534)
[18:22:08	]C24:RCT.YELLO-36 ran 'use' on item 'Bandaj Rulosu' (#167530)
[18:22:08	]C24:RCT.YELLO-36 was bandaged by C24:RCT.YELLO-36 for 15 HP.
[18:22:09	]C24:RCT.YELLO-36 ran 'use' on item 'Bandaj Rulosu' (#167530)
[18:22:09	]C24:RCT.YELLO-36 was bandaged by C24:RCT.YELLO-36 for 15 HP.
[18:22:10	]C24:RCT.YELLO-36 ran 'use' on item 'Bandaj Rulosu' (#167530)
[18:22:10	]C24:RCT.YELLO-36 was bandaged by C24:RCT.YELLO-36 for 15 HP.
[18:22:10	]C24:RCT.YELLO-36 ran 'use' on item 'Bandaj Rulosu' (#167530)
[18:22:10	]C24:RCT.YELLO-36 was bandaged by C24:RCT.YELLO-36 for 15 HP.
[18:22:11	]C24:RCT.YELLO-36 ran 'use' on item 'Bandaj Rulosu' (#167530)
[18:22:11	]C24:RCT.YELLO-36 was bandaged by C24:RCT.YELLO-36 for 15 HP.
[18:22:11	]C24:RCT.YELLO-36 ran 'use' on item 'Bandaj Rulosu' (#167530)
[18:22:11	]C24:RCT.YELLO-36 was bandaged by C24:RCT.YELLO-36 for 15 HP.
[18:25:08	]Shane Walsh has unloaded their "C24:RCT.YELLO-36" character.
[18:25:12	]Shane Walsh loaded the character 'S10/OWS.FLASH-15'
[18:25:38	]Decaf Cannon has taken 3 damage from worldspawn.
[18:25:47	]Decaf Cannon ran 'Write' on item 'Sanayi Toplumu Ve Geleceği' (#136623)
[18:26:49	]S10/OWS.FLASH-15 used command '/ActType'.
[18:26:51	][ME] Decaf Cannon: otanın maskesine okkalı ve yapışkan bir balgam atar
[18:26:55	]S10/OWS.FLASH-15 used command '/ExitAct'.
[18:27:02	][Y] S10/OWS.FLASH-15: <:: Don't move. ::>
[18:27:02	]Decaf Cannon has gained level 41 in the Hız skill.
[18:27:10	]S10/OWS.FLASH-15 has gained a '20rnd Pulse Magazine' #158725.
[18:27:10	]S10/OWS.FLASH-15 has lost a '20rnd Pulse Magazine' #158726.
[18:27:12	]S10/OWS.FLASH-15 has gained a '20rnd Pulse Magazine' #158726.
[18:27:12	]S10/OWS.FLASH-15 has lost a '20rnd Pulse Magazine' #158725.
[18:27:21	][Y] Decaf Cannon: MAL COMBINE.
[18:27:23	][Y] Decaf Cannon: Combine!
[18:27:26	][Y] Decaf Cannon: Combine!
[18:27:27	][Y] S10/OWS.FLASH-15: <:: Don't move. ::>
[18:27:51	][Y] S10/OWS.FLASH-15: <:: DECAF CANNON SPOTED. ::>
[18:27:55	]Decaf Cannon used command '/ToggleRaise'.
[18:27:57	]Decaf Cannon used command '/ToggleRaise'.
[18:27:58	]Decaf Cannon used command '/ToggleRaise'.
[18:27:59	]Decaf Cannon has gained level 33 in the Silahlar skill.
[18:27:59	]Decaf Cannon has hit S10/OWS.FLASH-15 dealing 3 damage (CritChance was 0.00).
[18:27:59	]S10/OWS.FLASH-15 has taken 3 damage from Decaf Cannon.
[18:27:59	]Decaf Cannon has damaged S10/OWS.FLASH-15, dealing 5.0141 with ix_hands
[18:27:59	]Decaf Cannon has hit S10/OWS.FLASH-15 dealing 3 damage (CritChance was 0.00).
[18:27:59	]S10/OWS.FLASH-15 has taken 3 damage from Decaf Cannon.
[18:27:59	]Decaf Cannon has damaged S10/OWS.FLASH-15, dealing 5.0144 with ix_hands
[18:28:00	]Decaf Cannon has hit S10/OWS.FLASH-15 dealing 3 damage (CritChance was 0.00).
[18:28:00	]S10/OWS.FLASH-15 has taken 3 damage from Decaf Cannon.
[18:28:00	]Decaf Cannon has damaged S10/OWS.FLASH-15, dealing 5.0147 with ix_hands
[18:28:02	]Decaf Cannon has hit S10/OWS.FLASH-15 dealing 3 damage (CritChance was 0.00).
[18:28:02	]S10/OWS.FLASH-15 has taken 3 damage from Decaf Cannon.
[18:28:02	]Decaf Cannon has damaged S10/OWS.FLASH-15, dealing 5.015 with ix_hands
[18:28:03	]Decaf Cannon has hit S10/OWS.FLASH-15 dealing 3 damage (CritChance was 0.00).
[18:28:03	]S10/OWS.FLASH-15 has taken 3 damage from Decaf Cannon.
[18:28:03	]Decaf Cannon has damaged S10/OWS.FLASH-15, dealing 5.0153 with ix_hands
[18:28:03	]Decaf Cannon has hit S10/OWS.FLASH-15 dealing 3 damage (CritChance was 0.00).
[18:28:03	]S10/OWS.FLASH-15 has taken 3 damage from Decaf Cannon.
[18:28:03	]Decaf Cannon has damaged S10/OWS.FLASH-15, dealing 5.0156 with ix_hands
[18:28:04	]Decaf Cannon has hit S10/OWS.FLASH-15 dealing 3 damage (CritChance was 0.00).
[18:28:04	]S10/OWS.FLASH-15 has taken 3 damage from Decaf Cannon.
[18:28:04	]Decaf Cannon has damaged S10/OWS.FLASH-15, dealing 5.0159 with ix_hands
[18:28:05	]Decaf Cannon has hit S10/OWS.FLASH-15 dealing 3 damage (CritChance was 0.00).
[18:28:05	]S10/OWS.FLASH-15 has taken 3 damage from Decaf Cannon.
[18:28:05	]Decaf Cannon has damaged S10/OWS.FLASH-15, dealing 5.0162 with ix_hands
[18:28:06	]Decaf Cannon has hit S10/OWS.FLASH-15 dealing 3 damage (CritChance was 0.00).
[18:28:06	]S10/OWS.FLASH-15 has taken 3 damage from Decaf Cannon.
[18:28:06	]Decaf Cannon has damaged S10/OWS.FLASH-15, dealing 5.0165 with ix_hands
[18:28:07	]Decaf Cannon has hit S10/OWS.FLASH-15 dealing 3 damage (CritChance was 0.00).
[18:28:07	]S10/OWS.FLASH-15 has taken 3 damage from Decaf Cannon.
[18:28:07	]Decaf Cannon has damaged S10/OWS.FLASH-15, dealing 5.0168 with ix_hands
[18:28:08	]S10/OWS.FLASH-15 has gained a '20rnd Pulse Magazine' #158725.
[18:28:08	]S10/OWS.FLASH-15 has lost a '20rnd Pulse Magazine' #158726.
[18:29:29	]S10/OWS.FLASH-15 ran 'use' on item 'Sağlık Şırıngası' (#162435)
[18:29:29	]S10/OWS.FLASH-15 has performed the 'Use Sağlık Şırıngası' action, gaining 46 experience in medicine.
[18:29:29	]S10/OWS.FLASH-15 was disinfected by S10/OWS.FLASH-15 for 36 seconds.
[18:29:29	]S10/OWS.FLASH-15 was bandaged by S10/OWS.FLASH-15 for 30 HP.
[18:29:45	]Shane Walsh has unloaded their "S10/OWS.FLASH-15" character.
[18:29:49	]Shane Walsh loaded the character 'S10:SCN-3'
[18:30:04	]S10:SCN-3 used command '/D INSPECTION'.
[18:30:12	]S10:SCN-3 used command '/Dispatch INSPECTION'.
[18:30:51	]Shane Walsh has unloaded their "S10:SCN-3" character.
[18:30:56	]Shane Walsh loaded the character 'C24:RCT.YELLO-36'
[18:31:01	]Decaf Cannon used command '/ToggleRaise'.
[18:33:04	]C24:RCT.YELLO-36 has changed C24:RCT.YELLO-36's bodygroups.
[18:33:09	]Decaf Cannon used command '/ToggleRaise'.
[18:33:09	]Decaf Cannon has hit C24:RCT.YELLO-36 dealing 3 damage (CritChance was 0.00).
[18:33:09	]C24:RCT.YELLO-36 has taken 3 damage from Decaf Cannon.
[18:33:09	]Decaf Cannon has damaged C24:RCT.YELLO-36, dealing 5.0171 with ix_hands
[18:33:10	]Decaf Cannon has hit C24:RCT.YELLO-36 dealing 3 damage (CritChance was 0.00).
[18:33:10	]C24:RCT.YELLO-36 has taken 3 damage from Decaf Cannon.
[18:33:10	]Decaf Cannon has damaged C24:RCT.YELLO-36, dealing 5.0174 with ix_hands
[18:33:12	]C24:RCT.YELLO-36 has critically hit Decaf Cannon dealing 24 damage (CritChance was 0.96).
[18:33:12	]Decaf Cannon has taken 24 damage from C24:RCT.YELLO-36.
[18:33:14	]Decaf Cannon used command '/ToggleRaise'.
[18:33:16	]Decaf Cannon ran 'drop' on item 'Mutfak Bıçağı' (#151995)
[18:33:16	]Decaf Cannon has lost a 'Mutfak Bıçağı' #151995.
[18:33:43	]Decaf Cannon ran 'take' on item 'Mutfak Bıçağı' (#151995)
[18:33:43	]Decaf Cannon has gained a 'Mutfak Bıçağı' #151995.
[18:34:07	]C24:RCT.YELLO-36 ran 'give' on item 'Bandaj Rulosu' (#167527)
[18:34:07	]C24:RCT.YELLO-36 has performed the 'Use Bandaj Rulosu' action, gaining 15 experience in medicine.
[18:34:07	]Decaf Cannon was bandaged by C24:RCT.YELLO-36 for 15 HP.
[18:34:08	]C24:RCT.YELLO-36 ran 'give' on item 'Bandaj Rulosu' (#167529)
[18:34:08	]C24:RCT.YELLO-36 has performed the 'Use Bandaj Rulosu' action, gaining 15 experience in medicine.
[18:34:08	]Decaf Cannon was bandaged by C24:RCT.YELLO-36 for 15 HP.
[18:34:28	][ME] Decaf Cannon: sknın götüne mutfa
[18:35:34	]C24:RCT.YELLO-36 ran 'drop' on item 'Bandana' (#166978)
[18:35:34	]C24:RCT.YELLO-36 has lost a 'Bandana' #166978.
[18:35:42	]C24:RCT.YELLO-36 ran 'take' on item 'Bandana' (#166978)
[18:35:42	]C24:RCT.YELLO-36 has gained a 'Bandana' #166978.
[18:35:50	]Decaf Cannon used command '/ToggleRaise'.
[18:36:08	]Shane Walsh has unloaded their "C24:RCT.YELLO-36" character.
[18:36:11	]Shane Walsh loaded the character 'S10:SCN-3'
[18:36:15	][ME] Decaf Cannon: göt deliğinden çıkardığı rpgyi şüpheli şahsa doğrultur ve tezgahın arkasına geçmesini söyler. (tezgah lan bu)
[18:36:20	][ME] Decaf Cannon: göt deliğinden çıkardığı rpgyi şüpheli şahsa doğrultur ve tezgahın arkasına geçmesini söyler. (tezgah lan bu)
[18:36:37	]Decaf Cannon used command '/ToggleRaise'.
[18:36:42	]S10:SCN-3 used command '/Dispatch AUTONOMOUS JUDGMENT'.
[18:36:56	]Shane Walsh has unloaded their "S10:SCN-3" character.
[18:36:59	]Shane Walsh loaded the character 'C24:RCT.YELLO-36'
[18:37:34	]C24:RCT.YELLO-36 used command '/ActArrest 2'.
[18:37:35	]C24:RCT.YELLO-36 used command '/ExitAct'.
[18:37:37	]C24:RCT.YELLO-36 used command '/ActArrest 3'.
[18:37:40	]C24:RCT.YELLO-36 used command '/ExitAct'.
[18:37:53	]Decaf Cannon used command '/ActArrest 3'.
[18:37:57	]C24:RCT.YELLO-36 used command '/ActArrest 3'.
[18:37:58	]C24:RCT.YELLO-36 used command '/ExitAct'.
[18:38:01	]C24:RCT.YELLO-36 used command '/ActArrest 3'.
[18:38:10	]Decaf Cannon used command '/ExitAct'.
[18:38:12	]C24:RCT.YELLO-36 used command '/ExitAct'.
[18:38:27	]Decaf Cannon used command '/CharSearch'.
[18:38:32	]Decaf Cannon used command '/ToggleRaise'.
[18:38:51	]Decaf Cannon used command '/ToggleRaise'.
[18:39:01	]Decaf Cannon used command '/ToggleRaise'.
[18:39:03	]Decaf Cannon used command '/ToggleRaise'.
[18:39:08	]Decaf Cannon used command '/ToggleRaise'.
[18:39:14	]Decaf Cannon has hit C24:RCT.YELLO-36 dealing 3 damage (CritChance was 0.00).
[18:39:14	]C24:RCT.YELLO-36 has taken 3 damage from Decaf Cannon.
[18:39:14	]Decaf Cannon has damaged C24:RCT.YELLO-36, dealing 5.0177 with ix_hands
[18:39:20	]Decaf Cannon used command '/ToggleRaise'.
[18:39:25	]Shane Walsh has unloaded their "C24:RCT.YELLO-36" character.
[18:39:28	]Shane Walsh loaded the character 'C24:i5.(X)KING-19'
[18:40:03	]C24:i5.(X)KING-19 has acquired his ration, gaining 0 credits, 0 wages and a civil_protection_ration ration.
[18:40:18	]C24:i5.(X)KING-19 ran 'take' on item 'Sivil Koruma Rasyonu' (#167537)
[18:40:18	]C24:i5.(X)KING-19 has gained a 'Sivil Koruma Rasyonu' #167537.
[18:40:21	]C24:i5.(X)KING-19 ran 'Open' on item 'Sivil Koruma Rasyonu' (#167537)
[18:40:21	]C24:i5.(X)KING-19 has gained a 'Metropolice Takviyeleri' #167538.
[18:40:21	]C24:i5.(X)KING-19 has gained a 'Soda Bob Brawn' #167539.
[18:40:21	]C24:i5.(X)KING-19 has gained a '20 Kredi Kuponu' #167540.
[18:40:25	]Shane Walsh has unloaded their "C24:i5.(X)KING-19" character.
[18:40:30	]Ender (STEAM_0:0:59403685) has disconnected.
[18:40:38	]Shane Walsh (STEAM_0:0:195372324) has disconnected.
