[15:06:12	]Shane Walsh has connected.
[15:42:57	]C24:i4.HELIX-86 used command '/Radio Kurşun yarası fazla'.
[15:43:02	]OSG:ODL-09 has gained a '30rnd Pulse-Şarjörü' #68943.
[15:43:02	]OSG:ODL-09 has lost a '30rnd Pulse-Şarjörü' #68947.
[15:43:02	]OSG:ODL-09 has gained a '30rnd Pulse-Şarjörü' #68947.
[15:43:02	]OSG:ODL-09 has lost a '30rnd Pulse-Şarjörü' #68946.
[15:43:13	]Granda Malenyev exited observer at their location.
[15:43:13	]Granda Malenyev has spawned a 'NPC [5104][npc_metropolice]'.
[15:43:15	]Granda Malenyev has taken 3 damage from npc_metropolice.
[15:43:15	]Granda Malenyev has taken 0 damage from npc_metropolice.
[15:43:19	]OSG:ODL-09 has gained a '30rnd Pulse-Şarjörü' #68946.
[15:43:19	]OSG:ODL-09 has lost a '30rnd Pulse-Şarjörü' #68947.
[15:43:19	]OSG:ODL-09 has gained a '30rnd Pulse-Şarjörü' #68947.
[15:43:19	]OSG:ODL-09 has lost a '30rnd Pulse-Şarjörü' #68945.
[15:43:19	]Granda Malenyev has taken 3 damage from npc_metropolice.
[15:43:20	]Granda Malenyev has taken 0 damage from npc_metropolice.
[15:43:21	]Granda Malenyev has taken 0 damage from npc_metropolice.
[15:43:26	]Granda Malenyev has taken 0 damage from npc_metropolice.
[15:43:26	]OSG:ODL-09 has critically hit Granda Malenyev in the stomach dealing 25 damage (CritChance was 1.01).
[15:43:26	]Granda Malenyev has taken 25 damage from OSG:ODL-09.
[15:43:26	]OSG:ODL-09 has critically hit Granda Malenyev in the chest dealing 25 damage (CritChance was 1.01).
[15:43:26	]Granda Malenyev was knocked unconscious and is bleeding out.
[15:43:27	]OSG:ODL-09 has critically hit Granda Malenyev in the left leg dealing 0 damage (CritChance was 0.98).
[15:43:27	]OSG:ODL-09 has critically hit Granda Malenyev in the left leg dealing 24 damage (CritChance was 0.98).
[15:43:27	]Granda Malenyev was killed while bleeding out.
[15:43:27	]OSG:ODL-09 has killed Granda Malenyev with player.
[15:43:27	]Granda Malenyev has dropped: Extended 30rnd Magazine (#69158); Extended 30rnd Magazine (#69159); 30x SMG Mermisi (#69160); 30x SMG Mermisi (#69161); 30x SMG Mermisi (#69162); Açık Gri Kol Bandı (#69148); Gri Tulum (#69150); Siyah tulum pantolonu (#69151); Mavi Direniş Üniforması (#69153); Gaz Maskesi (#69154); Extended 30rnd Magazine (#69156);
[15:43:29	]C24:i4.HELIX-86 used command '/Radio 10-20?'.
[15:43:31	]Granda Malenyev entered observer.
[15:43:36	]C24:i4.HELIX-86 used command '/Radio Şüphelinin lokasyonu?'.
[15:43:38	]OSG:ODL-09 used command '/Radio flatline'.
[15:43:44	]OSG:ODL-09 used command '/Radio anticitizen'.
[15:43:45	]C24:i4.HELIX-86 used command '/Radio Amputate'.
[15:43:45	]Granda Malenyev has used a context menu option with the name: remove
[15:43:56	]C24:i4.HELIX-86 used command '/Radio 10-20?'.
[15:44:00	]C24:i4.HELIX-86 has critically hit npc_citizen in the stomach dealing 19 damage (CritChance was 0.91).
[15:44:01	]C24:i4.HELIX-86 has critically hit npc_citizen in the right arm dealing 16 damage (CritChance was 0.91).
[15:44:01	]C24:i4.HELIX-86 has critically hit npc_citizen in the left leg dealing 18 damage (CritChance was 0.91).
[15:44:03	]OSG:ODL-09 has critically hit npc_citizen in the chest dealing 25 damage (CritChance was 1.01).
[15:44:11	]C24:i4.HELIX-86 used command '/Radio AMPUTATED'.
[15:44:12	]OSG:ODL-09 has critically hit npc_citizen in the chest dealing 25 damage (CritChance was 1.01).
[15:44:12	]OSG:ODL-09 has critically hit npc_citizen in the right arm dealing 21 damage (CritChance was 1.01).
[15:44:13	]OSG:ODL-09 has critically hit npc_citizen in the right arm dealing 21 damage (CritChance was 1.01).
[15:44:13	]OSG:ODL-09 has critically hit npc_citizen in the right arm dealing 21 damage (CritChance was 1.01).
[15:44:15	]OSG:ODL-09 has gained a '30rnd Pulse-Şarjörü' #68945.
[15:44:15	]OSG:ODL-09 has lost a '30rnd Pulse-Şarjörü' #68947.
[15:44:15	]OSG:ODL-09 has gained a '30rnd Pulse-Şarjörü' #68947.
[15:44:15	]OSG:ODL-09 has lost a '30rnd Pulse-Şarjörü' #68944.
[15:44:24	]Granda Malenyev has spawned a 'NPC [5070][npc_citizen]'.
[15:44:27	]Granda Malenyev has used a context menu option with the name: rb655_make_hostile
[15:44:32	]C24:i4.HELIX-86 used command '/Radio Birimler ölü.'.
[15:44:32	]OSG:ODL-09 used command '/Radio enforcing stability'.
[15:44:39	]C24:i4.HELIX-86 used command '/Radio MOVE'.
[15:44:40	]OSG:ODL-09 has critically hit npc_citizen in the left leg dealing 24 damage (CritChance was 0.97).
[15:44:40	]Mersa has connected.
[15:44:45	]C24:i4.HELIX-86 opened the 'Dropped Items' #6655 container.
[15:44:46	]Granda Malenyev has used a context menu option with the name: remove
[15:44:51	]C24:i4.HELIX-86 closed the 'Dropped Items' #6655 container.
[15:44:52	]OSG:ODL-09 ran 'Equip' on item 'Flash Grenade' (#9545)
[15:44:55	]C24:i4.HELIX-86 has gained a '17rnd Usp-Şarjörü' #65796.
[15:44:55	]C24:i4.HELIX-86 has lost a '17rnd Usp-Şarjörü' #65797.
[15:44:55	]C24:i4.HELIX-86 has gained a '17rnd Usp-Şarjörü' #65797.
[15:44:55	]C24:i4.HELIX-86 has lost a '17rnd Usp-Şarjörü' #65795.
[15:44:55	]Granda Malenyev has spawned a 'NPC [5081][npc_citizen]'.
[15:44:58	]Granda Malenyev has spawned a 'NPC [5113][npc_citizen]'.
[15:45:02	]Granda Malenyev has used a context menu option with the name: rb655_make_hostile
[15:45:03	]C24:i4.HELIX-86 used command '/Radio Sterilize?'.
[15:45:10	]OSG:ODL-09 has gained a '30rnd Pulse-Şarjörü' #68944.
[15:45:10	]OSG:ODL-09 has lost a '30rnd Pulse-Şarjörü' #68947.
[15:45:10	]OSG:ODL-09 has gained a '30rnd Pulse-Şarjörü' #68947.
[15:45:10	]OSG:ODL-09 has lost a '30rnd Pulse-Şarjörü' #68943.
[15:45:11	]C24:i4.HELIX-86 has taken 0 damage from npc_citizen.
[15:45:11	]C24:i4.HELIX-86 has taken 3 damage from npc_citizen.
[15:45:11	]C24:i4.HELIX-86 has taken 3 damage from npc_citizen.
[15:45:12	]C24:i4.HELIX-86 has taken 0 damage from npc_citizen.
[15:45:13	]C24:i4.HELIX-86 has taken 0 damage from npc_citizen.
[15:45:13	]C24:i4.HELIX-86 has taken 0 damage from npc_citizen.
[15:45:14	]C24:i4.HELIX-86 has taken 3 damage from npc_citizen.
[15:45:14	]C24:i4.HELIX-86 has hit npc_citizen in the head dealing 10 damage (CritChance was 0.91).
[15:45:15	]C24:i4.HELIX-86 is fully healed.
[15:45:16	]C24:i4.HELIX-86 has taken 0 damage from npc_citizen.
[15:45:16	]C24:i4.HELIX-86 has taken 3 damage from npc_citizen.
[15:45:16	]C24:i4.HELIX-86 has hit npc_citizen in the chest dealing 12 damage (CritChance was 0.91).
[15:45:16	]C24:i4.HELIX-86 has critically hit npc_citizen in the left leg dealing 18 damage (CritChance was 0.91).
[15:45:16	]C24:i4.HELIX-86 has critically hit npc_citizen in the left leg dealing 18 damage (CritChance was 0.91).
[15:45:17	]C24:i4.HELIX-86 has gained a '17rnd Usp-Şarjörü' #65795.
[15:45:17	]C24:i4.HELIX-86 has lost a '17rnd Usp-Şarjörü' #65797.
[15:45:17	]C24:i4.HELIX-86 has gained a '17rnd Usp-Şarjörü' #65797.
[15:45:17	]C24:i4.HELIX-86 has lost a '17rnd Usp-Şarjörü' #65794.
[15:45:20	]C24:i4.HELIX-86 is fully healed.
[15:45:22	]C24:i4.HELIX-86 used command '/Radio İnfaz edildi.'.
[15:45:23	]OSG:ODL-09 has gained a '30rnd Pulse-Şarjörü' #68943.
[15:45:23	]OSG:ODL-09 has lost a '30rnd Pulse-Şarjörü' #68947.
[15:45:23	]OSG:ODL-09 has gained a '30rnd Pulse-Şarjörü' #68947.
[15:45:23	]OSG:ODL-09 has lost a '30rnd Pulse-Şarjörü' #68943.
[15:45:24	]Granda Malenyev has spawned a 'NPC [5110][npc_citizen]'.
[15:45:27	]Granda Malenyev has used a context menu option with the name: rb655_make_hostile
[15:45:32	]C24:i4.HELIX-86 used command '/Radio Anti sivilller öldü.'.
[15:45:42	]C24:i4.HELIX-86 used command '/Radio Retunr code 12.'.
[15:45:43	]Granda Malenyev has spawned a 'NPC [5113][npc_citizen]'.
[15:45:47	]Granda Malenyev has used a context menu option with the name: rb655_make_hostile
[15:45:56	]OSG:ODL-09 has taken 3 damage from npc_citizen.
[15:45:56	]OSG:ODL-09 has taken 3 damage from npc_citizen.
[15:45:58	]C24:i4.HELIX-86 has taken 5 damage from ix_drop.
[15:45:58	]C24:i4.HELIX-86 has gained a '17rnd Usp-Şarjörü' #65794.
[15:45:58	]C24:i4.HELIX-86 has lost a '17rnd Usp-Şarjörü' #65797.
[15:45:58	]C24:i4.HELIX-86 has gained a '17rnd Usp-Şarjörü' #65797.
[15:45:58	]C24:i4.HELIX-86 has lost a '17rnd Usp-Şarjörü' #65792.
[15:46:00	]OSG:ODL-09 has gained a '30rnd Pulse-Şarjörü' #68943.
[15:46:00	]OSG:ODL-09 has lost a '30rnd Pulse-Şarjörü' #68947.
[15:46:00	]OSG:ODL-09 has gained a '30rnd Pulse-Şarjörü' #68947.
[15:46:00	]OSG:ODL-09 has lost a '30rnd Pulse-Şarjörü' #68943.
[15:46:01	]Granda Malenyev has used a context menu option with the name: remove
[15:46:02	]Mersa loaded the character 'S10/OWS.GHOST-22'
[15:46:07	]S10/OWS.GHOST-22 is fully healed.
[15:46:12	]C24:i4.HELIX-86 has gained a '17rnd Usp-Şarjörü' #65792.
[15:46:12	]C24:i4.HELIX-86 has lost a '17rnd Usp-Şarjörü' #65797.
[15:46:12	]C24:i4.HELIX-86 has gained a '17rnd Usp-Şarjörü' #65797.
[15:46:12	]C24:i4.HELIX-86 has lost a '17rnd Usp-Şarjörü' #65792.
[15:46:47	]C24:i4.HELIX-86 opened the 'Dropped Items' #6655 container.
[15:46:47	]C24:i4.HELIX-86 closed the 'Dropped Items' #6655 container.
[15:46:48	]C24:i4.HELIX-86 opened the 'Dropped Items' #6655 container.
[15:46:48	]C24:i4.HELIX-86 closed the 'Dropped Items' #6655 container.
[15:46:49	]OSG:ODL-09 used command '/Radio enforcing stability'.
[15:46:55	]Granda Malenyev used command '/Event Görünüşe göre, sivil anarşiden çok bir iz kalmamış... Direniş örgütüne ait bir takım militaların hepsi, infaz edilmiş gibi görünüyor.'.
[15:47:03	]Granda Malenyev has used a context menu option with the name: remove
[15:47:06	]Granda Malenyev has used a context menu option with the name: remove
[15:47:15	]Granda Malenyev exited observer at their location.
[15:47:23	]Victorian (STEAM_0:0:577700614) deleted character 'Granda Malenyev'
[15:47:28	]Victorian loaded the character 'Victorian'
[15:47:30	]C24:i4.HELIX-86 used command '/Radio Anti siviller infaz edildi'.
[15:47:32	]Victorian is fully healed.
[15:47:35	]C24:i4.HELIX-86 used command '/Radio KOD 12'.
[15:47:41	]Victorian has spawned a broadcasting_device.
[15:47:42	]OSG:ODL-09 used command '/Radio cleaned'.
[15:47:43	]Victorian ran 'take' on item 'Yayın Cihazı' (#69170)
[15:47:43	]Victorian has gained a 'Yayın Cihazı' #69170.
[15:47:48	]C24:i4.HELIX-86 used command '/Radio Copy'.
[15:47:56	]S10/OWS.GHOST-22 used command '/Radio S10/OWS.GHOST-22 Full Active'.
[15:48:00	]C24:i4.HELIX-86 ran 'Repair' on item 'SK Üniforması' (#67825)
[15:48:04	][IC] OSG:ODL-09: <:: . ::>
[15:48:05	]Victorian loaded the character 'Hilbert Ritter'
[15:48:21	]OSG:ODL-09 used command '/Radio OSG:ODL-09 Full active'.
[15:48:25	]C24:i4.HELIX-86 used command '/Radio Medikal bir ihtiyacı olan revire gelsin.'.
[15:48:49	]S10/OWS.GHOST-22 has lost a '30rnd MP-şarjörü' #68856.
[15:48:49	]S10/OWS.GHOST-22 has gained a '30rnd MP-şarjörü' #68856.
[15:48:49	]S10/OWS.GHOST-22 has lost a '30rnd MP-şarjörü' #68752.
[15:48:49	]S10/OWS.GHOST-22 has gained a '30rnd MP-şarjörü' #68753.
[15:49:05	]S10/OWS.GHOST-22 has gained a '30rnd MP-şarjörü' #68752.
[15:49:05	]S10/OWS.GHOST-22 has lost a '30rnd MP-şarjörü' #68856.
[15:49:05	]S10/OWS.GHOST-22 has gained a '30rnd MP-şarjörü' #68856.
[15:49:05	]S10/OWS.GHOST-22 has lost a '30rnd MP-şarjörü' #68753.
[15:49:10	]C24:i4.HELIX-86 used the 'Helix Ekipman Dağıtıcısı' vendor.
[15:49:12	]C24:i4.HELIX-86 has gained 0 chips.
[15:49:12	]C24:i4.HELIX-86 has gained a 'Antidote' #69171.
[15:49:13	]C24:i4.HELIX-86 has gained 0 chips.
[15:49:13	]C24:i4.HELIX-86 has gained a 'Cerrahi Kit' #69172.
[15:49:15	]C24:i4.HELIX-86 has gained 0 chips.
[15:49:15	]C24:i4.HELIX-86 has gained a 'Smoke Grenade' #69173.
[15:49:17	]Hilbert Ritter used command '/Broadcast Şehir 24, Overwatch Birimlerininin dikkatine! Geçici sivil anarşi nedeniyle sınırlı süreliğine Sıkı-Yönetim kararına varılmıştır.'.
[15:49:17	]C24:i4.HELIX-86 has gained 0 chips.
[15:49:17	]C24:i4.HELIX-86 has gained a 'Ağrı Kesici' #69174.
[15:49:33	]OSG:ODL-09 used command '/Radio kapsule dönüyorum hizmet et Ghos 22'.
[15:49:35	]Hilbert Ritter used command '/Broadcast Mevcut sivilleri sorgulayın, ve gerekirse Rezidans Bloğu aramalarını sürdürün'.
[15:49:36	]Hilbert Ritter entered observer.
[15:49:40	]OSG:ODL-09 has gained a '30rnd Pulse-Şarjörü' #68943.
[15:49:40	]OSG:ODL-09 has lost a '30rnd Pulse-Şarjörü' #68947.
[15:49:40	]OSG:ODL-09 has gained a '30rnd Pulse-Şarjörü' #68947.
[15:49:40	]OSG:ODL-09 has lost a '30rnd Pulse-Şarjörü' #68943.
[15:49:49	]Deadasf loaded the character 'S10:Disp:AI-6'
[15:49:54	]S10:Disp:AI-6 is fully healed.
[15:49:58	]Hilbert Ritter used command '/PM S10 event ansı'.
[15:50:00	]C24:i4.HELIX-86 used command '/Radio Birimlerin dikkatine patrol ekipleri oluşturulucaktır SK birimlerine duyuru.'.
[15:50:09	]S10:Disp:AI-6 used command '/PM hil :D'.
[15:50:13	]Hilbert Ritter exited observer at their location.
[15:50:44	]S10:Disp:AI-6 used command '/Broadcast conspiracy'.
[15:51:12	]C24:i4.HELIX-86 opened the 'Kanıt Deposu' #6523 container.
[15:51:12	]C24:i4.HELIX-86 closed the 'Kanıt Deposu' #6523 container.
[15:51:17	]C24:i4.HELIX-86 opened the 'Dropped Items' #6655 container.
[15:51:17	]C24:i4.HELIX-86 closed the 'Dropped Items' #6655 container.
[15:51:42	]Victorian created the character 'Marjane Humeyni'
[15:51:42	]Victorian loaded the character 'Marjane Humeyni'
[15:51:42	]Marjane Humeyni has gained a 'Açık Gri Kol Bandı' #69175.
[15:51:42	]Marjane Humeyni has gained a '#15299 Kimlik Kartı' #69176.
[15:51:42	]Marjane Humeyni has gained a 'Yeşil Tulum' #69177.
[15:51:42	]Marjane Humeyni has gained a 'Kahverengi tulum pantolonu' #69178.
[15:51:42	]Marjane Humeyni has gained a 'Gözlükler' #69179.
[15:52:18	]S10:Disp:AI-6 used command '/Broadcast miscount detected'.
[15:52:36	]C24:i4.HELIX-86 used command '/Radio OSG biriminin dikkatine Joe Rock adlı kişi Sivil korumalara silahlı saldırıdan aranıyor bulunduğu yerdfe ampute edilmesi talep ediliyor.'.
[15:52:54	]S10:Disp:AI-6 used command '/Radio report status'.
[15:53:18	]Marjane Humeyni ran 'Equip' on item 'Açık Gri Kol Bandı' (#69175)
[15:53:21	]Marjane Humeyni entered observer.
[15:53:23	]C24:i4.HELIX-86 used command '/SC tac'.
[15:53:27	]C24:i4.HELIX-86 used command '/Radio KOD 12 Olağan üstü bir durum yok.'.
[15:53:31	]S10:Disp:AI-6 used command '/Radio ghost 20 2 report please'.
[15:53:34	]Marjane Humeyni exited observer at their location.
[15:53:39	]C24:i4.HELIX-86 used command '/SC TAC CMB'.
[15:53:43	]C24:i4.HELIX-86 used command '/SC CMB'.
[15:53:46	]C24:i4.HELIX-86 used command '/Radio KOD 12 Olağan üstü bir durum yok.'.
[15:53:51	]C24:i4.HELIX-86 used command '/SC TAC-3'.
[15:53:54	]Marjane Humeyni has spawned a book.
[15:53:56	]Marjane Humeyni ran 'take' on item 'Kitap' (#69180)
[15:53:56	]Marjane Humeyni has gained a 'Kitap' #69180.
[15:54:08	]C24:i4.HELIX-86 ran 'combine' on item '17rnd Usp-Şarjörü' (#65795)
[15:54:10	]C24:i4.HELIX-86 ran 'combine' on item '17rnd Usp-Şarjörü' (#65795)
[15:54:11	]C24:i4.HELIX-86 ran 'combine' on item '17rnd Usp-Şarjörü' (#65796)
[15:54:13	]C24:i4.HELIX-86 ran 'combine' on item '17rnd Usp-Şarjörü' (#65793)
[15:54:15	]S10/OWS.GHOST-22 used command '/Radio Catwalk Durumu Stabil.'.
[15:54:18	]C24:i4.HELIX-86 ran 'combine' on item '17rnd Usp-Şarjörü' (#65791)
[15:54:23	]Marjane Humeyni has spawned a ration.
[15:54:24	]Marjane Humeyni ran 'take' on item 'Rasyon' (#69181)
[15:54:24	]Marjane Humeyni has gained a 'Rasyon' #69181.
[15:54:25	]C24:i4.HELIX-86 used command '/Radio COPY2'.
[15:54:28	]Marjane Humeyni ran 'Open' on item 'Rasyon' (#69181)
[15:54:28	]Marjane Humeyni has gained a 'Yapay Macun' #69182.
[15:54:28	]Marjane Humeyni has gained a 'Breen'in Suyu' #69183.
[15:54:28	]Marjane Humeyni has gained a '15 Kredi Kuponu' #69184.
[15:54:30	]Marjane Humeyni entered observer.
[15:54:36	]Marjane Humeyni exited observer at their location.
[15:54:48	]S10/OWS.GHOST-22 used command '/CMB Catwalk bölgesi güvenli.'.
[15:54:51	]S10:Disp:AI-6 used command '/Radio offworld'.
[15:55:00	]C24:i4.HELIX-86 ran SAM command 'asay' with arguments: 'victorian bi gelsene'
[15:55:10	][LOOC] Marjane Humeyni: he
[15:55:13	]S10:Disp:AI-6 used command '/Radio if success is not achieved'.
[15:55:23	][LOOC] C24:i4.HELIX-86: aga nekrotikler bassınmı bi grottodan agelsinler
[15:55:29	][LOOC] C24:i4.HELIX-86: etkinlik olur
[15:55:32	][LOOC] Marjane Humeyni: yapılır
[15:55:34	]Marjane Humeyni ran SAM command 'menu' with arguments: ''
[15:55:46	]Marjane Humeyni entered observer.
[15:56:05	]Marjane Humeyni exited observer at their location.
[15:56:16	]S10:Disp:AI-6 used command '/Radio 63'.
[15:56:20	]S10/OWS.GHOST-22 has gained a '30rnd MP-şarjörü' #68753.
[15:56:20	]S10/OWS.GHOST-22 has lost a '30rnd MP-şarjörü' #68856.
[15:56:20	]S10/OWS.GHOST-22 has gained a '30rnd MP-şarjörü' #68856.
[15:56:20	]S10/OWS.GHOST-22 has lost a '30rnd MP-şarjörü' #68753.
[15:56:22	]S10:Disp:AI-6 used command '/Radio respond'.
[15:56:27	]S10:Disp:AI-6 used command '/Radio catwalks'.
[15:56:28	]S10/OWS.GHOST-22 has taken 12 damage from Marjane Humeyni.
[15:56:29	][IC] S10/OWS.GHOST-22: <:: DONT movae. ::>
[15:56:29	]S10/OWS.GHOST-22 has taken 12 damage from Marjane Humeyni.
[15:56:30	]S10/OWS.GHOST-22 has taken 12 damage from Marjane Humeyni.
[15:56:30	]S10/OWS.GHOST-22 has critically hit Marjane Humeyni in the left arm dealing 4 damage (CritChance was 1.01).
[15:56:30	]Marjane Humeyni has taken 4 damage from S10/OWS.GHOST-22.
[15:56:30	]S10/OWS.GHOST-22 has critically hit Marjane Humeyni in the chest dealing 16 damage (CritChance was 1.01).
[15:56:30	]Marjane Humeyni has taken 16 damage from S10/OWS.GHOST-22.
[15:56:30	]S10/OWS.GHOST-22 has critically hit Marjane Humeyni in the left arm dealing 0 damage (CritChance was 1.01).
[15:56:30	]S10/OWS.GHOST-22 has critically hit Marjane Humeyni in the left arm dealing 4 damage (CritChance was 1.01).
[15:56:30	]Marjane Humeyni has taken 4 damage from S10/OWS.GHOST-22.
[15:56:30	]S10/OWS.GHOST-22 has critically hit Marjane Humeyni in the left arm dealing 4 damage (CritChance was 1.01).
[15:56:30	]Marjane Humeyni has taken 4 damage from S10/OWS.GHOST-22.
[15:56:30	]S10/OWS.GHOST-22 has critically hit Marjane Humeyni in the head dealing 17 damage (CritChance was 1.01).
[15:56:30	]Marjane Humeyni has taken 17 damage from S10/OWS.GHOST-22.
[15:56:31	]S10/OWS.GHOST-22 has critically hit Marjane Humeyni in the head dealing 17 damage (CritChance was 1.01).
[15:56:31	]Marjane Humeyni has taken 17 damage from S10/OWS.GHOST-22.
[15:56:31	]S10/OWS.GHOST-22 has critically hit Marjane Humeyni in the left arm dealing 0 damage (CritChance was 1.01).
[15:56:31	]S10/OWS.GHOST-22 has critically hit Marjane Humeyni in the left arm dealing 4 damage (CritChance was 1.01).
[15:56:31	]Marjane Humeyni has taken 4 damage from S10/OWS.GHOST-22.
[15:56:31	]S10/OWS.GHOST-22 has critically hit Marjane Humeyni in the right arm dealing 0 damage (CritChance was 1.01).
[15:56:31	]S10/OWS.GHOST-22 has critically hit Marjane Humeyni in the right arm dealing 4 damage (CritChance was 1.01).
[15:56:31	]Marjane Humeyni has taken 4 damage from S10/OWS.GHOST-22.
[15:56:31	]S10/OWS.GHOST-22 has critically hit Marjane Humeyni in the chest dealing 16 damage (CritChance was 1.01).
[15:56:31	]Marjane Humeyni has taken 16 damage from S10/OWS.GHOST-22.
[15:56:31	]S10/OWS.GHOST-22 has taken 12 damage from Marjane Humeyni.
[15:56:31	]S10/OWS.GHOST-22 has critically hit Marjane Humeyni in the left arm dealing 4 damage (CritChance was 1.01).
[15:56:31	]Marjane Humeyni has taken 4 damage from S10/OWS.GHOST-22.
[15:56:31	]S10/OWS.GHOST-22 has critically hit Marjane Humeyni in the head dealing 17 damage (CritChance was 1.01).
[15:56:31	]Marjane Humeyni was knocked unconscious and is bleeding out.
[15:56:32	]C24:i4.HELIX-86 has gained a '17rnd Usp-Şarjörü' #65792.
[15:56:32	]C24:i4.HELIX-86 has lost a '17rnd Usp-Şarjörü' #65797.
[15:56:32	]C24:i4.HELIX-86 has gained a '17rnd Usp-Şarjörü' #65797.
[15:56:32	]C24:i4.HELIX-86 has lost a '17rnd Usp-Şarjörü' #65796.
[15:56:32	]S10/OWS.GHOST-22 has gained a '30rnd MP-şarjörü' #68753.
[15:56:32	]S10/OWS.GHOST-22 has lost a '30rnd MP-şarjörü' #68856.
[15:56:32	]S10/OWS.GHOST-22 has gained a '30rnd MP-şarjörü' #68856.
[15:56:32	]S10/OWS.GHOST-22 has lost a '30rnd MP-şarjörü' #68752.
[15:56:36	][Y] Marjane Humeyni: Ah!
[15:56:39	]S10/OWS.GHOST-22 used command '/Radio MULTIPLE UNKNOWNS'.
[15:56:45	]C24:i4.HELIX-86 used command '/Radio 10-20?'.
[15:56:59	]S10/OWS.GHOST-22 used command '/Radio Otel'.
[15:57:07	]C24:i4.HELIX-86 used command '/Radio COPY; MOVE'.
[15:57:07	]Marjane Humeyni has dropped: Açık Gri Kol Bandı (#69175); Yeşil Tulum (#69177); Kahverengi tulum pantolonu (#69178); Kitap (#69180); Yapay Macun (#69182); Breen'in Suyu (#69183); 1x 15 Kredi Kuponu (#69184);
[15:57:07	]Marjane Humeyni was just killed due to: accepting their death
[15:57:13	]Marjane Humeyni entered observer.
[15:57:16	]C24:i4.HELIX-86 has gained a '17rnd Usp-Şarjörü' #65796.
[15:57:16	]C24:i4.HELIX-86 has lost a '17rnd Usp-Şarjörü' #65797.
[15:57:16	]C24:i4.HELIX-86 has gained a '17rnd Usp-Şarjörü' #65797.
[15:57:16	]C24:i4.HELIX-86 has lost a '17rnd Usp-Şarjörü' #65796.
[15:57:16	]S10/OWS.GHOST-22 ran 'use' on item 'İlk Yardım Kiti' (#68847)
[15:57:16	]S10/OWS.GHOST-22 has performed the 'Use İlk Yardım Kiti' action, gaining 83 experience in medicine.
[15:57:16	]S10/OWS.GHOST-22 was disinfected by S10/OWS.GHOST-22 for 60 seconds.
[15:57:16	]S10/OWS.GHOST-22 was bandaged by S10/OWS.GHOST-22 for 50 HP.
[15:57:24	][IC] S10/OWS.GHOST-22: <:: Don't move. ::>
[15:57:26	]S10/OWS.GHOST-22 ran 'use' on item 'İlk Yardım Kiti' (#68847)
[15:57:26	]S10/OWS.GHOST-22 has performed the 'Use İlk Yardım Kiti' action, gaining 25 experience in medicine.
[15:57:26	]S10/OWS.GHOST-22 was disinfected by S10/OWS.GHOST-22 for 60 seconds.
[15:57:26	]S10/OWS.GHOST-22 was bandaged by S10/OWS.GHOST-22 for 50 HP.
[15:57:27	]S10/OWS.GHOST-22 ran 'use' on item 'İlk Yardım Kiti' (#68847)
[15:57:27	]S10/OWS.GHOST-22 was disinfected by S10/OWS.GHOST-22 for 60 seconds.
[15:57:27	]S10/OWS.GHOST-22 was bandaged by S10/OWS.GHOST-22 for 50 HP.
[15:57:27	]S10/OWS.GHOST-22 has gained a 'Dikişli Kumaş' #69185.
[15:57:31	]S10:Disp:AI-6 used command '/Radio location diordna'.
[15:57:33	]S10/OWS.GHOST-22 ran 'use' on item 'Dezenfekte Bandaj Rulosu' (#68859)
[15:57:33	]S10/OWS.GHOST-22 tried to disinfect S10/OWS.GHOST-22 but the wound was already clean.
[15:57:33	]S10/OWS.GHOST-22 was bandaged by S10/OWS.GHOST-22 for 15 HP.
[15:57:34	]S10/OWS.GHOST-22 ran 'use' on item 'Dezenfekte Bandaj Rulosu' (#68859)
[15:57:34	]S10/OWS.GHOST-22 tried to disinfect S10/OWS.GHOST-22 but the wound was already clean.
[15:57:34	]S10/OWS.GHOST-22 was bandaged by S10/OWS.GHOST-22 for 15 HP.
[15:57:35	]S10/OWS.GHOST-22 ran 'use' on item 'Dezenfekte Bandaj Rulosu' (#68859)
[15:57:35	]S10/OWS.GHOST-22 tried to disinfect S10/OWS.GHOST-22 but the wound was already clean.
[15:57:35	]S10/OWS.GHOST-22 was bandaged by S10/OWS.GHOST-22 for 15 HP.
[15:57:36	]S10/OWS.GHOST-22 ran 'use' on item 'Dezenfekte Bandaj Rulosu' (#68859)
[15:57:36	]S10/OWS.GHOST-22 tried to disinfect S10/OWS.GHOST-22 but the wound was already clean.
[15:57:36	]S10/OWS.GHOST-22 was bandaged by S10/OWS.GHOST-22 for 15 HP.
[15:57:43	]S10/OWS.GHOST-22 opened the 'Dropped Items' #6659 container.
[15:57:48	]C24:i4.HELIX-86 used command '/Radio Nexusa dönüyorum'.
[15:57:49	]S10/OWS.GHOST-22 closed the 'Dropped Items' #6659 container.
[15:57:53	][IC] S10:Disp:AI-6: Interlokc.
[15:57:54	][IT] Marjane Humeyni: Görünüşe göre kadın, tamamiyle ölmüş ve bir iz bırakmamış...
[15:58:07	]S10/OWS.GHOST-22 has gained a '30rnd MP-şarjörü' #68752.
[15:58:07	]S10/OWS.GHOST-22 has lost a '30rnd MP-şarjörü' #68856.
[15:58:07	]S10/OWS.GHOST-22 has gained a '30rnd MP-şarjörü' #68856.
[15:58:07	]S10/OWS.GHOST-22 has lost a '30rnd MP-şarjörü' #68751.
[15:58:17	][IC] S10:Disp:AI-6: Search.
[15:58:22	]S10/OWS.GHOST-22 used command '/Radio 1 anticitizen flatline'.
